N	3gram	Vygotskiy_	VLabPisa
1	и т д	10	16
2	в этом отношении	7	14
3	и т п	23	9
4	не может быть	14	8
5	с другой стороны	7	8
6	по этому поводу	3	7
7	более или менее	3	6
8	в том что	21	5
9	в конечном счете	6	5
10	в зависимости от	6	5
11	в то же	2	5
12	то же время	2	5
13	в художественном произведении	8	4
14	в одном из	2	4
15	вместе с тем	3	4
16	можно сказать что	2	4
17	не было бы	3	4
18	не могут быть	2	4
19	в связи с	2	4
20	к тому что	2	4
21	мы видели что	2	3
22	вот что говорит	1	3
23	не удивительно что	1	3
24	в значительной мере	1	3
25	о том как	1	3
26	для того чтобы	11	3
27	о том что	9	3
28	подобно тому как	7	3
29	в этой области	3	3
30	та или иная	1	3
31	это и есть	1	3
32	одной стороны и	1	2
33	война и мир	1	2
34	которая не может	2	2
35	и том же	1	2
36	во всяком случае	7	2
37	от того что	2	2
38	в том чтобы	9	2
39	по крайней мере	1	2
40	в чем же	2	2
41	этой точки зрения	7	2
42	одном из писем	1	2
43	в том числе	1	2
44	бы не было	1	2
45	не в том	7	2
46	таким образом в	2	2
47	мы знаем что	3	2
48	приводит к тому	2	2
49	до сих пор	8	2
50	не только не	4	2
51	в конце концов	6	2
52	том числе и	1	2
53	что все эти	1	2
54	и художественного творчества	1	2
55	не только в	1	2
56	явлений и процессов	1	2
57	и никогда не	1	2
58	не может не	1	2
59	можно определить как	1	2
60	каждой из этих	1	2
61	только в том	4	2
62	только то что	2	2
63	и главным образом	1	2
64	с одной стороны	6	2
65	одном и том	1	2
66	можно было бы	2	2
67	после того как	1	2
68	и в процессе	3	2
69	и не может	2	2
70	так же как	8	1
71	это то что	1	1
72	что он не	1	1
73	и не быть	1	1
74	никак не могут	1	1
75	при помощи которых	1	1
76	в себе ту	1	1
77	художественного произведения не	1	1
78	как увидим ниже	1	1
79	в свою очередь	3	1
80	за эти годы	1	1
81	художественными образами и	1	1
82	в том же	1	1
83	с этим и	1	1
84	того или иного	1	1
85	все то что	3	1
86	искусстве и в	1	1
87	относится скорее к	1	1
88	если так то	1	1
89	как будто бы	2	1
90	приходится главным образом	1	1
91	этих теорий в	1	1
92	есть в конечном	1	1
93	но вместе с	1	1
94	в применении к	2	1
95	том смысле что	1	1
96	т п все	2	1
97	взгляд на художественное	1	1
98	в какой мере	3	1
99	мы видим что	4	1
100	в художественную форму	1	1
101	в силу того	3	1
102	на то что	12	1
103	а вместе с	1	1
104	и может быть	1	1
105	но и в	1	1
106	с того момента	1	1
107	и ту же	1	1
108	как мы знаем	1	1
109	в художественных образах	1	1
110	в том смысле	1	1
111	в этом смысле	3	1
112	по сравнению с	3	1
113	но она не	1	1
114	том можно ли	1	1
115	но и у	1	1
116	в результате этого	1	1
117	и в результате	1	1
118	в том случае	3	1
119	и процессов в	1	1
120	может быть даже	1	1
121	ни в какой	3	1
122	в них по	1	1
123	то время как	6	1
124	в которой он	1	1
125	в действительной жизни	1	1
126	заключает в себе	3	1
127	том или ином	1	1
128	с его точки	1	1
129	ту или иную	1	1
130	дело не в	1	1
131	с этой точки	5	1
132	на основании этих	1	1
133	то что в	1	1
134	может быть в	1	1
135	в самом деле	13	1
136	быть сведена к	2	1
137	и во всех	2	1
138	не могут иметь	1	1
139	него могут быть	2	1
140	не значит что	1	1
141	является только наиболее	1	1
142	что у художников	1	1
143	у него в	1	1
144	что и самые	1	1
145	в то время	6	1
146	бесконечное число раз	1	1
147	мы встречаемся с	1	1
148	леонардо да винчи	2	1
149	тех или иных	2	1
150	а между тем	1	1
151	что в них	1	1
152	но к ним	1	1
153	и в науке	1	1
154	и то же	1	1
155	на этот вопрос	1	1
156	в таком случае	3	1
157	все же не	1	1
158	в процессе творчества	2	1
159	что по этому	1	1
160	хотя и не	2	1
161	сами по себе	4	1
162	в искусстве и	1	1
163	то прежде всего	1	1
164	какой мере не	1	1
165	ли это что	1	1
166	художественного произведения и	2	1
167	другой стороны в	1	1
168	что мы имеем	1	1
169	всех других видов	1	1
170	евгения онегина не	1	1
171	искусства до сих	1	1
172	его точки зрения	1	1
173	одно и то	1	1
174	мышления и познания	1	1
175	то или иное	2	1
176	все это имеет	1	1
177	то все же	1	1
178	в прямом смысле	1	1
179	бросается в глаза	1	1
180	том что мы	2	1
181	том что и	1	1
182	и художественного познания	1	1
183	в светлое поле	1	1
184	п все это	2	1
185	в свете этих	1	1
186	по аналогии с	1	1
187	и вместе с	1	1
188	а потому и	1	1
189	может быть определена	1	1
190	в данном случае	1	1
191	в том или	1	1
192	но даже в	1	1
193	того или другого	1	1
194	именно в силу	1	1
195	могут быть отнесены	1	1
196	а в том	2	1
197	значит ли это	1	1
198	мы полагаем что	1	1
199	могут быть сведены	1	1
200	к тому же	1	1
201	их в художественных	1	1
202	в ней не	1	1
203	же как и	2	1
204	светлое поле сознания	1	1
205	и есть в	1	1
206	что при всем	2	1
207	огромную роль играют	1	1
208	как если бы	1	1
209	одна из форм	1	1
210	сводится именно к	1	1
211	бы и в	1	1
212	одну и ту	1	1
213	то же самое	8	1
214	никогда не может	3	1
215	том случае если	2	1
216	сама по себе	2	1
217	может быть сведена	2	1
218	не только у	1	1
219	из которых каждая	2	1
220	совершенно очевидно что	2	1
221	точки зрения на	1	1
222	от всех других	2	1
223	от других видов	1	1
224	вопрос о том	1	1
225	бессознательного в искусстве	1	1
226	а не только	1	1
227	на основании всех	1	1
228	таким образом и	3	1
229	только тогда когда	4	1
230	и в искусстве	1	1
231	в поэзии и	1	1
232	оно может быть	1	1
233	полнее и отчетливее	1	1
234	определяющую роль в	1	1
235	имеем дело с	1	1
236	те или иные	1	1
237	когда он в	1	1
238	теми или иными	1	1
239	мы имеем дело	1	1
240	лежит в основе	2	1
