N	4gram	Bakhtin_Fr	formyVre
1	в то же время	5	18
2	и в то же	2	8
3	как мы уже сказали	4	6
4	как мы уже говорили	4	6
5	в том числе и	7	5
6	мы имеем в виду	1	5
7	до сих пор еще	4	3
8	в той или иной	5	3
9	в нем нет ничего	1	3
10	в средние века и	2	3
11	но в то же	2	3
12	мы еще вернемся в	1	3
13	и до сих пор	1	2
14	мы уже говорили в	1	2
15	и в большинстве случаев	1	2
16	к себе самому и	1	2
17	еды и питья и	1	2
18	все более и более	1	2
19	дело в том что	2	2
20	одна и та же	1	2
21	неотделимы друг от друга	1	2
22	в самой жизни в	1	2
23	на первый план выдвигается	1	2
24	и до известной степени	1	2
25	той или иной степени	1	2
26	в искусстве и литературе	1	2
27	во всех этих явлениях	1	2
28	тела и телесной жизни	1	1
29	и почти вовсе не	1	1
30	принадлежит к самой природе	1	1
31	брата жана и панурга	1	1
32	в большей своей части	1	1
33	в значительной мере и	1	1
34	в фабльо и шванках	2	1
35	на протяжении длительного времени	1	1
36	форм для своего выражения	1	1
37	той или иной форме	4	1
38	и в самой жизни	1	1
39	остановимся прежде всего на	1	1
40	эпизод пребывания эпистемона в	1	1
41	входящих в него элементов	1	1
42	в xvii и xviii	1	1
43	рядом друг с другом	1	1
44	о высокой оценке рабле	1	1
45	жизни но и в	1	1
46	том числе и в	1	1
47	мы уже говорили о	1	1
48	и др все эти	2	1
49	одной и той же	1	1
50	в эпоху возрождения но	1	1
51	в тех случаях когда	1	1
52	мы уже говорили что	3	1
53	средние века и в	2	1
54	еды питья испражнений половой	1	1
55	или иной форме и	1	1
56	в основе ее лежит	1	1
57	для него существует только	1	1
58	точки зрения на мир	1	1
59	уже говорили в начале	1	1
60	переплетаются друг с другом	1	1
61	в основе его лежит	1	1
62	или во всяком случае	1	1
63	вне всякой связи с	1	1
64	как бы ни были	1	1
65	мы встречаемся с ним	1	1
66	xvii и xviii веках	1	1
67	в этом основная особенность	1	1
68	в тех же условиях	1	1
69	и в последующем развитии	1	1
70	точка зрения на мир	1	1
71	в изображении человеческого тела	1	1
72	почти ничего не осталось	1	1
73	все же в них	1	1
74	всегда включает в себя	1	1
75	в том что он	1	1
76	рабле гаргантюа и пантагрюэль	1	1
77	в литературе и в	1	1
78	но это и не	1	1
79	для него самого и	1	1
80	вплоть до наших дней	1	1
81	чем мы уже говорили	2	1
82	и в какой-то мере	1	1
83	но дело в том	1	1
84	и пр и пр	1	1
85	мы будем говорить в	1	1
86	начало и конец но	1	1
87	иной форме и степени	1	1
88	о чем мы уже	2	1
89	и у других представителей	1	1
90	в романе рабле вовсе	1	1
91	в эпизоде воспитания гаргантюа	1	1
92	есть еще и в	1	1
93	изображении человеческого тела в	1	1
