N	2gram	Voloshinov	formyVre
1	и в	3	148
2	и не	1	37
3	в его	1	36
4	но и	1	33
5	то же	1	32
6	не только	1	32
7	может быть	1	27
8	точки зрения	1	24
9	в то	1	23
10	связи с	1	21
11	же время	1	21
12	и на	1	19
13	и все	1	18
14	в особенности	1	17
15	не может	4	16
16	с точки	1	15
17	а не	1	14
18	в ней	1	11
19	вещей и	1	10
20	для него	1	9
21	к тому	1	8
22	один из	2	8
23	если бы	1	8
24	из этих	1	7
25	мы видим	1	6
26	тех же	1	6
27	нет и	1	6
28	событий и	1	6
29	вполне понятно	1	5
30	с другими	1	5
31	конечно и	1	5
32	его от	1	4
33	несмотря на	1	4
34	бы на	1	4
35	в центре	2	3
36	тому что	1	3
37	бы в	1	3
38	этой проблемы	1	3
39	и событий	1	3
40	подхода к	1	3
41	ни один	1	3
42	и истории	1	2
43	и должно	1	2
44	в каждом	1	2
45	лучше всего	1	2
46	смысл и	1	2
47	если в	2	2
48	в языке	1	2
49	литературного произведения	1	2
50	можно назвать	1	2
51	влияния на	1	2
52	исходя из	1	1
53	язык как	1	1
54	не менее	1	1
55	мировоззрения на	1	1
56	себе все	1	1
57	преодолеть эту	1	1
58	отрешенными от	1	1
59	вопросов мы	1	1
60	не оказать	1	1
61	не связанными	1	1
62	второй части	1	1
63	по своим	1	1
64	не из	1	1
65	в системе	1	1
66	он в	1	1
67	на месте	1	1
68	может не	1	1
69	оторвано от	1	1
70	и больше	1	1
71	при анализе	1	1
72	ставить в	1	1
73	и школы	2	1
74	защитительной речи	1	1
75	на нее	1	1
76	приведут к	1	1
77	права и	1	1
78	во второй	1	1
79	ничего для	1	1
80	художественного произведения	1	1
81	может и	1	1
