N	2gram	Vygotskiy_	VeschiIm
1	не есть	1	79
2	и не	15	57
3	не только	29	48
4	то что	32	48
5	не может	16	46
6	и в	37	45
7	и есть	2	40
8	и т	1	39
9	может быть	19	39
10	т д	1	38
11	а не	5	37
12	значит что	1	32
13	это значит	1	30
14	что я	1	26
15	потому что	11	25
16	не просто	1	24
17	было бы	12	24
18	только в	8	23
19	по себе	9	23
20	что она	6	23
21	в себе	8	23
22	сказать что	16	22
23	в смысле	2	22
24	и что	11	22
25	как бы	16	20
26	что такое	1	20
27	и следовательно	3	20
28	что это	8	19
29	что же	3	19
30	но и	23	19
31	и ее	9	19
32	в этом	32	18
33	вещь и	1	18
34	все же	6	18
35	так как	11	17
36	что мы	9	17
37	прежде всего	12	17
38	и это	3	17
39	есть не	3	17
40	таким образом	39	16
41	оно есть	2	16
42	того что	28	16
43	как раз	8	16
44	от всего	2	15
45	как и	20	15
46	уже не	2	15
47	в том	47	15
48	в ней	2	15
49	и то	3	14
50	сущности и	1	14
51	не в	9	14
52	в самом	16	13
53	том что	42	13
54	и больше	1	13
55	есть и	1	13
56	и для	3	13
57	а и	1	13
58	в себя	2	13
59	то ни	1	13
60	что в	25	12
61	и с	10	12
62	бы то	1	12
63	то же	12	12
64	и даже	5	12
65	есть нечто	2	12
66	о том	14	12
67	еще не	1	12
68	если мы	8	12
69	точки зрения	49	12
70	но если	3	12
71	ничего не	6	12
72	что они	5	12
73	ни было	1	12
74	совершенно не	1	12
75	что и	3	12
76	и как	7	12
77	если она	1	12
78	и их	5	11
79	содержит в	1	11
80	не менее	1	11
81	и пр	2	11
82	общение с	1	11
83	тем не	1	11
84	ни в	6	11
85	что не	2	11
86	вовсе не	5	11
87	предполагает что	1	11
88	также и	2	11
89	в то	7	11
90	и только	2	11
91	вещи не	1	11
92	по крайней	1	10
93	учение об	1	10
94	в чем	5	10
95	крайней мере	1	10
96	что оно	6	10
97	ясно что	2	10
98	вещь не	1	10
99	общаться с	1	10
100	с ее	3	10
101	есть ли	1	10
102	я и	1	9
103	с ним	3	9
104	в результате	7	9
105	со стороны	4	9
106	бы и	4	9
107	то и	4	9
108	хотя бы	7	9
109	нисколько не	2	9
110	говорить о	4	9
111	в своем	10	9
112	ни с	1	9
113	сущность и	1	9
114	должно быть	4	9
115	это не	5	9
116	у нас	1	9
117	но что	3	9
118	бы в	5	9
119	она не	3	9
120	другими словами	1	9
121	так что	2	9
122	но не	6	9
123	на то	11	9
124	и его	10	9
125	как с	1	8
126	это есть	2	8
127	если бы	10	8
128	с тем	8	8
129	что он	16	8
130	отличается от	1	8
131	действительность и	2	8
132	в свете	5	8
133	по сравнению	10	8
134	но в	9	8
135	тут не	1	8
136	мы не	13	8
137	что значит	1	8
138	мы имеем	2	8
139	для него	5	8
140	в ее	3	8
141	все это	9	8
142	со своим	1	8
143	с другими	5	8
144	в отношении	14	8
145	указывает на	4	8
146	только и	1	8
147	и потому	3	8
148	не с	2	8
149	с другой	16	8
150	можно сказать	6	8
151	что есть	1	8
152	отнюдь не	2	8
153	с этой	7	7
154	в сущности	13	7
155	оно не	1	7
156	самом деле	8	7
157	вещь в	1	7
158	все эти	6	7
159	тем что	7	7
160	сравнению с	9	7
161	в действительности	1	7
162	и тогда	1	7
163	слова и	5	7
164	с самой	1	7
165	не потому	2	7
166	без всякого	2	7
167	никак не	1	7
168	или не	1	7
169	вообще не	1	7
170	сама по	3	7
171	я не	4	7
172	и тем	8	7
173	от того	7	7
174	а в	4	7
175	из них	4	7
176	с чем	2	7
177	в той	1	6
178	для себя	7	6
179	мы говорим	2	6
180	их в	6	6
181	в своей	7	6
182	в каком	3	6
183	в данном	5	6
184	из себя	1	6
185	в одном	5	6
186	вообще но	1	6
187	и до	5	6
188	как только	3	6
189	одна из	1	6
190	вопрос о	11	6
191	в сфере	4	6
192	несмотря на	6	6
193	с точки	34	6
194	дело в	3	6
195	и другое	1	6
196	между ними	2	6
197	в нем	2	6
198	и вообще	2	6
199	что является	3	6
200	должны быть	2	6
201	одно и	2	6
202	можно было	6	6
203	этот вопрос	6	6
204	когда мы	2	6
205	как мы	11	6
206	жизни и	2	6
207	независимо от	10	6
208	и все	7	6
209	никогда не	8	6
210	больше того	5	6
211	все что	4	5
212	как это	6	5
213	один из	3	5
214	и здесь	1	5
215	со всем	2	5
216	как к	1	5
217	тогда когда	8	5
218	мысли и	7	5
219	а есть	1	5
220	подобно тому	2	5
221	звук и	2	5
222	себя с	1	5
223	в жизни	2	5
224	ничем не	3	5
225	как о	2	5
226	вместе с	14	5
227	да и	1	5
228	я хочу	1	5
229	себе в	1	5
230	чем же	2	5
231	в свою	4	5
232	и если	4	5
233	свою очередь	3	5
234	вообще и	2	5
235	нет и	1	5
236	это что	1	5
237	точка зрения	3	5
238	того же	1	5
239	о ней	1	5
240	только не	2	5
241	во всех	4	5
242	мы видим	7	5
243	что у	3	5
244	и мы	3	5
245	в его	16	5
246	хотя и	2	5
247	а это	1	5
248	мы находим	7	5
249	от всех	3	5
250	в которой	6	5
251	то это	2	5
252	и без	1	5
253	как она	1	5
254	между прочим	1	5
255	об этом	6	5
256	должен быть	6	5
257	кроме того	1	5
258	действительности и	4	5
259	значило бы	1	5
260	имеет смысл	1	5
261	тому как	3	5
