N	4gram	Vygotskiy_	Komedia
1	в то время как	3	9
2	и в самом деле	14	7
3	в том что он	3	4
4	один и тот же	1	3
5	до сих пор не	1	3
6	состоит в том что	1	2
7	с этой точки зрения	2	2
8	в том что в	1	2
9	до сих пор в	1	2
10	что ни одно из	1	2
11	о чем идет речь	1	2
12	только для того чтобы	1	2
13	и в свою очередь	1	2
14	друг с другом и	2	1
15	в самом деле здесь	2	1
16	не что иное как	1	1
17	не ясно с самого	1	1
18	ясно с самого начала	1	1
19	же мере в какой	1	1
20	то что в нем	2	1
21	все что она могла	1	1
22	до тех пор пока	2	1
23	в той же мере	1	1
24	имеем в виду конечно	1	1
25	в самом деле мы	1	1
26	только в том случае	4	1
27	что одна из них	1	1
28	разве не ясно с	1	1
29	и т п уже	1	1
30	в том что они	2	1
31	в том что эта	1	1
32	речь идет о том	1	1
33	конечно в том что	1	1
34	для того чтобы показать	2	1
35	только в том что	1	1
36	то же самое что	2	1
37	по самой своей природе	1	1
38	сказать что ни одно	1	1
39	состоит в том чтобы	1	1
40	о том что она	1	1
41	конечно в высшей степени	1	1
42	от начала до конца	1	1
43	одного и того же	1	1
44	как и всякий другой	1	1
45	сводится к тому что	1	1
46	одна из них не	1	1
47	в том случае если	4	1
48	в целом ряде случаев	1	1
49	в том что она	2	1
50	и т д все	1	1
51	так же как и	1	1
52	одна и та же	2	1
53	с самого начала что	1	1
54	в том виде как	1	1
55	и каждый из них	1	1
