N	2gram	Bakhtin_Pr	StatiiOP
1	и в	59	103
2	в том	17	89
3	том что	15	77
4	в этом	40	76
5	что в	14	74
6	не только	26	60
7	о том	5	47
8	но и	22	46
9	то что	21	44
10	что он	16	42
11	в его	44	42
12	и не	66	41
13	может быть	38	38
14	было бы	10	32
15	в этой	5	31
16	вовсе не	13	31
17	тем что	5	29
18	все это	12	29
19	таким образом	22	28
20	а в	9	27
21	а не	30	27
22	но в	7	26
23	что это	1	25
24	так и	13	25
25	этом отношении	7	24
26	в трагедии	1	24
27	и его	21	24
28	все же	9	23
29	точки зрения	36	23
30	не в	10	23
31	так что	3	23
32	потому что	20	23
33	для того	3	22
34	в которой	6	22
35	как в	10	22
36	того что	4	22
37	прежде всего	17	22
38	у нас	2	22
39	в области	3	22
40	пушкиным в	1	21
41	и пр	3	21
42	того чтобы	5	21
43	до сих	3	20
44	это не	13	20
45	в своей	17	19
46	сих пор	3	19
47	в то	15	19
48	только в	15	19
49	в котором	6	18
50	с другой	3	18
51	он не	11	18
52	об этом	4	18
53	не может	31	18
54	в самом	19	17
55	в году	1	17
56	как на	4	17
57	в русской	3	17
58	самом деле	9	17
59	в россии	1	17
60	как бы	40	17
61	в данном	3	17
62	в этих	5	16
63	с этим	2	16
64	сказать что	9	16
65	можно было	5	16
66	в статье	1	16
67	если бы	12	16
68	в ней	8	16
69	другой стороны	3	15
70	как и	21	15
71	по поводу	2	15
72	из этих	2	15
73	у него	9	15
74	я не	7	15
75	и на	15	15
76	например в	5	15
77	в отношении	3	15
78	как раз	9	15
79	для него	23	15
80	то же	15	14
81	но все	8	14
82	так например	1	14
83	к тому	1	14
84	с точки	21	14
85	между тем	5	14
86	и что	2	14
87	была бы	5	14
88	в той	9	13
89	именно в	8	13
90	во всяком	5	13
91	в своем	12	13
92	из них	8	13
93	в качестве	1	13
94	а с	4	13
95	в конце	9	13
96	в нем	38	13
97	вместе с	2	13
98	со стороны	6	13
99	всяком случае	3	13
100	но это	7	13
101	дело в	1	13
102	что касается	1	13
103	жизни и	21	13
104	тому что	3	13
105	в своих	5	12
106	не менее	3	12
107	хотя бы	5	12
108	что у	5	12
109	в первой	3	12
110	ни в	5	12
111	как например	2	12
112	так как	11	12
113	что они	3	12
114	в них	5	11
115	в другом	1	11
116	должна была	4	11
117	никогда не	19	11
118	не было	5	11
119	ясно что	1	11
120	и с	10	11
121	и по	4	11
122	своего рода	1	11
123	из его	4	11
124	у шекспира	2	11
125	того как	1	11
126	вопрос о	4	11
127	все эти	12	11
128	это было	3	11
129	кроме того	3	10
130	не столько	3	10
131	в виду	2	10
132	так же	10	10
133	отметить что	2	10
134	в целом	8	10
135	что такое	1	10
136	что и	10	10
137	это слово	1	10
138	но он	3	10
139	во всех	8	10
140	а как	8	10
141	в каком	2	10
142	в истории	3	10
143	же время	10	10
144	в рукописи	1	10
145	ничего не	8	10
146	ответ на	2	10
147	на вопрос	2	10
148	на самом	5	10
149	но не	13	10
150	во второй	1	10
151	в частности	2	10
152	в начале	3	10
153	и к	5	9
154	с этой	1	9
155	говорит о	1	9
156	мне кажется	2	9
157	можно сказать	3	9
158	в одном	14	9
159	несмотря на	7	9
160	его жизни	2	9
161	письме к	1	9
162	и это	5	9
163	в чем	2	9
164	в каждом	11	9
165	и тем	2	9
166	что эта	1	9
167	не является	2	9
168	такого рода	1	9
169	времени и	1	9
170	что же	5	9
171	и для	5	9
172	для нас	3	9
173	что мы	2	9
174	там где	12	9
175	по этому	2	9
176	место в	2	9
177	но ведь	4	8
178	в результате	6	8
179	и даже	4	8
180	еще более	1	8
181	к которому	1	8
182	что она	6	8
183	к этому	6	8
184	связи с	1	8
185	одним из	11	8
186	и др	1	8
187	могут быть	5	8
188	нужно сказать	2	8
189	заключается в	3	8
190	в которых	2	8
191	не имеет	2	8
192	тем не	1	8
193	совершенно не	2	8
194	и более	2	8
195	мы имеем	2	8
196	при помощи	1	8
197	статьи в	2	8
198	той же	7	8
199	до конца	11	8
200	подчеркнуть что	4	8
201	в их	5	8
202	в какой	2	8
203	отношение к	4	8
204	и о	5	8
205	такой же	1	8
206	это в	3	8
207	с которыми	2	7
208	по себе	13	7
209	отличается от	3	7
210	точка зрения	14	7
211	того же	1	7
212	гораздо более	1	7
213	на почве	5	7
214	в ее	4	7
215	что все	5	7
216	это очень	4	7
217	в эту	1	7
218	кажется что	4	7
219	как это	2	7
220	что для	4	7
221	из этого	1	7
222	во втором	1	7
223	то в	1	7
224	и то	1	7
225	нет никакого	1	7
226	то время	3	7
227	еще не	11	7
228	одной из	1	7
229	на этот	2	7
230	связан с	1	7
231	данном случае	3	7
232	уже в	9	7
233	трагедии в	1	7
234	в виде	1	7
235	но с	4	7
236	материал для	1	7
237	говорит об	2	7
238	тем более	2	7
239	не все	2	7
240	с самого	3	7
