N	3gram	Bakhtin_Pr	Problemy
1	то же время	8	26
2	в то же	8	26
3	с точки зрения	13	25
4	по отношению к	5	18
5	к себе самому	6	18
6	человека из подполья	2	16
7	в этом смысле	5	16
8	не может быть	8	14
9	с самим собою	6	14
10	на чужое слово	2	13
11	в большинстве случаев	9	12
12	но в то	3	11
13	в конце концов	1	11
14	в пределах одного	6	11
15	в романах достоевского	4	10
16	до сих пор	8	10
17	в отношении к	2	10
18	в творчестве достоевского	5	9
19	с другой стороны	3	9
20	с самого начала	4	9
21	с самим собой	1	9
22	во всяком случае	1	9
23	в том что	6	8
24	в его целом	1	8
25	и не может	6	8
26	в произведениях достоевского	2	8
27	друг с другом	6	8
28	сама по себе	2	7
29	и в то	3	7
30	на свой предмет	2	7
31	в одной плоскости	2	7
32	то перед нами	4	7
33	как раз и	1	7
34	в мире достоевского	1	7
35	как бы в	2	7
36	мы уже говорили	3	7
37	и в этом	1	7
38	себе самому и	1	6
39	в отличие от	1	6
40	не входит в	1	6
41	как и все	1	6
42	в романе достоевского	1	6
43	в той или	1	5
44	бы он ни	1	5
45	он ни был	1	5
46	хотя бы и	2	5
47	стиль и тон	1	5
48	последняя смысловая инстанция	3	5
49	в зависимости от	3	5
50	записок из подполья	1	5
51	к тому же	1	5
52	в высшей степени	1	5
53	той или иной	2	5
54	по крайней мере	2	5
55	и в нем	2	5
56	можно было бы	2	5
57	на устную речь	3	5
58	вполне понятно что	1	4
59	и наконец в	2	4
60	в одном слове	1	4
61	из подполья и	1	4
62	тем не менее	2	4
63	самим собою и	1	4
64	человека в человеке	1	4
65	сами по себе	1	4
66	так и в	2	4
67	именно потому что	1	4
68	а между тем	2	4
69	более или менее	3	4
70	смысле этого слова	2	4
71	и прежде всего	5	4
72	как если бы	1	4
73	как мы сказали	4	4
74	он в сущности	1	4
75	как нам кажется	1	4
76	то что было	1	4
77	видения и понимания	1	4
78	человека с человеком	3	4
79	глубины души человеческой	1	4
80	пределах одного контекста	4	4
81	может быть даже	2	4
82	о том что	3	4
83	как и в	4	4
84	на чужую речь	3	4
85	в этом отношении	1	4
86	хотя и не	3	4
87	на протяжении всего	1	4
88	уже говорили что	1	4
89	из одного куска	2	4
90	а вовсе не	1	4
91	одной плоскости с	1	4
92	может быть и	2	4
93	друг к другу	1	4
94	для достоевского не	1	3
95	и в целом	1	3
96	все то что	2	3
97	в той же	1	3
98	почти никогда не	1	3
99	в братьях карамазовых	4	3
100	можно сказать что	6	3
101	отношение к себе	3	3
102	к своему предмету	1	3
103	а может быть	1	3
104	потому что она	1	3
105	и понимания мира	1	3
106	и в стилизации	1	3
107	и то же	1	3
108	как мы уже	5	3
109	чужое слово как	1	3
110	но при этом	1	3
111	другой стороны и	1	3
112	полифонический роман достоевского	1	3
113	в данном случае	1	3
114	и в других	1	3
115	выходит за пределы	1	3
116	это вовсе не	1	3
117	видеть и изображать	1	3
118	на то что	2	3
119	большей или меньшей	6	3
120	никогда не бывает	1	3
121	нести в произведении	1	3
122	как чужой голос	1	3
123	слово у достоевского	3	3
124	как бы уже	1	3
125	именно тем что	1	3
126	у достоевского нет	1	3
127	и в самом	1	3
128	того и другого	2	3
129	художественного видения и	1	3
130	в его творчестве	4	3
131	на этот вопрос	1	3
132	в большей или	5	3
133	все же не	1	3
134	в узком смысле	1	3
135	как чужое слово	1	3
136	оно должно быть	2	3
137	как и герой	1	3
138	одно и то	1	3
139	или меньшей степени	5	3
140	в этом случае	1	3
141	прямым авторским словом	2	3
142	если б я	2	3
143	мы увидим что	1	3
144	то что я	1	3
145	нам кажется что	3	3
146	с авантюрным героем	1	2
147	что он не	1	2
148	произведений достоевского мы	1	2
149	в него как	2	2
150	при этом каждое	1	2
151	в письме к	1	2
152	остановимся только на	1	2
153	точки зрения своего	2	2
154	особенно там где	1	2
155	слово как слово	1	2
156	можем сказать что	1	2
157	то что он	1	2
158	аристократ бульварного романа	2	2
159	знает что он	1	2
160	принципом видения и	1	2
161	я не хочу	1	2
162	формулы и категории	1	2
163	в авторский контекст	2	2
164	достоевского в этом	1	2
165	пределах одного монологического	2	2
166	установка по отношению	1	2
167	или иной форме	1	2
168	чем пойдет рассказ	2	2
169	беспрерывно постановляется на	2	2
170	может войти в	1	2
171	никогда не может	2	2
172	а затем и	1	2
173	дело в том	3	2
174	слово и на	1	2
175	но тем не	1	2
176	проявляется и в	2	2
177	речи героя в	1	2
178	перед нами в	1	2
179	у него в	1	2
180	друг от друга	2	2
181	того же принципа	1	2
182	имеют первостепенное значение	1	2
183	как композиционное замещение	1	2
184	его видения и	1	2
185	как бы не	1	2
186	отношение к чужому	1	2
187	сухость рассказа иногда	1	2
188	иногда до жиль-блаза	1	2
189	и окружающий его	1	2
190	мы можем сказать	1	2
191	и в словах	2	2
192	типа а не	2	2
193	которая как мы	1	2
