N	2gram	Ircho_Kome	Marksizm
1	точки зрения	7	69
2	может быть	16	64
3	и в	40	63
4	и не	19	55
5	как бы	3	53
6	не может	3	47
7	и его	17	41
8	в этом	9	39
9	таким образом	13	38
10	как мы	5	32
11	в пределах	1	31
12	не только	12	29
13	то же	7	28
14	в нем	8	28
15	но и	14	27
16	связи с	3	25
17	в самом	5	24
18	как и	12	24
19	прежде всего	8	24
20	только в	6	23
21	так и	17	23
22	в том	19	22
23	то что	8	22
24	а не	1	22
25	при этом	5	20
26	для него	1	20
27	если мы	1	20
28	не в	8	19
29	если бы	4	19
30	том что	19	19
31	в его	8	19
32	в ее	2	18
33	и для	4	18
34	но в	6	18
35	вовсе не	3	18
36	все же	7	17
37	в сущности	3	17
38	по отношению	5	16
39	ни было	4	16
40	речь в	2	16
41	слова и	1	16
42	и как	3	16
43	в то	14	16
44	с помощью	1	15
45	во всех	4	15
46	в связи	3	15
47	отнюдь не	2	15
48	что он	11	15
49	же время	5	15
50	отношению к	5	15
51	в данном	1	14
52	хотя бы	2	14
53	в контексте	1	14
54	в своей	3	13
55	так же	4	13
56	то ни	4	13
57	что в	12	13
58	и здесь	6	13
59	не является	2	13
60	того чтобы	4	13
61	было бы	8	13
62	ничего не	4	13
63	мы не	4	13
64	для того	3	12
65	того же	4	12
66	бы то	4	12
67	в результате	5	12
68	выражение в	1	12
69	между тем	9	12
70	он не	5	12
71	в основе	1	12
72	высшей степени	1	12
73	является не	2	12
74	а в	9	12
75	в высшей	1	12
76	не столько	1	11
77	к нему	5	11
78	мы уже	1	11
79	и что	2	11
80	и от	2	11
81	до сих	3	11
82	и на	9	11
83	и все	4	11
84	как в	8	11
85	еще не	7	11
86	друг друга	2	11
87	так как	6	11
88	на самом	1	11
89	все эти	1	11
90	в ней	2	11
91	высказывания в	1	11
92	сих пор	3	11
93	именно в	5	10
94	во всяком	4	10
95	самого начала	2	10
96	с другой	7	10
97	сказать что	1	10
98	к этому	8	10
99	в своем	6	10
100	его в	6	10
101	в таком	1	10
102	одна из	4	10
103	в каждом	2	10
104	в основном	1	10
105	здесь мы	3	10
106	в большинстве	2	10
107	совершенно не	1	10
108	конечно не	1	10
109	в отличие	3	10
110	с его	4	10
111	здесь в	4	10
112	и потому	1	10
113	с самого	3	10
114	отличие от	4	10
115	к тому	15	9
116	только на	2	9
117	общения и	1	9
118	в нашем	2	9
119	в себе	3	9
120	большинстве случаев	2	9
121	рядом с	1	9
122	и следовательно	2	9
123	и это	3	9
124	а как	1	9
125	мы видели	2	9
126	что это	5	9
127	ни в	9	9
128	не имеет	1	9
129	и более	2	9
130	как целое	1	9
131	отношении к	1	9
132	это не	2	9
133	в истории	10	9
