N	2gram	Losev_Vlad	StatiiOP
1	в и	1	145
2	и в	56	103
3	в том	26	89
4	том что	22	77
5	в этом	30	76
6	что в	24	74
7	не только	35	60
8	и т	3	51
9	о том	13	47
10	но и	26	46
11	то что	30	44
12	что он	22	42
13	в его	18	42
14	и не	33	41
15	может быть	12	38
16	пушкина и	2	33
17	было бы	7	32
18	т д	3	32
19	в этой	4	31
20	вовсе не	8	31
21	тем что	2	29
22	все это	7	29
23	таким образом	6	28
24	в г	2	28
25	а в	20	27
26	а не	5	27
27	но в	19	26
28	что это	2	25
29	так и	11	25
30	этом отношении	2	24
31	и его	12	24
32	все же	11	23
33	точки зрения	4	23
34	не в	12	23
35	так что	13	23
36	потому что	16	23
37	для того	4	22
38	в которой	8	22
39	как в	6	22
40	того что	6	22
41	прежде всего	5	22
42	у нас	11	22
43	в области	3	22
44	и пр	1	21
45	того чтобы	4	21
46	это не	3	20
47	в своей	7	19
48	г в	3	19
49	т п	1	19
50	в то	15	19
51	только в	11	19
52	в котором	10	18
53	с другой	3	18
54	он не	13	18
55	об этом	13	18
56	не может	12	18
57	в самом	3	17
58	в году	54	17
59	как на	2	17
60	между прочим	18	17
61	в русской	1	17
62	самом деле	1	17
63	в россии	7	17
64	пушкина но	1	17
65	как бы	5	17
66	в данном	1	17
67	в этих	5	16
68	с этим	3	16
69	сказать что	14	16
70	в статье	2	16
71	если бы	2	16
72	в ней	5	16
73	г и	1	16
74	другой стороны	3	15
75	с тем	4	15
76	как и	7	15
77	по поводу	15	15
78	из этих	5	15
79	у него	28	15
80	я не	8	15
81	пушкина с	1	15
82	и на	7	15
83	например в	1	15
84	в отношении	5	15
85	как раз	7	15
86	для него	16	15
87	о пушкине	2	15
88	также и	13	15
89	то же	10	14
90	но все	3	14
91	так например	3	14
92	к тому	5	14
93	и что	11	14
94	была бы	1	14
95	в течение	13	14
96	в той	2	13
97	именно в	4	13
98	во всяком	8	13
99	в своем	10	13
100	из них	3	13
101	в качестве	7	13
102	а с	5	13
103	в конце	22	13
104	в нем	7	13
105	вместе с	9	13
106	со стороны	5	13
107	всяком случае	8	13
108	но это	6	13
109	дело в	7	13
110	что касается	6	13
111	жизни и	8	13
112	тому что	1	13
113	в своих	7	12
114	не менее	9	12
115	хотя бы	5	12
116	что у	4	12
117	обстоятельство что	2	12
118	ни в	4	12
119	как например	1	12
120	так как	11	12
121	что они	4	12
122	в них	5	11
123	никогда не	15	11
124	не было	12	11
125	ясно что	2	11
126	и с	27	11
127	и по	10	11
128	своего рода	1	11
129	из его	6	11
130	того как	2	11
131	вопрос о	1	11
132	все эти	6	11
133	это было	9	11
134	то обстоятельство	2	11
135	на то	7	11
136	думаю что	1	10
137	кроме того	12	10
138	не столько	4	10
139	связь с	1	10
140	так же	4	10
141	в целом	3	10
142	что такое	3	10
143	что и	6	10
144	но он	7	10
145	во всех	4	10
146	а как	1	10
147	в каком	3	10
148	в истории	4	10
149	же время	7	10
150	в рукописи	2	10
151	ничего не	4	10
152	ответ на	2	10
153	на вопрос	2	10
154	на самом	1	10
155	но не	5	10
156	во второй	3	10
157	в частности	4	10
158	в начале	7	10
159	в печати	2	9
160	и к	10	9
161	с этой	4	9
162	говорит о	1	9
163	мне кажется	2	9
164	можно сказать	10	9
165	он был	20	9
166	в одном	2	9
167	говорит что	4	9
168	внимание на	1	9
169	несмотря на	7	9
170	его жизни	12	9
171	письме к	14	9
172	и это	4	9
173	в чем	4	9
174	в каждом	1	9
175	д д	2	9
176	и тем	2	9
177	во время	4	9
178	русской истории	2	9
179	такого рода	4	9
180	времени и	1	9
181	что же	11	9
182	и для	4	9
183	для нас	9	9
184	что мы	2	9
185	по этому	3	9
186	место в	2	9
187	и об	1	8
188	в результате	6	8
189	и даже	23	8
190	по его	3	8
191	еще более	3	8
192	что она	2	8
193	к этому	11	8
194	связи с	7	8
195	одним из	3	8
196	и др	1	8
197	в общем	4	8
198	издания в	1	8
199	нужно сказать	2	8
200	должен был	3	8
201	заключается в	1	8
202	в которых	1	8
203	не имеет	2	8
204	тем не	8	8
205	совершенно не	2	8
206	и более	1	8
207	мы имеем	2	8
208	при помощи	1	8
209	той же	6	8
210	до конца	8	8
211	в их	2	8
212	а также	12	8
213	в какой	1	8
214	дело не	3	8
215	по мнению	1	8
216	отношение к	7	8
217	и о	6	8
218	это в	2	8
219	с которыми	2	7
220	и очень	5	7
221	о чем	6	7
222	смотрел на	1	7
223	по себе	3	7
224	года в	9	7
225	представление о	2	7
226	в это	6	7
227	а а	7	7
228	и сейчас	2	7
229	уже о	3	7
230	не мог	10	7
231	точка зрения	1	7
232	не просто	1	7
233	того же	11	7
234	гораздо более	1	7
235	на почве	1	7
236	что все	2	7
237	это очень	1	7
238	кажется что	3	7
239	как это	11	7
240	что для	5	7
241	из этого	6	7
242	раньше чем	1	7
243	то в	6	7
244	и то	13	7
245	то время	6	7
246	можно назвать	1	7
247	том как	1	7
248	еще не	2	7
249	очень мало	2	7
250	еще и	10	7
251	что здесь	2	7
252	одной из	2	7
253	на этот	9	7
254	нас нет	2	7
255	этой области	2	7
256	уже в	9	7
257	мы находим	2	7
258	в виде	4	7
259	но с	1	7
260	что этот	4	7
261	тем более	4	7
262	с самого	1	7
263	конце концов	6	7
264	факт что	1	7
265	этому поводу	2	7
266	лишь в	3	7
267	вплоть до	4	7
268	что за	1	6
269	же и	1	6
270	на его	7	6
271	одно из	1	6
272	вот что	7	6
273	и сам	7	6
274	в жизни	4	6
275	в письме	16	6
276	говорить о	1	6
277	по отношению	1	6
278	он писал	5	6
279	даже в	4	6
280	ни одного	2	6
281	поэзии пушкина	1	6
282	крайней мере	1	6
283	к нему	6	6
284	только не	2	6
285	отношения между	1	6
286	время как	3	6
287	о которых	1	6
288	своего времени	2	6
289	этом смысле	4	6
290	его как	2	6
291	в себе	5	6
292	он говорил	2	6
293	в особенности	4	6
294	и здесь	3	6
295	из которых	1	6
296	я считаю	1	6
297	и все	8	6
298	времени не	1	6
299	в в	4	6
300	по крайней	1	6
301	в свет	2	6
302	обратить внимание	2	6
303	и во	3	6
304	что я	5	6
305	говорил что	2	6
306	с его	15	6
307	что с	3	6
308	мы не	2	6
309	и за	3	6
310	ни на	1	6
311	независимо от	1	6
312	по существу	4	6
313	но я	4	6
314	и я	7	6
315	в новом	2	6
316	в одной	1	6
317	и вообще	12	6
318	разумеется что	1	6
319	этих двух	2	6
320	за то	2	6
321	его не	2	6
322	что на	2	6
323	которая была	2	5
324	до него	1	5
325	при этом	5	5
326	в пользу	1	5
327	не как	1	5
328	по пути	1	5
329	целый ряд	1	5
330	на эту	3	5
331	уже не	6	5
332	то это	4	5
333	и такие	2	5
334	одной стороны	1	5
335	во многих	2	5
336	но они	1	5
337	конечно не	5	5
338	до того	1	5
339	и далее	1	5
340	без всякого	2	5
341	том чтобы	4	5
342	на протяжении	1	5
343	что эти	1	5
344	после того	2	5
345	с одной	1	5
346	хотя и	9	5
347	нужно отметить	1	5
348	его в	3	5
349	не о	1	5
350	на себя	3	5
351	что не	3	5
352	это человек	1	5
353	даже не	3	5
354	в двух	1	5
355	же касается	8	5
356	в сторону	1	5
357	не был	6	5
358	если не	4	5
359	если б	1	5
360	не приходится	1	5
361	в тех	3	5
362	в москве	13	5
363	она была	2	5
364	возможно что	1	5
365	столь же	1	5
366	всех этих	3	5
367	не так	1	5
368	один из	4	5
369	и который	2	5
370	для себя	6	5
371	о которой	3	5
372	поэтому в	1	5
373	не на	1	5
374	за что	2	5
375	что ему	1	5
376	был для	3	5
377	судить по	6	5
378	большое значение	1	5
379	никто не	1	5
380	ни с	6	5
381	думать что	1	5
382	свое время	7	5
383	в очень	5	5
384	и если	8	5
385	не могло	2	5
386	отношении к	2	5
387	которую он	6	5
388	не потому	1	5
389	нет и	2	5
390	том же	4	5
391	ее в	1	5
392	но если	1	5
393	в свое	6	5
394	это был	5	5
395	о значении	1	5
396	это и	2	5
397	раз в	1	5
398	в сущности	2	5
399	на нее	1	5
400	а то	2	5
401	на тему	1	5
402	другом месте	1	5
403	во многом	3	5
404	и потому	8	5
405	и только	1	5
406	не по	2	5
407	как он	4	5
408	можно найти	1	5
409	на это	2	5
410	к ней	7	5
411	одного из	1	5
412	как будто	2	5
413	и другие	2	4
414	все что	2	4
415	только что	2	4
416	которые не	1	4
417	академии наук	1	4
418	и без	2	4
419	и творчества	1	4
420	что по	1	4
421	а именно	4	4
422	свою собственную	1	4
423	не имели	2	4
424	казалось бы	1	4
425	было не	2	4
426	не существует	1	4
427	не могли	2	4
428	и те	1	4
429	русского поэта	1	4
430	на него	3	4
431	который в	1	4
432	и он	7	4
433	как можно	1	4
434	тому же	3	4
435	будто бы	2	4
436	во внимание	1	4
437	xviii века	1	4
438	в таком	2	4
439	представляют собою	1	4
440	в связи	9	4
441	одна из	1	4
442	на этом	3	4
443	не могут	2	4
444	и у	4	4
445	что как	1	4
446	но как	6	4
447	для его	2	4
448	молодой человек	2	4
449	очень часто	2	4
450	только с	1	4
451	и речи	3	4
452	и тот	2	4
453	с общим	1	4
454	была не	3	4
455	литературы и	2	4
456	у которого	3	4
457	общего с	1	4
458	д благой	1	4
459	с которым	4	4
460	петра i	3	4
461	для которых	1	4
462	за пределы	3	4
463	на рубеже	1	4
464	эту тему	2	4
465	то есть	5	4
466	если в	1	4
467	известно что	2	4
468	по адресу	1	4
469	не зная	1	4
470	и вполне	4	4
471	я имею	1	4
472	так или	3	4
473	они не	1	4
474	так писал	1	4
475	как о	1	4
476	это время	7	4
477	и так	3	4
478	от его	1	4
479	да и	6	4
480	поэзии и	2	4
481	по своей	4	4
482	хотел бы	2	4
483	ничего общего	1	4
484	здесь нет	1	4
485	бы и	1	4
486	ни у	1	4
487	более чем	1	4
488	в значительной	1	4
489	как известно	2	4
490	относится к	1	4
491	быть не	1	4
492	и тогда	1	4
493	тех пор	2	4
494	им в	3	4
495	не для	1	4
496	начиная с	3	4
497	для изучения	1	4
498	с нею	1	4
499	этого слова	1	4
500	это просто	1	4
501	могли быть	1	4
502	для россии	1	4
503	которые в	2	4
504	нет ни	1	4
505	бы на	2	4
506	как у	3	4
507	и всегда	4	4
508	чем он	1	4
509	смысле этого	1	4
510	а на	1	4
511	или в	1	4
512	или иначе	3	4
513	более что	2	4
514	случае не	1	4
515	этого вопроса	1	4
516	в такой	1	4
517	нисколько не	4	4
518	в стиле	1	4
519	чем в	2	4
520	он говорит	2	4
521	этом издании	1	4
522	е в	7	4
523	уже после	2	4
524	а по	3	4
525	борьба с	2	4
526	еще в	5	4
527	что его	8	4
528	как мы	17	4
529	в период	6	4
530	же это	1	4
531	в эпоху	1	4
532	в чисто	1	4
533	от него	3	3
534	писателя и	1	3
535	говоря уже	3	3
536	любовь к	1	3
537	к числу	2	3
538	не хочет	1	3
539	его от	2	3
540	но что	5	3
541	и которые	1	3
542	я вовсе	1	3
543	чтобы в	1	3
544	более или	5	3
545	был склонен	3	3
546	из нее	1	3
547	работы в	1	3
548	их в	3	3
549	почти все	1	3
550	что писал	1	3
551	его друзья	1	3
552	гораздо больше	1	3
553	без труда	1	3
554	к этой	4	3
555	больше чем	2	3
556	можно считать	3	3
557	даже и	12	3
558	но эти	1	3
559	представляет собой	1	3
560	искусства и	1	3
561	к своей	2	3
562	в руках	1	3
563	с помощью	1	3
564	о них	1	3
565	и была	1	3
566	для которого	1	3
567	видно что	5	3
568	отчет в	1	3
569	о тех	1	3
570	я с	1	3
571	быть в	1	3
572	как я	2	3
573	его работа	1	3
574	во всей	1	3
575	от них	1	3
576	на котором	2	3
577	нет никаких	2	3
578	к этим	1	3
579	в обращении	1	3
580	не то	3	3
581	ему не	2	3
582	бы то	2	3
583	несколько слов	2	3
584	не говоря	4	3
585	на том	1	3
586	разного рода	8	3
587	для своего	2	3
588	шесть лет	1	3
589	есть еще	1	3
590	ли и	1	3
591	столько же	2	3
592	говорит в	2	3
593	не очень	6	3
594	можно судить	8	3
595	как его	1	3
596	появления в	1	3
597	я и	2	3
598	также в	1	3
599	и перед	1	3
600	и до	4	3
601	больше всего	3	3
602	в других	1	3
603	особенно в	2	3
604	бы в	1	3
605	не имел	1	3
606	на которую	1	3
607	французском языке	3	3
608	до нас	1	3
609	то ни	2	3
610	совсем не	7	3
611	многих случаях	1	3
612	не будет	1	3
613	не могла	3	3
614	тем и	1	3
615	не раз	5	3
616	это же	1	3
617	на который	1	3
618	что во	2	3
619	к русской	1	3
620	образом в	2	3
621	i и	1	3
622	то место	1	3
623	что до	1	3
624	чем у	2	3
625	при жизни	4	3
626	от нее	3	3
627	однако и	1	3
628	взгляд на	4	3
629	почти не	2	3
630	будто в	1	3
631	тогда когда	1	3
632	не были	2	3
633	считаться с	1	3
634	это уже	1	3
635	целого ряда	1	3
636	которой я	1	3
637	гораздо раньше	1	3
638	ниже в	2	3
639	которая должна	1	3
640	со всеми	1	3
641	что нет	1	3
642	оказывается в	1	3
643	по истории	4	3
644	если это	2	3
645	если я	1	3
646	отношения к	4	3
647	к его	5	3
648	себя и	1	3
649	так называемая	1	3
650	о котором	2	3
651	важно отметить	1	3
