N	2gram	Vygotskiy_	SlovoVZh
1	не может	16	16
2	может быть	19	14
3	точки зрения	49	14
4	как бы	16	13
5	и его	10	13
6	таким образом	39	12
7	и в	37	12
8	отношению к	11	11
9	по отношению	12	11
10	в нашем	3	11
11	и не	15	10
12	так как	11	9
13	если бы	10	9
14	прежде всего	12	8
15	для нас	4	7
16	сказать что	16	7
17	все время	8	6
18	в ней	2	6
19	слова и	5	6
20	с помощью	16	6
21	в том	47	6
22	в процессе	19	6
23	только в	8	6
24	в нем	2	6
25	при этом	6	6
26	и др	5	5
27	можно сказать	6	5
28	что мы	9	5
29	хотя бы	7	5
30	то же	12	5
31	а не	5	5
32	в виду	5	5
33	то что	32	5
34	в жизни	2	5
35	как и	20	5
36	как в	7	5
37	отнюдь не	2	5
38	том что	42	5
39	и следовательно	3	5
40	но в	9	5
41	никогда не	8	5
42	в самом	16	4
43	и к	9	4
44	и на	8	4
45	свое выражение	1	4
46	материала и	1	4
47	не только	29	4
48	ни было	1	4
49	социального общения	1	4
50	и является	2	4
51	на самом	4	4
52	как если	3	4
53	за пределы	4	4
54	от того	7	4
55	мы все	1	4
56	с другой	16	4
57	не в	9	4
58	дело в	3	4
59	что не	2	4
60	так и	12	4
61	уже не	2	4
62	жизни и	2	4
63	в этом	32	4
64	все же	6	4
65	зависимости от	8	4
66	к нему	1	4
67	бы то	1	3
68	как к	1	3
69	и с	10	3
70	находит свое	1	3
71	до сих	4	3
72	это как	2	3
73	и более	6	3
74	в котором	6	3
75	и по	3	3
76	и пр	2	3
77	является продуктом	1	3
78	мы не	13	3
79	то ни	1	3
80	или не	1	3
81	между тем	10	3
82	для него	5	3
83	отношении к	1	3
84	с ним	3	3
85	того что	28	3
86	когда он	5	3
87	тем не	1	3
88	в некоторых	1	3
89	все это	9	3
90	он должен	4	3
91	ни в	6	3
92	в пределах	1	3
93	конечно не	1	3
94	по себе	9	3
95	так же	18	3
96	в них	5	3
97	в каком	3	3
98	этой точки	2	3
99	самом деле	8	3
100	только на	1	3
101	но для	2	3
102	в себе	8	3
103	слово в	1	3
104	ясно что	2	3
105	все эти	6	3
106	о том	14	3
107	в своей	7	3
108	здесь не	1	3
109	не менее	1	3
110	из этого	6	3
111	в такой	4	3
112	нуждается в	2	3
113	да и	1	3
114	но и	23	3
115	бы мы	3	3
116	и для	3	3
117	точек зрения	1	3
118	точка зрения	3	3
119	и ее	9	3
120	и наконец	3	3
121	сих пор	4	3
122	и вообще	2	3
123	не к	3	3
124	внутренней речи	14	3
125	еще не	1	3
126	в особенности	1	2
127	что в	25	2
128	этих двух	4	2
129	перестает быть	1	2
130	слова так	2	2
131	и потому	3	2
132	действия и	4	2
133	и другие	1	2
134	социальной средой	2	2
135	какой степени	1	2
136	и то	3	2
137	выражение в	1	2
138	социальной жизни	1	2
139	опираясь на	3	2
140	мы можем	11	2
141	и самое	1	2
142	в данном	5	2
143	в то	7	2
144	находит в	1	2
145	которые мы	2	2
146	к слову	6	2
147	разрыв между	1	2
148	на один	1	2
149	данном случае	5	2
150	в момент	1	2
151	в основном	1	2
152	зависит от	2	2
153	с одной	14	2
154	совпадает с	1	2
155	уже в	8	2
156	высказывания и	1	2
157	там где	8	2
158	в его	16	2
159	с этой	7	2
160	она не	3	2
161	это не	5	2
162	одной стороны	15	2
163	автора и	1	2
164	как уже	9	2
165	с точки	34	2
166	мы имеем	2	2
167	словом и	3	2
168	нашего сознания	3	2
169	на него	3	2
170	кроме того	1	2
171	тогда когда	8	2
172	в себя	2	2
173	от всех	3	2
174	и слово	2	2
175	но тем	3	2
176	как это	6	2
177	те же	2	2
178	но все	3	2
179	от этой	1	2
180	содержания и	1	2
181	одно и	2	2
182	и та	1	2
183	не способен	2	2
184	общения и	3	2
185	из него	1	2
186	и что	11	2
187	что и	3	2
188	его социальной	1	2
189	в отношении	14	2
190	в форме	1	2
191	же самое	4	2
192	и значение	2	2
193	почти исключительно	2	2
194	на примере	3	2
195	другой стороны	10	2
196	этой стороны	1	2
197	и вполне	1	2
198	но что	3	2
199	и те	2	2
200	как не	1	2
201	в этих	3	2
202	социальной среды	6	2
203	тому же	1	2
204	связь с	2	2
205	оно не	1	2
206	бы даже	2	2
207	а к	2	2
208	ко всем	3	2
209	но этот	3	2
210	нас же	1	2
211	на это	1	2
212	имеем в	1	2
213	к ним	2	2
214	и здесь	1	2
215	как на	5	2
216	слова но	1	2
217	и все	7	2
218	но не	6	2
219	речи в	17	2
220	не есть	1	2
221	могут быть	5	2
222	значения и	2	2
223	с другими	5	2
224	до конца	1	2
225	не остается	3	2
226	стороны и	3	2
227	в своем	10	2
228	той социальной	1	2
229	в какой	5	2
230	вместе с	14	2
231	между ними	2	2
232	место в	1	2
233	в зависимости	8	2
234	к его	3	2
235	каком отношении	1	2
236	такой же	3	2
237	и так	1	2
238	с его	7	2
239	на все	5	2
240	его к	3	2
241	является для	6	2
242	к этому	7	2
243	между собой	5	2
244	он не	11	2
245	независимо от	10	2
246	предметом исследования	3	2
247	что слово	1	2
248	этого положения	3	2
249	в чем	5	2
250	делает его	1	2
251	но мы	4	2
252	точку зрения	8	2
253	как только	3	2
254	едва ли	5	2
255	ничего не	6	2
256	более того	2	2
257	пониманием и	2	1
258	основные направления	1	1
259	все стороны	1	1
260	мы указывали	1	1
261	и мир	1	1
262	ситуации и	1	1
263	мы обратимся	1	1
264	на которую	1	1
265	к одному	1	1
266	остается в	2	1
267	себе в	1	1
268	мы попытаемся	3	1
269	не ту	1	1
270	нам придется	1	1
271	этих свойств	1	1
272	то в	1	1
273	же деле	1	1
274	во всяком	6	1
275	от него	1	1
276	и тех	1	1
277	что они	5	1
278	даже совершенно	1	1
279	является в	1	1
280	но можно	1	1
281	ситуации в	1	1
282	то он	3	1
283	во всех	4	1
284	нами выше	2	1
285	до степени	1	1
286	образование на	1	1
287	только из	2	1
288	не является	16	1
289	а с	8	1
290	поэтому не	1	1
291	только к	1	1
292	того в	2	1
293	что оно	6	1
294	и он	1	1
295	уже сказано	8	1
296	изучить с	1	1
297	явно не	1	1
298	к другу	3	1
299	коем случае	1	1
300	мы могли	11	1
301	та же	1	1
302	другому это	1	1
303	бы показать	1	1
304	к социальному	1	1
305	с самого	9	1
306	зрения на	1	1
307	образом мы	2	1
308	на нечто	1	1
309	приближается к	1	1
310	в обществе	1	1
311	друг к	2	1
312	смысле она	1	1
313	опирается на	1	1
314	так можно	1	1
315	которой было	1	1
316	итоги нашему	1	1
317	на эти	3	1
318	на этом	3	1
319	удалось показать	1	1
320	конкретные вопросы	1	1
321	в коем	1	1
322	она должна	4	1
323	что заключено	1	1
324	которой он	2	1
325	не имеют	1	1
326	само собой	1	1
327	человеческая речь	2	1
328	и сейчас	1	1
329	материала в	1	1
330	методу и	1	1
331	это последнее	1	1
332	должно быть	4	1
333	мы уже	7	1
334	этих моментов	1	1
335	к целому	1	1
336	этих обеих	2	1
337	т.е к	1	1
338	вне поля	2	1
339	мы увидим	3	1
340	и который	4	1
341	предмет в	1	1
342	как единство	3	1
343	и вот	3	1
344	все остальные	5	1
345	является только	1	1
346	она в	1	1
347	в свою	4	1
348	в значительной	2	1
349	нам удалось	1	1
350	нашей работы	8	1
351	входит в	1	1
352	только и	1	1
353	только как	1	1
354	того чтобы	23	1
355	развитие этой	1	1
356	он как	4	1
357	именно этим	1	1
358	в основе	9	1
359	и их	5	1
360	его содержание	1	1
361	еще более	1	1
362	ту же	3	1
363	на основе	7	1
364	содержание с	1	1
365	в другом	7	1
366	и менее	1	1
367	тому как	3	1
368	несмотря на	6	1
369	но эти	1	1
370	вопросу о	2	1
371	признать что	3	1
372	в теории	10	1
373	на протяжении	3	1
374	он находится	2	1
375	к общему	1	1
376	с уверенностью	1	1
377	образом только	1	1
378	на одно	1	1
379	для всего	3	1
380	что это	8	1
381	отношении он	1	1
382	хотя и	2	1
383	же самому	1	1
384	речи так	4	1
385	оно является	1	1
386	и тогда	1	1
387	совершенно необходимо	1	1
388	так называемые	1	1
389	только его	3	1
390	этом отношении	6	1
391	его внутренней	3	1
392	близка к	1	1
393	явления в	1	1
394	изучать только	1	1
395	что осталось	1	1
396	о чем	2	1
397	мы должны	11	1
398	и соответствующие	1	1
399	точно и	2	1
400	в ее	3	1
401	существенный момент	1	1
402	и тем	8	1
403	и т.п	5	1
404	сам по	3	1
405	относится не	1	1
406	такого анализа	3	1
407	от социального	1	1
408	все основные	3	1
409	и во-вторых	3	1
410	какой бы	1	1
411	бы только	1	1
412	в частности	8	1
413	степени их	1	1
414	социального целого	1	1
415	здесь на	1	1
416	и больше	1	1
417	социальное в	1	1
418	в изучении	2	1
419	со всей	7	1
420	увидим что	2	1
421	окружающей его	1	1
422	и вся	2	1
423	эта сторона	1	1
424	самая структура	1	1
425	должны быть	2	1
426	в качестве	12	1
427	каждое слово	1	1
428	всей жизни	1	1
429	вступает в	1	1
430	всех других	1	1
431	не хочет	2	1
432	то мы	1	1
433	процесса а	1	1
434	другого мы	1	1
435	самом же	1	1
436	этим словом	1	1
437	далее мы	1	1
438	в одном	5	1
439	в области	4	1
440	одно из	3	1
441	лет и	1	1
442	у нас	1	1
443	на которой	4	1
444	отказывается от	1	1
445	частности в	1	1
446	можно было	6	1
447	в приведенном	1	1
448	для их	1	1
449	и делает	2	1
450	целому в	1	1
451	бы они	1	1
452	однако он	1	1
453	в результате	7	1
454	и это	3	1
455	мы таким	1	1
456	в неразрывное	1	1
457	стороны его	1	1
458	как нечто	2	1
459	сводится к	1	1
460	но чтобы	1	1
461	неразрывное единство	1	1
462	для них	1	1
463	более и	3	1
464	значительной степени	2	1
465	по мере	5	1
466	этом смысле	3	1
467	с ней	3	1
468	и основное	4	1
469	подобно тому	2	1
470	и тот	1	1
471	том и	1	1
472	только то	2	1
473	слова не	1	1
474	в современной	3	1
475	не вполне	1	1
476	у него	2	1
477	стороны как	1	1
478	так не	1	1
479	не на	1	1
480	в истории	7	1
481	не могут	1	1
482	как чисто	3	1
483	к кому	1	1
484	к постановке	2	1
485	по мнению	2	1
486	анализ может	1	1
487	же время	2	1
488	не существует	4	1
489	среды на	2	1
490	явление а	1	1
491	при помощи	2	1
492	этой первой	1	1
493	в виде	3	1
494	к которой	1	1
495	она становится	2	1
496	его положение	1	1
497	там же	1	1
498	в обоих	1	1
499	и независимо	1	1
500	отношения между	3	1
501	самого начала	9	1
502	еще один	2	1
503	свою очередь	3	1
504	всей его	5	1
505	в конечном	4	1
506	этого нам	1	1
507	в какое-то	1	1
508	для иллюстрации	2	1
509	так мы	1	1
510	другая сторона	2	1
511	жизни он	1	1
512	не было	1	1
513	когда мы	2	1
514	как например	2	1
515	связи с	7	1
516	стал бы	1	1
517	его социальная	1	1
518	им в	1	1
519	возникает из	4	1
520	материал для	1	1
521	все то	1	1
522	создает в	1	1
523	слову и	2	1
524	рассматривать как	1	1
525	отчетливостью как	1	1
526	что является	3	1
527	и остается	3	1
528	здесь мы	1	1
529	с ее	3	1
530	время как	4	1
531	общения между	1	1
532	того кто	2	1
533	было бы	12	1
534	это же	1	1
535	момента и	1	1
536	не знает	1	1
537	оно ни	1	1
538	к тому	10	1
539	именно и	1	1
540	из двух	3	1
541	с так	1	1
542	себя на	1	1
543	другая форма	1	1
544	что можно	4	1
545	наблюдений над	1	1
546	и можно	1	1
547	подумать что	1	1
548	подвести итоги	1	1
549	с таким	8	1
550	примерно в	1	1
551	иной социальной	1	1
552	что здесь	2	1
553	ведь это	1	1
554	само слово	2	1
555	двух других	1	1
556	отождествлять с	1	1
557	и мы	3	1
558	находиться в	2	1
559	как мы	11	1
560	мы отлично	1	1
561	что нам	3	1
562	что она	6	1
563	по аналогии	1	1
564	наметить в	1	1
565	и о	1	1
566	показать что	7	1
567	чисто словесной	1	1
568	как его	2	1
569	что для	8	1
570	с первого	1	1
571	где они	1	1
572	если мы	8	1
573	от всего	2	1
574	когда человек	1	1
575	моментов в	2	1
576	наряду с	3	1
577	чрезвычайно важный	1	1
578	и во	1	1
579	именно в	8	1
580	и таким	2	1
581	между их	1	1
582	словесном материале	1	1
583	то время	5	1
584	не высказываются	1	1
585	но эта	3	1
586	на какой-нибудь	1	1
587	или хотя	1	1
588	конечном счете	4	1
589	слов в	1	1
590	с большим	1	1
591	мы это	1	1
592	к другим	1	1
593	не можем	3	1
594	целому как	2	1
595	в таком	1	1
596	из трех	1	1
597	обратимся к	1	1
598	формы в	1	1
599	этого развития	1	1
600	следующим образом	2	1
601	например в	1	1
602	речь и	7	1
603	эмоциональным тоном	1	1
604	является выражением	1	1
605	сама по	3	1
606	что я	1	1
607	путем чисто	1	1
608	тот же	7	1
609	остается еще	2	1
610	в высшей	7	1
611	и связи	3	1
612	положение в	1	1
613	относятся к	2	1
614	к которому	4	1
615	время не	1	1
616	человек и	1	1
617	с которой	2	1
618	это ни	2	1
619	как проблемы	1	1
620	во внутренней	1	1
621	и без	1	1
622	нигде не	3	1
623	отношения в	2	1
624	что все	8	1
625	как о	2	1
626	вопросов о	1	1
627	уж конечно	1	1
628	значение этих	1	1
629	эти три	2	1
630	т.е как	1	1
631	себе не	1	1
632	анализа в	1	1
633	социальная среда	4	1
634	столь же	8	1
635	том же	4	1
636	в общем	5	1
637	быть понято	1	1
638	стороне слова	1	1
639	же как	8	1
640	или даже	2	1
641	если ее	1	1
642	к пониманию	3	1
643	только оценка	1	1
644	в переводе	1	1
645	рядом с	1	1
646	при чтении	1	1
647	направленность на	3	1
648	даже тогда	1	1
649	в слове	2	1
650	живет и	1	1
651	как будто	1	1
652	весь этот	1	1
653	на второй	1	1
654	жизни в	1	1
655	что именно	3	1
656	а эта	1	1
657	тем это	1	1
658	но если	3	1
659	и понимания	2	1
660	в словах	3	1
661	характер этих	1	1
662	них и	1	1
663	социальными формами	1	1
664	от его	5	1
665	слова как	3	1
666	все более	4	1
667	чем мы	3	1
668	и внешней	1	1
669	и только	2	1
670	один и	2	1
671	речи с	5	1
672	так называемая	1	1
673	внутренней речью	2	1
674	него является	1	1
675	автора к	2	1
676	по своей	9	1
677	выражают не	1	1
678	по самому	2	1
679	в двух	3	1
680	полагать что	1	1
681	убедиться в	5	1
682	и оно	1	1
683	внешней речи	4	1
684	один чрезвычайно	1	1
685	здесь же	1	1
686	друг друга	5	1
687	в эти	1	1
688	для этой	1	1
689	и относительно	1	1
690	себе как	1	1
691	является уже	2	1
692	к вопросу	4	1
693	более тонкое	1	1
694	физические и	1	1
695	для этого	7	1
696	социальной природы	1	1
697	вопросов между	1	1
698	можно с	1	1
699	как явление	2	1
700	если она	1	1
701	себе и	3	1
702	будущего действия	2	1
703	чтобы убедиться	2	1
704	и обратно	1	1
705	его значение	2	1
706	а эти	2	1
707	в смысле	2	1
708	не всегда	1	1
709	на их	2	1
710	сложным и	2	1
711	слов и	1	1
712	они выражают	1	1
713	является то	4	1
714	из этой	2	1
715	в одной	3	1
716	в целом	29	1
717	нам кажется	1	1
718	единство и	1	1
719	одна форма	1	1
720	только структура	1	1
721	крайней мере	1	1
722	и из	2	1
723	является еще	1	1
724	вовсе не	5	1
725	сливаются в	1	1
