1	в том что	15	29
2	и т д	39	25
3	о том что	13	19
4	для того чтобы	22	13
5	в этом отношении	4	13
6	до сих пор	7	12
7	и т п	5	11
8	с точки зрения	4	10
9	можно было бы	4	8
10	во всяком случае	5	8
11	с другой стороны	5	8
12	на самом деле	1	7
13	в самом деле	6	7
14	в данном случае	4	7
15	дело в том	3	7
16	в данном отношении	2	6
17	том что он	1	6
18	в то же	6	5
19	нужно сказать что	1	5
20	то же время	6	5
21	так же как	1	5
22	не может быть	10	5
23	тот факт что	1	5
24	но также и	10	5
25	после того как	2	5
26	того или иного	1	4
27	не только в	4	4
28	ставит себе целью	1	4
29	и в этом	4	4
30	по этому поводу	3	4
31	на эту тему	1	4
32	в том отношении	3	4
33	как раз в	1	4
34	в том смысле	1	4
35	заключается в том	3	4
36	к тому что	1	4
37	вопрос о том	5	4
38	тем не менее	9	4
39	том что в	1	4
40	т д но	5	4
41	не значит что	1	3
42	в этом случае	6	3
43	мере в какой	6	3
44	в свое время	3	3
45	в том как	1	3
46	по отношению к	4	3
47	по меньшей мере	2	3
48	и в том	4	3
49	что же касается	2	3
50	но все же	4	3
51	так или иначе	4	3
52	т е с	1	3
53	сказать что в	1	3
54	на вопрос о	4	3
55	то обстоятельство что	1	3
56	не в том	2	3
57	обратить внимание на	2	3
58	в том числе	1	3
59	только в том	2	3
60	то что в	1	3
61	в том же	1	3
62	т е в	4	3
63	достаточно для того	1	3
64	с самого начала	1	3
65	то или иное	1	3
66	в применении к	6	3
67	тем или иным	2	3
68	и в самом	3	3
69	говоря уже о	1	2
70	в обоих случаях	1	2
71	это прежде всего	1	2
72	по крайней мере	4	2
73	бы то ни	1	2
74	свое выражение в	1	2
75	сомневаться в том	1	2
76	а между тем	2	2
77	вместе с тем	3	2
78	в области изучения	1	2
79	то что у	1	2
80	всяком случае не	2	2
81	более или менее	1	2
82	имеем дело с	1	2
83	того чтобы можно	1	2
84	так как в	1	2
85	в настоящее время	1	2
86	не говоря уже	2	2
87	как своего рода	1	2
88	согласно которой в	1	2
89	но и в	1	2
90	и то что	3	2
91	тем что в	1	2
92	с одной стороны	4	2
93	но в то	3	2
94	из этих двух	1	2
95	на этот вопрос	5	2
96	и творчества пушкина	1	2
97	если бы и	1	2
98	хотя бы и	2	2
99	чтобы можно было	2	2
100	той мере в	6	2
101	и что поэтому	1	2
102	в зависимости от	3	2
103	только потому что	1	2
104	из них и	1	2
105	не до конца	2	2
106	не только с	1	2
107	дело не в	1	2
108	в этом смысле	10	2
109	на тему о	1	2
110	в конце концов	2	2
111	что в нем	2	2
112	в той мере	6	2
113	т д и	1	2
114	вообще не существует	1	2
115	жизни и творчества	2	2
116	сомнений в том	2	2
117	а также и	2	2
118	в том-то и	1	2
119	виде в каком	1	2
120	вовсе не только	2	2
121	может быть и	2	2
122	в его собственной	1	2
123	вовсе не в	2	2
124	том-то и дело	1	2
125	том смысле что	1	2
126	уже о том	1	2
127	ответ на вопрос	2	2
128	в предисловии к	1	2
129	в каком он	1	2
130	том отношении что	3	2
131	точно так же	2	2
132	в прямом смысле	4	2
133	у меня в	1	2
134	но с другой	1	2
135	во многих случаях	1	2
136	т е не	2	2
137	в значительной степени	1	2
138	тех данных которые	1	1
139	по поводу того	1	1
140	той или иной	3	1
141	также и то	1	1
142	здесь не место	2	1
143	гораздо ближе к	2	1
144	в ее отношении	1	1
145	том чтобы выяснить	1	1
146	только в применении	2	1
147	в таких случаях	1	1
148	не мог не	1	1
149	имел в виду	1	1
150	потому что они	1	1
151	научной работы но	1	1
152	быть и речи	1	1
153	также в том	1	1
154	что нет такой	1	1
155	по сравнению с	4	1
156	судя по его	1	1
157	имеют своим источником	1	1
158	сам по себе	2	1
159	и без того	1	1
160	было бы с	1	1
161	начала xix в	1	1
162	раз ко времени	1	1
163	важный но все	1	1
164	между прочим и	1	1
165	на одной из	1	1
166	реальной действительности в	1	1
167	и не в	1	1
168	приняты во внимание	1	1
169	для каждой из	1	1
170	что могло оказаться	1	1
171	того чтобы лучше	1	1
172	конкретно представить себе	1	1
173	не означает будто	1	1
174	смысле этого слова	2	1
175	как нечто целое	1	1
176	ту или иную	1	1
177	и ранее не	1	1
178	т д иными	1	1
179	не только по	1	1
180	в этой системе	1	1
181	в отличие от	4	1
182	имея в виду	1	1
183	истории русского языка	1	1
184	заключается вовсе не	1	1
185	существенная разница между	1	1
186	что нет вообще	1	1
187	в одно целое	1	1
188	с этой стороны	1	1
189	на его современников	1	1
190	но нужно сказать	1	1
191	в той или	1	1
192	мы говорим о	1	1
193	не трудно видеть	6	1
194	если бы оно	1	1
195	невозможно сомневаться в	1	1
196	в другом месте	2	1
197	д иными словами	1	1
198	также и в	3	1
199	мы имеем дело	1	1
200	все же только	1	1
201	как будто бы	2	1
202	и то же	2	1
203	объясняется и то	1	1
204	половины xix в	3	1
205	во второй половине	2	1
206	если таким образом	2	1
207	и говорить о	1	1
208	это не просто	1	1
209	наука о пушкине	1	1
210	значение в истории	1	1
211	то ни было	1	1
212	есть существенная разница	1	1
213	должен быть в	1	1
214	во второй части	1	1
215	о том каким	1	1
216	в чем же	3	1
217	хотя в ее	1	1
218	представление о том	1	1
219	уже и сейчас	1	1
220	говорить о том	1	1
221	или иначе но	2	1
222	т д в	2	1
223	с отношениями между	1	1
224	а есть только	1	1
225	и никогда не	1	1
226	в исторической действительности	1	1
227	понимать в том	1	1
228	чтобы убедиться в	1	1
229	что так называемая	1	1
