N	3gram	Losev_Prob	Marksizm
1	с точки зрения	3	46
2	не может быть	5	25
3	в самом деле	4	19
4	в то же	4	15
5	в том что	7	14
6	в связи с	7	14
7	и не может	1	12
8	бы то ни	2	12
9	для того чтобы	9	11
10	до сих пор	6	11
11	с самого начала	2	10
12	одного и того	2	9
13	и того же	2	9
14	но в то	1	9
15	в настоящее время	17	8
16	то же самое	9	8
17	язык как система	1	8
18	может быть и	5	8
19	до настоящего времени	1	7
20	с другой стороны	7	7
21	языка как системы	1	7
22	как мы уже	2	6
23	на то что	12	6
24	является не только	1	6
25	в точном смысле	1	6
26	на самом деле	6	6
27	во всяком случае	11	6
28	если бы он	1	6
29	с одной стороны	4	6
30	и как бы	2	5
31	в таком случае	14	5
32	к тому что	1	5
33	самом же деле	1	5
34	на самом же	1	5
35	той или иной	5	5
36	как мы видели	1	5
37	в этом случае	6	5
38	в этом отношении	2	5
39	так и от	1	4
40	в зависимости от	1	4
41	как мы сказали	1	4
42	но все же	1	4
43	оно ни было	1	4
44	о том что	16	4
45	можно сказать что	6	4
46	нашей точки зрения	1	4
47	у нас не	2	4
48	в той или	1	3
49	и тот же	1	3
50	не только в	3	3
51	в данном контексте	1	3
52	науки о языке	1	3
53	тем не менее	25	3
54	и тем же	2	3
55	одной стороны и	2	3
56	хотя бы и	3	3
57	в том числе	2	3
58	и пр но	1	3
59	более или менее	7	3
60	и то же	1	3
61	в конце концов	11	3
62	мы не будем	2	3
63	том числе и	2	3
64	точки зрения самого	1	3
65	вовсе не является	6	3
66	не могут быть	1	3
67	или хотя бы	2	3
68	а не в	1	3
69	и в этом	5	3
70	в этом последнем	1	3
71	но и в	3	3
72	в данный момент	1	3
73	один и тот	1	3
74	на первый план	3	3
75	и той же	1	3
76	связи с этим	2	3
77	не было бы	1	3
78	одним и тем	2	3
79	одно и то	1	3
80	ни в какой	1	3
81	можно было бы	4	3
82	одной и той	1	3
83	сводится к тому	1	3
84	а не к	1	2
85	до известной степени	1	2
86	в этом смысле	8	2
87	и в результате	1	2
88	мы говорили о	1	2
89	в собственном смысле	1	2
90	то что слово	1	2
91	друг от друга	1	2
92	самом деле если	1	2
93	или может быть	2	2
94	так или иначе	7	2
95	так и в	2	2
96	внутренней и внешней	1	2
97	ничего общего с	9	2
98	а между тем	1	2
99	уже с самого	2	2
100	мы можем сказать	1	2
101	мы никогда не	3	2
102	между тем как	1	2
103	само по себе	1	2
104	в данном случае	10	2
105	в том или	1	2
106	и в других	3	2
107	к тому же	1	2
108	в последнее время	1	2
109	не знает ни	1	2
110	сама по себе	6	2
111	а не только	2	2
112	не то что	2	2
113	его именно в	1	2
114	и этот момент	1	2
115	в его целом	1	2
116	и в том	1	2
117	в нашем случае	1	2
118	с нашей точки	1	2
119	тому что в	1	2
120	к нему и	1	2
121	сами по себе	5	2
122	того или иного	6	2
123	от того что	1	2
124	точном смысле слова	2	2
125	по крайней мере	8	2
126	бы он был	1	2
127	том или ином	1	2
128	если мы возьмем	1	2
129	как и в	1	2
130	и его внешняя	1	2
131	а следовательно и	1	2
132	только в этом	2	2
133	в чем же	1	2
134	несмотря на то	1	2
135	таким образом в	1	2
136	до тех пор	4	2
137	отношение знака к	4	2
138	при этом конечно	1	2
139	так же как	2	2
140	значение в языке	1	2
141	есть прежде всего	3	2
142	хотя бы в	1	2
143	же как и	1	2
144	с тем что	2	2
145	как мы увидим	2	2
146	не есть вещь	1	2
147	и в самом	2	2
148	если мы скажем	2	2
149	вопрос о том	2	2
150	нас не будет	1	2
151	является одним из	1	2
152	тот или иной	3	2
153	что у нас	1	1
154	мы на самом	1	1
155	но ведь это	1	1
156	слова что же	1	1
157	за пределы данного	1	1
158	так как нам	1	1
159	а может быть	3	1
160	роль в языке	1	1
161	и художественный образ	1	1
162	это не значит	1	1
163	однако и в	1	1
164	взятая сама по	6	1
165	проблем науки о	1	1
166	все эти категории	1	1
167	том что это	2	1
168	в результате нашего	2	1
169	ни в каком	7	1
170	и это не	1	1
171	отношение может быть	1	1
172	только и возможно	1	1
173	то что он	3	1
174	имеются в виду	1	1
175	переходит в другую	1	1
176	было бы в	1	1
177	на том что	3	1
178	является кроме того	1	1
179	о чем мы	2	1
180	принимая во внимание	1	1
181	конечно не следует	1	1
182	и значение в	1	1
183	то что не	2	1
184	и в другом	1	1
185	языком вовсе не	1	1
186	если же мы	1	1
187	то или иное	2	1
188	о которых мы	2	1
189	однако и здесь	2	1
190	того или другого	2	1
191	как бы оно	1	1
192	не сводимую ни	1	1
193	до наших дней	1	1
194	же деле это	1	1
195	говоря уже о	5	1
196	очень важный момент	1	1
197	он не может	1	1
198	которой он является	1	1
199	в том же	1	1
200	ни к каким	1	1
201	к частному и	1	1
202	то что обычно	1	1
