N	4gram	Bakhtin_Fr	slovoVRo
1	в то же время	12	18
2	в той или иной	1	13
3	но в то же	3	7
4	как мы уже сказали	1	4
5	с одной стороны и	1	4
6	большей или меньшей степени	1	4
7	в большей или меньшей	1	4
8	в пределах того же	1	4
9	можно прямо сказать что	1	3
10	в том и в	1	2
11	том и в другом	1	2
12	и в том и	1	2
13	и с другой стороны	1	2
14	имеет дело не с	1	2
15	то же время в	1	2
16	то же время это	1	2
17	и связанных с ними	1	2
18	и в другом случае	1	2
19	то же время и	1	2
20	то же время этот	1	1
21	наконец несколько слов о	1	1
22	на самом же деле	1	1
23	мы имеем в виду	2	1
24	и прежде всего в	1	1
25	и до настоящего времени	1	1
26	все дело в том	1	1
27	с большей или меньшей	1	1
28	и до наших дней	2	1
29	дело в том что	2	1
30	в большинстве случаев в	2	1
31	мы уже говорили что	3	1
32	тем чем они были	1	1
33	и на первый план	1	1
34	их удельный вес в	1	1
35	по самому своему существу	1	1
36	в том числе и	2	1
37	бы оно ни было	2	1
38	все новые и новые	2	1
39	оно лишь абстрактный момент	1	1
40	в средние века и	1	1
41	в неразрывной связи с	1	1
42	в большинстве случаев не	1	1
43	может объединять в себе	1	1
44	мы уже указывали что	2	1
45	более того в основе	1	1
46	как мы уже говорили	3	1
