N	3gram	Losev_Dial	VLabPisa
1	и т д	38	16
2	в этом отношении	2	14
3	и т п	1	9
4	не может быть	12	8
5	с другой стороны	3	8
6	более или менее	1	6
7	в том что	12	5
8	в конечном счете	1	5
9	в зависимости от	3	5
10	в то же	3	5
11	то же время	3	5
12	в одном из	1	4
13	равно как и	2	4
14	можно сказать что	1	4
15	не было бы	1	4
16	в силу этого	3	4
17	не могут быть	3	4
18	в связи с	3	4
19	к тому что	2	4
20	о том как	2	3
21	для того чтобы	1	3
22	о том что	6	3
23	подобно тому как	5	3
24	и в то	2	3
25	та или иная	3	3
26	это и есть	4	3
27	одной стороны и	1	2
28	не могут не	1	2
29	на эти вопросы	1	2
30	во всяком случае	3	2
31	от того что	4	2
32	том отношении что	1	2
33	по крайней мере	10	2
34	в чем же	2	2
35	этой точки зрения	4	2
36	так и от	1	2
37	не в том	5	2
38	уже по одному	2	2
39	говорить не о	1	2
40	до сих пор	1	2
41	не только не	7	2
42	иметь в виду	3	2
43	в конце концов	1	2
44	по одному тому	3	2
45	не только в	1	2
46	и никогда не	1	2
47	не может не	3	2
48	т е в	4	2
49	они должны быть	1	2
50	в том отношении	1	2
51	только то что	1	2
52	одному тому что	3	2
53	с одной стороны	3	2
54	и не может	1	2
55	так же как	2	1
56	никак не могут	1	1
57	том как он	1	1
58	как это и	1	1
59	время никогда не	1	1
60	себя таким образом	1	1
61	того или иного	3	1
62	утверждает что все	2	1
63	если так то	3	1
64	т е не	4	1
65	той или иной	2	1
66	по существу своему	1	1
67	при всем своем	1	1
68	в применении к	1	1
69	том смысле что	1	1
70	обратил внимание на	1	1
71	мы видим что	2	1
72	в этом заключается	1	1
73	в силу того	1	1
74	на то что	3	1
75	а вместе с	1	1
76	и может быть	1	1
77	в том смысле	1	1
78	т е чисто	1	1
79	понимать в том	1	1
80	в этом смысле	1	1
81	как это было	1	1
82	по сравнению с	1	1
83	речь может идти	1	1
84	не в этом	1	1
85	в науке и	1	1
86	может быть даже	1	1
87	имеем в виду	1	1
88	то время как	6	1
89	т е от	1	1
90	хотя бы его	1	1
91	ту или иную	1	1
92	говоря уже о	6	1
93	дело не в	1	1
94	с этой точки	4	1
95	может быть в	1	1
96	в самом деле	6	1
97	и во всех	1	1
98	идеи т е	1	1
99	значит что он	4	1
100	не отличается от	4	1
101	не значит что	2	1
102	далеко не всегда	1	1
103	в то время	6	1
104	тех или иных	2	1
105	что в них	1	1
106	но даже и	3	1
107	и то же	2	1
108	и есть то	1	1
109	и мы не	1	1
110	в таком случае	11	1
111	каждый из них	1	1
112	того что не	2	1
113	не говоря уже	6	1
114	так или иначе	2	1
115	со всех сторон	1	1
116	хотя и не	2	1
117	сами по себе	3	1
118	и значит что	1	1
119	уже сама по	1	1
120	не чем иным	1	1
121	что ни один	1	1
122	другой стороны в	1	1
123	ни одна из	1	1
124	что мы имеем	1	1
125	именно в этом	1	1
126	как и все	5	1
127	нет это значит	1	1
128	есть одно и	1	1
129	одно и то	2	1
130	но в то	1	1
131	выйти за пределы	2	1
132	и в зависимости	1	1
133	то или иное	4	1
134	в частности об	1	1
135	мы только что	1	1
136	когда говорят о	1	1
137	о нем сказать	1	1
138	за эти пределы	1	1
139	и вместе с	1	1
140	это и значит	1	1
141	в данном случае	3	1
142	есть то что	8	1
143	того или другого	3	1
144	он и не	1	1
145	если он не	1	1
146	самого себя таким	1	1
147	к тому же	2	1
148	в ней не	1	1
149	чем иным как	1	1
150	же как и	1	1
151	не самый принцип	1	1
152	одна из форм	1	1
153	уже о том	3	1
154	то же самое	1	1
155	сама по себе	11	1
156	процесс и не	1	1
157	это вовсе не	1	1
158	все это не	2	1
159	вопрос о том	1	1
160	а не только	2	1
161	можно свести к	1	1
162	только тогда когда	6	1
163	даже и не	3	1
164	в виду что	2	1
165	же в этом	1	1
166	тот или иной	2	1
167	мы имеем дело	1	1
168	это как мы	1	1
