N	2gram	Vygotskiy_	TeoriaLi
1	в качестве	9	33
2	не только	36	24
3	и в	47	24
4	в частности	4	23
5	состоит в	3	22
6	может быть	20	22
7	при этом	4	20
8	в том	38	20
9	и не	27	17
10	а в	3	15
11	но и	19	14
12	а не	7	14
13	так и	8	14
14	в себе	14	14
15	представляет собой	23	13
16	внутренней речи	78	13
17	но не	13	13
18	в этом	47	12
19	но в	9	12
20	в его	7	12
21	то же	16	12
22	том что	28	11
23	точки зрения	39	11
24	и его	14	11
25	что в	23	10
26	по отношению	10	10
27	как это	7	10
28	лишь в	3	10
29	отношению к	9	10
30	только в	24	9
31	в данном	7	9
32	с другой	7	9
33	не в	7	9
34	в то	10	9
35	в своей	4	8
36	же время	1	8
37	как бы	13	8
38	по своей	12	8
39	не может	23	8
40	в самом	15	7
41	или иной	2	7
42	особого рода	1	7
43	в отличие	4	7
44	в своем	3	7
45	мы имеем	3	7
46	отличие от	4	7
47	во второй	5	7
48	отношение к	8	7
49	место в	1	7
50	в области	5	7
51	в нем	6	7
52	другой стороны	3	6
53	конечном счете	2	6
54	как и	19	6
55	не менее	6	6
56	приводит к	10	6
57	еще не	5	6
58	в основе	5	6
59	то что	40	6
60	уже не	1	6
61	с его	1	6
62	в ее	7	6
63	с другими	5	6
64	в конечном	2	6
65	между ними	8	6
66	тем самым	14	6
67	в первой	3	6
68	ни в	3	5
69	в виду	5	5
70	как в	7	5
71	роли в	1	5
72	можно сказать	9	5
73	не является	4	5
74	того чтобы	26	5
75	для того	24	5
76	как правило	2	5
77	иначе говоря	3	5
78	как к	4	5
79	данном случае	5	5
80	для него	6	5
81	а и	2	5
82	того что	27	5
83	деятельности в	3	5
84	в себя	4	5
85	между тем	2	5
86	он не	5	5
87	и тем	10	5
88	в пределах	3	5
89	по сути	1	5
90	и о	4	5
91	в ходе	14	5
92	могут быть	7	5
93	в отношении	9	4
94	по пути	1	4
95	в этих	2	4
96	отношения к	5	4
97	что он	13	4
98	в слове	11	4
99	языка в	2	4
100	совпадает с	5	4
101	входит в	3	4
102	в другом	3	4
103	говорить о	1	4
104	отношении к	4	4
105	и т.д	4	4
106	сказать что	18	4
107	в нашем	6	4
108	к тому	13	4
109	этого слова	5	4
110	никогда не	7	4
111	и того	3	4
112	это не	6	4
113	хотя и	4	4
114	в литературе	1	4
115	слова в	7	4
116	в их	4	4
117	его в	7	4
118	но он	3	4
119	не знает	3	4
120	по своему	11	4
121	а только	2	4
122	речи и	36	4
123	в свою	3	4
124	и что	14	4
125	самим собой	2	4
126	в форме	1	4
127	далеко не	1	4
128	того же	7	4
129	одного и	3	4
130	силу своей	1	4
131	в силу	21	4
132	с ее	2	4
133	в целом	7	4
134	и ее	3	4
135	и к	11	3
136	к действительности	2	3
137	и составляет	2	3
138	во втором	5	3
139	в таком	2	3
140	в момент	4	3
141	для себя	24	3
142	с этой	5	3
143	даже в	2	3
144	была бы	3	3
145	для возникновения	2	3
146	о чем	8	3
147	только не	14	3
148	подобно тому	2	3
149	если бы	8	3
150	оказывается в	1	3
151	между которыми	2	3
152	все эти	7	3
153	а именно	1	3
154	именно в	9	3
155	например в	5	3
156	в порядке	3	3
157	сути дела	2	3
158	имеет место	4	3
159	к его	3	3
160	в соответствии	1	3
161	их в	2	3
162	никто не	2	3
163	в иной	2	3
164	из которого	3	3
165	тем не	4	3
166	культуры в	1	3
167	перед нами	3	3
168	свою очередь	3	3
169	между собой	15	3
170	своей природе	8	3
171	в противоположность	1	3
172	потому что	26	3
173	одной стороны	7	3
174	между двумя	5	3
175	в одном	4	3
176	известной степени	2	3
177	мог бы	6	3
178	это отношение	3	3
179	во всей	3	3
180	и внешней	1	3
181	понятие о	1	3
182	из этих	6	3
183	и для	5	3
184	таким образом	38	3
185	и то	10	3
186	на языке	1	3
187	мышления и	16	3
188	с одной	7	3
189	и вот	1	3
190	том числе	2	3
191	и потому	3	3
192	с точки	31	3
193	ни к	1	3
194	к которому	3	3
195	как раз	6	3
196	есть в	5	3
197	прежде всего	9	3
198	иного рода	1	3
199	и притом	4	3
200	связи с	4	3
201	или в	2	3
202	без остатка	1	3
203	одним из	3	3
204	в равной	2	3
205	как говорит	6	3
206	в связи	1	3
207	и как	7	3
208	анна каренина	1	3
209	в сторону	1	3
210	вовсе не	3	3
211	той или	2	3
212	во всех	9	3
213	деятельность по	1	3
214	а с	3	3
215	тому как	2	3
216	в акте	1	3
217	принадлежит к	2	3
218	в которой	16	3
219	он должен	1	3
220	не с	3	3
221	к области	1	3
222	этом смысле	2	3
223	человека с	1	3
224	в этой	7	3
225	что можно	2	3
226	и др	1	3
227	столь же	2	3
228	и по	6	3
229	слова как	5	3
230	отнюдь не	2	3
231	в той	7	2
232	и другие	1	2
233	на деле	2	2
234	для всех	2	2
235	один из	3	2
236	и здесь	5	2
237	речевой деятельности	7	2
238	и на	4	2
239	если в	6	2
240	всех и	1	2
241	жизни а	1	2
242	и который	1	2
243	жить и	2	2
244	на этом	4	2
245	из которых	3	2
246	а затем	2	2
247	мы в	3	2
248	по себе	5	2
249	не могут	9	2
250	вещами и	1	2
251	в них	3	2
252	оно не	3	2
253	и даже	3	2
254	этой точки	4	2
255	здесь мы	2	2
256	самом деле	6	2
257	может оказаться	1	2
258	заключается в	14	2
259	одно слово	1	2
260	имеет дело	1	2
261	к более	3	2
262	значения и	3	2
263	из тех	2	2
264	и соответственно	1	2
265	в одно	1	2
266	вместе с	19	2
267	никем не	2	2
268	языка на	2	2
269	себя и	2	2
270	отличается от	6	2
271	у одного	2	2
272	вследствие этого	1	2
273	в известном	2	2
274	всей своей	1	2
275	в каком	2	2
276	к другому	5	2
277	к своему	1	2
278	о том	5	2
279	казалось бы	4	2
280	это и	7	2
281	еще и	1	2
282	во внешнем	1	2
283	в диалоге	1	2
284	при наличии	1	2
285	в прозе	1	2
286	при условии	1	2
287	и состоит	3	2
288	к нему	5	2
289	в значительной	3	2
290	имеет в	4	2
291	на основе	5	2
292	своей внутренней	2	2
293	и больше	2	2
294	для меня	1	2
295	не могло	3	2
296	только на	5	2
297	речь идет	1	2
298	о своем	2	2
299	говорит что	3	2
300	и это	2	2
301	времени и	1	2
302	значительной степени	1	2
303	и наоборот	1	2
304	перед ним	1	2
305	самом начале	5	2
306	соответствии с	1	2
307	видим в	3	2
308	если мы	6	2
309	тем же	8	2
310	ключ к	3	2
311	что отличает	1	2
312	имеем дело	2	2
313	всякий раз	3	2
314	что она	8	2
315	который в	1	2
316	до известной	2	2
317	здесь не	1	2
318	в структуре	2	2
319	на котором	4	2
320	он и	1	2
321	в системе	3	2
322	не просто	1	2
323	в самой	3	2
324	только о	3	2
325	чем это	5	2
326	к внутреннему	1	2
327	речи а	5	2
328	то в	4	2
329	что они	11	2
330	при котором	2	2
331	но на	3	2
332	рода и	2	2
333	на вопрос	6	2
334	не принадлежит	1	2
335	одной из	4	2
336	несмотря на	2	2
337	нашего внутреннего	2	2
338	внутренней и	2	2
339	что такое	2	2
340	ее в	11	2
341	все это	5	2
342	мы легко	2	2
343	двоякого рода	1	2
344	что и	4	2
345	у нас	3	2
346	с их	2	2
347	слова не	1	2
348	у него	2	2
349	к чему	1	2
350	дело в	1	2
351	он оказывается	1	2
352	этих двух	4	2
353	не могли	5	2
354	в конце	5	2
355	знания о	1	2
356	сама по	1	2
357	тому что	14	2
358	случае не	2	2
359	во внутренней	4	2
360	в какой	6	2
361	я не	3	2
362	процесс превращения	1	2
363	на фоне	3	2
364	данный момент	1	2
365	зрения и	1	2
366	только и	5	2
367	это было	2	2
368	в чем	5	2
369	делает его	1	2
370	об этом	4	2
371	должен быть	1	2
372	тем более	1	2
373	к одному	1	2
374	могли бы	10	2
375	но как	3	2
376	одну из	2	2
377	дело не	1	2
378	внешней речи	18	2
379	в случае	5	2
380	есть как	1	2
381	в первом	6	2
382	но она	1	2
383	одно и	3	2
384	и является	5	2
385	за пределы	2	2
386	но напротив	3	2
387	в большинстве	2	2
388	идет о	3	2
389	так же	26	2
390	числе и	2	2
391	известном смысле	2	2
392	и особенно	2	2
393	это делает	1	2
394	о его	3	2
395	и развитием	6	2
396	как будто	1	2
397	включает в	2	2
398	может и	3	2
399	и постепенное	2	1
400	с которыми	3	1
401	нашей внутренней	2	1
402	это на	1	1
403	что говорится	2	1
404	является в	7	1
405	все что	7	1
406	речи может	2	1
407	и образует	1	1
408	первой и	3	1
409	и против	2	1
410	каждой из	5	1
411	случае в	4	1
412	можно говорить	2	1
413	за ним	3	1
414	синтаксического строя	1	1
415	одном случае	2	1
416	другие в	1	1
417	говоря различные	1	1
418	значением но	1	1
419	полноту и	1	1
420	этот закон	2	1
421	другом но	1	1
422	место слияние	1	1
423	и свою	1	1
424	также что	1	1
425	на первой	1	1
426	вещей но	1	1
427	в случаях	2	1
428	о коммуникативной	1	1
429	своего собственного	1	1
430	его с	3	1
431	все люди	1	1
432	на ее	2	1
433	таком понимании	1	1
434	на первом	2	1
435	первую очередь	3	1
436	речи ибо	1	1
437	дело с	3	1
438	с вещами	2	1
439	что делает	2	1
440	процессы которые	1	1
441	во внешних	1	1
442	оказывается не	3	1
443	развития но	1	1
444	отличием внутренней	1	1
445	представляют собой	2	1
446	же образом	1	1
447	что это	7	1
448	содержит в	4	1
449	с ним	5	1
450	с внутренним	1	1
451	природе и	2	1
452	в сущности	16	1
453	фразы с	2	1
454	а проза	1	1
455	никак не	5	1
456	какой бы	1	1
457	в другой	4	1
458	привести к	4	1
459	те же	1	1
460	не как	1	1
461	и лучше	1	1
462	ударения на	1	1
463	первых двух	1	1
464	от одних	3	1
465	из того	7	1
466	отношений как	2	1
467	смысле можно	2	1
468	этом отношение	1	1
469	и делает	2	1
470	первых же	1	1
471	в результате	3	1
472	быть может	1	1
473	до последнего	1	1
474	речи от	5	1
475	с собой	3	1
476	и само	1	1
477	том и	3	1
478	для данного	3	1
479	и первый	2	1
480	в центре	2	1
481	со всеми	2	1
482	этого значения	1	1
483	должен был	2	1
484	и приобретает	2	1
485	быть так	1	1
486	этих понятий	2	1
487	и остальной	1	1
488	не случайна	1	1
489	чтобы в	1	1
490	начинается с	2	1
491	стоит в	1	1
492	все то	1	1
493	с некоторыми	1	1
494	до этого	1	1
495	предметов в	2	1
496	от одного	3	1
497	в собственном	4	1
498	речи хотя	2	1
499	с ней	3	1
500	в наших	8	1
501	мы говорим	2	1
502	различных способах	2	1
503	мысль о	1	1
504	это скорее	1	1
505	мыслится уже	1	1
506	одновременно с	1	1
507	в новую	2	1
508	значение в	3	1
509	слова с	5	1
510	вещами как	1	1
511	тем что	14	1
512	одним словом	2	1
513	него но	1	1
514	говорят о	1	1
515	из всего	1	1
516	и будет	1	1
517	то время	8	1
518	том или	1	1
519	видно из	2	1
520	и должен	1	1
521	по собственному	1	1
522	с тем	8	1
523	с не	2	1
524	оказывается как	1	1
525	его сознании	1	1
526	к самому	2	1
527	общими для	1	1
528	вещей в	1	1
529	что по	2	1
530	приходит в	1	1
531	речи исторически	1	1
532	все же	7	1
533	означает для	1	1
534	в словах	1	1
535	существует не	1	1
536	предмета и	3	1
537	форм деятельности	1	1
538	не имеет	6	1
539	речь в	8	1
540	бы не	1	1
541	отношения как	1	1
542	достижения в	1	1
543	но у	1	1
544	более сложные	1	1
545	состоит как	1	1
546	о котором	1	1
547	зависимости от	6	1
548	и слово	4	1
549	между ним	1	1
550	в это	1	1
551	друг от	3	1
552	которая не	1	1
553	действительность в	2	1
554	определенный смысл	1	1
555	отдает себе	1	1
556	на первый	1	1
557	будущее в	2	1
558	к объекту	14	1
559	этом состоит	1	1
560	в семантической	2	1
561	он мог	2	1
562	всем его	2	1
563	случае как	1	1
564	сказала она	3	1
565	более обширной	1	1
566	с этим	5	1
567	все они	1	1
568	только одно	2	1
569	от внешней	6	1
570	с восприятием	1	1
571	своем значении	2	1
572	на примере	1	1
573	одним и	2	1
574	и я	1	1
575	нам не	1	1
576	совершенно не	2	1
577	исходя из	1	1
578	ли я	1	1
579	в первую	3	1
580	в центр	2	1
581	не существует	1	1
582	ее к	1	1
583	в котором	6	1
584	из других	1	1
585	не прямо	2	1
586	зависит от	3	1
587	в действительности	3	1
588	и пр	1	1
589	языка и	6	1
590	вопрос о	9	1
591	к понятию	4	1
592	является также	1	1
593	в любом	2	1
594	не представляет	3	1
595	по своим	2	1
596	о чем-то	1	1
597	по тем	3	1
598	своей собственной	2	1
599	этим законам	1	1
600	и заключается	3	1
601	заключать в	2	1
602	то и	5	1
603	и предполагает	1	1
604	она могла	1	1
605	связана с	4	1
606	значений и	3	1
607	наконец в	3	1
608	не должно	1	1
609	только мы	1	1
610	другу и	2	1
611	и поэтому	1	1
612	совершается как	3	1
613	в отдельности	1	1
614	этом пути	1	1
615	самое существенное	2	1
616	что представляет	1	1
617	ним и	1	1
618	которыми он	2	1
619	с нашим	1	1
620	было ожидать	1	1
621	оно является	1	1
622	самого процесса	1	1
623	определенную позицию	1	1
624	время в	3	1
625	слова и	10	1
626	возможность чисто	1	1
627	с помощью	18	1
628	и теперь	1	1
629	в значении	2	1
630	чего не	1	1
631	значение для	2	1
632	не об	1	1
633	точно так	3	1
634	втором случае	5	1
635	и родного	1	1
636	обращаясь к	1	1
637	переходит к	4	1
638	и наиболее	2	1
639	на основании	2	1
640	первые два	1	1
641	образом что	1	1
642	наличия в	1	1
643	одно из	6	1
644	и семантической	3	1
645	целый ряд	6	1
646	и до	3	1
647	для своей	1	1
648	речи есть	3	1
649	этого переживания	1	1
650	в отсутствие	1	1
651	принадлежит не	1	1
652	и те	1	1
653	не что	1	1
654	в совершенно	3	1
655	и внутренней	3	1
656	в истории	1	1
657	всю полноту	1	1
658	и находит	1	1
659	незаметно для	1	1
660	не так	1	1
661	от своей	1	1
662	это имеет	1	1
663	и том	3	1
664	и означает	1	1
665	при анализе	1	1
666	является как	2	1
667	еще один	2	1
668	непосредственно к	1	1
669	действия и	4	1
670	его значением	2	1
671	другого в	1	1
672	между людьми	1	1
673	являются только	1	1
674	в прошлом	1	1
675	к третьему	1	1
676	к ним	1	1
677	новых форм	1	1
678	отношений и	2	1
679	этим моментам	1	1
680	настоящее время	1	1
681	впервые в	1	1
682	отдельности и	1	1
683	ее не	1	1
684	в сфере	8	1
685	она может	2	1
686	нас на	2	1
687	во внешней	4	1
688	к совокупности	1	1
689	той же	13	1
690	ее как	2	1
691	игру в	1	1
692	но именно	3	1
693	до конца	8	1
694	за его	1	1
695	с этими	1	1
696	только при	1	1
697	мышления но	2	1
698	в одной	6	1
699	в каждый	1	1
700	раз и	1	1
701	отношения в	1	1
702	что все	6	1
703	входят в	2	1
704	ее внутренней	2	1
705	в существовании	1	1
706	том же	7	1
707	не переставая	1	1
708	в сознании	11	1
709	это будущее	1	1
710	исходит из	2	1
711	от понятия	3	1
712	момент в	3	1
713	одна из	2	1
714	языка а	1	1
715	своей полноте	1	1
716	языка но	2	1
717	речь о	1	1
718	поэтому не	1	1
719	и внутренняя	1	1
720	со словом	1	1
721	не мыслится	1	1
722	но если	5	1
723	стадии в	3	1
724	по поводу	3	1
725	между вещами	1	1
726	представленных в	2	1
727	к предмету	6	1
728	в отдельных	1	1
729	к этим	1	1
730	по выражению	2	1
731	друг друга	9	1
732	ребенка подобно	1	1
733	в деятельности	1	1
734	совпадает со	1	1
735	в систему	1	1
736	в настоящее	1	1
737	к языку	1	1
738	и становится	1	1
739	из них	2	1
740	с толпой	1	1
741	едва ли	5	1
742	другого и	1	1
743	деятельности и	4	1
744	друг другу	5	1
745	от ее	3	1
746	своего развития	4	1
747	могли быть	2	1
748	необходимым условием	1	1
749	другими людьми	1	1
750	этого термина	2	1
751	как основной	1	1
752	внутренней жизни	1	1
753	ситуации и	3	1
754	ближе к	2	1
755	представить себе	5	1
756	этих моментов	1	1
757	слова так	1	1
758	именно к	1	1
759	не возникает	2	1
760	к общему	4	1
761	этом случае	15	1
762	одном и	4	1
763	обе стороны	2	1
764	той мере	2	1
765	мы видим	10	1
766	в более	1	1
767	есть процесс	1	1
768	собой и	1	1
769	известные нам	1	1
770	не поддается	1	1
771	так как	25	1
772	как такового	2	1
773	от его	2	1
774	что иное	1	1
775	они не	2	1
776	может не	1	1
777	после того	1	1
778	речи приводит	1	1
779	только самим	1	1
780	до минимума	1	1
781	не решает	1	1
782	и одну	1	1
783	ее на	1	1
784	первом случае	5	1
785	должно быть	3	1
786	время и	1	1
787	а внутри	1	1
788	возникает в	3	1
789	о разных	1	1
790	два полюса	1	1
791	общение с	1	1
792	в состоянии	4	1
793	от первого	1	1
794	мысли более	1	1
795	в природу	1	1
796	начала и	1	1
797	состоящий в	1	1
798	не для	2	1
799	и иного	2	1
800	союзов и	1	1
801	иной ситуации	1	1
802	речи как	9	1
803	же самую	1	1
804	в письменном	1	1
805	переход к	4	1
806	деятельности все	1	1
807	внутренней стороны	2	1
808	в ситуации	7	1
809	обратил внимание	1	1
810	чем у	3	1
811	оказывается одновременно	1	1
812	как у	1	1
813	для нас	4	1
814	и сама	1	1
815	с системой	1	1
816	и через	1	1
817	мы трактуем	1	1
818	одновременно и	3	1
819	не содержит	2	1
820	к определенному	2	1
821	вытекающее из	1	1
822	по типу	2	1
823	на которой	1	1
824	все их	1	1
825	ситуацию в	1	1
826	противоречие между	3	1
827	в наличии	1	1
828	строя речи	1	1
829	речи по	2	1
830	не путем	2	1
831	и развития	3	1
832	тому же	2	1
833	раз в	4	1
834	к построению	1	1
835	отношения между	8	1
836	ведь это	2	1
837	но с	4	1
838	не было	1	1
839	внутреннее единство	2	1
840	речи вокализация	1	1
841	его развитие	1	1
842	бы для	1	1
843	от друга	3	1
844	просто как	2	1
845	является таким	1	1
846	а о	1	1
847	как видно	1	1
848	и более	2	1
849	их расположение	1	1
850	не говорит	1	1
851	для других	15	1
852	подлежащее к	1	1
853	что его	2	1
854	но эта	2	1
855	совершенно особого	1	1
856	же по	1	1
857	места в	1	1
858	себя а	1	1
859	по существу	2	1
860	что не	2	1
861	которые одновременно	1	1
862	его мысли	5	1
863	с осознания	2	1
864	это возможно	1	1
865	слова принадлежит	1	1
866	по ту	1	1
867	речевое высказывание	1	1
868	и намеренности	1	1
869	внимание в	1	1
870	между этими	3	1
871	и средствах	1	1
872	с логической	1	1
873	такого понимания	1	1
874	своей структуре	3	1
875	с той	3	1
876	и без	2	1
877	возможным в	2	1
878	нашем примере	1	1
879	за которым	1	1
880	также в	1	1
881	вследствие того	1	1
882	но по	1	1
883	большинстве случаев	2	1
884	не есть	4	1
885	от одной	4	1
886	и абсолютная	1	1
887	рядом с	2	1
888	является не	4	1
889	же точно	6	1
890	вокализация не	1	1
891	при таком	2	1
892	в ряду	3	1
893	этот круг	1	1
894	и высшей	1	1
895	ли не	3	1
896	речевого высказывания	1	1
897	от этого	3	1
898	зрения не	1	1
899	природу каждой	1	1
900	особенности в	2	1
901	того и	2	1
902	форма внутренней	1	1
903	в такой	6	1
904	остановимся на	1	1
905	больше и	2	1
906	как внутренняя	1	1
907	в двух	2	1
908	в условиях	1	1
909	на его	3	1
910	себе и	2	1
911	в каждой	4	1
912	которого только	1	1
913	как ряд	1	1
914	начало нового	1	1
915	из этого	4	1
916	поэтому у	1	1
917	на себе	1	1
918	при виде	1	1
