N	3gram	Losev_Prob	Morfolog
1	и т д	12	60
2	в этих случаях	3	14
3	в этом случае	6	10
4	не может быть	5	9
5	в связи с	7	9
6	мы увидим ниже	2	6
7	с точки зрения	3	6
8	тем не менее	25	6
9	связи с этим	2	5
10	подобно тому как	2	5
11	как мы увидим	2	5
12	с другой стороны	7	5
13	а также и	2	5
14	в том что	7	4
15	не может считаться	2	4
16	на самом деле	6	4
17	не могут быть	1	4
18	к тому что	1	4
19	но все же	1	4
20	действующих лиц в	1	3
21	на то что	12	3
22	здесь прежде всего	1	3
23	о том что	16	3
24	в собственном смысле	1	3
25	как и в	1	3
26	для того чтобы	9	3
27	не значит что	1	3
28	в настоящее время	17	3
29	в то время	2	3
30	бы то ни	2	3
31	в том случае	2	3
32	если мы не	1	3
33	далеко не все	1	3
34	на первый взгляд	2	3
35	то время как	2	3
36	и тем не	8	2
37	это не значит	1	2
38	о том как	2	2
39	до наших дней	1	2
40	то что в	4	2
41	которые хотя и	1	2
42	говорить о том	1	2
43	тем и другим	2	2
44	более или менее	7	2
45	имеет огромное значение	1	2
46	друг на друга	1	2
47	том случае если	1	2
48	он может быть	1	2
49	со стороны их	1	2
50	хотя и не	2	2
51	не что иное	5	2
52	можно было бы	4	2
53	точно так же	7	2
54	мы уже видели	1	2
55	в данном случае	10	2
56	мы имеем в	1	2
57	и в других	3	2
58	а вовсе не	1	2
59	во всяком случае	11	2
60	что иное как	5	2
61	с одной стороны	4	2
62	в таких случаях	2	2
63	в этом отношении	2	2
64	мы не будем	2	2
65	вопрос о том	2	2
66	друг к другу	2	2
67	может быть и	5	2
68	но то что	1	1
69	может быть определен	1	1
70	есть не что	5	1
71	нечто иное чем	1	1
72	тому что в	1	1
73	имеет ничего общего	4	1
74	т д здесь	1	1
75	т д и	4	1
76	и тот же	1	1
77	и не требует	1	1
78	же в этих	1	1
79	т д все	1	1
80	том что все	1	1
81	к тому или	1	1
82	чем перейти к	2	1
83	в других случаях	2	1
84	с этим мы	1	1
85	как один из	1	1
86	в первом и	1	1
87	мы скажем что	2	1
88	а на самом	1	1
89	на русском языке	2	1
90	до известной степени	1	1
91	то что он	3	1
92	и может быть	1	1
93	и многие другие	2	1
94	лежат в основе	1	1
95	в чем же	1	1
96	то что не	2	1
97	смысле слова она	1	1
98	том случае когда	1	1
99	она должна быть	1	1
100	один из членов	1	1
101	точном смысле слова	2	1
102	том что такое	1	1
103	здесь перед нами	3	1
104	перед нами в	2	1
105	того или другого	2	1
106	один и тот	1	1
107	ни в каких	1	1
108	что за ним	1	1
109	как бы они	1	1
110	на котором строится	1	1
111	что же касается	3	1
112	во всех подобных	1	1
113	в некоторых случаях	1	1
114	и независимо от	2	1
115	но как бы	1	1
116	в виду следующее	1	1
117	можно сказать что	6	1
118	только в том	4	1
119	которые мы считаем	2	1
120	но если мы	4	1
121	связаны между собою	1	1
122	поэтому прежде чем	1	1
123	во что бы	2	1
124	здесь мы имеем	1	1
125	в то же	4	1
126	тех или иных	2	1
127	и многое другое	1	1
128	в этих условиях	1	1
129	и то же	1	1
130	здесь не может	1	1
131	и возможно что	1	1
132	никак нельзя было	1	1
133	как мы уже	2	1
134	и есть то	1	1
135	в таком случае	14	1
136	и как они	1	1
137	прежде чем перейти	2	1
138	мы будем говорить	1	1
139	находится еще в	2	1
140	во многих отношениях	1	1
141	является то что	1	1
142	она не есть	1	1
143	что бы то	2	1
144	что совсем не	1	1
145	до сих пор	6	1
146	не потому что	2	1
147	так как это	1	1
148	во всех случаях	1	1
149	лиц в этой	1	1
150	ни одна из	2	1
151	растения и животные	1	1
152	иметь в виду	4	1
153	о том кто	1	1
154	одно и то	1	1
155	таким образом что	2	1
156	хотя бы отдаленно	1	1
157	между собой и	2	1
158	той или иной	5	1
159	она все же	1	1
160	так как они	2	1
161	в этой области	5	1
162	этом случае он	1	1
163	если бы мы	1	1
164	но как мы	3	1
165	есть учение о	1	1
166	то во всяком	4	1
167	во всех этих	2	1
168	в том или	1	1
169	в этой работе	1	1
170	а потому что	1	1
171	что его можно	1	1
172	во всей своей	1	1
173	всех этих случаях	1	1
174	поставить вопрос о	1	1
175	с самого начала	2	1
176	из них не	1	1
177	настоящее время уже	1	1
178	не имеет ничего	4	1
179	в точном смысле	1	1
180	ниже мы увидим	1	1
181	это было бы	2	1
182	сам он не	1	1
183	тем что она	1	1
184	нужно помнить что	1	1
185	и пр предметы	1	1
186	один из них	1	1
187	можно ли считать	1	1
188	это значит что	3	1
189	в другом случае	2	1
190	т д это	1	1
191	в целом и	1	1
192	то это значит	2	1
193	является одним из	1	1
194	не то что	2	1
195	и этот момент	1	1
196	так же и	4	1
197	для этой цели	1	1
198	но это не	1	1
199	те или иные	1	1
200	хотя и здесь	1	1
201	он не может	1	1
202	потому что они	1	1
203	то ни стало	2	1
