N	3gram	Tiupa_Teor	Psycholo
1	в том что	10	78
2	для того чтобы	5	70
3	в самом деле	2	51
4	заключается в том	1	36
5	о том что	1	34
6	то же самое	1	31
7	с точки зрения	3	29
8	с одной стороны	3	28
9	так же точно	1	24
10	все то что	1	23
11	не может быть	5	23
12	и в самом	2	22
13	к тому что	2	20
14	с другой стороны	6	20
15	не только не	2	16
16	в зависимости от	1	15
17	так же как	1	14
18	в то время	1	14
19	заключает в себе	1	13
20	этой точки зрения	2	12
21	в конечном счете	6	11
22	в художественном произведении	1	11
23	подобно тому как	3	11
24	с этой точки	2	10
25	том что она	1	10
26	том что он	2	10
27	никак не может	1	9
28	таким образом что	1	9
29	в отличие от	7	9
30	в том случае	1	9
31	точно так же	1	9
32	в данном случае	5	9
33	что он не	1	9
34	в том и	1	9
35	не в состоянии	1	9
36	и как бы	1	8
37	и то же	2	8
38	речь идет о	1	8
39	состоит в том	6	7
40	том случае если	1	7
41	в этом смысле	3	7
42	а с другой	2	7
43	только то что	1	7
44	в свою очередь	3	7
45	можно сказать что	3	7
46	же точно и	1	7
47	одно и то	2	7
48	как и в	2	7
49	сама по себе	2	6
50	не что иное	1	6
51	тем не менее	3	6
52	более или менее	6	6
53	именно потому что	1	6
54	того или иного	6	6
55	в противоречие с	1	6
56	что иное как	1	6
57	при таком понимании	1	6
58	в таком случае	2	5
59	что в основе	2	5
60	что в искусстве	1	5
61	в евгении онегине	1	5
62	больше и больше	1	5
63	мы видим в	1	5
64	в целом ряде	1	5
65	и в частности	1	5
66	ту же самую	1	5
67	как бы в	1	5
68	в лучшем случае	1	5
69	как раз в	1	5
70	в русском языке	1	5
71	а между тем	1	4
72	в настоящее время	1	4
73	и того же	4	4
74	а в том	1	4
75	к тому же	1	4
76	из того что	1	4
77	таким образом и	1	4
78	и в этой	1	4
79	и тем же	1	4
80	это было бы	1	4
81	это имеет место	1	4
82	то или иное	1	4
83	есть как бы	1	4
84	одного и того	4	4
85	том что в	1	4
86	в произведении искусства	1	4
87	то есть в	1	4
88	одним и тем	1	4
89	несет в себе	3	4
90	и в сущности	1	4
91	как это делает	1	4
92	это и есть	1	4
93	в основе своей	2	4
94	по себе а	1	3
95	в себя и	1	3
96	в русской поэзии	2	3
97	друг от друга	1	3
98	в отношении к	2	3
99	а не только	1	3
100	произведение искусства есть	1	3
101	по отношению к	10	3
102	он не только	1	3
103	дело в том	1	3
104	не могут быть	2	3
105	между тем в	1	3
106	может быть и	2	3
107	может быть это	1	3
108	иметь в виду	1	3
109	в том или	1	3
110	при этом как	1	3
111	бы то ни	2	3
112	то же время	8	3
113	но он не	2	3
114	том или ином	1	3
115	едва ли не	1	3
116	то есть как	1	3
117	в то же	8	3
118	всякое произведение искусства	1	3
119	речь идет не	1	3
120	делает то что	1	3
121	и здесь мы	1	3
122	в этом случае	1	3
123	приводит к тому	2	3
124	мере в какой	1	2
125	одной стороны и	1	2
126	есть в конечном	1	2
127	дело не в	1	2
128	только о том	1	2
129	который может быть	1	2
130	не совпадает с	1	2
131	так или иначе	5	2
132	том и состоит	1	2
133	в полной мере	1	2
134	и тем самым	2	2
135	в первой главе	1	2
136	имеет место в	1	2
137	и что искусство	1	2
138	к вопросу о	1	2
139	и не дает	1	2
140	мы имеем дело	2	2
141	в связи с	3	2
142	той или иной	3	2
143	вбирает в себя	1	2
144	по крайней мере	1	2
145	как один из	1	2
146	что он должен	1	2
147	при этом не	1	2
148	здесь мы имеем	1	2
149	речевого материала и	1	2
150	в основе его	1	2
151	несмотря на свою	1	2
152	мы имеем в	3	2
153	не в самом	2	2
154	тем или иным	2	2
155	что все люди	1	2
156	не могли бы	1	2
157	искусства и в	1	2
158	принадлежат к числу	1	2
159	может и не	1	2
160	на задний план	1	2
161	а на деле	1	2
162	тех же самых	1	2
163	конечном счете к	1	2
164	по поводу этой	1	2
165	в области искусства	2	2
166	в первом случае	1	2
167	тех или иных	3	2
168	есть не что	1	2
169	то ни было	2	2
170	а не ее	1	2
171	области искусства в	1	2
172	что одна из	1	2
173	эта внутренняя форма	1	2
174	именно в этом	1	2
175	имеем в виду	3	2
176	может быть определена	1	2
177	может быть признано	1	2
178	точки зрения и	1	2
179	имеем дело с	1	2
180	и со всеми	1	1
181	в одном и	1	1
182	этом так как	1	1
183	в той мере	1	1
184	брожу ли я	1	1
185	не менее чем	1	1
186	при этом что	2	1
187	она могла бы	1	1
188	с собою в	1	1
189	что речь в	1	1
190	оно состоит в	1	1
191	в коем случае	2	1
192	но в таком	1	1
193	то же разница	1	1
194	быть определена как	1	1
195	находятся между собой	1	1
196	в своем составе	3	1
197	начала и конца	1	1
198	как бы не	1	1
199	так что она	1	1
200	от одного сознания	1	1
201	то что может	1	1
202	в особенности в	1	1
203	ли я вдоль	1	1
204	бы вбирает в	1	1
205	к автору и	1	1
206	и состоит чтобы	1	1
207	как это имеет	1	1
208	том числе и	2	1
209	первой части романа	1	1
210	точки зрения в	1	1
211	той мере в	1	1
212	каждой из них	1	1
213	не только на	1	1
214	и без остатка	1	1
215	но не в	1	1
216	сколько бы ни	1	1
217	не входит в	1	1
218	все же оно	1	1
219	что даже в	1	1
220	во времени и	1	1
221	минуту до этого	1	1
222	в одном случае	1	1
223	одного сознания к	1	1
224	автора и читателя	1	1
225	искусства и что	1	1
226	принципиальное различие между	1	1
227	в области литературы	1	1
228	и не быть	1	1
229	не поддается научному	1	1
230	входят в состав	1	1
231	обычной речи и	1	1
232	раз в том	1	1
233	и том же	1	1
234	никогда не бывает	1	1
235	как бы вбирает	1	1
236	себе а в	1	1
237	в данный момент	2	1
238	искусства если бы	1	1
239	с первых же	1	1
240	в эстетический объект	2	1
241	его чувства и	1	1
242	в себе и	1	1
243	в виду не	3	1
244	толстым в его	1	1
245	ни в коем	2	1
246	является продолжением и	1	1
247	в такое же	1	1
248	в основе всех	1	1
249	и тем более	1	1
250	мы в итоге	1	1
251	тем и другим	1	1
252	же разница в	1	1
253	связи с этим	1	1
254	или менее определенным	1	1
255	кажется что он	1	1
256	со всех сторон	1	1
257	если бы рассказ	1	1
258	в одной из	1	1
259	у нее нет	1	1
260	включает в себя	2	1
261	что автор должен	1	1
262	во всей его	2	1
263	в первую очередь	1	1
264	только в воображении	1	1
265	не в одном	1	1
266	строго говоря и	1	1
267	в обычной речи	1	1
268	та или иная	1	1
269	коем случае не	2	1
270	говорит что он	1	1
271	сознания к другому	1	1
272	сводится к его	1	1
273	в стихе как	1	1
274	эстетических отношений и	1	1
275	в самом начале	2	1
276	но во всех	2	1
277	заключать в себе	1	1
278	и поэтому не	1	1
279	по этой причине	1	1
280	и вся она	1	1
281	живопись графика скульптура	1	1
282	искусства может быть	1	1
283	ни к каким	1	1
284	художественное произведение обретает	1	1
285	в том числе	3	1
286	самое существенное для	1	1
287	с тем же	1	1
288	в чем состоит	1	1
289	подход к изучению	1	1
290	на вопрос о	1	1
291	о мире и	1	1
292	к изучению искусства	1	1
293	объединяет вокруг себя	1	1
294	а не все	1	1
295	искусства в жизни	1	1
296	и не могла	1	1
297	а также в	1	1
298	а и в	1	1
299	ее никто не	1	1
300	того что составляет	1	1
301	и прежде всего	1	1
302	и в то	2	1
303	к жизни как	1	1
304	и прежде но	1	1
305	не могло быть	2	1
306	жизни а не	1	1
307	что они хотят	2	1
308	в воображении читателя	1	1
309	если бы для	1	1
310	за минуту до	1	1
311	к чему не	1	1
312	одном и том	1	1
313	не более чем	1	1
314	вдоль улиц шумных	1	1
315	при этом становится	1	1
316	до известной степени	2	1
317	ни от кого	1	1
318	произведения искусства она	1	1
319	искусство в том	1	1
320	отношение к своему	1	1
321	понимается при этом	1	1
322	и др в	1	1
323	те и другие	1	1
324	но прежде всего	1	1
325	художественного произведения мы	1	1
326	между собой в	1	1
327	я вдоль улиц	1	1
328	на второй план	1	1
329	но дело в	1	1
330	в русской литературе	2	1
331	ни к чему	1	1
332	бы можно было	1	1
333	только при условии	1	1
334	в свое время	1	1
335	ту или иную	2	1
336	что такое искусство	1	1
337	в искусстве не	1	1
338	какой бы то	1	1
339	таком случае это	1	1
340	он мог бы	1	1
341	не принадлежит к	1	1
342	той же природы	1	1
343	произведения искусства как	1	1
344	к самому герою	1	1
345	то есть от	1	1
346	в противном случае	2	1
347	роль в лирическом	1	1
348	произведения искусства в	1	1
349	искусство никогда не	1	1
350	незаметно для читателя	1	1
351	в известном смысле	2	1
352	во внешнем мире	2	1
353	не сводится к	9	1
354	не менее важным	1	1
355	произведение искусства не	1	1
356	на первый взгляд	1	1
357	но только не	1	1
358	не принадлежат к	1	1
359	то что они	2	1
360	читателя зрителя слушателя	3	1
361	в истории литературы	1	1
362	что несмотря на	1	1
363	может быть названо	2	1
364	на две части	1	1
