N	3gram	Losev_Prob	Hudozhes
1	по отношению к	2	10
2	в том что	13	8
3	в то же	2	7
4	то же время	1	7
5	с другой стороны	7	6
6	более или менее	1	6
7	той или иной	4	5
8	для того чтобы	3	5
9	состоит в том	1	5
10	так или иначе	3	4
11	того или иного	2	4
12	не может быть	2	4
13	с точки зрения	13	3
14	в этом смысле	4	3
15	в виду не	1	3
16	в том числе	2	3
17	тем не менее	8	3
18	можно сказать что	4	3
19	виду не только	1	3
20	в связи с	11	3
21	с одной стороны	5	3
22	войне и мире	1	2
23	в той или	2	2
24	в свою очередь	2	2
25	бы то ни	4	2
26	и прежде всего	2	2
27	в русской литературе	3	2
28	этой точки зрения	2	2
29	ту или иную	1	2
30	с этой точки	2	2
31	в самом деле	1	2
32	в коем случае	3	2
33	в таком случае	2	2
34	в войне и	1	2
35	ни в коем	3	2
36	том числе и	1	2
37	тех или иных	2	2
38	а с другой	3	2
39	том что он	3	2
40	то ни было	2	2
41	сама по себе	2	2
42	к тому что	1	2
43	в известном смысле	1	2
44	коем случае не	1	2
45	мы имеем дело	1	2
46	точно так же	4	1
47	жизни то есть	1	1
48	чтобы оно стало	1	1
49	может быть это	1	1
50	мере в какой	1	1
51	в области художественного	1	1
52	в одном и	1	1
53	и как бы	2	1
54	то есть в	5	1
55	и потому что	2	1
56	и том же	1	1
57	а не ее	1	1
58	преступлении и наказании	1	1
59	не просто о	1	1
60	и тем же	1	1
61	так и его	1	1
62	по себе а	2	1
63	при всем своем	2	1
64	для искусства в	2	1
65	она далеко не	1	1
66	на задний план	1	1
67	на каждом из	1	1
68	говорится и о	1	1
69	себе отчет в	1	1
70	по крайней мере	8	1
71	в художественном смысле	1	1
72	мастер и маргарита	1	1
73	заключается в том	1	1
74	из тех или	1	1
75	о том что	14	1
76	то или иное	1	1
77	одной из своих	1	1
78	или иной мере	2	1
79	то есть как	2	1
80	перед тем как	1	1
81	в том в	1	1
82	связи с этим	1	1
83	в настоящее время	7	1
84	в другом стихотворении	1	1
85	что он должен	2	1
86	в то время	4	1
87	мы встречаемся с	1	1
88	только при условии	1	1
89	жизни человека и	1	1
90	во времени и	1	1
91	по поводу этой	1	1
92	именно в этом	1	1
93	в одной из	1	1
94	в себе самом	1	1
95	именно потому что	1	1
96	не что иное	3	1
97	и в частности	4	1
98	другой стороны не	1	1
99	одним и тем	1	1
100	в самой себе	1	1
101	но в то	2	1
102	в сравнении с	4	1
103	содержит в себе	1	1
104	или иных первичных	1	1
105	как раз в	1	1
106	можно даже сказать	1	1
107	в прошлом и	1	1
108	уже не просто	1	1
109	в том или	3	1
110	не было и	1	1
111	точки зрения в	1	1
112	к тому же	5	1
113	каждой из них	1	1
114	в нем по	1	1
115	в первую очередь	1	1
116	или иной эстетической	1	1
117	в новое время	3	1
118	на первый взгляд	1	1
119	то же самое	2	1
120	не входит в	1	1
121	рассматриваться в качестве	1	1
122	что иное как	3	1
123	еще и потому	2	1
124	едва ли не	1	1
125	только о том	2	1
126	в другом его	1	1
127	но в силу	1	1
128	нового времени в	1	1
129	одном и том	1	1
130	является одним из	1	1
131	имея в виду	1	1
132	это и есть	2	1
133	прежде всего в	1	1
134	и в том	1	1
135	ведь это не	1	1
136	имеем дело с	1	1
137	что несмотря на	1	1
138	в преступлении и	1	1
139	он состоит в	1	1
140	не в роли	1	1
141	из этих сторон	1	1
142	в чистом виде	1	1
