N	2gram	Losev_Prob	Istorich
1	и в	64	181
2	и т	13	160
3	т д	12	142
4	т е	2	133
5	может быть	29	115
6	не только	37	114
7	что он	11	111
8	мы имеем	3	102
9	что в	21	90
10	но и	23	85
11	в этом	30	81
12	так как	16	75
13	то что	72	73
14	таким образом	9	72
15	вместе с	4	71
16	и не	63	67
17	мы видим	2	65
18	все же	7	65
19	в этих	7	64
20	еще не	18	63
21	не может	18	61
22	этих случаях	4	60
23	так же	12	57
24	то же	10	56
25	никогда не	8	56
26	в том	19	53
27	том что	26	53
28	а в	7	52
29	с другой	8	52
30	потому что	24	52
31	и что	21	51
32	и здесь	8	51
33	что и	2	51
34	мы видели	1	49
35	а не	21	48
36	о том	25	48
37	его в	9	47
38	не в	6	47
39	другой стороны	7	46
40	превращается в	1	45
41	и пр	4	44
42	мы должны	5	44
43	но в	19	44
44	это не	7	43
45	и его	3	43
46	мы знаем	1	42
47	в нем	14	42
48	только в	19	42
49	показывает что	1	42
50	как в	5	42
51	представление о	6	41
52	или в	5	39
53	тем что	10	38
54	и на	11	38
55	в его	12	38
56	для нас	11	38
57	как и	7	37
58	уже не	9	37
59	мы уже	8	37
60	он не	5	37
61	что здесь	4	37
62	так и	17	37
63	знаем что	2	36
64	мы увидим	3	36
65	мы можем	8	36
66	что они	5	35
67	с тем	6	35
68	мы не	6	35
69	здесь мы	1	35
70	все эти	15	35
71	связи с	8	34
72	но не	13	34
73	а именно	16	34
74	во время	1	34
75	что это	4	34
76	представления о	1	33
77	же как	2	33
78	об этом	10	33
79	сих пор	6	32
80	в качестве	3	32
81	один из	7	31
82	прежде всего	17	31
83	то это	3	31
84	представляет собой	2	31
85	ничего не	20	31
86	с этим	7	30
87	с одной	4	30
88	до сих	6	30
89	к нему	5	30
90	при помощи	21	30
91	этом случае	6	29
92	но все	5	29
93	одной стороны	4	29
94	как мы	10	29
95	но это	11	29
96	что она	8	28
97	и с	12	28
98	например в	2	28
99	так что	12	27
100	могут быть	2	27
101	того что	18	27
102	как он	4	27
103	как это	7	26
