N	2gram	Vinokur_Ku	Narrotol
1	не только	29	62
2	и не	23	50
3	при этом	6	47
4	но и	13	45
5	а не	17	38
6	в качестве	12	35
7	в частности	6	31
8	может быть	25	30
9	и в	44	30
10	в том	47	29
11	в этом	31	28
12	тогда как	2	28
13	своего рода	4	28
14	том что	30	28
15	а в	7	27
16	такого рода	1	26
17	только в	15	25
18	состоит в	4	25
19	в данном	8	24
20	как и	3	24
21	не в	18	23
22	то что	14	23
23	не может	13	20
24	в себе	4	17
25	данном случае	2	17
26	так и	10	17
27	а также	3	17
28	со стороны	8	16
29	в его	16	16
30	к тому	8	15
31	можно сказать	6	15
32	но в	11	15
33	иначе говоря	2	15
34	в жизни	1	14
35	и его	8	14
36	то же	12	13
37	в своей	4	13
38	уже не	13	13
39	о том	10	13
40	в своем	4	13
41	у него	3	13
42	все же	17	12
43	на протяжении	1	12
44	сводится к	3	12
45	как в	6	12
46	перед нами	4	12
47	как бы	11	12
48	прежде всего	14	12
49	по отношению	9	11
50	об этом	4	11
51	к себе	4	11
52	хотя и	7	11
53	если бы	21	11
54	и тем	7	11
55	в этой	8	11
56	в нем	7	11
57	жизни в	1	11
58	в отличие	3	11
59	отличие от	3	11
60	тем самым	5	11
61	отношению к	9	11
62	один из	8	10
63	как правило	2	10
64	никогда не	2	10
65	тому же	2	10
66	точки зрения	25	10
67	всего лишь	3	10
68	между тем	11	10
69	как это	6	10
70	в то	4	10
71	и все	4	10
72	не является	2	10
73	жизни и	1	10
74	с его	4	10
75	ничего не	6	10
76	того что	11	10
77	но не	11	10
78	в соответствии	6	9
79	как раз	10	9
80	тем не	10	9
81	той или	1	9
82	я в	2	9
83	столь же	2	9
84	отнюдь не	5	9
85	что в	25	9
86	с ним	5	9
87	истории в	1	9
88	что он	7	9
89	еще не	10	9
90	потому что	40	9
91	для него	2	9
92	далеко не	2	9
93	в рамках	5	9
94	в той	6	8
95	и к	1	8
96	в самом	20	8
97	в таком	3	8
98	о чем	2	8
99	не менее	12	8
100	матери и	1	8
101	большей части	2	8
102	не мог	2	8
103	одна из	1	8
104	он не	4	8
105	и он	4	8
106	самом деле	17	8
107	того чтобы	25	8
108	внимание на	5	8
109	мы имеем	11	8
110	же время	4	8
111	соответствии с	5	8
112	и для	3	8
113	этом отношении	8	8
114	в литературе	1	8
115	у нас	19	8
116	по большей	2	8
117	у нее	1	8
118	или иной	3	8
119	в принципе	1	7
120	в речи	5	7
121	в котором	4	7
122	с другой	14	7
123	пока еще	1	7
124	едва ли	1	7
125	в ее	2	7
126	на себя	3	7
127	в конце	5	7
128	в чем	2	7
129	в силу	16	7
130	и на	8	7
131	в форме	3	7
132	же в	5	7
133	в свою	4	7
134	это не	13	7
135	вслед за	1	7
136	из наиболее	1	7
137	или в	5	7
138	также и	7	7
139	в ней	6	7
140	одного из	1	7
141	в целом	5	7
142	все что	1	6
143	в результате	8	6
144	например в	5	6
145	сказать что	5	6
146	в нашем	8	6
147	что у	3	6
148	с одной	3	6
149	что и	5	6
150	в конечном	3	6
151	могло бы	1	6
152	в случае	2	6
153	не могла	1	6
154	в современной	3	6
155	однако в	2	6
156	однако и	2	6
157	во втором	2	6
158	таким образом	17	6
159	никак не	5	6
160	к его	1	6
161	в слове	3	6
162	в известном	2	6
163	то и	4	6
164	из этих	5	6
165	в сознании	1	6
166	здесь не	5	6
167	ответ на	2	6
168	они не	4	6
169	о нем	2	6
170	как у	2	6
171	слова в	7	6
172	одной стороны	2	6
173	событие и	2	6
174	на то	6	6
175	человеческой жизни	1	5
176	только что	2	5
177	дело с	2	5
178	не столько	2	5
179	в своих	2	5
180	и даже	5	5
181	и сам	1	5
182	именно в	7	5
183	а именно	4	5
184	и того	2	5
185	свою очередь	4	5
186	в другом	2	5
187	для того	23	5
188	не всегда	4	5
189	может служить	4	5
190	в одном	4	5
191	себя в	1	5
192	из них	4	5
193	к нему	1	5
194	бы и	6	5
195	не было	6	5
196	или не	1	5
197	но для	4	5
198	я не	5	5
199	такова что	2	5
200	человек в	1	5
201	так сказать	5	5
202	по поводу	2	5
203	точку зрения	2	5
204	и от	2	5
205	и здесь	8	5
206	что это	11	5
207	если не	4	5
208	их в	1	5
209	и у	3	5
210	с ними	6	5
211	да и	5	5
212	о котором	4	5
213	том как	3	5
214	было бы	28	5
215	и уже	2	5
216	за пределами	1	5
217	и то	7	5
218	свидетельствует о	3	5
219	теперь как	1	5
220	мы не	1	5
221	на самом	3	5
222	в какой	7	5
223	тем более	2	5
224	в начале	1	5
225	в пределах	8	5
226	не случайно	7	5
227	и о	3	5
228	говорилось выше	1	5
229	этом и	1	5
230	место в	1	5
231	как будто	2	5
232	еще раз	2	4
233	даже в	4	4
234	в виду	7	4
235	по себе	10	4
236	в них	10	4
237	в первом	3	4
238	и с	11	4
239	все его	1	4
240	ведет к	1	4
241	конечном счете	2	4
242	роль в	6	4
243	он является	1	4
244	когда в	4	4
245	хотя бы	19	4
246	только на	1	4
247	но они	1	4
248	и когда	2	4
249	который в	1	4
250	к этому	4	4
251	войны и	1	4
252	начало и	1	4
253	представить себе	1	4
254	что они	5	4
255	на том	4	4
256	несмотря на	6	4
257	к жизни	2	4
