N	2gram	Bakhtin_Pr	Dialekti
1	не есть	1	181
2	и не	41	120
3	по себе	3	79
4	а не	19	78
5	и в	83	77
6	точки зрения	17	72
7	может быть	23	71
8	не только	14	66
9	то что	14	59
10	и есть	1	55
11	ничего не	8	54
12	не может	18	53
13	и даже	5	47
14	с точки	13	46
15	что это	2	46
16	есть нечто	1	46
17	так как	12	46
18	потому что	9	45
19	не просто	1	44
20	стало быть	1	44
21	как бы	27	43
22	и что	3	42
23	ни в	4	42
24	не имеет	1	41
25	вовсе не	12	41
26	в том	22	40
27	в этом	24	39
28	то же	10	39
29	что она	2	38
30	в себе	10	38
31	что он	6	37
32	том что	9	37
33	прежде всего	20	37
34	так что	1	36
35	это не	10	36
36	что в	5	34
37	в нем	21	34
38	и все	14	33
39	того что	1	33
40	но и	16	32
41	все это	11	31
42	сказать что	12	30
43	и как	1	30
44	было бы	6	29
45	так и	9	29
46	как и	13	28
47	никогда не	10	27
48	в виду	3	26
49	крайней мере	2	26
50	не в	10	26
51	по крайней	2	26
52	сама по	2	26
53	есть и	4	26
54	говорить о	2	25
55	учение о	1	25
56	и то	2	25
57	и пр	1	25
58	есть не	1	25
59	но это	7	24
60	если бы	1	24
61	таким образом	9	23
62	в то	8	23
63	это и	1	23
64	и вот	1	23
65	я не	6	22
66	что не	1	21
67	в чем	1	21
68	личности и	2	21
69	должна быть	1	21
70	она не	4	21
71	и с	10	20
72	о том	3	20
73	что и	4	20
74	что все	3	20
75	в таком	3	20
76	только в	10	20
77	совершенно не	4	20
78	уже не	5	20
79	как раз	6	20
80	и вообще	3	20
81	в самом	7	19
82	не менее	4	19
83	не существует	1	19
84	в своем	2	19
85	и притом	2	19
86	и это	3	19
87	как это	2	19
88	тогда когда	1	19
89	что мы	2	19
90	и его	13	19
91	же время	8	18
92	хотя бы	6	18
93	не что	1	18
94	с другой	4	18
95	что иное	1	18
96	ни на	1	18
97	мифа и	2	18
98	жизни и	13	18
99	иное как	1	18
100	в особенности	2	17
101	можно сказать	12	17
102	в сущности	15	17
103	той или	2	17
104	должно быть	4	17
105	в основе	6	17
106	но если	4	17
107	кроме того	6	16
108	то это	4	16
109	одно и	1	16
110	к нему	3	16
111	тем не	2	16
112	в своей	5	16
113	да и	3	16
114	нет ничего	3	16
115	конечно не	11	16
116	мы не	7	16
117	об этом	3	16
118	же и	1	15
119	ровно ничего	2	15
120	все же	3	15
121	так же	4	15
122	то в	1	15
123	несмотря на	3	15
124	мы уже	9	15
125	но только	2	15
126	не мешает	1	15
127	хотя и	10	15
128	сознания и	1	15
129	личности в	1	15
130	также и	5	15
131	быть и	2	15
132	и о	3	15
133	на то	2	15
134	или нет	1	14
135	даже и	3	14
136	с ним	3	14
137	что тут	1	14
138	не было	5	14
139	и ее	8	14
140	пространства и	1	14
141	ни с	1	14
142	таком случае	1	14
143	жизнь и	3	14
144	на свете	2	14
145	и потому	6	14
146	и к	13	13
147	говорит о	2	13
148	другой стороны	3	13
149	отличается от	2	13
150	что именно	2	13
151	не то	3	13
152	что они	2	13
153	время как	1	13
154	и следовательно	1	13
155	в смысле	2	13
156	он не	5	13
157	и та	1	13
158	в силу	1	13
159	с ее	3	13
160	но в	12	13
161	мы находим	8	13
162	не могу	3	13
163	в ней	8	13
164	именно в	3	12
165	с этим	3	12
166	вопрос о	1	12
167	вещей и	1	12
168	но как	2	12
169	но не	9	12
170	даже не	1	12
171	могут быть	5	12
172	иной раз	1	12
173	не могут	4	12
174	перед нами	17	12
175	еще не	10	12
176	и если	4	12
177	и тогда	1	12
178	и тут	2	12
179	все равно	6	12
180	всегда есть	1	12
181	все эти	9	12
182	тем более	2	12
183	и ни	1	12
184	и может	1	12
185	и жизни	3	12
186	а в	4	12
187	что если	1	11
188	в них	4	11
189	как только	1	11
190	в данном	1	11
191	только на	3	11
192	что я	2	11
193	не о	2	11
194	и тем	4	11
195	должны быть	2	11
196	из них	7	11
197	тех или	2	11
198	можно только	1	11
199	та же	1	11
200	себе не	1	11
201	мы говорим	2	11
202	ничем не	3	11
203	мы имеем	4	11
204	в вечности	1	11
205	или в	7	11
206	есть в	7	11
207	нисколько не	1	11
208	мы должны	4	11
209	в одну	1	11
210	во всем	5	10
211	в душе	1	10
212	с этой	1	10
213	в результате	2	10
214	в жизни	14	10
215	веры и	1	10
216	к тому	2	10
217	во всяком	2	10
218	для того	1	10
219	на себе	1	10
220	мы видим	2	10
221	в ее	3	10
222	от этого	1	10
223	себе и	2	10
224	и для	5	10
225	если же	5	10
226	что для	1	10
227	за пределы	7	10
228	времени и	4	10
229	если мы	5	10
230	только о	1	10
231	нет ни	2	10
232	в его	15	10
233	возможно только	1	10
234	в их	7	10
235	это было	3	10
236	идеи и	5	10
