N	3gram	Vygotskiy_	EvropaiE
1	с точки зрения	12	16
2	в то же	2	15
3	то же время	2	14
4	в отношении к	3	12
5	с одной стороны	6	8
6	в том что	21	6
7	одной стороны и	1	6
8	так же как	8	5
9	этой точки зрения	7	5
10	для того чтобы	11	5
11	с этой точки	5	5
12	того или иного	1	4
13	само по себе	8	4
14	не только в	1	4
15	то ни было	1	4
16	бы то ни	2	4
17	и в этом	1	4
18	в применении к	2	3
19	можно было бы	2	3
20	в этом смысле	3	3
21	же как и	2	3
22	заключает в себе	3	3
23	ту или иную	1	3
24	между тем в	1	3
25	во всяком случае	7	3
26	можно сказать что	2	3
27	в известном смысле	1	3
28	в этом отношении	7	3
29	так и в	2	2
30	дело идет о	1	2
31	в одном из	2	2
32	сказать что в	3	2
33	и в частности	2	2
34	приводит нас к	1	2
35	не может быть	14	2
36	на то что	12	2
37	в данном случае	1	2
38	в известных пределах	1	2
39	по себе не	3	2
40	по сравнению с	3	2
41	заключается в том	13	2
42	к тому чтобы	3	2
43	только в том	4	2
44	друг от друга	1	2
45	то что в	1	2
46	выпадает на долю	1	2
47	в свою очередь	3	2
48	с другой стороны	7	2
49	тому или иному	1	2
50	и не имеет	1	2
51	мы видели что	2	1
52	при помощи которого	2	1
53	и т д	10	1
54	быть сведена к	2	1
55	хотя и не	2	1
56	эту мысль можно	1	1
57	по самой природе	1	1
58	с такими же	1	1
59	в том случае	3	1
60	ли это что	1	1
61	именно потому что	2	1
62	другой стороны в	1	1
63	не означает что	2	1
64	не заключает в	1	1
65	которые никак нельзя	2	1
66	отметить что в	1	1
67	и не быть	1	1
68	то есть в	2	1
69	в самом процессе	1	1
70	если так то	1	1
71	не зависящего от	1	1
72	дело в том	1	1
73	смысле этого слова	2	1
74	ни на минуту	1	1
75	как и теперь	1	1
76	речь идет о	1	1
77	интересно отметить что	2	1
78	то или иное	2	1
79	как и другие	1	1
80	в значительной мере	1	1
81	которая выпадает на	1	1
82	мы не можем	2	1
83	может быть сведена	2	1
84	вместо того чтобы	1	1
85	а не к	1	1
86	к тому что	2	1
87	но и в	1	1
88	том смысле что	1	1
89	то есть будет	1	1
90	том числе и	1	1
91	в недавно вышедшей	1	1
92	и в этих	2	1
93	что в самом	1	1
94	в полной мере	1	1
95	отнюдь не означает	2	1
96	или иную идеологию	1	1
97	тех или иных	2	1
98	как и всякая	1	1
99	во многих случаях	1	1
100	то время как	6	1
101	что в таком	2	1
102	каждой из рассматриваемых	1	1
103	и ту же	1	1
104	роль которая выпадает	1	1
105	в том смысле	1	1
106	в отличие от	4	1
107	еще далеко не	1	1
108	и различие между	1	1
109	значит ли это	1	1
110	уже и сейчас	1	1
111	так как мы	1	1
112	несмотря на то	2	1
113	то мы увидим	1	1
114	мы различаем три	1	1
115	окажется что в	1	1
116	и того же	1	1
117	один и тот	2	1
118	которые применяются для	1	1
119	не могут быть	2	1
120	в каком они	1	1
121	не может не	1	1
122	не только ее	1	1
123	сводится именно к	1	1
124	оно не может	2	1
125	с тем что	2	1
126	мы увидим что	2	1
127	в обмене с	1	1
128	представление о том	2	1
129	одну и ту	1	1
130	что же касается	1	1
131	в ту или	1	1
132	выходит за пределы	2	1
133	на то чтобы	3	1
134	в связи с	2	1
135	том случае если	2	1
136	в том же	1	1
137	и тот же	2	1
138	а также в	1	1
139	та или иная	1	1
140	например то что	1	1
141	и не было	1	1
142	в последнее время	2	1
143	в том числе	1	1
144	хотя бы только	1	1
145	не имеет никаких	1	1
146	во внимание что	2	1
147	поскольку речь идет	1	1
148	то есть к	2	1
149	в себе ничего	1	1
150	при условии если	1	1
151	указать на то	1	1
152	связи с этим	1	1
153	что в области	2	1
154	и для всех	1	1
155	как не может	1	1
156	в то время	6	1
157	только тогда когда	4	1
158	что в этом	3	1
159	более или менее	3	1
160	это зависит от	1	1
161	принадлежат к числу	1	1
162	независимо от того	1	1
163	кто иной как	1	1
164	что само по	1	1
165	но так как	2	1
166	на этот раз	1	1
167	на этот вопрос	1	1
168	склонен думать что	1	1
169	в переводе на	1	1
170	и поэтому если	1	1
171	и для того	1	1
172	в тех случаях	1	1
173	к тому же	1	1
174	совершенно очевидно что	2	1
175	одного и того	1	1
176	есть такая же	1	1
177	друг к другу	1	1
