N	3gram	Ircho_Kome	Literetu
1	в том что	15	21
2	в то же	11	21
3	то же время	11	21
4	по отношению к	4	12
5	с одной стороны	4	12
6	не может быть	1	11
7	в отличие от	3	11
8	состоит в том	2	11
9	в конечном счете	2	10
10	так или иначе	3	10
11	о том что	7	10
12	в этом отношении	2	10
13	с точки зрения	6	8
14	не говоря уже	2	8
15	с другой стороны	2	7
16	говоря уже о	2	6
17	в том числе	2	6
18	к тому же	9	6
19	подобно тому как	1	6
20	не только в	1	6
21	едва ли не	4	6
22	с этой точки	1	5
23	тем не менее	3	5
24	в соответствии с	1	5
25	в том чтобы	1	5
26	этой точки зрения	1	5
27	в связи с	3	5
28	но при этом	1	4
29	и тем самым	1	4
30	то ни было	3	4
31	бы то ни	3	4
32	и т п	4	3
33	одной стороны и	2	3
34	в самом деле	13	3
35	в том же	2	3
36	х годов в	1	3
37	ничего общего с	1	3
38	речь идет о	3	3
39	не сводится к	1	3
40	то же самое	3	3
41	только в том	1	3
42	в свою очередь	10	3
43	на то что	1	3
44	по крайней мере	1	3
45	как например в	1	3
46	во всяком случае	3	3
47	и в частности	1	3
48	том числе и	2	3
49	да и сам	1	2
50	тех пор пока	1	2
51	в самом начале	1	2
52	том что его	1	2
53	для того чтобы	8	2
54	по отношению ко	2	2
55	все же в	1	2
56	в разговоре с	1	2
57	в отношении к	1	2
58	что он в	2	2
59	на мой взгляд	2	2
60	на причастность к	1	2
61	себя в жизни	1	2
62	к тому что	1	2
63	в этой связи	3	2
64	и вплоть до	1	2
65	берет на себя	2	2
66	за то что	1	2
67	чуть ли не	2	2
68	вместе с тем	5	2
69	если говорить о	1	2
70	но и в	1	2
71	с которой она	1	2
72	так и не	1	2
73	и в самом	7	2
74	в свое время	1	2
75	в полной мере	1	2
76	до тех пор	5	2
77	в первой половине	2	2
78	можно было бы	1	2
79	в этом случае	2	2
80	тем что он	1	2
81	во второй половине	1	2
82	может позволить себе	1	2
83	с полным основанием	2	1
84	и как раз	1	1
85	имеет ничего общего	1	1
86	одного из них	1	1
87	что он не	3	1
88	между отцом и	2	1
89	как будто бы	1	1
90	не имеет силы	1	1
91	особый интерес в	1	1
92	был уверен что	1	1
93	всем необходимым для	1	1
94	в той мере	1	1
95	на задний план	1	1
96	ты ни был	1	1
97	нет ничего кроме	1	1
98	каждый из которых	1	1
99	того же автора	2	1
100	и тем более	2	1
101	те в свою	1	1
102	далеко не всегда	1	1
103	друг от друга	1	1
104	более или менее	2	1
105	и не имеет	1	1
106	но и он	1	1
107	как раз с	1	1
108	то в его	1	1
109	не знает что	1	1
110	прежде всего это	1	1
111	одних и тех	1	1
112	до сих пор	12	1
113	потому что в	2	1
114	и сам не	1	1
115	именно потому что	2	1
116	одной из бесчисленных	1	1
117	к человеку и	1	1
118	в конце концов	3	1
119	жизни вовсе не	1	1
120	не имеет ничего	1	1
121	в зависимости от	1	1
122	и в то	2	1
123	том что в	1	1
124	и в пределах	1	1
125	и того же	1	1
126	не столько о	1	1
127	того же слова	1	1
128	с ним а	1	1
129	да что там	1	1
130	в высшей степени	2	1
131	к себе в	2	1
132	сама по себе	1	1
133	по этому поводу	1	1
134	у него не	1	1
135	не нуждается в	1	1
136	но все же	3	1
137	о том как	5	1
138	одного и того	1	1
139	тому же пути	1	1
140	не более чем	1	1
141	и в том	1	1
142	и не стал	1	1
143	принципиальное различие между	1	1
144	речь шла о	2	1
145	а не в	1	1
146	и в этом	1	1
147	может быть только	1	1
148	в ответ на	4	1
149	после того как	3	1
150	вместе с ним	3	1
151	все тот же	1	1
152	по существу своему	1	1
153	как бы в	1	1
154	вовсе не является	1	1
155	по собственному усмотрению	1	1
156	приход к власти	1	1
157	более чем за	1	1
158	остался в живых	1	1
159	как мы знаем	1	1
160	к другому а	1	1
161	с того что	1	1
162	в чем он	1	1
163	в это время	1	1
164	на второй план	1	1
165	в этом же	1	1
166	это как раз	1	1
167	как это было	1	1
168	не в состоянии	1	1
169	и к тому	2	1
170	а сами эти	1	1
171	и тех же	1	1
172	еще раз в	1	1
173	тем более что	1	1
174	он не может	1	1
175	так как будто	1	1
176	для этого он	1	1
177	однако в том	1	1
178	только на то	1	1
179	начинается с того	1	1
180	хотя и не	2	1
181	в одной из	1	1
182	у того же	4	1
183	на одном из	1	1
184	памятуя о том	1	1
185	в лучшем случае	1	1
186	как мы видели	1	1
187	как раз в	1	1
188	и не менее	1	1
189	однако и в	1	1
190	он и не	2	1
191	с самого начала	5	1
192	том что он	1	1
193	в первую очередь	2	1
194	из того же	2	1
195	а заодно и	1	1
196	все тем же	1	1
197	которая никогда не	1	1
198	том что ему	1	1
199	в руках у	1	1
200	и не может	1	1
201	вопрос о том	1	1
202	а те в	1	1
203	никогда не любил	1	1
204	с ней в	1	1
205	показывает нам в	1	1
206	по тому же	1	1
207	как уже говорилось	1	1
208	мы не можем	1	1
209	в основе своей	2	1
210	предела за которым	1	1
