N	3gram	Losev_Prob	StatiiOP
1	в том что	13	47
2	и т д	1	32
3	о том что	14	29
4	в этом отношении	4	24
5	для того чтобы	3	19
6	до сих пор	3	19
7	и т п	1	19
8	с точки зрения	13	14
9	с другой стороны	7	13
10	во всяком случае	6	13
11	то обстоятельство что	1	11
12	не может быть	2	11
13	в самом деле	1	9
14	то же время	1	9
15	вместе с тем	5	9
16	на то что	2	9
17	в то же	2	9
18	дело в том	4	9
19	можно было бы	2	9
20	тем не менее	8	8
21	к тому что	1	8
22	на самом деле	2	8
23	не только в	5	8
24	не в том	1	7
25	в конце концов	7	7
26	в этой области	1	7
27	в своей трагедии	3	7
28	в данном случае	5	7
29	по этому поводу	4	7
30	но все же	2	7
31	заключается в том	1	7
32	в то время	4	7
33	и в этом	1	7
34	том что он	3	7
35	по отношению к	2	6
36	в этом смысле	4	6
37	так и в	1	6
38	том что в	1	6
39	не только не	1	6
40	по крайней мере	8	6
41	в том смысле	2	6
42	в одном из	1	6
43	вопрос о том	1	6
44	то время как	4	5
45	в том же	1	5
46	за то что	2	5
47	но и в	2	5
48	в том чтобы	2	5
49	как раз в	1	5
50	при его жизни	1	5
51	в одной из	1	5
52	то что в	2	5
53	тот факт что	1	5
54	с самого начала	3	5
55	обратить внимание на	4	5
56	после того как	3	5
57	мере в какой	1	4
58	что в своем	1	4
59	так или иначе	3	4
60	с одной стороны	5	4
61	ничего общего с	2	4
62	в связи с	11	4
63	в его трагедии	1	4
64	но это не	1	4
65	того или иного	2	4
66	в мировой литературе	1	4
67	в это время	3	4
68	и в том	1	4
69	в предисловии к	2	4
70	на эту тему	2	4
71	может быть это	1	3
72	имеет ничего общего	2	3
73	это не значит	1	3
74	только потому что	1	3
75	о том как	1	3
76	том смысле что	1	3
77	что в ней	1	3
78	в том как	1	3
79	себе отчет в	1	3
80	можно сказать что	4	3
81	то или иное	1	3
82	говоря уже о	2	3
83	в том числе	2	3
84	не значит что	1	3
85	более или менее	1	3
86	в этой трагедии	4	3
87	сказать что в	1	3
88	можно судить по	1	3
89	потому что он	2	3
90	не имеет ничего	2	3
91	это не просто	1	3
92	только что в	1	3
93	а с другой	3	3
94	к тому же	5	3
95	и сам в	1	3
96	что это не	1	3
97	в наше время	1	3
98	бы то ни	4	3
99	если принять во	1	3
100	что у него	1	3
101	и тем не	1	3
102	как и вообще	1	3
103	и тем же	1	3
104	и только в	1	3
105	и не в	2	3
106	только в том	2	3
107	в известном смысле	1	3
108	вовсе не только	1	3
109	состоит в том	1	3
110	в каком смысле	1	3
111	не говоря уже	2	3
112	одним и тем	1	3
113	в первую очередь	1	3
114	в русской литературе	3	3
115	всяком случае не	1	3
116	принять во внимание	1	3
117	а вовсе не	1	3
118	нет ни одного	1	3
119	прежде всего в	1	3
120	у него есть	1	2
121	ни в каком	1	2
122	в той или	2	2
123	должно было бы	1	2
124	а то что	1	2
125	в жизни и	1	2
126	в какой степени	1	2
127	что в новом	1	2
128	все более и	1	2
129	и я не	1	2
130	между тем как	1	2
131	том числе и	1	2
132	если бы мы	1	2
133	и вместе с	3	2
134	точно так же	4	2
135	только в виде	2	2
136	то ни было	2	2
137	если не считать	1	2
138	которая была бы	1	2
139	то же самое	2	2
140	с тех пор	1	2
141	то что я	1	2
142	только тогда когда	3	2
143	в таком виде	1	2
144	уже о том	1	2
145	а также и	3	2
146	не только по	1	2
147	сам по себе	3	2
148	тому что в	1	2
149	проявляется в том	1	2
150	в свою очередь	2	2
151	чуть ли не	1	2
152	той или иной	4	2
153	вовсе не в	1	2
154	подчеркнуть что в	1	2
155	это не так	1	2
156	и что он	1	2
157	и в конце	1	2
158	было бы не	1	2
159	нет и речи	1	2
160	более и более	1	2
161	в настоящее время	7	2
162	хотя бы на	2	2
163	далеко не все	1	2
164	но в то	2	2
165	как мы видели	1	2
166	здесь нет и	1	2
167	том что и	1	2
168	у меня в	2	2
169	так что в	1	2
170	и в стихотворении	2	2
171	и то что	3	2
172	до нас не	1	2
173	ни в одном	1	2
174	имеем дело с	1	2
175	ни о каком	1	2
176	и другой стороны	1	1
177	то об этом	1	1
178	ни у кого	1	1
179	хотя и с	1	1
180	лишь о том	1	1
181	только в редких	1	1
182	другой же стороны	1	1
183	до самого последнего	1	1
184	а может быть	2	1
185	пор и в	1	1
186	принимает участие в	1	1
187	очень часто в	1	1
188	как будто бы	3	1
189	с тем он	1	1
190	и больше ничего	1	1
191	начала до конца	2	1
192	в большинстве случаев	1	1
193	во главе с	1	1
