N	3gram	Vygotskiy_	Hudozhes
1	по отношению к	2	10
2	в том что	30	8
3	в то же	1	7
4	в отличие от	3	7
5	то же время	1	7
6	с другой стороны	8	6
7	более или менее	1	6
8	той или иной	2	5
9	в конечном счете	2	5
10	для того чтобы	41	5
11	состоит в том	2	5
12	того или иного	1	4
13	не может быть	4	4
14	мы имеем в	1	3
15	с точки зрения	5	3
16	в этом смысле	3	3
17	и в самом	3	3
18	можно сказать что	3	3
19	и то же	4	3
20	одного и того	2	3
21	читателя зрителя слушателя	1	3
22	одно и то	3	3
23	подобно тому как	1	3
24	несет в себе	1	3
25	и того же	2	3
26	с одной стороны	15	3
27	в свою очередь	1	2
28	бы то ни	1	2
29	но он не	2	2
30	но во всех	1	2
31	и прежде всего	1	2
32	до известной степени	1	2
33	в русской литературе	1	2
34	этой точки зрения	3	2
35	искусства может быть	1	2
36	в том и	3	2
37	с этой точки	3	2
38	в самом деле	8	2
39	во внешнем мире	1	2
40	в эстетический объект	1	2
41	и в то	1	2
42	а с другой	5	2
43	не могло быть	1	2
44	том что он	4	2
45	что в основе	1	2
46	то ни было	1	2
47	на наших глазах	1	2
48	сама по себе	3	2
49	к тому что	8	2
50	приводит к тому	1	2
51	в основе своей	1	2
52	мы имеем дело	1	2
53	может быть и	2	2
54	быть не может	1	1
55	что он не	3	1
56	в художественном произведении	2	1
57	может быть это	2	1
58	по этой причине	1	1
59	в евгении онегине	1	1
60	искусства и в	1	1
61	а не все	1	1
62	и как бы	4	1
63	принадлежат к числу	1	1
64	раз в том	1	1
65	все то что	6	1
66	и др в	1	1
67	те и другие	1	1
68	а не ее	1	1
69	области искусства в	1	1
70	и тем же	3	1
71	вбирает в себя	1	1
72	на задний план	1	1
73	между собой в	1	1
74	заключает в себе	6	1
75	и поэтому не	1	1
76	в противоречие с	1	1
77	брожу ли я	1	1
78	я вдоль улиц	1	1
79	обратим внимание на	1	1
80	по крайней мере	1	1
81	искусства если бы	1	1
82	заключается в том	9	1
83	ту же самую	3	1
84	о том что	15	1
85	то или иное	1	1
86	есть как бы	2	1
87	живопись графика скульптура	1	1
88	одной стороны и	1	1
89	в себе и	1	1
90	произведения искусства как	1	1
91	что речь в	1	1
92	толстым в его	1	1
93	что такое искусство	1	1
94	какой бы то	1	1
95	ни к каким	1	1
96	как один из	1	1
97	он мог бы	1	1
98	не в состоянии	3	1
99	и тем более	1	1
100	же разница в	1	1
101	же точно и	2	1
102	друг от друга	2	1
103	составлено не мыслью	1	1
104	что он должен	1	1
105	в то время	4	1
106	всякое произведение искусства	1	1
107	в основе его	1	1
108	в себя и	1	1
109	к жизни как	1	1
110	то же разница	1	1
111	том что она	1	1
112	к самому герою	1	1
113	во времени и	1	1
114	по поводу этой	1	1
115	находятся между собой	1	1
116	так что она	1	1
117	именно в этом	2	1
118	в одной из	1	1
119	чем-то другим и	1	1
120	с первых же	1	1
121	в том случае	1	1
122	в особенности в	1	1
123	у нее нет	1	1
124	именно потому что	3	1
125	не что иное	2	1
126	речевого материала и	2	1
127	и в частности	2	1
128	а чем-то другим	1	1
129	одним и тем	3	1
130	незаметно для читателя	1	1
131	иметь в виду	3	1
132	ли я вдоль	1	1
133	таким образом что	6	1
134	в лучшем случае	3	1
135	как раз в	2	1
136	в зависимости от	7	1
137	того что составляет	1	1
138	искусства в жизни	1	1
139	первой части романа	1	1
140	этом так как	1	1
141	так же как	3	1
142	мы видим в	2	1
143	в том или	1	1
144	речь идет о	1	1
145	в этом случае	2	1
146	а в том	1	1
147	к тому же	1	1
148	произведение искусства не	1	1
149	так же точно	8	1
150	только в воображении	1	1
151	но не в	1	1
152	в воображении читателя	1	1
153	не в одном	1	1
154	не могут быть	1	1
155	в русском языке	1	1
156	в частности в	1	1
157	строго говоря и	1	1
158	минуту до этого	1	1
159	в произведении искусства	1	1
160	то же самое	8	1
161	и в сущности	1	1
162	но только не	1	1
163	входят в состав	1	1
164	и что искусство	1	1
165	за минуту до	1	1
166	том или ином	1	1
167	что иное как	2	1
168	только то что	1	1
169	как бы в	3	1
170	едва ли не	1	1
171	и не дает	1	1
172	из того что	3	1
173	точки зрения и	1	1
174	а не только	1	1
175	говорит что он	1	1
176	это и есть	1	1
177	вдоль улиц шумных	1	1
178	и в том	2	1
179	таким образом с	1	1
180	в истории литературы	1	1
181	имеем дело с	1	1
182	что в искусстве	1	1
183	и в этой	4	1
184	в полной мере	1	1
185	при таком понимании	2	1
186	это было бы	1	1
