N	3gram	Tiupa_Teor	Problema
1	тем не менее	3	56
2	о том что	1	39
3	в том что	10	37
4	то же самое	1	30
5	в настоящее время	1	30
6	в связи с	3	29
7	в данном случае	5	28
8	той или иной	3	26
9	по крайней мере	1	26
10	с другой стороны	6	25
11	с точки зрения	3	25
12	в таком случае	2	23
13	содержит в себе	1	23
14	сама по себе	2	21
15	в этом смысле	3	19
16	для того чтобы	5	17
17	то есть в	1	17
18	в то же	8	17
19	точно так же	1	16
20	не что иное	1	14
21	что иное как	1	14
22	в этом случае	1	14
23	того или иного	6	13
24	не может быть	5	12
25	так или иначе	5	12
26	и в частности	1	12
27	можно сказать что	3	12
28	в то время	1	12
29	дело в том	1	11
30	тех или иных	3	11
31	есть не что	1	11
32	бы то ни	2	11
33	с одной стороны	3	11
34	в той или	1	10
35	и тем самым	2	10
36	не только не	2	10
37	более или менее	6	10
38	только то что	1	10
39	еще не есть	1	9
40	в сравнении с	1	9
41	может быть и	2	9
42	никак не может	1	8
43	заключается в том	1	8
44	но в таком	1	7
45	к тому же	1	7
46	в чистом виде	1	7
47	то или иное	1	7
48	иметь в виду	1	7
49	в том или	1	7
50	это и есть	1	7
51	тот или иной	3	7
52	и как бы	1	6
53	в самом деле	2	6
54	и тем более	1	6
55	и то же	2	6
56	или иной мере	1	6
57	то ни было	2	6
58	на первый взгляд	1	6
59	по себе а	1	5
60	только о том	1	5
61	в первую очередь	1	5
62	имеем в виду	3	5
63	так же как	1	5
64	та или иная	1	5
65	в том числе	3	5
66	в зависимости от	1	5
67	и прежде всего	1	5
68	том или ином	1	5
69	одно и то	2	5
70	том что он	2	5
71	дело не в	1	4
72	в коем случае	2	4
73	друг от друга	1	4
74	связи с этим	1	4
75	том числе и	2	4
76	в одном случае	1	4
77	мы имеем дело	2	4
78	и потому что	1	4
79	и тем же	1	4
80	этой точки зрения	2	4
81	отчет в том	1	4
82	отношение знака к	3	4
83	это уже не	1	4
84	еще и потому	1	4
85	это было бы	1	4
86	только при условии	1	4
87	именно потому что	1	4
88	ни в коем	2	4
89	а с другой	2	4
90	в этих случаях	1	4
91	ту или иную	2	4
92	то есть как	1	4
93	одним и тем	1	4
94	подобно тому как	3	4
95	можно даже сказать	1	4
96	в новое время	1	4
97	в таких случаях	1	4
98	одной стороны и	1	3
99	таким образом что	1	3
100	в отличие от	7	3
101	в отдельности и	1	3
102	и того же	4	3
103	к тому что	2	3
104	имея в виду	1	3
105	а иной раз	1	3
106	далеко не всякий	1	3
107	себе отчет в	1	3
108	как и в	2	3
109	не является ни	1	3
110	здесь мы имеем	1	3
111	несмотря на свою	1	3
112	именно в этом	1	3
113	с этой точки	2	3
114	уже не просто	1	3
115	одного и того	4	3
116	и в то	2	3
117	том что в	1	3
118	в известном смысле	2	3
119	в русской литературе	2	3
120	но в то	2	3
121	для искусства в	1	2
122	по отношению к	10	2
123	войне и мире	2	2
124	мы говорим о	1	2
125	а в том	1	2
126	не совпадает с	1	2
127	не сама по	1	2
128	можно говорить о	1	2
129	точки зрения в	1	2
130	каждой из них	1	2
131	в последние десятилетия	1	2
132	в виду не	3	2
133	с самим собою	1	2
134	он стоит и	1	2
135	тем и другим	1	2
136	что он должен	1	2
137	по своей структуре	1	2
138	в войне и	2	2
139	во всей его	2	2
140	является одним из	1	2
141	того же типа	1	2
142	также еще и	1	2
143	не могли бы	1	2
144	что он не	1	2
145	может быть это	1	2
146	а не только	1	2
147	больше и больше	1	2
148	мы имеем в	3	2
149	точки зрения логики	1	2
150	в художественном смысле	1	2
151	ни к каким	1	2
152	и многих других	1	2
153	чего бы то	1	2
154	между собой и	1	2
155	не было и	1	2
156	но в силу	1	2
157	не так просто	1	2
158	перед нами не	1	2
159	в свою очередь	3	2
160	не просто о	1	2
161	чтобы оно стало	1	2
162	в том и	1	2
163	по своему смыслу	1	2
164	даже сказать что	1	2
165	при всем своем	1	2
166	в том случае	1	2
167	то есть от	1	2
168	и здесь мы	1	2
169	как раз в	1	2
170	иной раз и	1	2
171	чего нет в	1	2
172	и в самом	2	2
173	в себе и	1	2
174	в себе никакого	1	2
175	в основе своей	2	2
176	собственно говоря только	1	1
177	и по преимуществу	1	1
178	в том чем	1	1
179	значение знака есть	1	1
180	в одном и	1	1
181	имеют место в	1	1
182	что по своему	1	1
183	этого слова как	1	1
184	в большинстве случаев	1	1
185	говорится и о	1	1
186	при этом что	2	1
187	мере в какой	1	1
188	чем собственно говоря	1	1
189	виду не только	3	1
190	а в другом	1	1
191	как впрочем и	1	1
192	в том в	1	1
193	таким же образом	1	1
194	о чем подробно	1	1
195	при этом в	1	1
196	входит в состав	1	1
197	начала и конца	1	1
198	в самом общем	1	1
199	начало и конец	1	1
200	не только на	1	1
201	а между тем	1	1
202	и может рассматриваться	1	1
203	речь идет о	1	1
204	может и должен	1	1
205	том о чем	1	1
206	нет в его	1	1
207	о и а	1	1
208	себе еще не	1	1
209	в прошлом и	1	1
210	иметь место в	1	1
211	в первой главе	1	1
212	между внутренней и	1	1
213	не входит в	1	1
214	что даже в	1	1
215	к вопросу о	1	1
216	таким образом и	1	1
217	в еще большей	1	1
218	ведь это не	1	1
219	второй половины xviii	1	1
220	и в этой	1	1
221	коем случае не	2	1
222	и не быть	1	1
223	в нашем случае	2	1
224	может и не	1	1
225	в евгении онегине	1	1
226	с тем же	1	1
227	развития но и	1	1
228	на задний план	1	1
229	узком значении этого	1	1
230	и том же	1	1
231	себе а в	1	1
232	и поэтому не	1	1
233	если мы имеем	1	1
234	из тех или	1	1
235	семантики лингвистических единиц	1	1
236	не только такие	1	1
237	как один из	1	1
238	не все что	1	1
239	мастер и маргарита	1	1
240	состоит в том	6	1
241	момент для понимания	1	1
242	из того что	1	1
243	имеем дело не	1	1
244	случае совершенно не	1	1
245	но в нашем	1	1
246	в одной из	1	1
247	одном и том	1	1
248	субъекта и объекта	1	1
249	и не субъективно	1	1
250	не была бы	1	1
251	которые лежат в	1	1
252	нового времени в	1	1
253	так и его	2	1
254	данном случае совершенно	1	1
255	не в самом	2	1
256	тем или иным	2	1
257	и его внешней	2	1
258	определенного смысла и	1	1
259	том случае если	1	1
260	что представляет собой	1	1
261	легко может быть	1	1
262	и который пытается	1	1
263	в искусстве не	1	1
264	уходит своими корнями	1	1
265	говорит что он	1	1
266	предстают перед нами	1	1
267	эти символы не	1	1
268	он состоит в	1	1
269	но и любые	2	1
270	в самом начале	2	1
271	в области художественного	1	1
272	отнюдь не в	1	1
273	и от себя	1	1
274	до известной степени	2	1
275	она далеко не	1	1
276	еще большей степени	1	1
277	в данном контексте	2	1
278	только в условиях	1	1
279	на каждом из	1	1
280	не содержит в	1	1
281	ту же самую	1	1
282	один из видов	1	1
283	говоря и является	1	1
284	одной из своих	1	1
285	отношений которые в	1	1
286	имеет дело со	1	1
287	было и не	1	1
288	художественное произведение и	1	1
289	в этом втором	1	1
290	в другом стихотворении	1	1
291	если он не	1	1
292	который может быть	1	1
293	по поводу этой	1	1
294	того что не	1	1
295	в себе самом	1	1
296	другой стороны не	1	1
297	в первом случае	1	1
298	в самой себе	1	1
299	или иных первичных	1	1
300	во всей своей	1	1
301	жизни человека и	1	1
302	и а и	1	1
303	является особого рода	1	1
304	не могут быть	2	1
305	по сути дела	3	1
306	ни к какой	1	1
307	значении этого слова	3	1
308	каждая из этих	1	1
309	то же время	8	1
310	даже если она	1	1
311	не в роли	1	1
312	жизни то есть	1	1
313	в художественном произведении	1	1
314	о том о	1	1
315	может быть определен	1	1
316	но он не	2	1
317	а не ее	1	1
318	в узком значении	2	1
319	тоже является знаком	1	1
320	внутренней и внешней	2	1
321	между собой в	1	1
322	в противоречие с	1	1
323	лежат в основе	1	1
324	он не только	1	1
325	и не возникает	1	1
326	на второй план	1	1
327	или ином отношении	1	1
328	в ее внутренней	1	1
329	именно такого рода	1	1
330	в данный момент	2	1
331	на себя внимание	1	1
332	какой бы то	1	1
333	во всех подобных	2	1
334	перед тем как	1	1
335	а в то	1	1
336	на котором он	1	1
337	указывает на его	1	1
338	в душе своей	1	1
339	во времени и	1	1
340	в жизни человека	1	1
341	всегда так или	1	1
342	с которыми он	1	1
343	с другими знаками	3	1
344	ни одно слово	1	1
345	по себе еще	1	1
346	однако и в	1	1
347	действительность в ее	1	1
348	несет в себе	3	1
349	в нем по	1	1
350	своими корнями в	1	1
351	рассматриваться в качестве	1	1
352	в другом но	1	1
353	но только не	1	1
354	в свое время	1	1
355	едва ли не	1	1
356	а в его	1	1
357	имеем дело с	1	1
358	что несмотря на	1	1
359	при таком понимании	1	1
360	из этих сторон	1	1
