N	4gram	Ircho_Kome	Problema
1	не что иное как	1	14
2	в то время как	6	12
3	не говоря уже о	4	7
4	бы то ни было	4	6
5	v в н э	2	5
6	ни в чем не	1	5
7	может быть даже и	1	5
8	только в связи с	1	4
9	ни в коем случае	1	4
10	в том числе и	1	4
11	в связи с этим	1	4
12	а может быть даже	1	4
13	так же как и	1	4
14	в тех случаях когда	1	3
15	с этой точки зрения	1	3
16	в том что он	4	3
17	в том что в	1	2
18	только в том случае	1	2
19	и т д все	1	2
20	iii в н э	2	2
21	вв до н э	1	2
22	в до н э	1	2
23	ii в н э	1	2
24	под тем же названием	1	1
25	же мере в какой	1	1
26	по своему содержанию и	1	1
27	в самой общей форме	1	1
28	в то же время	5	1
29	за последние два десятилетия	1	1
30	в том что они	1	1
31	именно потому что они	1	1
32	между небом и землей	2	1
33	iv вв до н	1	1
34	то время как в	1	1
35	сводится к тому что	1	1
36	мы ничего не знаем	1	1
37	в начале нашего века	1	1
38	а в другом случае	1	1
39	по отношению к людям	1	1
40	с другой стороны он	1	1
41	до сих пор не	1	1
42	насколько можно судить по	1	1
43	и не только в	1	1
44	и на этот раз	2	1
45	состоит в том что	1	1
46	и в конце концов	1	1
47	в том случае если	1	1
48	в трагедии и в	1	1
49	в середине iv в	1	1
50	несмотря на всю ее	1	1
51	мало чем отличается от	1	1
52	и к тому же	1	1
53	представление о том что	1	1
54	иначе чем это было	1	1
55	и в том числе	1	1
56	на чем свет стоит	1	1
57	ни малейшего намека на	1	1
58	не приходит в голову	1	1
59	сын от этого брака	1	1
60	мы имеем дело с	1	1
