N	2gram	Bakhtin_Fr	Vvedenie
1	в том	16	38
2	в этом	27	35
3	и в	67	35
4	может быть	4	30
5	том что	13	30
6	не только	23	26
7	для того	8	23
8	того чтобы	9	22
9	таким образом	20	21
10	также и	11	20
11	не может	9	19
12	то что	9	19
13	потому что	8	18
14	только в	6	16
15	о том	8	16
16	так как	16	15
17	в общем	5	14
18	что в	14	13
19	в самом	7	13
20	и именно	1	13
21	и не	23	13
22	в нем	20	13
23	в его	17	12
24	того что	4	12
25	в их	4	12
26	точки зрения	7	12
27	как на	6	12
28	то же	18	11
29	в ее	2	11
30	в данном	4	11
31	ясно что	1	11
32	как мы	16	11
33	прежде всего	19	10
34	не в	8	10
35	между тем	3	10
36	в той	2	10
37	уже и	3	10
38	но в	20	10
39	тем не	1	9
40	все же	7	9
41	этого рода	3	9
42	из этих	4	9
43	но не	6	9
44	и как	7	9
45	не менее	4	9
46	в истории	2	9
47	это не	5	8
48	в качестве	5	8
49	как нечто	1	8
50	именно в	5	8
51	о котором	1	8
52	можно было	5	8
53	с другой	3	8
54	и то	2	7
55	до сих	3	7
56	в большей	2	7
57	как и	19	7
58	самом деле	6	7
59	но и	23	7
60	сих пор	3	7
61	в разных	2	7
62	было бы	5	7
63	о природе	2	7
64	этот вопрос	1	7
65	как бы	18	7
66	один из	6	6
67	на вопрос	1	6
68	об этом	5	6
69	все это	15	6
70	не могут	3	6
71	его в	10	6
72	xviii в	1	6
73	на этот	4	6
74	тем что	3	6
75	с тем	3	6
76	а именно	2	6
77	вместе с	5	6
78	в которых	3	6
79	же время	14	6
80	и это	5	6
81	так например	3	6
82	вовсе не	19	6
83	уже не	1	6
84	и даже	6	6
85	хотя бы	2	6
86	и что	3	6
87	как он	3	6
88	сказать что	12	6
89	могут быть	1	6
90	но если	1	6
91	и его	19	6
92	в то	17	6
93	а в	4	6
94	иное как	1	6
95	связь между	1	5
96	а потому	2	5
97	уже в	1	5
98	с этой	1	5
99	хотя и	6	5
100	что и	8	5
101	в виду	2	5
102	другой стороны	2	5
103	в них	12	5
104	в г	2	5
105	но с	1	5
106	в первом	3	5
107	одним из	7	5
108	дело в	5	5
109	что не	4	5
110	имеет дело	1	5
111	что он	7	5
112	что иное	1	5
113	одно из	2	5
114	от этого	2	5
115	по своему	5	5
116	данном случае	4	5
117	культуры в	1	5
118	во всяком	1	5
119	в течение	3	5
120	так что	1	5
121	а не	6	5
122	говорить о	5	5
123	есть и	8	5
124	дело не	1	5
125	в различных	3	5
126	не что	1	5
127	и т.д	2	5
128	а как	3	5
129	независимо от	3	5
130	не просто	1	5
131	в целом	2	5
132	как это	5	5
133	есть не	1	5
134	в особенности	7	4
135	в более	1	4
136	в центре	1	4
137	здесь нет	4	4
138	этот процесс	3	4
139	с одной	2	4
140	тогда когда	3	4
141	любовь к	1	4
142	с точки	5	4
143	этом отношении	7	4
144	о чем	5	4
145	как раз	5	4
146	в результате	5	4
147	в виде	1	4
148	в себе	3	4
149	видит в	1	4
150	должен был	1	4
151	но все	2	4
152	в одном	7	4
153	в котором	3	4
154	заключается в	1	4
155	традиции и	1	4
156	и ее	2	4
157	как она	1	4
158	в своей	6	4
159	да и	2	4
160	в чем	6	4
161	должен быть	2	4
162	к тому	4	4
163	чтобы понять	1	4
164	еще не	5	4
165	не имеет	4	4
166	времени и	4	4
167	в каждом	3	4
168	еще и	6	4
169	и история	1	4
170	даже и	1	4
171	одной стороны	2	4
172	это только	1	4
173	связана с	5	4
174	по отношению	1	4
175	не вполне	1	4
176	отличие от	3	4
177	в отличие	3	4
178	можно сказать	4	4
179	той же	6	4
180	отношению к	1	4
181	одной из	6	4
182	связи между	1	4
183	в области	2	4
184	только с	1	4
185	и для	4	4
186	из них	5	4
187	своего рода	7	3
188	истории литературы	1	3
189	и к	7	3
190	в свое	1	3
191	с этим	6	3
192	что с	1	3
193	можно говорить	2	3
194	и здесь	6	3
195	и на	12	3
196	этой области	1	3
197	того как	1	3
198	и вот	4	3
199	на том	2	3
200	понятно что	1	3
201	при этом	5	3
202	что это	4	3
203	в сущности	13	3
204	говорит о	1	3
205	не как	3	3
206	в отношении	2	3
207	чем в	1	3
208	связи с	7	3
209	если бы	2	3
210	и сам	2	3
211	человеческой культуры	2	3
212	строгом смысле	1	3
213	а также	4	3
214	в силу	1	3
215	в очень	1	3
216	мы говорим	1	3
217	нет надобности	1	3
218	в конце	12	3
219	вообще не	3	3
220	и науки	1	3
221	находит себе	1	3
222	здесь все	4	3
223	вряд ли	1	3
224	одновременно и	4	3
225	как в	4	3
226	с историей	1	3
227	большей или	1	3
228	нисколько не	4	3
229	между ними	4	3
230	зависимости от	1	3
231	есть еще	1	3
232	той или	1	3
233	и того	1	3
234	литературы в	1	3
235	в конечном	1	3
236	чем же	5	3
237	бы и	2	3
238	на этой	3	3
239	и других	2	3
240	все эти	12	3
241	то это	1	3
242	и есть	5	3
243	сливается с	1	3
244	что даже	2	3
245	на этом	7	3
246	до нас	4	3
247	стороны и	1	3
248	так называемой	1	3
249	в значительной	2	3
250	же как	4	3
251	в другом	4	3
252	в строгом	2	3
253	второй половины	3	3
254	в ней	10	3
255	вот почему	1	3
256	времени в	2	3
257	или же	1	3
258	и тогда	1	3
259	во второй	3	3
260	в частности	4	3
261	со всей	2	3
262	только на	1	3
263	в этой	13	3
264	же самое	3	3
265	в начале	2	3
266	но дело	2	3
267	того же	6	3
268	как оно	1	3
269	от того	3	3
270	так же	13	3
271	этому поводу	1	3
272	было сказано	1	3
273	и той	1	3
274	или меньшей	1	3
275	отношение к	1	3
276	вообще и	1	3
277	на нее	1	3
278	до конца	2	3
279	в своем	13	3
280	по этому	1	3
281	в зависимости	1	3
282	или иной	1	3
283	и вообще	3	3
284	что она	4	3
285	европейских народов	1	3
286	одна из	1	3
287	как будто	2	3
288	здесь не	7	3
289	к этому	4	3
290	нуждается в	3	3
291	для этого	2	3
