N	3gram	Bakhtin_Fr	StatiiOP
1	в том что	2	47
2	о том что	3	29
3	в этом отношении	4	24
4	для того чтобы	5	19
5	до сих пор	6	19
6	с точки зрения	4	14
7	с другой стороны	5	13
8	во всяком случае	2	13
9	не может быть	2	11
10	то же время	13	9
11	в то же	13	9
12	дело в том	2	9
13	можно было бы	2	9
14	на самом деле	5	8
15	не только в	3	8
16	в конце концов	3	7
17	в данном случае	3	7
18	но также и	1	7
19	но все же	2	7
20	заключается в том	1	7
21	в то время	1	7
22	и в этом	1	7
23	по отношению к	2	6
24	из рыцарских времен	1	6
25	так и в	1	6
26	том что в	1	6
27	в одном из	1	6
28	то время как	1	5
29	в том же	3	5
30	в своей статье	1	5
31	за то что	2	5
32	но и в	4	5
33	в том чтобы	1	5
34	как раз в	3	5
35	в одной из	1	5
36	в свое время	1	5
37	то что в	1	5
38	с самого начала	1	5
39	и в области	1	5
40	после того как	1	5
41	в применении к	1	4
42	то что он	1	4
43	так например в	1	4
44	с одной стороны	4	4
45	в связи с	5	4
46	в другом месте	1	4
47	но это не	1	4
48	выхода в свет	1	4
49	в мировой литературе	3	4
50	в это время	1	4
51	говорит об этом	2	4
52	и в самом	1	4
53	что и в	1	4
54	на эту тему	1	4
55	это не значит	1	3
56	о том как	1	3
57	в той же	5	3
58	что в ней	1	3
59	можно сказать что	2	3
60	в том числе	4	3
61	более или менее	1	3
62	да и в	1	3
63	можно судить по	1	3
64	находим и в	2	3
65	таким образом в	1	3
66	что это не	1	3
67	на этот раз	1	3
68	бы то ни	1	3
69	так как в	1	3
70	и тем же	1	3
71	одним и тем	1	3
72	в значительной степени	2	3
73	во всех этих	1	3
74	в этом случае	1	3
75	было бы совершенно	1	3
76	прежде всего в	1	3
77	и в данном	1	2
78	и в другом	1	2
79	но вовсе не	1	2
80	потому что это	1	2
81	в эту эпоху	2	2
82	в той или	2	2
83	хотя бы и	1	2
84	во втором случае	1	2
85	эту тему в	1	2
86	все более и	1	2
87	между тем как	1	2
88	том числе и	3	2
89	и вместе с	1	2
90	в области изучения	1	2
91	и в то	2	2
92	в отличие от	3	2
93	и в других	3	2
94	то ни было	1	2
95	с тех пор	1	2
96	вряд ли можно	1	2
97	только тогда когда	1	2
98	а также и	4	2
99	века и в	2	2
100	как своего рода	1	2
101	в свою очередь	2	2
102	и др в	1	2
103	той или иной	2	2
104	вовсе не в	2	2
105	а сверх того	1	2
106	в чем же	1	2
107	более и более	1	2
108	во франции и	1	2
109	в настоящее время	2	2
110	данном случае в	1	2
111	но в то	7	2
112	как мы видели	4	2
113	прежде всего необходимо	3	2
114	на французском языке	1	2
115	мы имеем в	2	2
116	и то что	1	2
117	что в нем	1	2
118	тем что он	1	2
119	между прочим и	1	2
120	всяком случае в	1	2
121	несколько слов о	1	2
122	это прежде всего	1	2
123	как и в	2	2
124	может быть и	2	2
125	иметь дело в	1	1
126	xviii века и	1	1
127	но ведь это	1	1
128	в вопросе о	1	1
129	в этой системе	2	1
130	но все эти	1	1
131	в русскую культуру	1	1
132	не являются чем-то	1	1
133	чем же состоит	1	1
134	некоторые из них	3	1
135	не обходилось без	1	1
136	правильного понимания всего	1	1
137	с полным правом	1	1
138	как будто бы	1	1
139	же время не	1	1
140	на протяжении всего	2	1
141	и с его	2	1
142	во время его	1	1
143	изучения и понимания	1	1
144	к одному из	1	1
145	в большинстве случаев	3	1
146	чем он думал	1	1
147	на том что	1	1
148	по сравнению с	2	1
149	поэтому и в	2	1
150	самом деле в	1	1
151	для своего времени	1	1
152	я бы сказал	1	1
153	сих пор в	1	1
154	в собственном смысле	1	1
155	вовсе не был	1	1
156	до наших дней	5	1
157	его отношение к	2	1
158	к самой земле	1	1
159	в следующих словах	1	1
160	свидетельствует о том	1	1
161	столь характерные для	1	1
162	но это вовсе	1	1
163	но даже и	2	1
164	при этом и	1	1
165	в них все	1	1
166	мы встречаем в	2	1
167	в том случае	1	1
168	еще и до	1	1
169	с которым мы	1	1
170	и на почве	1	1
171	у него было	1	1
172	смысле этого слова	2	1
173	то что эти	1	1
174	для правильного понимания	2	1
175	этого прежде всего	1	1
176	что из этого	1	1
177	но на самом	1	1
178	вместо того чтобы	1	1
179	само по себе	1	1
180	до нас дошел	2	1
181	них все же	1	1
182	не знает ни	1	1
183	даже и в	2	1
184	в своем роде	1	1
185	по ту сторону	1	1
