N	2gram	Losev_Dial	VelikijI
1	и не	51	20
2	и в	35	16
3	так как	24	9
4	то что	25	9
5	в истории	1	8
6	от бога	3	8
7	к богу	3	8
8	еще не	4	8
9	и потому	6	7
10	что они	8	7
11	а не	24	7
12	на земле	3	7
13	человека и	2	6
14	не есть	67	6
15	что есть	2	5
16	хотя и	4	5
17	того что	6	5
18	все это	14	5
19	ты не	1	5
20	как бы	19	5
21	на себя	1	5
22	в мире	3	5
23	но и	17	5
24	все что	2	4
25	в котором	5	4
26	в этом	18	4
27	что мы	3	4
28	потому что	23	4
29	в его	4	4
30	во мне	5	4
31	в ней	4	4
32	добра и	1	4
33	так и	18	4
34	это еще	2	4
35	говорить о	9	4
36	мы хотим	1	4
37	и есть	20	4
38	и все	11	4
39	что не	13	4
40	в образе	1	4
41	что все	2	4
42	как и	10	4
43	что он	16	4
44	нет у	1	4
45	и я	3	4
46	в нем	25	4
47	во всех	3	3
48	что в	19	3
49	нет ничего	1	3
50	к счастью	1	3
51	бы и	4	3
52	и мы	8	3
53	не нужна	1	3
54	то это	6	3
55	в конце	5	3
56	мы же	1	3
57	должно быть	7	3
58	нас и	1	3
59	тех которые	1	3
60	если не	1	3
61	хотя бы	6	3
62	в том	20	3
63	тому что	4	3
64	личности и	2	3
65	не в	12	3
66	и что	17	3
67	что и	7	3
68	ни в	20	3
69	превращается в	2	3
70	в этих	6	3
71	в абсолютном	1	3
72	в них	4	3
73	оно не	2	3
74	не было	7	3
75	к чему	1	3
76	не верит	1	3
77	в жизни	3	3
78	что я	5	3
79	и они	3	3
80	как не	4	3
81	их в	2	3
82	в своей	9	3
83	должна быть	5	3
84	всех людей	1	3
85	от этого	5	3
86	не имеет	15	3
87	но это	12	3
88	и для	2	3
89	жизни и	9	3
90	в чем	9	3
91	все эти	4	3
92	тот же	1	3
93	отвращение к	1	3
94	но в	8	3
95	к тому	6	3
96	никогда не	18	3
97	всего в	1	2
98	во всяком	5	2
99	им что	1	2
100	от него	4	2
101	его и	1	2
102	уже на	1	2
103	над ними	1	2
104	а к	1	2
105	вечность и	1	2
106	один из	3	2
107	превращаются в	1	2
108	мы и	3	2
109	не могли	1	2
