N	3gram	Potebnia_M	Stilisti
1	в то же	8	9
2	для того чтобы	5	7
3	то же время	8	7
4	с точки зрения	2	5
5	одно и то	7	5
6	и то же	7	5
7	в свою очередь	6	4
8	заключает в себе	10	4
9	и той же	4	4
10	одной и той	4	4
11	то же самое	3	4
12	то что мы	3	4
13	что мы называем	2	3
14	но и в	4	3
15	как мы уже	1	3
16	на самом деле	4	3
17	как мы видели	1	3
18	не только в	4	3
19	и тем самым	1	3
20	в этом случае	2	3
21	мы видели что	1	2
22	что у нас	1	2
23	в самом деле	1	2
24	есть не что	1	2
25	к миру и	1	2
26	все то что	2	2
27	мы можем не	1	2
28	вместе с тем	5	2
29	и тем же	4	2
30	не может быть	7	2
31	по отношению к	10	2
32	о том что	5	2
33	можно сказать что	3	2
34	и как бы	2	2
35	не было бы	2	2
36	то же слово	2	2
37	не что иное	1	2
38	смысле этого слова	9	2
39	с тем и	3	2
40	мы не знаем	3	2
41	только потому что	5	2
42	равно как и	2	2
43	на первый взгляд	1	2
44	к тому что	3	2
45	что иное как	1	2
46	в этом отношении	2	2
47	если бы даже	1	1
48	каждое из этих	1	1
49	с нашей точки	1	1
50	в том что	22	1
51	себе не может	2	1
52	в том и	1	1
53	в одном из	1	1
54	которые ложатся в	1	1
55	что мы не	2	1
56	несмотря на свою	1	1
57	между тем слово	1	1
58	человек не только	1	1
59	на это не	1	1
60	но вместе с	2	1
61	заключать в себе	1	1
62	представим себе что	1	1
63	все связанное с	1	1
64	за порогом сознания	1	1
65	в себе все	1	1
66	в большинстве случаев	2	1
67	на наш взгляд	1	1
68	это дает нам	1	1
69	по крайней мере	8	1
70	в силу которого	1	1
71	в нашем сознании	1	1
72	в наших глазах	1	1
73	развития языка мы	1	1
74	нам в голову	1	1
75	в собственном смысле	2	1
76	хотя бы и	1	1
77	стоящих на разных	1	1
78	как и в	3	1
79	уже не к	1	1
80	во время своего	1	1
81	можно заметить что	1	1
82	тем не менее	7	1
83	притом так что	1	1
84	только в том	5	1
85	не имеем права	1	1
86	не в мысли	1	1
87	более или менее	6	1
88	и не нужно	1	1
89	таким образом в	1	1
90	и та же	2	1
91	дает нам возможность	2	1
92	одного и того	2	1
93	и к тому	1	1
94	не говоря уже	1	1
95	и тем что	1	1
96	но не только	1	1
97	до сих пор	4	1
98	именно потому что	1	1
99	в разговоре с	1	1
100	у нас есть	1	1
101	одним и тем	4	1
102	же время и	1	1
103	существовать не может	1	1
104	то все же	1	1
105	при этом мы	1	1
106	тогда когда мы	1	1
107	бросается в глаза	1	1
108	то хотя бы	1	1
109	к одной и	2	1
110	само по себе	6	1
111	один из этих	1	1
112	не может прийти	1	1
113	но в этой	1	1
114	должно было быть	1	1
115	в одно мгновение	1	1
116	но если бы	1	1
117	по себе не	2	1
118	не существует и	1	1
119	мы должны будем	2	1
120	впечатлений производимых на	1	1
121	нетрудно заметить что	2	1
122	у них идет	1	1
123	не только о	1	1
124	не только не	4	1
125	и того же	2	1
126	так как и	1	1
127	одна и та	2	1
128	между тем в	1	1
129	же время служит	1	1
130	если б мы	1	1
131	но каким образом	1	1
132	с другой стороны	4	1
133	тем самым мы	1	1
134	то есть к	3	1
135	вопрос о том	1	1
136	точки зрения и	1	1
137	он в то	1	1
138	только тогда когда	11	1
139	по самой своей	1	1
140	мы очутимся в	1	1
141	нет и не	1	1
142	с точкой зрения	1	1
143	с течением времени	2	1
144	бы не существовало	1	1
145	важную роль играет	1	1
146	всего того что	1	1
147	мы не можем	5	1
148	и не может	1	1
149	и в этом	1	1
150	прежде всего на	1	1
151	и слово это	1	1
