N	3gram	Tiupa_Narr	FransuaR
1	то же время	7	55
2	в то же	7	55
3	в том что	11	27
4	в том числе	1	27
5	до сих пор	3	27
6	в большинстве случаев	1	22
7	с точки зрения	2	20
8	в этом отношении	5	20
9	для того чтобы	4	17
10	том числе и	1	17
11	о том что	3	17
12	в связи с	3	16
13	большей или меньшей	1	16
14	как мы видели	1	16
15	то есть в	1	15
16	но и в	4	15
17	жизни и смерти	1	15
18	сих пор еще	1	15
19	в большей или	1	15
20	не может быть	6	13
21	дело в том	2	13
22	с одной стороны	5	13
23	в той же	1	13
24	на самом деле	1	13
25	а также и	1	12
26	и в то	2	12
27	с другой стороны	1	12
28	в отличие от	6	11
29	как и все	1	11
30	можно сказать что	5	11
31	в той или	1	10
32	той или иной	6	10
33	как и в	1	10
34	в данном случае	12	10
35	мы еще вернемся	1	10
36	в значительной степени	1	10
37	не только в	12	10
38	по отношению к	5	9
39	так и в	1	9
40	до известной степени	1	9
41	и т.п в	1	9
42	существенную роль в	3	9
43	более или менее	2	8
44	на протяжении всего	1	8
45	в самом деле	3	7
46	в то время	1	7
47	можно было бы	1	7
48	и в других	1	7
49	в отрыве от	1	7
50	подобно тому как	4	7
51	не подлежит сомнению	1	7
52	в следующей главе	1	7
53	во всех его	1	6
54	к тому же	8	6
55	но все же	1	6
56	это прежде всего	1	6
57	в свою очередь	2	6
58	одной стороны и	1	5
59	друг с другом	1	5
60	то же самое	3	5
61	по сравнению с	1	5
62	во всяком случае	2	5
63	и тот же	1	5
64	в первом случае	3	5
65	вместо того чтобы	1	5
66	только то что	1	5
67	между жизнью и	1	5
68	жизнью и смертью	1	5
69	как бы в	2	5
70	как раз в	3	5
71	в основе своей	1	5
72	и все что	1	4
73	начало и конец	3	4
74	здесь не в	1	4
75	точки зрения на	1	4
76	и т.п то	1	4
77	свое отражение в	1	4
78	связи с этим	1	4
79	на этот вопрос	1	4
80	так же как	1	4
81	и то что	1	4
82	как мы увидим	1	4
83	играют существенную роль	1	4
84	в самом начале	1	4
85	может быть и	1	4
86	в строгом смысле	1	4
87	во втором случае	1	4
88	по своему характеру	1	4
89	и шире и	1	4
90	в нем не	2	4
91	как раз и	1	4
92	и не может	3	4
93	в тарасе бульбе	1	4
94	это уже не	1	4
95	и в самом	1	4
96	один и тот	1	4
97	и как бы	1	3
98	или иной степени	1	3
99	в предыдущей главе	1	3
100	он вовсе не	1	3
101	в этом процессе	1	3
102	не знает и	1	3
103	потому что в	1	3
104	друг от друга	1	3
105	но и с	1	3
