N	2gram	Bakhtin_Pr	Formalny
1	и в	83	95
2	и не	41	78
3	может быть	23	66
4	в этом	24	61
5	не может	18	57
6	и пр	1	53
7	вовсе не	12	53
8	таким образом	9	52
9	и его	13	51
10	так и	9	50
11	точки зрения	17	47
12	в нем	21	42
13	в его	15	42
14	прежде всего	20	41
15	с точки	13	40
16	как и	13	39
17	в самом	7	35
18	не в	10	35
19	а не	19	34
20	в процессе	4	34
21	но и	16	33
22	то же	10	32
23	истории литературы	1	31
24	не только	14	30
25	в пределах	8	28
26	в том	22	26
27	если бы	1	26
28	то что	14	25
29	при этом	6	24
30	в своей	5	24
31	на почве	1	24
32	лишь в	1	24
33	на самом	2	24
34	с помощью	4	23
35	было бы	6	23
36	связи с	1	23
37	в ней	8	23
38	в то	8	22
39	и ее	8	22
40	и с	10	21
41	что в	5	21
42	в истории	4	21
43	как бы	27	21
44	между ними	14	20
45	не менее	4	20
46	входит в	1	20
47	как мы	12	20
48	и от	4	20
49	же время	8	20
50	место в	3	20
51	в их	7	20
52	по себе	3	19
53	хотя бы	6	19
54	не могут	4	19
55	все это	11	19
56	все же	3	18
57	в связи	2	18
58	должна быть	1	18
59	только в	10	18
60	и все	14	18
61	с его	4	18
62	все эти	9	18
63	и их	6	18
64	именно как	3	17
65	как раз	6	17
66	как в	10	17
67	более того	9	17
68	во всяком	2	16
69	с другой	4	16
70	так же	4	16
71	всяком случае	1	16
72	совершенно не	4	16
73	потому что	9	16
74	именно в	3	15
75	все время	2	15
76	должно быть	4	15
77	с другими	6	15
78	его в	4	15
79	бы в	2	15
80	во всех	15	15
81	и на	27	15
82	так как	12	15
83	но в	12	15
84	в литературе	8	15
85	в жизни	14	14
86	только на	3	14
87	в своем	2	14
88	в ее	3	14
89	в этой	3	14
90	что он	6	14
91	вместе с	5	14
92	еще не	10	14
93	языка и	1	14
94	если мы	5	14
95	произведения и	1	14
96	и потому	6	14
97	жизни и	13	14
98	в целом	3	14
99	в результате	2	13
100	тем что	2	13
101	языка как	1	13
102	что и	4	13
103	ни в	4	13
104	как его	2	13
105	могут быть	5	13
