N	3gram	Propp_Isto	Myslijsy
1	в том что	8	47
2	по отношению к	2	26
3	не может быть	4	19
4	тем не менее	6	18
5	и т д	30	15
6	в свою очередь	1	14
7	в том смысле	1	13
8	смысле этого слова	3	12
9	с другой стороны	10	12
10	до сих пор	7	12
11	во всяком случае	2	12
12	сами по себе	1	11
13	подобно тому как	3	11
14	в то время	2	10
15	но тем не	2	10
16	с одной стороны	2	10
17	в таком случае	1	9
18	на то что	4	9
19	но и в	2	9
20	о том что	3	9
21	мы не можем	1	9
22	что и в	3	9
23	вместе с тем	1	8
24	на самом деле	1	8
25	в этом случае	8	8
26	с тем что	1	8
27	не только не	2	7
28	и в том	1	7
29	с точки зрения	1	7
30	как и в	2	7
31	можно сказать что	2	7
32	не в состоянии	1	7
33	и той же	2	7
34	потому что мы	1	7
35	одной и той	2	7
36	не только в	3	7
37	друг от друга	1	6
38	то же самое	1	6
39	и может быть	1	6
40	с самого начала	1	6
41	после того как	3	6
42	потому что как	1	5
43	к тому что	1	5
44	не то что	1	5
45	не только по	1	5
46	и то что	4	5
47	мы видели что	6	4
48	но и по	1	4
49	с этой точки	1	4
50	не могла бы	1	4
51	в данном случае	6	4
52	на этот вопрос	1	4
53	не что иное	6	4
54	в общих чертах	1	4
55	что иное как	6	4
56	то время как	2	4
57	точно так же	8	3
58	что он не	1	3
59	в большинстве случаев	2	3
60	то же в	1	3
61	так или иначе	1	3
62	ничего общего с	1	3
63	с этой стороны	2	3
64	во многих случаях	1	3
65	в связи с	5	3
66	об одном из	1	3
67	в одном из	2	3
68	таким образом мы	2	3
69	равно как и	1	3
70	между человеком и	2	3
71	только после того	2	3
72	заключается в том	1	3
73	можно заметить что	1	3
74	из того что	1	3
75	можно было бы	2	3
76	этой точки зрения	1	3
77	а так как	1	3
78	тогда как в	1	3
79	мы увидим что	2	3
80	потому что я	1	2
81	но вместе с	1	2
82	не менее они	1	2
83	у нас в	1	2
84	что мы видим	1	2
85	и по тому	1	2
86	в чем состоит	2	2
87	только при помощи	1	2
88	и все что	1	2
89	то что она	1	2
90	что в нем	1	2
91	что как бы	1	2
92	мы должны будем	1	2
93	и в других	3	2
94	этом случае мы	1	2
95	нельзя сказать что	1	2
96	а не с	1	2
97	состоит в том	2	2
98	но все же	5	2
99	только то что	1	2
100	в целом и	1	2
101	в буквальном смысле	1	2
102	с ними в	1	2
103	так же и	1	2
104	так как в	1	2
105	же самое что	1	2
106	и не может	1	2
107	мы имеем дело	1	2
108	мы можем предположить	5	2
109	в этих случаях	13	2
