N	3gram	Bakhtin_Fr	KulturaY
1	для того чтобы	2	38
2	с точки зрения	6	36
3	в том что	6	33
4	в самом деле	1	29
5	во всяком случае	2	19
6	с другой стороны	1	17
7	до сих пор	7	14
8	в том чтобы	1	14
9	по отношению к	2	13
10	только потому что	1	13
11	в связи с	1	12
12	не может быть	5	11
13	в этом отношении	5	11
14	о том что	3	10
15	того или иного	1	9
16	на самом деле	2	8
17	не только в	5	8
18	в этом случае	1	8
19	чуть ли не	1	7
20	с одной стороны	2	7
21	в отличие от	4	6
22	к тому же	1	6
23	то же время	5	6
24	той или иной	5	6
25	в то же	5	6
26	в первую очередь	1	6
27	в свое время	5	6
28	то или иное	1	5
29	можно говорить о	1	5
30	и пр и	1	5
31	так и в	3	5
32	потому что он	1	5
33	но все же	3	5
34	не потому что	1	5
35	на этот вопрос	2	5
36	как мы видели	2	5
37	я имею в	1	4
38	том что он	1	4
39	но также и	1	4
40	пр и пр	1	4
41	сих пор еще	4	4
42	на то что	1	4
43	только то что	1	4
44	и вовсе не	2	4
45	имею в виду	1	4
46	именно в том	1	4
47	и в области	1	4
48	силу того что	1	3
49	в конце концов	1	3
50	в наши дни	1	3
51	тех или иных	1	3
52	тех случаях когда	1	3
53	как раз и	2	3
54	в наше время	1	3
55	в известном смысле	1	3
56	точки зрения на	1	3
57	в тех случаях	1	3
58	или меньшей степени	7	3
59	большей или меньшей	7	3
60	в силу того	1	3
61	к тому чтобы	1	3
62	на точку зрения	1	3
63	в настоящее время	1	3
64	в большей или	7	3
65	при этом что	2	3
66	слова и выражения	1	3
67	не только как	1	3
68	не могут быть	2	3
69	в какой мере	1	3
70	в вопросе о	1	2
71	в той или	5	2
72	мы наблюдаем в	1	2
73	свое выражение в	1	2
74	в тех же	1	2
75	и прежде всего	4	2
76	в применении к	3	2
77	в большинстве случаев	2	2
78	в собственном смысле	3	2
79	вовсе не в	2	2
80	в том числе	10	2
81	и пр но	1	2
82	можно говорить как	1	2
83	и в других	2	2
84	в своей статье	2	2
85	беда в том	1	2
86	потому что в	1	2
87	друг от друга	1	2
88	в строгом смысле	1	2
89	но даже и	2	2
90	может быть только	1	2
91	сами по себе	1	2
92	мы знаем что	1	2
93	и в то	2	2
94	в известной мере	6	2
95	что с точки	1	2
96	так как он	1	2
97	и в том	2	2
98	так как именно	1	2
99	в одном из	1	2
100	в самом процессе	1	2
101	в узком смысле	2	2
102	но он не	1	2
103	на тех же	1	2
104	это вовсе не	1	2
105	так и не	3	2
106	в другом месте	2	2
107	прежде всего в	1	2
108	можно сказать что	3	2
109	то что мы	1	2
110	и той же	1	2
111	по сравнению с	2	2
112	таким образом в	1	2
113	до некоторой степени	1	2
114	и в особенности	1	2
115	одной и той	1	2
116	мы имеем в	1	2
117	языка но и	1	2
118	также и в	1	2
119	несколько слов о	1	2
120	все подобного рода	1	2
121	как и всякая	2	2
122	сводится к тому	1	2
123	из них как	1	1
124	в них несмотря	1	1
125	но характерно что	1	1
126	такие явления как	1	1
127	не могла бы	1	1
128	несмотря на их	1	1
129	имеет в виду	1	1
130	все то что	1	1
131	о которой мы	1	1
132	точка зрения на	1	1
133	и по другим	1	1
134	для борьбы с	1	1
135	в литературе и	1	1
136	прежде всего от	2	1
137	языка на котором	1	1
138	связанная с этим	1	1
139	на французский язык	1	1
140	как именно в	1	1
141	тесной связи с	1	1
142	так в особенности	1	1
143	это одно из	1	1
144	его в духе	2	1
145	сущности может быть	1	1
146	но и на	2	1
147	из этих видов	1	1
148	них несмотря на	1	1
149	да и вообще	1	1
150	до наших дней	1	1
151	типы и в	1	1
152	имеет своим предметом	1	1
153	выражения и не	1	1
154	есть еще и	1	1
155	здесь же мы	1	1
156	и у других	2	1
157	и все это	1	1
158	тех же основаниях	1	1
159	которых можно говорить	1	1
160	однако было бы	1	1
161	было бы неправильно	1	1
162	не собираемся решать	1	1
163	но самое это	1	1
164	но не только	2	1
165	об особом речевом	1	1
166	языках и здесь	1	1
167	все более и	1	1
168	в особенности в	1	1
169	именно потому что	1	1
170	лишь в самом	1	1
171	это в сущности	1	1
172	характерное явление в	1	1
173	говорить как об	1	1
174	к которому и	1	1
175	это конечно не	1	1
176	обычно совершенно не	1	1
177	и даже в	2	1
178	только в пределах	1	1
179	в частности и	1	1
180	самом деле на	1	1
181	мы можем закончить	1	1
182	есть между прочим	1	1
183	они как бы	1	1
184	языка и стиля	1	1
185	в особенности и	1	1
186	не только не	1	1
187	в прокрустово ложе	1	1
188	в последнее время	1	1
189	форме и вовсе	1	1
190	в этих последних	1	1
191	на время в	1	1
192	но все это	2	1
193	поэтому было бы	1	1
194	не нуждается в	1	1
195	не укладывается в	1	1
196	в сущности и	1	1
197	в своей книге	3	1
198	но еще и	1	1
199	или иной степени	1	1
200	и еще не	3	1
201	смысле но это	1	1
202	для нас в	1	1
203	но это не	1	1
204	и раньше в	1	1
205	в значительной степени	4	1
206	но не менее	1	1
207	ни для кого	1	1
208	в разной степени	2	1
209	и не может	2	1
210	среди других вещей	1	1
211	он так и	1	1
212	у других писателей	1	1
213	бы она была	1	1
214	просто новое слово	1	1
215	как своего рода	1	1
216	в таких образах	1	1
217	нас в том	1	1
218	находит свое выражение	1	1
219	но прежде всего	3	1
220	так как если	1	1
221	в одном письме	1	1
222	не получили у	1	1
223	прежде всего на	3	1
224	и не для	1	1
225	и в силу	1	1
226	особо нужно отметить	1	1
227	но и в	5	1
228	одна из основных	1	1
229	не только от	1	1
230	было бы однако	1	1
231	ищет в них	1	1
232	известном смысле может	1	1
233	в чем же	1	1
234	в это время	2	1
235	имеем в виду	2	1
236	о так называемом	1	1
237	еще раз подчеркнуть	2	1
238	и его современники	2	1
239	главным образом на	2	1
240	в себе и	2	1
241	как и в	1	1
242	в целом ряде	2	1
243	для дальнейшего развития	1	1
244	свидетельствуют о том	1	1
245	в г в	1	1
246	почти исключительно на	1	1
247	от друга в	1	1
248	в узком и	1	1
249	если бы она	1	1
250	и целый ряд	1	1
251	в сущности первая	1	1
252	этот вопрос мы	2	1
253	более и более	1	1
254	целый ряд других	1	1
255	о чем свидетельствует	1	1
256	и может быть	1	1
257	все это в	2	1
258	область народного творчества	1	1
259	в тех или	1	1
260	и здесь мы	1	1
261	никогда не говорят	1	1
262	даже в области	1	1
263	в одной из	1	1
264	укладывается в прокрустово	1	1
265	все это только	1	1
266	они ничего не	1	1
267	одно из самых	1	1
268	к себе отношения	1	1
269	и в частности	2	1
270	дело в том	2	1
271	в году и	1	1
272	это и не	1	1
273	можно только в	1	1
274	и ничего не	1	1
275	он не знает	1	1
276	однако и в	1	1
277	это уже не	3	1
278	в противоположность этому	1	1
279	во всех этих	2	1
280	главным образом в	1	1
281	убедиться в этом	1	1
282	в сущности не	1	1
283	и его ученики	1	1
284	и обновляется в	1	1
285	что касается до	2	1
286	как об особом	1	1
287	стороны того же	1	1
288	выходит за пределы	4	1
289	литературного языка но	1	1
290	вовсе не был	1	1
291	или иной форме	4	1
292	никогда не может	1	1
293	как мы сказали	1	1
294	и не о	1	1
295	в свете которых	1	1
296	раз подчеркнуть что	1	1
297	искусства и литературы	4	1
298	в предисловии к	1	1
299	здесь не место	1	1
300	от нас и	1	1
301	или еще более	1	1
302	чем свидетельствует это	1	1
303	и не только	1	1
304	между прочим в	1	1
305	поскольку о нем	1	1
306	это прежде всего	1	1
307	до конца и	1	1
308	далеко не всегда	1	1
309	он есть и	1	1
310	связанных с ними	1	1
311	свое значение и	1	1
312	в году в	2	1
