N	3gram	Tiupa_Disk	FransuaR
1	то же время	9	55
2	в то же	7	55
3	в том что	18	27
4	в том числе	3	27
5	до сих пор	1	27
6	в большинстве случаев	2	22
7	с точки зрения	3	20
8	в этом отношении	4	20
9	том числе и	3	17
10	о том что	8	17
11	в xvii веке	1	17
12	в связи с	1	16
13	большей или меньшей	2	16
14	как мы видели	1	16
15	то есть в	2	15
16	в большей или	1	15
17	или меньшей степени	1	14
18	и прежде всего	2	14
19	не может быть	5	13
20	дело в том	3	13
21	с одной стороны	12	13
22	на самом деле	1	13
23	а также и	1	12
24	и в то	2	12
25	с другой стороны	4	12
26	в другом месте	1	12
27	все то что	1	11
28	в отличие от	12	11
29	как и все	1	11
30	можно сказать что	3	11
31	в той или	1	10
32	той или иной	6	10
33	как и в	3	10
34	хвалы и брани	1	10
35	до наших дней	1	10
36	в данном случае	6	10
37	в значительной степени	3	10
38	не только в	2	10
39	по отношению к	13	9
40	так и в	4	9
41	до известной степени	2	9
42	и т.п в	1	9
43	в свое время	3	9
44	существенную роль в	4	9
45	хвала и брань	1	8
46	более или менее	2	8
47	в самом деле	1	7
48	верха и низа	1	7
49	о том как	1	7
50	включает в себя	1	7
51	прежде всего в	2	7
52	подобно тому как	4	7
53	во всех этих	1	7
54	в следующей главе	1	7
55	во всех его	1	6
56	к тому же	4	6
57	и в особенности	2	6
58	но все же	1	6
59	это прежде всего	3	6
60	в xix веке	1	6
61	и т.п но	4	6
62	в свою очередь	3	6
63	в новое время	1	6
64	с самого начала	2	6
65	одной стороны и	3	5
66	до настоящего времени	1	5
67	то же самое	2	5
68	в одной из	2	5
69	во всяком случае	2	5
70	между вещами и	1	5
71	только то что	2	5
72	между жизнью и	1	5
73	жизнью и смертью	1	5
74	в это время	1	5
75	в последующие века	1	5
76	это и есть	1	5
77	в основе своей	4	5
78	то что в	1	4
79	том что в	3	4
80	для правильного понимания	1	4
81	точки зрения на	1	4
82	прежде всего на	1	4
83	и то что	2	4
84	в нем только	1	4
85	также и в	1	4
86	и смертью в	1	4
87	так например в	1	4
88	в строгом смысле	1	4
89	во втором случае	1	4
90	но прежде всего	1	4
91	как раз и	1	4
92	и не может	3	4
93	до нас не	1	4
94	во всех областях	1	4
95	и как бы	5	3
96	он как бы	1	3
97	в предыдущей главе	1	3
98	потому что в	2	3
99	друг от друга	1	3
100	и вообще в	1	3
101	между тем как	1	3
102	можно говорить о	1	3
103	и того же	4	3
104	и т.п и	1	3
105	вместе с тем	1	3
106	еще и в	1	3
107	то есть все	1	3
108	это своего рода	1	3
109	в целом ряде	1	3
110	содержит в себе	3	3
111	так и на	1	3
112	в этом смысле	1	3
113	литературы нового времени	1	3
114	особое отношение к	1	3
115	одного и того	4	3
116	хотя и в	2	3
117	о том какое	1	3
118	тех или иных	1	3
119	в пределах одной	1	3
120	а с другой	4	3
121	здесь как и	1	3
122	и там где	1	3
123	говорит об этом	1	3
124	и в том	1	3
125	заключается в том	1	3
126	свидетельствует о том	1	3
127	на этом свете	1	3
128	и др на	1	3
129	нет и не	1	3
130	может быть в	1	2
131	точка зрения на	1	2
132	в том или	1	2
133	в себя и	1	2
134	и в другом	1	2
135	с большей или	1	2
136	они и не	1	2
137	быть и не	1	2
138	еще не было	1	2
139	во внешнем мире	1	2
140	большую или меньшую	1	2
141	говорит о том	1	2
142	сам по себе	1	2
143	но при этом	3	2
144	из них в	1	2
145	своего значения и	1	2
146	они принадлежат к	1	2
147	особое внимание на	1	2
148	и далеко не	1	2
149	но также и	1	2
150	другой стороны в	1	2
151	в нераздельное единство	1	2
152	далеко не все	1	2
153	все дело в	1	2
154	в нем нет	1	2
155	или во всяком	1	2
156	из того что	1	2
157	имея в виду	1	2
158	и тем же	1	2
159	дело не с	2	2
160	и может быть	3	2
161	в том чтобы	2	2
162	там же с	1	2
163	в тех или	1	2
164	именно в этом	1	2
165	по своей природе	3	2
166	так и его	1	2
167	не могут быть	1	2
168	в полной мере	1	2
169	том или ином	1	2
170	в конечном счете	2	2
171	так и от	1	2
172	и не только	2	2
173	каждый из них	2	2
174	поэтому они не	1	2
175	в известном смысле	1	2
176	с миром в	1	2
177	не должно быть	1	2
178	и не к	1	2
179	не может так	1	2
180	он направлен на	1	2
181	же время они	1	2
182	существенно связаны с	1	2
183	можно определить как	2	2
184	под углом зрения	1	2
185	одним и тем	1	2
186	же время и	2	2
187	при всей их	1	2
188	в этом случае	3	2
189	том что он	1	2
190	внешнее и внутреннее	1	2
191	в другом случае	1	2
192	тем самым он	1	1
193	как будто бы	2	1
194	в соответствии с	4	1
195	человека с его	1	1
196	звено в цепи	1	1
197	на том что	1	1
198	но все эти	1	1
199	но исключительно в	1	1
200	мог быть только	1	1
201	со свойственной ему	1	1
202	хотя бы и	1	1
203	углубить наше понимание	1	1
204	лично для себя	2	1
205	это приводит к	1	1
206	дошли до нас	1	1
207	все это по	1	1
208	далеко не всегда	1	1
209	не совпадает с	1	1
210	свою принадлежность к	1	1
211	о чем не	2	1
212	умения отрешиться от	1	1
213	стихотворение в прозе	1	1
214	что в них	2	1
215	об этом так	1	1
216	жизни а также	2	1
217	именно в этой	1	1
218	то что может	1	1
219	как правило не	1	1
220	в обоих случаях	1	1
221	данном случае не	1	1
222	и иерархическое место	1	1
223	прежде всего к	1	1
224	весьма существенную роль	2	1
225	не претендуя на	1	1
226	определяет и не	1	1
227	а потому и	1	1
228	точкой зрения на	1	1
229	в чем не	1	1
230	для своего времени	1	1
231	при этом он	1	1
232	и по своему	1	1
233	отношения к этому	1	1
234	в эпоху романтизма	2	1
235	становления и роста	1	1
236	и все прочие	1	1
237	она тут же	1	1
238	для характеристики этих	1	1
239	свет и на	1	1
240	то есть по	1	1
241	один из наиболее	1	1
242	к этому времени	1	1
243	и в различных	1	1
244	в тех случаях	1	1
245	можно так выразиться	2	1
246	но одновременно и	1	1
247	не определяет и	1	1
248	может и не	1	1
249	и строго отграниченная	2	1
250	клятвы и проклятия	1	1
251	стороны и к	1	1
252	и том же	1	1
253	в основе этих	1	1
254	он говорит и	1	1
255	этом отношении на	1	1
256	но в качестве	2	1
257	то есть без	1	1
258	в этом же	1	1
259	громадное значение в	1	1
260	он не может	1	1
261	на одном лице	1	1
262	и во второй	1	1
263	и не ограничивает	2	1
264	так и с	1	1
265	в результате этого	1	1
266	один из важнейших	1	1
267	на чем остановиться	1	1
268	и что это	1	1
269	обратим особое внимание	1	1
270	в своей основе	1	1
271	в нем слышатся	1	1
272	одном и том	1	1
273	в этом мире	2	1
274	оказывается тем самым	1	1
275	такова же и	1	1
276	одной стороны он	1	1
277	романа в особенности	1	1
278	погружает нас в	1	1
279	смысл в чем	1	1
280	прежде всего как	1	1
281	еще в одном	2	1
282	что каждый из	1	1
283	картина мира в	1	1
284	включающее в себя	1	1
285	в первую очередь	3	1
286	тем или иным	1	1
287	ни о чем	2	1
288	людей своего времени	1	1
289	в зоне контакта	1	1
290	том случае если	1	1
291	в мире и	1	1
292	та или иная	1	1
293	и на его	1	1
294	то есть к	1	1
295	в этом последнем	1	1
296	и в литературу	1	1
297	и в большинстве	1	1
298	ни в чем	1	1
299	что он не	1	1
300	характер то есть	1	1
301	все три момента	1	1
302	время от времени	1	1
303	тем более не	1	1
