N	3gram	Savitsky_E	DiskursI
1	в том что	6	28
2	в отличие от	1	26
3	с одной стороны	8	14
4	не может быть	2	12
5	в данном случае	2	12
6	то же время	14	10
7	той или иной	4	10
8	в то же	15	8
9	в этом отношении	3	8
10	так и в	2	6
11	не сводится к	1	6
12	в соответствии с	1	6
13	к тому же	1	6
14	с точки зрения	16	6
15	одной стороны и	6	5
16	с другой стороны	2	5
17	в значительной степени	1	5
18	в свою очередь	2	5
19	что же касается	1	5
20	дело в том	1	5
21	не только в	4	5
22	можно сказать что	3	4
23	в частности в	2	4
24	одного и того	1	4
25	в полной мере	1	4
26	и прежде всего	3	4
27	и того же	1	4
28	не более чем	2	4
29	говоря уже о	1	3
30	в том числе	1	3
31	более или менее	1	3
32	в качестве примера	1	3
33	того или иного	4	3
34	в том случае	1	3
35	том числе и	1	3
36	то есть в	1	3
37	не говоря уже	2	3
38	в одной из	1	3
39	и в частности	2	3
40	в себе не	1	3
41	во всяком случае	3	3
42	также и в	1	3
43	бы то ни	4	2
44	в большинстве случаев	2	2
45	как и его	1	2
46	заключает в себе	3	2
47	речь идет о	1	2
48	большей или меньшей	1	2
49	в этом мире	1	2
50	и в то	8	2
51	по себе не	2	2
52	до настоящего времени	1	2
53	то ни было	4	2
54	в исторической перспективе	1	2
55	в одном из	2	2
56	но и в	1	2
57	по большей части	1	2
58	только в том	2	2
59	как мы видели	2	2
60	тех случаях когда	1	2
61	том случае если	1	2
62	в тех случаях	1	2
63	то есть к	1	2
64	и не только	1	2
65	а также и	1	2
66	прежде всего в	2	2
67	настоящего времени в	1	1
68	в той или	3	1
69	обстоит дело в	2	1
70	в этот период	1	1
71	так и для	1	1
72	в себе в	1	1
73	и тем самым	1	1
74	в применении к	3	1
75	в этом смысле	3	1
76	по сравнению с	2	1
77	то или иное	1	1
78	в себе потенцию	1	1
79	хотя бы и	3	1
80	для того чтобы	5	1
81	задаться вопросом не	1	1
82	друг от друга	2	1
83	ли не важнейшим	1	1
84	в любой из	1	1
85	так и с	1	1
86	то что может	1	1
87	не могут в	1	1
88	в отношении к	12	1
89	прежде всего к	2	1
90	может быть сведена	1	1
91	тех или иных	1	1
92	тому или иному	2	1
93	состояния в котором	1	1
94	но также и	1	1
95	их отношении к	3	1
96	но не в	1	1
97	вопрос о соотношении	1	1
98	не может не	1	1
99	к участию в	1	1
100	в связи с	1	1
101	на этот раз	1	1
102	и в качестве	1	1
103	мысль о возможности	1	1
104	из того что	2	1
105	можно рассматривать как	1	1
106	и в этом	4	1
107	и не быть	1	1
108	во второй половине	2	1
109	или меньшей степени	1	1
110	можно утверждать что	1	1
111	в каких же	1	1
112	к тому или	1	1
113	и только в	2	1
114	на то что	2	1
115	заключается в том	2	1
116	выступает в качестве	1	1
117	имеют дело с	1	1
118	представляется несомненным что	1	1
119	ту или иную	3	1
120	в их отношении	3	1
121	то что в	2	1
122	в качестве объекта	1	1
123	быть сведена к	1	1
124	в последнем случае	1	1
125	а также в	1	1
126	только в качестве	1	1
127	пожалуй и не	2	1
128	и тем более	1	1
129	и для того	1	1
130	в известном смысле	3	1
131	и до настоящего	1	1
132	в большей или	1	1
133	хотя и не	1	1
134	в противном случае	1	1
135	оставляя открытым вопрос	1	1
136	целый ряд иных	1	1
137	другой стороны в	1	1
138	чем если бы	1	1
139	именно в той	1	1
140	он сам в	1	1
141	и сейчас в	1	1
142	можно было бы	3	1
143	есть то что	1	1
144	во всех этих	1	1
145	в пределах одного	1	1
146	не могут быть	1	1
147	выходит за пределы	1	1
148	а также от	1	1
149	но даже при	1	1
150	между тем в	3	1
151	с другой в	1	1
152	та или иная	1	1
153	как одной из	1	1
154	в известной степени	3	1
