N	3gram	Bakhtin_Fr	TeoriaLi
1	в том что	2	10
2	по отношению к	2	10
3	в то же	13	8
4	то же время	13	8
5	в отличие от	3	7
6	в конечном счете	1	6
7	с другой стороны	5	6
8	более или менее	1	6
9	не может быть	2	5
10	для того чтобы	5	5
11	в данном случае	3	5
12	одного и того	1	4
13	и того же	1	4
14	в свою очередь	2	3
15	той или иной	2	3
16	с точки зрения	4	3
17	имеем в виду	2	3
18	в том числе	4	3
19	можно сказать что	2	3
20	подобно тому как	2	3
21	тех или иных	2	3
22	мы имеем в	2	3
23	в связи с	5	3
24	с одной стороны	4	3
25	войне и мире	1	2
26	в этой системе	2	2
27	до известной степени	1	2
28	в данном контексте	1	2
29	и в самом	1	2
30	как и в	2	2
31	в коем случае	1	2
32	ни в коем	1	2
33	включает в себя	1	2
34	но в то	7	2
35	том числе и	3	2
36	и в то	2	2
37	что в основе	1	2
38	то ни было	1	2
39	бы то ни	1	2
40	в значительной степени	2	2
41	в основе своей	1	2
42	может быть и	2	2
43	жизни то есть	1	1
44	в художественном произведении	1	1
45	в той или	2	1
46	века и в	2	1
47	и в художественном	2	1
48	в области художественного	1	1
49	том случае если	1	1
50	не что иное	1	1
51	все то что	2	1
52	и др в	1	1
53	но прежде всего	1	1
54	по своей цели	1	1
55	в последней главе	1	1
56	языка но и	1	1
57	и тем же	1	1
58	и прежде всего	3	1
59	в большинстве случаев	3	1
60	но дело в	1	1
61	заключается в том	1	1
62	существенно связаны с	1	1
63	о том что	3	1
64	в xix веке	3	1
65	в свое время	1	1
66	и свободы но	1	1
67	же время они	1	1
68	в литературе в	1	1
69	какой бы то	1	1
70	один из характернейших	1	1
71	а также в	1	1
72	это и есть	2	1
73	к одному из	1	1
74	в последующих частях	1	1
75	и здесь остается	1	1
76	что в отличие	1	1
77	связи с этим	1	1
78	в настоящее время	2	1
79	он же и	1	1
80	при этом и	1	1
81	одной стороны и	2	1
82	в одной из	1	1
83	в его лице	1	1
84	со всех сторон	1	1
85	об этом так	1	1
86	в нашем примере	3	1
87	в том случае	1	1
88	дело в том	2	1
89	то что может	1	1
90	в особенности в	1	1
91	он и сам	2	1
92	своей причастности к	1	1
93	и в частности	1	1
94	одним и тем	1	1
95	именно в этом	1	1
96	в первом случае	1	1
97	в то время	1	1
98	таким образом что	1	1
99	как раз в	3	1
100	отношение к объекту	1	1
101	между ними здесь	1	1
102	своему смыслу и	1	1
103	что он это	1	1
104	по ту сторону	1	1
105	в этом случае	1	1
106	одним из древнейших	1	1
107	не менее важным	1	1
108	есть не что	1	1
109	они существенно связаны	1	1
110	это делает например	1	1
111	же время оно	1	1
112	том что в	1	1
113	в новое время	1	1
114	не входит в	1	1
115	и в сущности	1	1
116	но только не	1	1
117	по своему смыслу	1	1
118	особое отношение к	1	1
119	что иное как	1	1
120	именно эта сторона	1	1
121	только то что	2	1
122	как это делает	1	1
123	в таких случаях	1	1
124	в узком и	1	1
125	не случайно они	1	1
126	таким образом и	2	1
127	имея в виду	1	1
128	того же типа	1	1
129	и в этой	1	1
130	в полной мере	1	1
131	шире и глубже	4	1
132	в области литературы	1	1
