N	2gram	Vygotskiy_	EvropaiE
1	и в	55	37
2	в отношении	3	32
3	в пределах	1	25
4	точки зрения	32	23
5	что в	39	21
6	не только	25	18
7	с точки	12	17
8	в то	8	16
9	то же	17	15
10	хотя бы	4	15
11	отношении к	3	15
12	в качестве	3	14
13	и не	24	14
14	но и	12	14
15	же время	2	14
16	в своем	3	14
17	но в	5	14
18	в этом	21	12
19	в том	55	11
20	в их	4	11
21	в области	12	11
22	с и	17	10
23	так и	6	10
24	в себе	6	9
25	т е	3	9
26	прежде всего	5	9
27	только в	18	9
28	в смысле	3	9
29	так же	29	9
30	не может	30	9
31	отнюдь не	11	9
32	с одной	6	8
33	в ее	7	8
34	в своей	6	8
35	одной стороны	7	8
36	между тем	6	8
37	было бы	14	8
38	думать что	3	8
39	к тому	8	8
40	так как	28	7
41	того что	15	7
42	а также	1	7
43	как и	25	7
44	по своему	2	7
45	также и	2	7
46	с другой	7	7
47	то есть	44	6
48	с этой	8	6
49	и даже	11	6
50	вслед за	10	6
51	и на	6	6
52	том что	30	6
53	вовсе не	7	6
54	во всех	4	6
55	может быть	35	6
56	того чтобы	13	6
57	для того	12	6
58	стороны и	3	6
59	то что	47	6
60	как бы	11	6
61	на то	17	6
62	в той	2	5
63	этих областей	1	5
64	тем самым	2	5
65	этой точки	7	5
66	не в	19	5
67	в россии	1	5
68	но не	5	5
69	к которым	4	5
70	со стороны	5	5
71	и потому	2	5
72	которую мы	1	5
73	же как	8	5
74	в частности	6	5
75	как мы	2	5
76	одной из	1	5
77	столь же	6	5
78	но если	2	5
79	и по	7	5
80	в самом	18	4
81	бы то	3	4
82	то в	2	4
83	мы не	15	4
84	даже в	2	4
85	ни было	2	4
86	того или	2	4
87	для нас	5	4
88	не на	2	4
89	чем в	2	4
90	само по	8	4
91	именно в	1	4
92	в процессе	7	4
93	по себе	21	4
94	не имеет	3	4
95	в каком	3	4
96	в полной	1	4
97	вопрос о	3	4
98	но даже	4	4
99	лежат в	1	4
100	то ни	2	4
101	или иного	1	4
102	как это	8	4
103	несмотря на	8	4
104	в направлении	1	4
105	в ней	3	4
106	сказать что	12	4
107	можно сказать	2	4
108	во многих	1	4
109	на всем	1	4
110	независимо от	3	4
111	и к	5	3
112	говорит о	4	3
113	применении к	2	3
114	и мы	6	3
115	приближается к	1	3
116	можно ли	2	3
117	она в	2	3
118	в применении	2	3
119	из всех	4	3
120	этом отношении	7	3
121	что и	27	3
122	в результате	4	3
123	или иную	1	3
124	мы можем	6	3
125	не является	5	3
126	себе не	4	3
127	можно было	4	3
128	дело в	2	3
129	тем что	7	3
130	очевидно что	7	3
131	в таком	5	3
132	вообще не	1	3
133	в стороне	1	3
134	в деле	1	3
135	как в	17	3
136	жизни в	1	3
137	мира и	1	3
138	и со	1	3
139	в которых	5	3
140	в известном	2	3
141	бы ни	2	3
142	в них	4	3
143	в психологии	13	3
144	во всяком	9	3
145	тем в	1	3
146	ни на	3	3
147	бы и	5	3
148	во все	2	3
149	в данном	1	3
150	ли это	3	3
151	и народов	1	3
152	идет о	2	3
153	в свою	3	3
154	не дает	3	3
155	ту или	2	3
156	представляет собой	2	3
157	связано с	1	3
158	потому что	27	3
159	время в	2	3
160	моря и	1	3
161	и тем	5	3
162	на долю	2	3
163	россии и	1	3
164	когда он	11	3
165	не будет	4	3
166	и для	9	3
167	заключает в	3	3
168	этот факт	1	3
169	этом смысле	3	3
170	уже и	2	3
171	отметить что	2	3
172	к ним	4	3
173	как на	6	3
174	с тем	11	3
175	известном смысле	1	3
176	в данной	1	3
177	в сфере	1	3
178	и от	4	3
179	место в	1	3
180	о том	11	3
181	в общем	2	3
182	мы видели	2	3
183	там где	5	3
184	и только	5	3
185	всяком случае	7	3
186	того же	3	3
187	из них	4	3
188	в известной	1	3
189	никогда не	13	3
190	таким образом	38	2
191	иначе говоря	6	2
192	и ту	2	2
193	сказывается в	1	2
194	именно к	2	2
195	утверждать что	9	2
196	и то	4	2
197	в другой	3	2
198	во втором	1	2
199	и во	3	2
200	мы видим	8	2
201	и этот	3	2
202	по преимуществу	2	2
203	только те	1	2
204	данном случае	1	2
205	этот процесс	1	2
206	если в	2	2
207	на язык	1	2
208	и сейчас	4	2
209	и того	1	2
210	чем на	1	2
211	должна быть	3	2
212	но еще	1	2
213	совершенно очевидно	3	2
214	тогда когда	7	2
215	в его	8	2
216	свою очередь	3	2
217	одна и	1	2
218	еще более	2	2
219	тому чтобы	3	2
220	что это	12	2
221	это значит	1	2
222	хотя и	3	2
223	с этим	7	2
224	которого мы	2	2
225	поскольку речь	1	2
226	его на	1	2
227	и тут	1	2
228	и если	4	2
229	из того	2	2
230	и творчества	1	2
231	подходит к	2	2
232	с другими	2	2
233	то не	1	2
234	другой стороны	7	2
235	в этих	6	2
236	не могут	6	2
237	с мы	1	2
238	и наиболее	1	2
239	также в	1	2
240	но с	1	2
241	одну и	1	2
242	в своих	12	2
243	при условии	1	2
244	от друга	1	2
245	если бы	10	2
246	или в	2	2
247	и с	5	2
248	в масштабе	2	2
249	заключается в	15	2
250	и все	8	2
251	и эта	1	2
252	в не	1	2
253	на месте	1	2
254	представление о	6	2
255	или хотя	1	2
256	относятся к	1	2
257	стороны в	1	2
258	в какой	6	2
259	имеет место	2	2
260	вместе с	10	2
261	и как	9	2
262	нас к	1	2
263	как не	2	2
264	есть в	7	2
265	не есть	4	2
266	в мире	1	2
267	одном из	2	2
268	дело идет	1	2
269	же мало	1	2
270	как оно	2	2
271	между собой	1	2
272	между ними	2	2
273	сравнению с	3	2
274	поскольку он	2	2
275	в сторону	1	2
276	друг от	1	2
277	в эту	1	2
278	и таким	4	2
279	в других	3	2
280	совершенно прав	2	2
281	к той	1	2
282	только одно	1	2
283	что эти	3	2
284	не дают	1	2
285	но как	4	2
286	духовной жизни	1	2
287	и других	4	2
288	и более	3	2
289	в котором	5	2
290	не означает	2	2
291	эти последние	1	2
292	и что	28	2
293	известных пределах	1	2
294	она не	6	2
295	в значительной	1	2
296	именно потому	3	2
297	имеет в	3	2
298	на основе	2	2
299	по сравнению	3	2
300	и поэтому	3	2
301	он не	8	2
302	окажется что	1	2
303	мы должны	4	2
304	к нулю	2	2
305	выпадает на	1	2
306	и теперь	2	2
307	что если	7	2
308	и существенно	1	2
309	к такой	1	2
310	а не	18	2
311	и та	1	2
312	есть ли	2	2
313	в одном	4	2
314	на основании	7	2
315	на одну	1	2
316	целый ряд	12	2
317	тому или	1	2
318	даже при	1	2
319	с в	4	2
320	далеко не	7	2
321	этот вопрос	2	2
322	при помощи	27	2
323	в известных	3	2
324	а в	10	2
325	в большинстве	1	2
326	или иному	1	2
327	в этой	5	2
328	что же	4	2
329	проблемы и	1	2
330	и еще	1	2
331	заметить что	3	2
332	приводит нас	1	2
333	культуры и	1	2
334	и каждая	1	2
335	главным образом	3	2
336	экономического развития	1	2
337	наряду с	3	2
338	могут быть	15	2
339	ее от	4	2
340	с а	2	2
341	которое в	2	2
342	к природе	2	2
343	что все	10	2
344	во всей	1	2
345	в силу	4	2
346	на этот	2	2
347	же в	1	2
348	жизни и	5	2
349	такой же	9	2
350	для понимания	2	2
351	как будто	10	2
352	он сам	1	2
353	для этих	1	2
354	ведь и	1	2
355	поскольку она	2	2
356	точка зрения	6	2
357	бы в	3	2
358	и чем	1	2
359	не можем	3	2
360	и наконец	2	2
361	что на	4	2
362	есть не	6	2
363	которые они	1	2
364	не к	2	2
365	к нему	3	2
366	меньше чем	1	2
367	ничего иного	1	1
368	жизни но	1	1
369	к сожалению	1	1
