N	4gram	Vygotskiy_	EvropaiE
1	с этой точки зрения	2	5
2	так же как и	1	3
3	заключается в том что	8	2
4	например с точки зрения	1	2
5	то есть в порядке	1	1
6	и то и другое	3	1
7	в том случае если	4	1
8	совершенно очевидно что в	2	1
9	и с точки зрения	1	1
10	одна и та же	2	1
11	только в том случае	4	1
12	не кто иной как	1	1
13	в то время как	3	1
14	указать на то что	1	1
15	одного и того же	1	1
16	один и тот же	1	1
17	то мы увидим что	1	1
18	в том смысле что	1	1
19	в двух противоположных направлениях	1	1
20	к тому или иному	1	1
