N	2gram	Propp_Isto	PoTuStor
1	может быть	19	17
2	и в	41	16
3	и пр	2	12
4	таким образом	15	9
5	в этом	19	9
6	прежде всего	6	9
7	мы можем	11	9
8	и только	4	9
9	точки зрения	4	8
10	и с	4	8
11	к матери	1	8
12	не может	19	8
13	и его	11	8
14	не только	30	7
15	сказать что	5	7
16	с его	4	7
17	и к	1	6
18	при этом	7	6
19	самом деле	1	6
20	к отцу	2	6
21	и это	9	6
22	конечно не	2	6
23	с точки	1	6
24	что такое	2	5
25	ни в	4	5
26	все эти	8	5
27	в чем	5	5
28	еще не	13	5
29	как бы	8	5
30	ту сторону	2	5
31	отношение к	6	5
32	в него	4	5
33	все что	4	4
34	и на	12	4
35	так как	21	4
36	все это	9	4
37	в его	4	4
38	так и	8	4
39	по ту	1	4
40	его в	7	4
41	и даже	3	4
42	и все	6	4
43	с ними	2	4
44	только в	10	4
45	и желаний	1	4
46	и не	12	4
47	но мы	3	4
48	можно сказать	3	4
49	но и	20	4
50	хотя бы	1	4
51	и может	1	4
52	и их	1	4
53	в этой	2	4
54	как мы	6	4
55	в нем	12	4
56	с ее	1	4
57	в один	2	4
58	и ее	6	4
59	и наконец	6	4
60	но в	7	4
61	и вот	2	3
62	ребенка и	1	3
63	до сих	4	3
64	в основном	2	3
65	к себе	4	3
66	в том	14	3
67	мы знаем	4	3
68	те же	2	3
69	на этой	1	3
70	между ними	1	3
71	их в	3	3
72	отношения к	2	3
73	учение о	1	3
74	и как	3	3
75	что в	21	3
76	и она	3	3
77	том что	18	3
78	большинстве случаев	1	3
79	вместе с	17	3
80	в этих	16	3
81	мира и	2	3
82	и оно	2	3
83	во всех	8	3
84	но оно	3	3
85	быть это	1	3
86	во всяком	3	3
87	и потому	1	3
88	в основе	2	3
89	тех же	2	3
90	только как	1	3
91	как это	6	3
92	только на	2	3
93	в одном	2	3
94	а в	12	3
95	в большинстве	1	3
96	то что	12	3
97	и др	4	3
98	могут быть	3	3
99	и есть	2	3
100	сих пор	5	3
101	жизни и	3	3
102	в области	3	3
103	всяком случае	3	3
104	во время	7	3
105	в самом	2	2
106	в свое	3	2
107	мы видим	14	2
108	что оно	1	2
109	и этот	1	2
110	это делает	1	2
111	на протяжении	1	2
112	они не	4	2
113	мы не	10	2
114	с этой	7	2
115	по всему	3	2
116	ни было	1	2
117	что это	6	2
118	ее в	3	2
119	может иметь	1	2
120	для нас	8	2
121	и через	2	2
122	и этим	7	2
123	но как	4	2
124	что и	13	2
125	сводится к	3	2
126	у него	16	2
127	не могут	3	2
128	в них	4	2
129	а на	2	2
130	поэтому и	1	2
131	и других	2	2
132	не знает	2	2
133	всех его	2	2
134	не нуждается	1	2
135	что не	3	2
136	и действительно	4	2
137	здесь же	3	2
138	вообще не	4	2
139	в жизни	2	2
140	можно назвать	1	2
141	как и	8	2
142	что он	29	2
143	есть в	1	2
144	же как	6	2
145	не есть	1	2
146	только то	1	2
147	в своей	4	2
148	и так	2	2
149	в одно	2	2
150	связанные с	3	2
151	по своему	1	2
152	себя и	1	2
153	находится на	2	2
154	знаем что	5	2
155	не менее	5	2
156	во сне	2	2
157	на первый	6	2
158	не удается	2	2
159	на них	1	2
160	он склонен	1	2
161	с этим	3	2
162	при всей	1	2
163	не имеющие	1	2
164	к этому	5	2
165	оно не	2	2
166	не существует	1	2
167	между собой	1	2
168	что мы	3	2
169	мы уже	10	2
170	связанных с	1	2
171	другими словами	3	2
172	из этих	6	2
173	на друга	2	2
174	ту же	3	2
175	на основе	1	2
176	совсем не	1	2
177	этих трех	1	2
178	в этот	1	2
179	он не	8	2
180	кажется что	7	2
181	в частности	3	2
182	не будет	6	2
183	нечего и	1	2
184	но зато	1	2
185	и вся	1	2
186	всех других	2	2
187	есть и	6	2
188	в науке	1	2
189	в начале	2	2
190	в мир	1	2
191	как не	1	2
192	так же	6	2
193	друг на	2	2
194	этой теории	1	2
195	было бы	4	2
196	что можно	1	2
197	к ним	3	2
198	и о	2	2
199	своей жизни	1	2
200	если мы	1	2
201	находится в	2	2
202	что на	1	2
203	о том	15	2
204	во всей	1	2
205	момент в	1	2
206	один из	7	2
207	и по	7	2
208	с ним	9	2
209	но это	5	2
210	для этого	1	2
211	того же	3	2
212	нам кажется	5	2
213	то же	12	2
214	не можем	3	2
215	никогда не	16	2
216	как кажется	2	1
217	о смерти	5	1
218	мир не	2	1
219	как причина	2	1
220	во всем	2	1
221	бы то	1	1
222	они являются	1	1
223	мире и	1	1
224	несколько слов	1	1
225	на почве	1	1
226	от нее	2	1
227	дает нам	3	1
228	что они	5	1
229	и то	3	1
230	в другой	3	1
231	заметим что	2	1
232	государство и	1	1
233	образом и	3	1
234	а другие	1	1
235	но никогда	1	1
236	в более	3	1
237	на языке	1	1
238	и здесь	13	1
239	та же	5	1
240	мы и	1	1
241	к их	1	1
242	руки или	1	1
243	мир в	1	1
244	его мнению	1	1
245	только те	1	1
246	же и	1	1
247	нельзя сказать	1	1
248	как нам	1	1
249	данном случае	7	1
250	на неудачу	1	1
251	только что	1	1
252	на вопрос	5	1
253	знакомых нам	1	1
254	было на	1	1
255	чем на	1	1
256	с одной	12	1
257	уже в	4	1
258	на ее	1	1
259	ним и	1	1
260	мог бы	1	1
261	тогда когда	3	1
262	в состоянии	4	1
263	на матери	1	1
264	быть сделан	1	1
265	взял его	2	1
266	вот она	1	1
267	не будем	2	1
268	оно само	1	1
269	дело с	2	1
270	одна и	1	1
271	мы имеем	27	1
272	еще более	1	1
273	потом и	1	1
274	этой же	1	1
275	но именно	1	1
276	его за	2	1
277	и чрезвычайно	1	1
278	уже знаем	5	1
279	для всего	1	1
280	хотя и	3	1
281	в разных	1	1
282	а это	1	1
283	он владеет	1	1
284	с тем	8	1
285	имеем дело	1	1
286	в море	1	1
287	что при	3	1
288	через некоторое	1	1
289	переносит в	2	1
290	в некоторых	2	1
291	говорит о	2	1
292	пути в	1	1
293	подвергается своеобразной	1	1
294	в качестве	5	1
295	задолго до	1	1
296	в полном	1	1
297	заранее обречены	1	1
298	сексуального характера	1	1
299	для объяснения	3	1
300	у нас	4	1
301	здесь в	1	1
302	и делает	2	1
303	я не	1	1
304	касается не	1	1
305	научается управлять	1	1
306	что между	4	1
307	них и	1	1
308	можно было	3	1
309	связанная с	1	1
310	есть еще	4	1
311	за которой	1	1
312	связь с	7	1
313	как они	1	1
314	связи с	3	1
315	не ясно	2	1
316	или во	1	1
317	о перенесении	1	1
318	в угол	1	1
319	не их	1	1
320	нам в	1	1
321	этой точки	3	1
322	на этот	4	1
323	утверждение что	1	1
324	если бы	3	1
325	иногда и	1	1
326	оказывается в	1	1
327	именно и	1	1
328	пути и	1	1
329	в свои	3	1
330	сделать некоторые	1	1
331	не говорит	1	1
332	и сам	3	1
333	от своего	2	1
334	пока только	1	1
335	по женской	1	1
336	с ней	4	1
337	и можно	1	1
338	именно здесь	1	1
339	что его	2	1
340	в сознании	1	1
341	из сознания	1	1
342	смерти это	1	1
343	но эта	2	1
344	вывести из	1	1
345	это мы	1	1
346	теперь мы	1	1
347	дело в	1	1
348	не попасть	1	1
349	оно есть	2	1
350	месте и	1	1
351	он может	4	1
352	этап в	1	1
353	есть та	2	1
354	но не	8	1
355	эти две	1	1
356	и эта	5	1
