N	3gram	Bakhtin_Pr	Formalny
1	с точки зрения	13	40
2	не может быть	8	29
3	то же время	8	20
4	в то же	8	20
5	в связи с	1	16
6	во всяком случае	1	16
7	по отношению к	5	12
8	в истории литературы	1	12
9	так и в	2	11
10	в этом отношении	1	11
11	здесь и теперь	1	10
12	в его целом	1	10
13	в зависимости от	3	10
14	в большинстве случаев	9	9
15	с другой стороны	3	9
16	и не может	6	9
17	до сих пор	8	8
18	в применении к	1	7
19	более или менее	3	7
20	сами по себе	1	7
21	в высшей степени	1	7
22	а вовсе не	1	7
23	и в этом	1	7
24	в том что	6	6
25	и в то	3	6
26	в данном случае	1	6
27	смысле этого слова	2	6
28	может быть и	2	6
29	в этом смысле	5	5
30	в отличие от	1	5
31	к тому что	1	5
32	может войти в	1	5
33	в этом романе	2	5
34	прежде всего в	1	5
35	в той же	1	4
36	тем не менее	2	4
37	в одной плоскости	2	4
38	все более и	1	4
39	в конце концов	1	4
40	более и более	1	4
41	как раз и	1	4
42	не входит в	1	4
43	вовсе не является	1	4
44	а не в	1	4
45	в ее целом	1	4
46	но и в	2	4
47	видения и понимания	1	4
48	как и все	1	4
49	с самого начала	4	4
50	в нем и	1	4
51	нет и не	3	4
52	сама по себе	2	4
53	и тот же	1	3
54	мы уже знаем	1	3
55	важное место в	1	3
56	так и от	1	3
57	в том числе	15	3
58	убедиться в этом	1	3
59	так или иначе	1	3
60	друг с другом	6	3
61	чтобы убедиться в	1	3
62	том числе и	13	3
63	уже знаем что	1	3
64	то же самое	1	3
65	самом же деле	2	3
66	на самом же	2	3
67	в процессе их	1	3
68	но вовсе не	1	3
69	равно как и	1	3
70	и в дальнейшем	2	3
71	один и тот	1	3
72	мы увидим что	1	3
73	при этом не	1	3
74	но в то	3	3
75	в пределах одного	6	3
76	в предисловии к	1	3
77	ровно ничего не	2	3
78	нам кажется что	3	3
79	все то что	2	2
80	и наконец в	2	2
81	тем путем что	1	2
82	в собственном смысле	3	2
83	мы не найдем	1	2
84	хотя бы и	2	2
85	в предыдущей главе	1	2
86	в жизни и	1	2
87	это вполне понятно	1	2
88	друг от друга	2	2
89	не совпадает с	1	2
90	в строгом смысле	2	2
91	в этом достаточно	1	2
92	отца с сыном	1	2
93	но при этом	1	2
94	именно потому что	1	2
95	бы оно было	1	2
96	точки зрения своей	1	2
97	школ и направлений	1	2
98	в отношении к	2	2
99	при определенных условиях	1	2
100	тех или иных	2	2
101	и тем самым	1	2
102	и прежде всего	5	2
103	в пределах одной	1	2
104	не было и	1	2
105	и в других	1	2
106	на первом плане	1	2
107	как если бы	1	2
108	нужно сказать что	2	2
109	в таком случае	1	2
110	в эпоху разложения	1	2
111	даже и не	3	2
112	в широком смысле	2	2
113	может быть только	1	2
114	мы видели что	2	2
115	то что именно	1	2
116	лишь тогда когда	1	2
117	не может войти	1	2
118	и тем же	1	2
119	место в жизни	2	2
120	там где она	1	2
121	в связи со	1	2
122	имеем в виду	3	2
123	ни на один	1	2
124	в процессе его	1	2
125	как и в	4	2
126	между ними и	1	2
127	как один из	1	2
128	если бы оно	1	2
129	этом отношении очень	1	2
130	на этот вопрос	1	2
131	не может стать	1	2
132	в одной из	1	2
133	да и не	1	2
134	и до сих	2	2
135	и в их	2	2
136	и с точки	1	2
137	одним и тем	1	2
138	дело в том	3	2
139	не только в	1	2
140	так же как	1	2
141	мы имеем в	3	2
142	и между ними	1	2
143	в этом случае	1	2
144	выходит за пределы	1	2
145	и в каждом	1	2
146	или хотя бы	1	2
147	дело не в	1	2
148	в следующей главе	1	2
149	очень важное место	1	2
150	если же он	1	2
151	сих пор недостаточно	1	2
152	что он не	1	1
153	может развиваться в	1	1
154	уже говорили что	1	1
155	ряда поколений и	1	1
156	между ними как	1	1
157	в конкретном и	1	1
158	как и во	1	1
159	определенное место в	1	1
160	каждого из них	1	1
161	в средневековой европе	1	1
162	в более или	1	1
163	со всеми своими	1	1
164	мы наблюдаем в	1	1
165	можно найти у	1	1
166	так и для	1	1
167	всякое высказывание в	1	1
168	вполне понятно что	1	1
169	становится как бы	1	1
170	самостоятельное значение и	1	1
171	ее и до	1	1
172	атмосферы в которой	1	1
173	можем сказать что	1	1
174	таким образом между	1	1
175	и заключается в	1	1
176	то что он	1	1
177	раз и не	1	1
178	слова слово у	1	1
179	этом смысле можно	1	1
180	отношению к этой	2	1
181	говорить только о	1	1
182	по сравнению с	6	1
183	литературы таким образом	1	1
184	не в этом	1	1
185	брать в его	1	1
186	человека в жизни	1	1
187	все это и	1	1
188	и ничем не	1	1
189	оно должно быть	2	1
190	если же они	1	1
191	всякий конец здесь	1	1
192	нашей точки зрения	1	1
193	может быть наиболее	1	1
194	язык в его	1	1
195	в смысле совокупности	2	1
196	под тем или	1	1
197	теперь мы можем	2	1
198	языка а как	1	1
199	что они не	1	1
200	огромное место в	1	1
201	жизни таким образом	1	1
202	в системе языка	1	1
203	этом романе и	1	1
204	и во всех	3	1
205	для нашего времени	1	1
206	но в таком	1	1
207	его художественного замысла	1	1
208	могут быть найдены	1	1
209	очень существенное значение	1	1
210	из этих моментов	1	1
211	в языке как	1	1
212	в этом его	1	1
213	но они не	1	1
214	поэтому они и	1	1
215	в самом высказывании	1	1
216	и то же	1	1
217	через нее и	1	1
218	как бы не	1	1
219	определяющего влияния на	1	1
220	то убедимся что	1	1
221	более того он	1	1
222	мы и называем	1	1
223	и в конце	2	1
224	может быть распространена	1	1
225	мы уже указывали	1	1
226	мы можем сказать	1	1
227	развития литературы в	1	1
228	с другими художественными	1	1
229	таковы три основные	1	1
230	здесь не в	1	1
231	это конечно не	2	1
232	следует сказать что	1	1
233	этом смысле и	1	1
234	и не о	1	1
235	могут быть названы	1	1
236	увидеть и показать	1	1
237	его творчества и	1	1
238	первого и второго	1	1
239	и вместе с	1	1
240	каждого из этих	1	1
241	в ней все	1	1
242	в нем нет	3	1
243	и отчасти с	1	1
244	выдвинул у нас	1	1
245	и никогда не	1	1
246	его жизнь и	1	1
247	есть уже не	1	1
248	не могло быть	1	1
249	историка литературы и	1	1
