N	2gram	Voloshinov	KFilosof
1	может быть	14	45
2	в его	2	42
3	в нем	6	32
4	не может	16	29
5	и не	10	28
6	и в	12	28
7	по отношению	11	26
8	в котором	3	24
9	не есть	2	22
10	отношению к	11	22
11	в себе	3	21
12	только в	6	18
13	и его	13	18
14	в своем	2	17
15	в ее	1	17
16	а не	5	17
17	в этом	4	15
18	для него	3	13
19	не в	4	13
20	точки зрения	14	13
21	к нему	4	12
22	ни в	3	12
23	но не	2	12
24	и это	1	12
25	в своей	3	11
26	все эти	3	11
27	во всех	1	11
28	все это	3	10
29	это не	2	10
30	с точки	2	10
31	бытия и	1	10
32	и для	3	10
33	в целом	1	10
34	и все	2	9
35	но и	3	9
36	как бы	13	9
37	для нее	1	9
38	не было	1	8
39	если бы	9	8
40	быть только	2	8
41	было бы	1	8
42	в себя	2	8
43	жизни и	4	8
44	себя в	1	8
45	и здесь	2	7
46	что и	2	7
47	вовсе не	1	7
48	уже не	4	7
49	то что	5	7
50	конечно не	3	7
51	на основе	1	7
52	момент в	1	7
53	и только	1	7
54	отнюдь не	5	7
55	ее и	3	6
56	должно быть	1	6
57	но все	2	6
58	но эта	1	6
59	менее всего	1	6
60	в смысле	1	6
61	смысл и	2	6
62	в том	6	6
63	и их	1	6
64	отношение к	4	6
65	за вычетом	1	6
66	место в	2	6
67	он не	2	6
68	но это	2	6
69	проникает в	1	5
70	от его	1	5
71	в событии	2	5
72	то же	5	5
73	мы имеем	2	5
74	не только	4	5
75	с ним	3	5
76	его в	4	5
77	не знает	1	5
78	в основе	1	5
79	но в	5	5
80	именно в	1	5
81	как и	5	5
82	все же	4	5
83	жизни в	1	5
84	себя и	2	5
85	еще не	3	5
86	что я	1	5
87	хотя бы	5	5
88	в одном	1	5
89	я и	1	5
90	его как	2	5
91	там где	2	5
92	никогда не	5	5
93	что в	2	4
94	нему в	1	4
95	поскольку мы	1	4
96	должна быть	5	4
97	при этом	6	4
98	ни было	4	4
99	что это	1	4
100	не как	1	4
101	для нас	7	4
102	прежде всего	8	4
103	места в	1	4
104	как его	1	4
105	том что	5	4
106	в чем	2	4
107	в каком	3	4
108	но можно	1	4
109	входит в	1	4
110	только как	1	4
111	между тем	3	4
112	здесь мы	1	4
113	ценности и	1	4
114	чем не	1	4
115	к ним	2	4
116	из него	2	4
117	вне ее	1	4
118	от него	1	3
119	положения и	1	3
120	та же	1	3
121	и на	4	3
122	слово не	1	3
123	и пр	3	3
124	мы не	3	3
125	тогда когда	2	3
126	того что	3	3
127	на самом	4	3
128	ясно что	3	3
129	в виду	5	3
130	и тот	1	3
131	и делает	1	3
132	положения в	1	3
133	самом деле	3	3
134	но для	3	3
135	в корне	2	3
136	рядом с	1	3
137	не менее	3	3
138	для этой	1	3
139	бы не	2	3
140	здесь не	3	3
141	один и	1	3
142	может дать	1	3
143	себе и	1	3
144	в момент	2	3
145	единство мира	1	3
146	и другого	1	3
147	но конечно	2	3
148	это и	1	3
149	моменты и	1	3
150	что не	4	3
151	в свою	1	3
152	не должен	1	3
153	не должно	1	3
154	в другом	1	3
155	и должна	1	3
156	в ней	6	3
157	а эта	1	3
158	быть и	3	3
159	вступает в	1	3
160	и та	2	3
161	этом смысле	1	3
162	в современной	1	3
163	от того	4	3
164	а лишь	1	3
165	мы здесь	1	3
166	нем и	1	3
167	из его	1	3
168	эти моменты	2	3
169	могут быть	2	3
170	до конца	2	3
171	нигде не	1	3
172	о том	3	3
173	тем как	2	3
174	и единство	1	3
175	в то	2	3
176	или иного	1	3
177	независимо от	2	3
178	и совершенно	2	3
179	тот же	1	3
180	и тем	1	3
181	ничего не	2	3
182	или иным	1	2
183	бы то	3	2
184	как к	3	2
185	события и	1	2
186	и мы	1	2
187	и содержания	2	2
188	не нужен	1	2
189	и того	1	2
190	случае мы	1	2
191	оценки и	2	2
192	дело с	2	2
193	одна и	1	2
194	еще более	1	2
195	конечно в	2	2
196	герой и	1	2
197	это уже	1	2
198	продуктом и	1	2
199	тем не	3	2
200	так и	4	2
201	и то	2	2
202	в качестве	1	2
203	сюда и	1	2
204	сводится к	1	2
205	по себе	3	2
206	в виде	1	2
207	оно не	2	2
208	он имеет	1	2
209	из нее	1	2
210	сознания не	1	2
211	дело в	4	2
212	подхода к	1	2
213	и эта	1	2
214	в процессе	6	2
215	в жизни	5	2
216	не остается	2	2
217	человек и	1	2
218	и она	1	2
219	как в	5	2
220	не нужно	1	2
221	ничего общего	1	2
222	жизнь и	1	2
223	вошли в	1	2
224	все они	2	2
225	и мир	1	2
226	к этому	2	2
