N	4gram	Tiupa_Anal	Myslijsy
1	в то же время	7	13
2	одного и того же	2	9
3	только в том что	1	8
4	одной и той же	1	7
5	одно и то же	2	7
6	один и тот же	1	4
7	в том смысле что	1	4
8	не что иное как	5	4
9	и в этом смысле	1	4
10	одним и тем же	1	4
11	в том что он	2	3
12	до тех пор пока	1	3
13	заключается в том что	1	3
14	и та и другая	1	3
15	в том виде в	1	3
16	с этой точки зрения	2	3
17	и в этом случае	1	3
18	том виде в каком	1	3
19	не говоря уже о	1	3
20	тем не менее в	1	3
21	то же самое что	1	2
22	состоит в том что	6	2
23	в том случае если	1	2
24	что одно и то	1	2
25	внимание на то что	1	2
26	лишь в том что	1	2
27	не только в том	1	2
28	одна и та же	1	2
29	бы то ни было	3	2
30	той мере в какой	2	1
31	в той мере в	2	1
32	что в произведении искусства	1	1
33	виде в каком она	1	1
34	в том что одно	1	1
35	нет и не может	2	1
36	до такой степени что	1	1
37	можно сказать что в	1	1
38	как более или менее	1	1
39	имеем дело не с	1	1
40	не в том чтобы	3	1
41	уже не могут быть	1	1
42	и вместе с тем	1	1
43	упускать из виду что	1	1
44	а скорее в том	1	1
45	по отношению ко всем	1	1
46	мы имеем дело не	1	1
47	каков бы ни был	1	1
48	в чем и состоит	1	1
49	в том что именно	1	1
50	и в самом деле	1	1
51	не сам по себе	1	1
52	в противном случае мы	1	1
53	в большей или меньшей	1	1
54	и не может быть	4	1
55	поэтому всякое понимание есть	1	1
56	имеют значение только в	1	1
57	он в то же	1	1
58	ни прибавить ни убавить	1	1
59	в том числе и	1	1
60	случае мы имеем дело	1	1
61	сами по себе они	1	1
62	в самом деле в	1	1
63	на то что все	1	1
64	лишь в том случае	1	1
65	слова до тех пор	1	1
66	в том и состоит	1	1
67	мы имеем дело с	4	1
68	есть не что иное	4	1
