N	2gram	Bakhtin_Fr	Mirosoze
1	и в	105	97
2	может быть	11	64
3	не только	24	63
4	в этом	22	55
5	но и	20	54
6	он не	3	53
7	а не	1	53
8	в нем	16	49
9	не может	9	49
10	у него	2	47
11	и не	34	39
12	никогда не	11	38
13	в ней	7	37
14	потому что	6	37
15	не было	3	36
16	не в	4	34
17	для него	12	31
18	не есть	1	30
19	но он	5	30
20	человека в	1	30
21	как и	15	29
22	прежде всего	26	29
23	и он	3	27
24	в мире	1	27
25	но в	16	27
26	к человеку	1	26
27	о человеке	2	26
28	человека и	4	26
29	в своей	8	25
30	он был	3	25
31	и это	3	25
32	свободы и	1	24
33	и все	7	24
34	у нас	1	24
35	в своем	11	23
36	что в	4	23
37	что он	5	22
38	в самом	7	21
39	в себе	7	20
40	отношение к	9	20
41	как бы	33	19
42	до конца	4	19
43	в его	24	18
44	того что	3	17
45	и потому	14	17
46	том что	9	16
47	в том	17	16
48	на земле	3	16
49	то что	7	16
50	было бы	4	16
51	и его	24	16
52	в котором	1	15
53	не был	1	15
54	не знает	6	15
55	в этой	11	15
56	в конце	3	14
57	человек в	2	14
58	она не	2	14
59	нет ничего	3	14
60	в творчестве	2	14
61	так как	11	14
62	та же	2	13
63	и на	25	13
64	друг друга	3	13
65	и вот	5	13
66	в них	13	12
67	к нему	5	12
68	и у	7	12
69	но не	7	12
70	в человеке	1	12
71	это не	4	12
72	все это	16	12
73	и к	7	11
74	любовь к	1	11
75	с тем	1	11
76	уже не	3	11
77	хотя бы	2	11
78	духа и	3	11
79	в которой	1	11
80	был бы	1	11
81	только в	16	11
82	как в	6	11
83	но это	5	11
84	и для	3	11
85	менее всего	5	11
86	свобода и	1	11
87	жизни и	14	11
88	то же	6	10
89	так же	2	10
90	один из	5	10
91	должна быть	1	10
92	не могут	4	10
93	это и	3	10
94	связана с	8	10
95	в самой	5	10
96	есть не	1	10
97	со свободой	2	10
98	все что	2	9
99	из самых	1	9
100	к тому	3	9
101	не мог	1	9
102	что и	2	9
103	xix века	6	9
104	я не	1	9
105	то есть	71	9
106	с ним	6	9
107	вместе с	1	9
108	и во	6	9
109	образ и	1	9
110	есть и	2	9
111	а в	4	9
112	лишь в	4	9
113	от него	2	8
114	христа в	1	8
115	в этих	6	8
116	и с	8	8
117	тем что	5	8
118	о том	5	8
119	мира сего	1	8
120	что не	3	8
121	за пределы	10	8
122	жизнь в	1	8
123	в отношении	7	8
124	еще в	3	8
125	не знал	1	8
126	нет в	1	8
127	того чтобы	3	8
128	отношении к	1	8
129	нет и	2	8
130	с его	9	8
131	ничего не	3	8
132	они не	1	8
133	уже в	5	8
134	мира и	4	8
135	только и	1	8
136	для того	2	8
137	во всем	5	7
138	в духе	9	7
139	не существует	1	7
140	в нашем	3	7
141	что все	1	7
142	точки зрения	10	7
143	человеку и	1	7
144	те же	1	7
145	на этом	2	7
146	в жизни	7	7
147	отношения к	5	7
148	жизни в	8	7
149	себя и	2	7
150	свою свободу	1	7
151	он в	2	7
152	должен быть	1	7
153	в народе	1	7
154	также и	3	7
155	как он	1	7
156	же и	1	6
157	с этой	1	6
158	к концу	1	6
159	было в	1	6
160	людей и	2	6
161	этого мира	1	6
162	когда человек	1	6
163	всего в	1	6
164	его в	7	6
165	к чему	1	6
166	и она	2	6
167	можно было	4	6
168	по своей	3	6
169	вера в	1	6
170	и от	3	6
171	и здесь	4	6
172	его на	2	6
173	или к	2	6
174	это есть	1	6
175	если бы	1	6
176	в которых	1	6
177	бы не	1	6
178	к людям	1	6
179	в образе	1	6
180	в ее	5	6
181	людей не	1	6
182	в смысл	1	6
183	того как	1	6
184	должен был	2	6
185	и более	4	6
186	на все	5	6
187	нет у	1	6
188	жизнь и	3	6
189	и человека	2	6
190	к ней	2	6
191	на то	2	6
192	не к	2	6
193	еще не	8	5
194	бы в	2	5
195	которые не	1	5
196	с самим	1	5
197	мысли и	4	5
198	одно из	7	5
199	с собой	1	5
200	и как	2	5
201	природа человека	1	5
202	отличается от	1	5
203	с этим	1	5
204	природы в	1	5
205	во всяком	2	5
206	для этого	1	5
207	говорит что	1	5
208	до того	1	5
209	сказать что	12	5
210	к которому	2	5
211	момент в	1	5
212	по преимуществу	3	5
213	на протяжении	9	5
214	отказывается от	1	5
215	от этого	1	5
216	сих пор	7	5
217	и мир	1	5
218	самой глубине	1	5
219	культуры и	11	5
220	был в	1	5
221	в то	5	5
222	который был	3	5
223	означает что	1	5
224	до сих	7	5
225	и этот	1	5
226	они и	1	5
227	в царстве	1	5
228	интерес к	2	5
229	оно не	2	5
230	да и	5	5
