1	с точки зрения	3	5
2	не может быть	8	4
3	по отношению к	11	3
4	и т.п и	2	3
5	одно и то	2	3
6	того или иного	3	2
7	в зависимости от	3	2
8	с самого начала	1	2
9	не что иное	1	2
10	в самом деле	3	2
11	языка как системы	1	2
12	с одной стороны	6	2
13	есть не что	1	2
14	то же слово	1	2
15	с другой стороны	1	2
16	что иное как	2	2
17	в том что	18	2
18	и то же	2	2
19	чем иным как	2	2
20	в данном случае	17	2
21	один из наиболее	1	1
22	средств в их	1	1
23	далеко не всегда	2	1
24	вопрос в чем	1	1
25	подобно тому как	5	1
26	но в действительности	1	1
27	и не мог	1	1
28	не может иметь	1	1
29	можно было бы	2	1
30	значения как в	1	1
31	а также и	3	1
32	на самом деле	5	1
33	сказал что они	1	1
34	в которых он	1	1
35	в конечном счете	4	1
36	не только на	2	1
37	этой точки зрения	1	1
38	в области поэтики	1	1
39	он и не	2	1
40	более или менее	2	1
41	иметь в виду	3	1
42	и не может	3	1
43	в то же	8	1
44	нет и не	1	1
45	то же время	8	1
46	и как бы	1	1
47	в эстетике и	1	1
48	в отличие от	11	1
49	может быть и	1	1
50	если говорить о	1	1
51	для того чтобы	5	1
52	к тому что	4	1
53	один и тот	1	1
54	состоит в том	6	1
55	мы не можем	1	1
56	только то что	1	1
57	то же самое	3	1
58	не мог бы	1	1
59	которым можно было	2	1
60	тем не менее	8	1
61	с этой точки	1	1
62	в особенности в	1	1
63	говорить не приходится	1	1
64	и тот же	1	1
65	том что в	1	1
66	они сводятся к	1	1
67	тому что он	2	1
68	может быть не	2	1
69	по себе а	1	1
70	как это обычно	1	1
71	в этом отношении	8	1
72	то или иное	1	1
73	само по себе	1	1
74	только потому что	2	1
75	следует иметь в	2	1
76	так же как	2	1
77	в связи с	3	1
78	этом следует иметь	1	1
79	объект и не	1	1
80	в виду что	1	1
81	все то что	2	1
82	при этом следует	1	1
83	что в ней	1	1
84	как и в	1	1
85	на то что	3	1
86	в их исторической	1	1
87	собственно говоря и	2	1
88	что в основе	1	1
89	в хх веке	1	1
90	в чем же	1	1
91	не входит в	2	1
