N	2gram	Losev_Prob	KulturaY
1	и т	20	143
2	т е	1	102
3	и в	62	84
4	в том	35	74
5	потому что	40	68
6	не только	33	60
7	точки зрения	14	59
8	в этом	25	57
9	было бы	14	53
10	и не	56	52
11	может быть	39	47
12	что в	11	44
13	том что	25	44
14	того чтобы	4	44
15	т д	20	42
16	в самом	4	41
17	для того	5	41
18	у нас	17	38
19	хотя бы	6	37
20	самом деле	6	37
21	так как	14	36
22	с точки	9	36
23	в области	2	34
24	таким образом	13	33
25	а не	28	33
26	если бы	9	32
27	можно было	7	32
28	не в	21	30
29	в его	10	30
30	прежде всего	13	30
31	все же	10	29
32	не менее	24	28
33	того что	10	28
34	все эти	14	28
35	уже не	12	26
36	в языке	4	26
37	то что	42	25
38	вовсе не	62	25
39	не может	14	25
40	вопрос о	2	24
41	с другой	14	24
42	еще не	12	24
43	то же	23	23
44	только в	33	23
45	так и	16	23
46	тем не	23	21
47	по себе	36	20
48	во всяком	14	20
49	и что	9	20
50	но и	20	20
51	тем что	8	19
52	о том	14	19
53	речи в	2	19
54	обстоятельство что	1	19
55	что он	16	19
56	зависимости от	3	19
57	языка и	4	19
58	что же	9	19
59	всяком случае	8	19
60	но в	17	19
61	то обстоятельство	1	19
62	и с	11	18
63	с тем	9	18
64	к тому	4	18
65	в качестве	10	18
66	связи с	10	18
67	вместе с	3	18
68	как бы	11	18
69	все это	9	18
70	в той	8	17
71	другой стороны	11	17
72	как это	4	17
73	что это	3	17
74	слова и	3	17
75	как раз	11	17
76	это не	10	17
77	в виду	20	16
78	в зависимости	3	16
79	что и	11	16
80	что не	4	16
81	тот же	1	16
82	ничего не	4	16
83	но не	6	16
84	при этом	9	15
85	именно в	4	15
86	в данном	14	15
87	как на	2	15
88	в нашем	13	15
89	том чтобы	1	15
90	не было	6	15
91	и тем	16	15
92	ни к	3	15
93	только потому	3	15
94	а в	9	15
95	лишь в	1	15
96	должно быть	1	15
97	в них	6	14
98	и на	4	14
99	сказать что	24	14
100	хотя и	9	14
101	что такое	4	14
102	в связи	9	14
103	я не	1	14
104	сих пор	4	14
105	в ней	12	14
106	до сих	4	14
107	если мы	24	14
108	как мы	12	14
109	мы имеем	7	14
110	также и	22	14
111	что она	5	13
112	крайней мере	9	13
113	между прочим	4	13
114	в этой	10	13
115	там где	1	13
116	не могут	1	13
117	в которых	3	13
118	по крайней	9	13
119	той же	2	13
120	для нас	23	13
121	это и	11	13
122	по существу	2	13
123	в пределах	3	13
124	и его	12	13
125	с этой	3	12
126	говорить о	7	12
127	в результате	8	12
128	язык есть	1	12
129	но также	2	12
130	того же	2	12
131	ясно что	11	12
132	а только	9	12
133	этот вопрос	3	12
134	могут быть	2	12
135	тогда когда	1	12
136	как в	10	12
137	этого слова	5	12
138	однако не	4	12
139	для этого	9	12
140	языка как	1	11
141	в своем	7	11
142	на себе	5	11
143	речи и	1	11
144	он не	10	11
145	в нем	13	11
146	и здесь	8	11
147	должна быть	1	11
148	и то	17	11
149	еще и	10	11
150	совершенно не	7	11
151	из этих	1	11
152	и если	11	11
153	уже в	5	11
154	слова в	1	11
155	в их	2	11
156	в таких	3	11
157	в какой	1	11
158	или иной	20	11
159	в первом	1	10
160	в речи	1	10
161	как и	15	10
162	речь идет	1	10
163	так же	11	10
164	конечно не	3	10
165	к этому	2	10
166	несмотря на	4	10
167	бы в	3	10
168	ту же	1	10
169	этом смысле	5	10
170	не просто	36	10
171	в то	18	10
172	в каком	9	10
173	с этим	5	10
174	они не	1	10
175	бы и	7	10
176	тем более	8	10
177	того или	8	10
178	в нашей	4	10
179	тем самым	9	10
180	от того	2	10
181	что слово	3	9
182	в своей	8	9
183	можно сказать	10	9
184	что все	2	9
185	xix века	2	9
186	в которой	3	9
187	но для	3	9
188	рядом с	1	9
189	здесь не	11	9
190	мы говорим	8	9
191	и есть	9	9
192	слова как	3	9
193	или иного	5	9
194	ни в	17	9
195	не имеет	12	9
196	что мы	12	9
197	не потому	1	9
198	подобного рода	13	9
199	но это	13	9
200	и для	5	9
201	дает нам	2	9
202	и вот	1	9
203	то мы	3	9
204	а также	6	9
205	но уже	4	9
206	на то	6	9
207	в целом	9	9
208	своего рода	1	8
209	в этих	6	8
210	но все	5	8
211	в первую	3	8
212	что они	8	8
213	по преимуществу	1	8
214	с одной	3	8
215	это слово	1	8
216	тому же	1	8
217	в таком	11	8
218	тому что	5	8
219	не есть	57	8
220	в чем	5	8
221	смысл и	1	8
222	в своих	2	8
223	в тех	3	8
224	отнюдь не	16	8
225	мы видели	2	8
226	а потому	1	8
227	был бы	1	8
228	заключается в	8	8
229	да и	9	8
230	то и	9	8
231	только тогда	2	8
232	этом случае	8	8
233	независимо от	4	8
234	на самом	13	8
235	и как	4	8
236	об этом	7	8
237	мере в	1	8
238	не говоря	2	8
239	в частности	4	8
240	далеко не	1	8
241	и о	8	8
242	же в	6	8
243	само по	5	8
244	что на	2	8
245	же и	7	7
246	например в	1	7
247	а именно	12	7
248	казалось бы	3	7
249	всякого рода	9	7
250	нам не	2	7
251	в котором	3	7
252	в одном	4	7
253	была бы	2	7
254	указать на	1	7
255	на том	3	7
256	внимание на	2	7
257	при чем	1	7
258	во внимание	2	7
259	учение о	3	7
260	к вопросу	1	7
261	а с	2	7
262	не значит	3	7
263	столь же	1	7
264	одной стороны	2	7
265	в процессе	2	7
266	с ним	11	7
267	никак не	13	7
268	но вот	4	7
269	как о	6	7
270	с ними	2	7
271	в слове	4	7
272	и более	6	7
273	когда мы	24	7
274	идет о	1	7
275	в истории	4	7
276	до конца	1	7
277	бы сказать	1	7
278	на этот	4	7
279	в самой	4	7
280	все равно	6	7
281	смысле этого	1	7
282	лишь с	1	7
283	и вовсе	7	7
284	есть в	6	7
285	нисколько не	2	7
286	не все	1	7
287	и потому	13	7
288	она не	3	7
289	здесь можно	1	7
290	не знает	1	7
291	когда он	2	7
292	только как	3	7
293	как он	2	7
294	были бы	5	6
295	говоря уже	1	6
296	только что	4	6
297	даже в	2	6
298	только для	1	6
299	отличается от	8	6
300	на этой	1	6
301	не всегда	1	6
302	о них	1	6
303	можно ли	8	6
304	что именно	3	6
305	по поводу	3	6
306	она есть	2	6
307	гораздо более	6	6
308	слов в	1	6
309	в ее	6	6
310	не столько	2	6
311	и именно	2	6
312	от этого	1	6
313	той или	22	6
314	могли бы	6	6
315	на этом	1	6
316	так называемые	1	6
317	за пределы	6	6
318	то или	5	6
319	или иное	3	6
320	мы называем	1	6
321	пушкина в	1	6
322	первую очередь	3	6
323	пушкин и	1	6
324	не на	2	6
325	оно не	1	6
326	если не	7	6
327	этой точки	2	6
328	но только	10	6
329	перед нами	8	6
330	а если	1	6
331	на основе	1	6
332	когда в	4	6
333	что если	3	6
334	в отличие	2	6
335	тем же	2	6
336	свое время	1	6
337	в свое	1	6
338	в себе	23	6
339	что оно	4	6
340	данном случае	12	6
341	мы не	15	6
342	что с	1	6
343	или в	7	6
344	то это	13	6
345	если и	2	6
346	как будто	11	6
347	что эти	1	6
348	может иметь	4	6
349	это конечно	1	6
350	отличие от	3	6
351	дело не	4	6
352	не с	1	6
353	говоря о	1	6
354	только то	4	6
355	чтобы не	2	6
356	это только	2	6
357	как к	1	6
358	на себя	1	6
359	нуждается в	1	6
360	же это	2	6
361	в каком-то	1	6
362	и к	9	5
363	очень много	4	5
364	еще более	3	5
365	формы в	1	5
366	не как	1	5
367	нас в	5	5
368	то не	2	5
369	но что	3	5
370	и даже	21	5
371	более или	2	5
372	а во-вторых	2	5
373	нужно будет	1	5
374	и того	1	5
375	и научная	1	5
376	даже и	33	5
377	в другом	4	5
378	связь между	1	5
379	превращается в	1	5
380	отметить что	1	5
381	и еще	2	5
382	вопросу о	1	5
383	могло бы	3	5
384	кроме того	5	5
385	точка зрения	1	5
386	не то	2	5
387	никогда не	7	5
388	и он	3	5
389	время в	1	5
390	обратить внимание	2	5
391	чем в	2	5
392	как же	3	5
393	в конце	7	5
394	же касается	5	5
395	и у	2	5
396	у него	1	5
397	здесь как	1	5
398	но как	6	5
399	пушкина с	1	5
400	и является	6	5
401	все те	2	5
402	так что	21	5
403	всех этих	6	5
404	одного и	1	5
405	не так	8	5
406	смысле слова	19	5
407	и при	2	5
408	бы привести	1	5
409	в область	1	5
410	мы в	6	5
411	из того	3	5
412	в отношении	4	5
413	конечно и	2	5
414	к его	1	5
415	о котором	1	5
416	широком смысле	2	5
417	то он	3	5
418	относится к	4	5
419	быть не	1	5
420	и тогда	3	5
421	но если	12	5
422	которые можно	1	5
423	только о	3	5
424	не будем	4	5
425	а это	6	5
426	о нем	2	5
427	и от	11	5
428	мы находим	8	5
429	но с	2	5
430	язык и	1	5
431	по своему	6	5
432	для нашей	1	5
433	или менее	2	5
434	это так	2	5
435	только не	6	5
436	говорим о	5	5
437	мы должны	13	5
438	учения о	2	5
439	или иначе	2	5
440	что можно	1	5
441	отношение к	1	5
442	в каких	1	5
443	и только	10	5
444	есть не	13	5
445	еще раз	2	4
446	мы и	5	4
447	языка что	1	4
448	случае мы	1	4
449	или иных	7	4
450	о чем	4	4
451	говорить что	1	4
452	литературной речи	1	4
453	как они	4	4
454	как об	1	4
455	зрения на	2	4
456	представление о	1	4
457	само собою	1	4
458	а а	1	4
459	так например	1	4
460	как только	3	4
461	и где	1	4
462	так называемых	1	4
463	к этой	2	4
464	к другой	3	4
465	и прочих	2	4
