N	3gram	Vygotskiy_	VerxiiNi
1	вместе с тем	4	8
2	с одной стороны	10	7
3	с точки зрения	12	6
4	во всяком случае	2	6
5	друг с другом	10	5
6	а с другой	3	5
7	до сих пор	3	5
8	для того чтобы	20	5
9	в том числе	2	5
10	более или менее	1	5
11	том числе и	2	4
12	и вместе с	1	4
13	но все же	2	4
14	о том что	7	4
15	к тому же	1	4
16	в том что	33	3
17	в конце концов	2	3
18	и таким образом	1	3
19	так же как	9	3
20	в связи с	6	3
21	тем не менее	1	3
22	ничего общего с	3	2
23	и потому что	1	2
24	те и другие	11	2
25	той или иной	1	2
26	не только для	1	2
27	между этими двумя	2	2
28	то что он	3	2
29	на то что	5	2
30	что и те	1	2
31	таким образом в	2	2
32	с самого начала	8	2
33	может быть даже	1	2
34	но вместе с	3	2
35	то ни было	1	2
36	этой точки зрения	7	2
37	то же самое	7	2
38	и те и	1	2
39	по сравнению с	9	2
40	можно сказать что	7	2
41	бы то ни	1	2
42	в этом отношении	7	2
43	потому что и	2	2
44	в том виде	1	2
45	в то же	1	2
46	влечет за собой	1	2
47	с этой точки	7	2
48	друг на друга	2	2
49	мы видели что	2	1
50	не совсем так	1	1
51	начинается с того	2	1
52	сами по себе	1	1
53	так и в	1	1
54	на каждом шагу	3	1
55	к тем же	1	1
56	не имеющие ничего	1	1
57	но при этом	2	1
58	что оно имеет	1	1
59	в силу этого	1	1
60	в первом случае	2	1
61	потому что в	4	1
62	в этот период	3	1
63	все более и	3	1
64	именно потому что	3	1
65	сказать что в	1	1
66	в свою очередь	4	1
67	в одном и	1	1
68	и тот же	5	1
69	в настоящее время	2	1
70	не только не	7	1
71	чуть ли не	1	1
72	казалось бы должно	1	1
73	смысле этого слова	2	1
74	найти выход из	1	1
75	речь идет о	1	1
76	в этом направлении	1	1
77	развития тем более	1	1
78	имеющие ничего общего	1	1
79	в этой области	3	1
80	тем что в	1	1
81	мы видим что	2	1
82	и только в	1	1
83	не может быть	4	1
84	с первого взгляда	1	1
85	что оно является	2	1
86	по отношению к	19	1
87	данном случае мы	1	1
88	с другом не	1	1
89	в данном случае	3	1
90	мы имеем в	1	1
91	и все же	1	1
92	этим дело не	1	1
93	а потому что	2	1
94	в отличие от	3	1
95	и никогда не	1	1
96	что в этой	1	1
97	дело не исчерпывается	1	1
98	по своему значению	2	1
99	приводит к их	1	1
100	а не как	2	1
101	после того как	1	1
102	не имеет никакого	1	1
103	в смысле общего	1	1
104	в первую очередь	4	1
105	в прямом смысле	1	1
106	тем или иным	2	1
107	что в этом	1	1
108	точки зрения есть	1	1
109	и того же	8	1
110	один и тот	5	1
111	но этим дело	1	1
112	случае мы имеем	1	1
113	не может не	3	1
114	имеем в виду	1	1
115	что все эти	1	1
116	с тем что	3	1
117	в связь с	1	1
118	в широком смысле	1	1
119	того момента когда	1	1
120	психологической точки зрения	2	1
121	может быть в	1	1
122	на этот раз	1	1
123	в самом деле	6	1
124	к этому что	1	1
125	что происходит в	1	1
126	это мы и	1	1
127	в этом процессе	1	1
128	состоит в том	7	1
129	совершенно так же	1	1
130	только то что	2	1
131	что мы знаем	1	1
132	в чем именно	1	1
133	причину того что	1	1
134	как бы в	1	1
135	с другой стороны	8	1
136	тем и другим	1	1
137	с психологической точки	1	1
138	мы уже говорили	2	1
139	к нему в	1	1
140	то что эти	1	1
141	о том как	3	1
142	что в области	1	1
143	не совпадает с	1	1
144	того что оно	1	1
145	в то время	4	1
146	самом деле если	2	1
147	только тогда когда	2	1
148	и т.д то	1	1
149	другой стороны сами	1	1
150	более и более	3	1
151	что и в	1	1
152	одного и того	8	1
153	в этом последнем	1	1
154	не связанные с	1	1
155	и требует от	1	1
156	друг к другу	3	1
