N	2gram	Voloshinov	Morfolog
1	может быть	13	61
2	и пр	4	45
3	таким образом	8	26
4	действующих лиц	1	22
5	так как	8	20
6	мы имеем	2	19
7	не может	13	19
8	в этом	10	18
9	в этих	2	17
10	представляет собой	2	17
11	и в	42	17
12	и не	14	16
13	мы видим	4	15
14	перед нами	3	14
15	с этим	2	14
16	прежде всего	22	14
17	эта форма	1	14
18	по существу	1	13
19	видим что	2	12
20	при помощи	1	12
21	связи с	3	12
22	а не	7	11
23	заметить что	3	11
24	чаще всего	3	11
25	что в	1	10
26	то же	16	10
27	а затем	1	10
28	вопрос о	2	10
29	мы увидим	5	10
30	не всегда	2	10
31	но если	1	10
32	этом случае	3	10
33	в том	3	10
34	так и	7	10
35	что и	3	10
36	в связи	2	10
37	то что	9	10
38	все же	9	9
39	с другой	1	9
40	но и	16	9
41	не только	28	8
42	в результате	1	8
43	имеем в	1	8
44	иногда в	1	8
45	мы не	9	8
46	в качестве	4	8
47	но не	2	8
48	в тех	3	8
49	а в	5	8
50	как мы	10	8
51	один из	4	7
52	и здесь	3	7
53	если в	1	7
54	не могут	1	7
55	не менее	1	7
56	том что	3	7
57	потому что	7	7
58	по отношению	2	7
59	наряду с	1	7
60	точки зрения	11	7
61	как это	5	7
62	тем не	1	7
63	образом мы	1	7
64	отношению к	2	7
65	и другие	1	6
66	о том	4	6
67	как бы	30	6
68	увидим ниже	1	6
69	но это	2	6
70	это не	3	6
71	с точки	5	6
72	в нашем	5	6
73	или в	2	6
74	и как	10	6
75	вовсе не	2	6
76	во всех	6	6
77	если мы	4	6
78	также и	2	6
79	в форме	6	6
80	во время	1	6
81	этот момент	1	5
82	из которых	3	5
83	другой стороны	1	5
84	вслед за	1	5
85	что он	2	5
86	как в	3	5
87	со стороны	1	5
88	герой получает	1	5
89	хотя бы	18	5
90	было бы	7	5
91	к тому	4	5
92	ничего не	8	5
93	не будем	1	5
94	хотя и	3	5
95	то мы	3	5
96	прежде чем	2	5
97	тому что	5	5
98	ясно что	2	5
99	все эти	3	5
100	одна из	1	5
101	между собой	2	5
102	в поле	1	5
103	на его	6	5
104	об этом	3	5
105	там где	1	5
106	мы можем	7	5
107	тому как	1	5
108	между тем	3	5
109	он не	2	5
110	если же	1	5
111	главным образом	3	5
112	в целом	4	5
113	и к	4	4
114	пока же	1	4
115	смысле слова	1	4
116	на этом	1	4
117	как и	12	4
118	самом деле	5	4
119	но все	5	4
120	тем что	2	4
121	уже не	4	4
122	еще не	3	4
123	не является	5	4
124	тех же	1	4
125	того чтобы	7	4
126	говорить о	1	4
127	так же	4	4
128	сказать что	3	4
129	на него	4	4
130	и для	3	4
131	из них	3	4
132	но в	5	4
133	его самого	1	4
134	несмотря на	3	4
135	на самом	3	4
136	не хватает	1	4
137	его в	4	4
138	что его	1	4
139	с теми	1	4
140	к этому	2	4
141	в то	9	4
142	мы уже	11	4
143	в руки	1	4
144	можно было	4	4
145	этот вопрос	2	4
146	от того	3	4
147	могла бы	1	4
148	оно может	1	4
149	независимо от	5	4
150	утверждать что	1	3
151	собственном смысле	1	3
152	та же	3	3
153	в последнем	1	3
154	мы приходим	1	3
155	с этой	1	3
156	и при	2	3
157	что это	4	3
158	это уже	1	3
159	в сущности	1	3
160	одному из	1	3
161	ни в	1	3
162	с собой	2	3
163	только в	7	3
164	здесь мы	3	3
165	из двух	2	3
166	или на	1	3
167	в собственном	1	3
168	состоит из	1	3
169	но мы	2	3
170	на первый	2	3
171	не существует	4	3
172	и что	1	3
173	для того	9	3
174	и тогда	2	3
175	или не	1	3
176	целый ряд	3	3
177	и вне	1	3
178	так например	1	3
179	здесь не	2	3
180	с его	8	3
181	кроме того	2	3
182	что при	1	3
183	он должен	3	3
184	к нему	2	3
185	то в	1	3
186	первый взгляд	2	3
187	не происходит	1	3
188	что эти	3	3
189	благодаря этому	1	3
190	который может	1	3
191	того что	4	3
192	что такое	4	3
193	ее в	1	3
194	но как	2	3
195	у нас	4	3
196	это и	1	3
197	и есть	1	3
198	в виде	1	3
199	а на	2	3
200	в таких	1	3
201	как же	1	3
202	к чему	2	3
203	из приведенных	1	3
204	как таковое	2	3
205	но для	3	3
206	здесь же	1	3
207	в какой	2	3
208	приходим к	1	3
209	большинстве случаев	1	3
210	даже не	1	3
211	вопроса о	4	3
212	как уже	2	3
213	для наших	3	3
214	в ход	1	3
215	если бы	4	3
216	друг друга	2	3
217	мы должны	10	3
218	и тем	7	3
219	не в	6	3
220	в которой	7	3
221	и их	5	3
222	в начале	3	3
223	в пределах	2	3
224	в большинстве	1	3
225	значение и	2	3
226	в этой	6	3
227	не значит	1	3
228	мы будем	6	3
229	же в	1	3
230	все еще	1	3
231	на то	1	3
232	и его	7	3
233	и по	1	3
234	следует за	1	3
235	не так	3	2
236	является в	1	2
237	можно заметить	1	2
238	и этот	2	2
239	как таковой	3	2
240	без такого	1	2
241	если он	3	2
242	и становятся	1	2
243	материала но	1	2
244	и дает	1	2
245	не с	3	2
246	которое может	3	2
247	как они	1	2
248	в своих	2	2
249	более или	1	2
250	образом если	1	2
251	выпадает из	1	2
252	но вот	3	2
253	например в	1	2
254	в числе	1	2
255	с тем	8	2
256	многих других	1	2
257	их в	3	2
258	вряд ли	3	2
259	случаях всегда	1	2
260	совершенно одинаково	1	2
261	в которых	2	2
262	когда в	1	2
263	роль в	3	2
264	в каком	2	2
265	показать как	1	2
266	но оно	1	2
267	его и	3	2
268	можно сказать	4	2
269	ответить на	2	2
270	того как	1	2
271	в основе	3	2
272	на новые	1	2
273	что этот	1	2
274	что мы	11	2
275	с изучением	1	2
276	как например	2	2
277	нельзя было	1	2
278	такой случай	1	2
279	чему не	2	2
280	в другом	1	2
281	в каких	1	2
282	в середине	2	2
283	особое место	1	2
284	и больше	2	2
285	он получает	1	2
286	увидим что	2	2
287	в одном	4	2
288	и когда	2	2
289	основные элементы	1	2
290	превращается в	1	2
291	более сложный	1	2
292	не что	4	2
293	так называемых	1	2
294	например на	1	2
295	в глаза	1	2
296	что же	8	2
297	без всякого	1	2
298	носит характер	1	2
299	в данной	4	2
300	тем же	4	2
301	тех случаях	2	2
302	одной из	2	2
303	на этот	2	2
304	он может	1	2
305	что именно	4	2
306	по отдельным	1	2
307	себя в	4	2
308	заставляет его	1	2
309	для него	3	2
310	ответ на	3	2
311	или наоборот	1	2
312	ничем не	2	2
313	что иное	2	2
314	может не	1	2
315	на вопрос	1	2
316	в основу	1	2
317	наших целей	2	2
318	ни к	2	2
319	этом отношении	2	2
320	их как	1	2
321	для нас	3	2
322	все это	4	2
323	с другими	2	2
324	в интересах	1	2
325	иногда и	1	2
326	не знает	3	2
327	не сумеем	2	2
328	наших дней	1	2
329	а впоследствии	1	2
330	это мы	1	2
331	одним из	1	2
332	это еще	1	2
333	вообще не	1	2
334	лишь с	1	2
335	дома в	1	2
336	случаях когда	2	2
337	же быть	1	2
338	у него	1	2
339	перейти к	2	2
340	по своему	3	2
341	за другим	1	2
342	незадолго до	1	2
343	в чем	1	2
344	путь к	1	2
345	или менее	1	2
346	это так	1	2
347	в одной	1	2
348	чтобы его	1	2
349	бы в	6	2
350	случаях не	1	2
351	о происхождении	2	2
352	а с	5	2
353	в наши	1	2
354	и даже	3	2
355	она не	1	2
356	нет но	1	2
357	ту же	2	2
358	здесь только	1	2
359	дело не	1	2
360	в частности	3	2
