N	2gram	Vinokur_Vv	KFilosof
1	может быть	30	45
2	в его	12	42
3	в нем	13	32
4	не может	19	29
5	и не	13	28
6	и в	35	28
7	по отношению	4	26
8	в котором	4	24
9	не есть	5	22
10	отношению к	4	22
11	в себе	4	21
12	только в	16	18
13	и его	6	18
14	в своем	3	17
15	в ее	11	17
16	а не	5	17
17	в этом	35	15
18	для него	1	13
19	как момент	1	13
20	не в	10	13
21	точки зрения	12	13
22	к нему	3	12
23	но не	9	12
24	и это	6	12
25	в своей	4	11
26	все эти	3	11
27	во всех	2	11
28	из себя	1	11
29	все это	6	10
30	это не	8	10
31	с точки	4	10
32	и есть	3	10
33	бытия и	1	10
34	от себя	3	10
35	и для	4	10
36	в целом	5	10
37	в их	12	9
38	и все	1	9
39	единого и	2	9
40	но и	7	9
41	как бы	7	9
42	для нее	2	9
43	не было	2	8
44	если бы	3	8
45	быть только	1	8
46	со стороны	16	8
47	было бы	7	8
48	лишь в	1	8
49	в себя	1	8
50	жизни и	2	8
51	себя в	2	8
52	во всем	2	7
53	и здесь	3	7
54	что и	5	7
55	должен быть	4	7
56	вовсе не	6	7
57	уже не	6	7
58	совершенно не	1	7
59	то что	19	7
60	для себя	1	7
61	момент в	1	7
62	должно быть	2	6
63	не значит	1	6
64	но все	4	6
65	не имеет	4	6
66	и я	1	6
67	в том	38	6
68	отношение к	3	6
69	место в	1	6
70	но это	2	6
71	мира в	1	6
72	от его	1	5
73	то же	11	5
74	ко всему	1	5
75	мы имеем	4	5
76	не только	26	5
77	с ним	1	5
78	но как	2	5
79	его в	6	5
80	есть лишь	2	5
81	но в	10	5
82	именно в	8	5
83	но ведь	4	5
84	как и	7	5
85	все же	9	5
86	еще не	4	5
87	время и	1	5
88	хотя бы	6	5
89	в одном	4	5
90	а в	6	5
91	единое и	1	5
92	я и	1	5
93	культуры и	1	5
94	жизни как	2	5
95	никогда не	3	5
96	что в	13	4
97	поскольку мы	1	4
98	бытие не	1	4
99	познания и	2	4
100	должна быть	2	4
101	при этом	3	4
102	ни было	1	4
103	что это	3	4
104	не как	3	4
105	для нас	1	4
106	прежде всего	10	4
107	в своих	2	4
108	места и	1	4
109	с ними	1	4
110	это противопоставление	1	4
111	том что	30	4
112	в чем	4	4
113	в каком	3	4
114	могло бы	2	4
115	входит в	3	4
116	только как	7	4
117	нисколько не	3	4
118	во всей	1	4
119	не по	1	4
120	между тем	10	4
121	времени и	4	4
122	и т.д	5	4
123	к ним	1	4
124	быть в	5	4
125	из него	2	4
126	ближе к	2	3
127	та же	1	3
128	и на	3	3
129	слово не	1	3
130	здесь нет	4	3
131	на язык	1	3
132	мы не	2	3
133	тогда когда	4	3
134	для которой	1	3
135	того что	12	3
136	и этим	1	3
137	на самом	1	3
138	ясно что	11	3
139	в виду	5	3
140	и тот	1	3
141	самом деле	7	3
142	в некотором	1	3
143	тем что	6	3
144	но для	1	3
145	меня в	1	3
146	что этот	1	3
147	не дает	1	3
148	рядом с	2	3
149	не менее	9	3
150	для этой	1	3
151	по своему	5	3
152	здесь не	3	3
153	лишь как	2	3
154	себе и	2	3
155	в момент	1	3
156	и другого	1	3
157	той или	3	3
158	в каждом	4	3
159	себя не	1	3
160	это и	1	3
161	того или	1	3
162	бы и	3	3
163	ясно и	1	3
164	что не	5	3
165	отсюда и	2	3
166	но здесь	1	3
167	в свою	2	3
168	не должен	1	3
169	не должно	1	3
170	в другом	3	3
171	для того	23	3
172	и должна	1	3
173	в ней	3	3
174	быть и	2	3
175	и та	1	3
176	этом смысле	11	3
177	от того	3	3
178	человека и	1	3
179	а лишь	1	3
180	мы здесь	1	3
181	из его	2	3
182	нет и	1	3
183	не быть	1	3
184	только с	4	3
185	могут быть	6	3
186	это единство	1	3
187	до конца	3	3
188	котором мы	1	3
189	о том	16	3
190	в то	6	3
191	для которого	1	3
192	или иного	1	3
193	независимо от	5	3
194	и совершенно	2	3
195	тот же	1	3
196	и тем	5	3
197	ничего не	2	3
198	котором он	2	3
199	или иным	2	2
200	были бы	1	2
201	бы то	1	2
202	как к	1	2
203	всех отношениях	1	2
204	не со	2	2
205	и эти	1	2
206	действительно ли	1	2
207	знать что	1	2
208	один из	6	2
209	и содержания	1	2
210	мышления и	1	2
211	может не	1	2
212	чтобы быть	1	2
213	и того	3	2
214	в определенное	1	2
215	смысле в	2	2
216	дело с	9	2
217	еще более	1	2
218	тому что	2	2
219	а это	1	2
220	именно она	1	2
221	это уже	2	2
222	тем не	9	2
223	так и	2	2
224	отсюда следует	1	2
225	из которых	3	2
226	хх вв	1	2
227	в принципе	3	2
228	и то	7	2
229	и за	1	2
230	в качестве	8	2
231	и принципиально	1	2
232	это есть	2	2
233	по себе	11	2
234	в виде	4	2
235	оно не	1	2
236	не потому	1	2
237	если не	1	2
238	говорим о	1	2
239	ее от	2	2
240	ни одна	2	2
241	однако что	1	2
242	всех его	1	2
243	мы говорим	3	2
244	дело в	5	2
