N	2gram	Losev_Prob	FransuaR
1	и в	64	367
2	то есть	61	209
3	в этом	30	112
4	и не	63	101
5	таким образом	9	100
6	и его	3	99
7	в его	12	98
8	прежде всего	17	92
9	не только	37	87
10	мы уже	8	85
11	но и	23	84
12	как бы	18	82
13	все эти	15	79
14	вовсе не	60	77
15	в романе	1	77
16	как и	7	76
17	в нем	14	75
18	но в	19	75
19	и на	11	72
20	и др	2	72
21	в том	19	71
22	как мы	10	71
23	то же	10	66
24	и все	9	66
25	в них	8	65
26	в этой	14	65
27	так и	17	65
28	и с	12	64
29	в сущности	2	64
30	в то	7	63
31	во время	1	63
32	во всех	9	62
33	все это	11	62
34	что в	21	52
35	в своем	7	51
36	только в	19	48
37	так как	16	46
38	и до	3	46
39	том что	26	45
40	в году	1	44
41	то что	72	41
42	здесь в	4	41
43	жизни и	1	40
44	в самом	10	38
45	точки зрения	5	37
46	в ней	1	37
47	с его	3	36
48	о том	25	35
49	он был	2	35
50	может быть	29	35
51	мы видим	2	35
52	сказать что	33	34
53	и даже	19	34
54	в себе	16	34
55	мы видели	1	32
56	в конце	13	32
57	он не	5	32
58	для него	2	32
59	до конца	1	31
60	в литературе	4	31
61	в своей	8	31
62	нового времени	1	31
63	так же	12	30
64	но он	3	30
65	один из	7	30
66	потому что	24	30
67	той же	2	30
68	и потому	3	30
69	никогда не	8	30
70	еще не	18	29
71	связи с	8	29
72	в этих	7	29
73	что он	11	29
74	не может	18	29
75	при этом	8	29
76	его в	9	29
77	не в	6	29
78	и к	2	28
79	из них	3	28
80	всех этих	11	28
81	также и	22	28
82	в той	2	28
83	в основе	4	28
84	здесь и	1	28
85	сих пор	6	27
86	до сих	6	27
87	том числе	2	27
88	все же	7	27
89	по своему	14	27
90	роль в	2	27
91	и их	4	27
92	кроме того	7	26
93	в условиях	2	26
94	все они	2	26
95	на самом	9	25
96	в области	8	25
97	но это	11	25
98	мира и	1	25
99	он и	8	24
100	но не	13	24
101	например в	2	24
102	в ее	3	24
103	и от	3	24
104	как в	5	24
105	того чтобы	10	24
106	времени и	1	24
107	в частности	5	24
108	отношение к	1	24
109	так сказать	1	23
110	и здесь	8	23
111	с ним	4	23
112	и для	10	23
113	в их	7	23
114	есть и	4	23
115	к нему	5	23
116	это не	7	23
117	еще и	9	23
118	даже в	2	22
119	не было	7	22
120	а в	7	22
121	тем что	10	22
122	что и	2	22
123	и других	1	22
124	поэтому и	2	22
125	вместе с	4	22
126	и во	4	22
127	и о	11	22
128	в своих	3	21
129	именно в	5	21
130	в отношении	7	21
131	уже в	6	21
132	и как	10	21
133	есть в	9	21
134	в качестве	3	21
135	одним из	2	21
136	что это	4	21
137	ни в	13	21
138	и наконец	3	21
139	в виду	10	20
140	в связи	7	20
141	и это	13	20
142	в значительной	2	20
143	одной из	1	20
144	этом отношении	2	20
145	с точки	3	20
146	как раз	20	20
147	а также	6	20
148	самом деле	10	20
149	их в	6	19
150	к этому	1	19
151	в эту	2	19
152	того же	3	19
153	за пределы	6	19
154	было бы	16	19
155	с ее	1	19
156	в дальнейшем	5	19
157	с другой	8	19
158	на протяжении	1	19
159	хотя и	8	19
160	в ту	1	19
161	далеко не	9	19
162	мы находим	2	18
163	со всеми	2	18
164	конечно и	1	18
165	здесь не	9	18
166	одна из	4	18
167	превращается в	1	18
168	этих образов	1	18
169	на этом	1	18
170	связанные с	1	18
171	перед нами	7	18
172	связан с	1	18
