N	2gram	Bakhtin_Fr	Istorich
1	и в	73	181
2	может быть	5	115
3	не только	11	114
4	что он	8	111
5	мы имеем	2	102
6	что в	14	90
7	но и	15	85
8	в этом	21	81
9	так как	9	75
10	то что	12	73
11	таким образом	34	72
12	вместе с	9	71
13	и не	13	67
14	мы видим	13	65
15	все же	2	65
16	в этих	6	64
17	еще не	3	63
18	не может	4	61
19	так же	11	57
20	то же	16	56
21	никогда не	6	56
22	в том	13	53
23	том что	8	53
24	а в	10	52
25	с другой	3	52
26	потому что	9	52
27	и что	5	51
28	и здесь	5	51
29	что и	6	51
30	мы видели	7	49
31	а не	2	48
32	о том	13	48
33	связь с	2	47
34	его в	3	47
35	не в	12	47
36	другой стороны	2	46
37	превращается в	2	45
38	но в	12	44
39	это не	7	43
40	и его	18	43
41	в нем	18	42
42	только в	7	42
43	как в	9	42
44	представление о	3	41
45	или в	5	39
46	тем что	8	38
47	и на	12	38
48	в его	18	38
49	для нас	2	38
50	как и	19	37
51	уже не	2	37
52	мы уже	25	37
53	он не	4	37
54	так и	13	37
55	знаем что	1	36
56	мы увидим	4	36
57	мы можем	1	36
58	что они	2	35
59	с тем	2	35
60	мы не	2	35
61	все эти	24	35
62	не всегда	1	34
63	связи с	5	34
64	но не	1	34
65	а именно	2	34
66	у него	13	34
67	во время	12	34
68	что это	9	34
69	видим что	2	34
70	представления о	1	33
71	там где	1	33
72	об этом	2	33
73	сих пор	3	32
74	в качестве	11	32
75	один из	5	31
76	прежде всего	18	31
77	то это	1	31
78	так в	1	31
79	ничего не	4	31
80	с этим	4	30
81	с одной	3	30
82	до сих	3	30
83	к нему	7	30
84	при помощи	1	30
85	но все	5	29
86	одной стороны	3	29
87	как мы	19	29
88	но это	3	29
89	и другие	3	28
90	и с	17	28
91	например в	8	28
92	героя в	2	27
93	так что	2	27
94	в образе	6	27
95	того что	5	27
96	в ином	1	27
97	как он	4	27
98	как это	2	26
99	на него	2	26
100	мы здесь	3	26
101	и др	12	26
102	в ней	10	26
103	в дальнейшем	3	25
104	и он	4	25
105	к этому	5	24
106	было бы	5	24
107	того как	7	24
108	в виде	2	24
109	что мы	2	24
110	представлений о	3	23
111	их в	5	23
112	в доме	2	23
113	как бы	15	23
114	и это	6	23
115	в этой	18	23
116	имеем в	2	23
117	не будем	2	23
118	все это	19	23
119	в частности	2	23
120	и по	4	22
121	с ним	6	22
122	при этом	5	22
123	в некоторых	1	22
124	связано с	3	21
125	в другом	4	21
126	в одном	5	21
127	сказать что	4	21
128	о смерти	1	21
129	в связи	3	21
130	связан с	3	21
131	должны были	1	21
132	здесь не	2	21
133	к тому	2	21
134	они не	2	21
135	ее в	1	21
136	из них	6	20
137	из этих	1	20
138	она не	1	20
139	эта связь	1	20
140	наряду с	1	20
141	одна из	7	20
142	в свете	3	20
143	в других	2	20
144	очень часто	5	20
145	в силу	1	20
146	видели что	1	20
147	другими словами	2	20
148	а затем	1	19
149	с собой	2	19
150	так например	2	19
151	что у	3	19
152	на том	2	19
153	но он	8	19
154	в тех	1	19
155	в другой	2	19
156	не совсем	2	19
157	есть и	4	19
158	и как	5	19
159	после того	6	19
160	вход в	4	19
161	после этого	1	18
162	в то	14	18
163	в данном	3	18
164	вовсе не	11	18
165	в них	14	17
166	очень много	1	17
167	и этим	2	17
168	том как	3	17
169	по существу	8	17
170	дело не	2	17
171	и она	1	16
172	во всех	13	16
173	этот вопрос	1	16
174	возможно что	3	16
175	всех этих	2	16
176	и они	1	16
177	то мы	1	16
178	в котором	4	16
179	между двумя	1	16
180	не вполне	1	16
181	и все	19	16
182	перед нами	5	16
183	что мотив	1	16
184	даже в	4	15
185	в пределах	1	15
186	увидим что	1	15
187	но есть	3	15
188	в особенности	5	15
189	уже знаем	1	15
190	и то	3	15
191	в своей	4	15
192	в которых	3	15
193	данном случае	1	15
194	его и	1	15
195	и там	1	15
196	в одной	5	15
197	и эти	2	15
198	как будто	1	15
199	и даже	4	15
200	на его	1	15
201	и тем	3	15
202	он в	2	15
203	тот кто	1	15
204	в целом	1	15
205	с этой	4	14
206	от него	3	14
207	на смену	1	14
208	по отношению	3	14
209	находится в	2	14
210	можно было	4	14
211	мы еще	3	14
212	в него	4	14
213	и ее	2	14
214	одной из	5	14
215	у нас	4	14
216	образом мы	1	14
217	его на	1	14
218	должна быть	3	14
219	но они	3	14
220	и есть	3	14
221	из которых	2	14
222	с ней	1	14
223	такое же	2	14
224	должен был	1	14
225	а также	8	14
226	уже видели	2	14
227	отношение к	3	14
228	него и	2	14
229	отношению к	3	14
230	и наконец	6	14
231	на ней	1	13
232	в своем	13	13
233	на котором	1	13
234	время как	1	13
235	по себе	2	13
236	то время	1	13
237	тогда как	1	13
238	и для	8	13
239	в себе	16	13
240	в таких	2	13
241	все что	5	13
242	своего рода	3	13
243	не просто	3	13
244	и у	7	13
245	на этом	6	13
246	в форме	6	13
247	в нее	3	13
248	и от	10	13
249	с ними	4	13
250	не имеет	4	13
251	смерти и	1	13
252	в книге	2	13
253	его не	1	13
254	и если	1	13
255	что иное	1	13
256	таким же	4	13
257	во всем	5	12
258	кроме того	6	12
259	на землю	2	12
260	к себе	3	12
261	в основном	2	12
262	о нем	3	12
263	в их	5	12
264	к этой	1	12
265	как только	1	12
266	не знает	4	12
267	одним из	3	12
268	между прочим	2	12
269	дает ему	2	12
270	с мотивом	2	12
271	в более	4	12
272	и их	5	12
273	у нее	1	12
274	только после	1	12
275	в этот	1	11
276	некоторое время	1	11
277	к которому	2	11
278	точки зрения	6	11
279	я не	3	11
280	от этого	3	11
281	связанные с	4	11
282	никто не	11	11
283	иное как	1	11
284	у меня	2	11
285	только с	2	11
286	уже в	9	11
287	на нее	1	11
288	огонь и	1	11
289	здесь еще	1	11
290	же в	2	11
291	происходит в	1	11
292	если он	1	11
293	восходит к	1	11
294	но уже	3	11
295	не что	1	11
296	хотя и	5	11
297	же мы	2	11
298	но оно	3	11
299	и вот	3	11
300	на которой	3	11
301	и более	1	11
302	этого не	1	11
303	такой же	3	11
304	человека в	3	11
305	далеко не	2	11
306	и к	6	10
307	не как	2	10
308	на земле	5	10
309	к ним	1	10
310	от них	2	10
311	не было	4	10
312	в которой	3	10
313	а с	1	10
314	его к	3	10
315	вслед за	1	10
316	еще один	2	10
317	связанных с	5	10
318	что же	1	10
319	но если	1	10
320	ее на	1	10
321	он и	2	10
322	связаны с	7	10
323	и других	3	10
324	о чем	2	10
325	говорит о	2	10
326	там же	1	10
327	начинается с	2	10
328	в это	3	10
329	на этой	4	10
330	не должен	1	10
331	в различных	2	10
332	не мог	2	10
333	себя в	3	10
334	в состоянии	2	10
335	в ее	6	10
336	эта форма	1	10
337	известно что	1	10
338	ни в	7	10
339	ли он	1	10
340	своего отца	1	10
341	не знаем	2	10
342	он может	3	10
343	а на	4	10
344	указывает на	1	10
345	царство и	1	10
346	есть только	3	10
347	что эти	1	10
348	в воду	1	10
349	то чего	1	10
350	под землей	1	10
351	более или	3	9
352	на первый	2	9
353	но эти	2	9
354	только на	2	9
355	себе в	3	9
356	том чтобы	1	9
357	является и	4	9
358	в чем	3	9
359	героя и	1	9
360	не будет	1	9
361	и хотя	1	9
362	также не	1	9
363	на небе	3	9
364	и так	2	9
365	это и	1	9
366	в течение	2	9
367	в свою	3	9
368	целый ряд	4	9
369	представлениями о	3	9
370	на этот	1	9
371	тот же	3	9
372	он должен	1	9
373	из этого	2	9
374	в индии	5	9
375	которой он	2	9
376	вот почему	1	9
377	когда она	1	9
378	представлением о	1	9
379	следующим образом	1	9
380	мертвых и	1	9
381	с представлениями	1	9
382	что за	1	9
383	не могут	3	9
384	в себя	3	9
385	том свете	1	9
386	он показывает	1	9
387	а как	1	9
388	здесь нет	3	9
389	в основе	3	9
390	в истории	3	9
391	с его	5	9
392	из него	1	9
393	ему в	2	9
394	но по	3	9
395	или менее	3	9
396	это так	1	9
397	но здесь	2	9
398	стороны и	1	9
399	что на	1	9
400	по этому	4	9
401	жизни и	6	9
402	и сам	2	8
403	именно в	4	8
404	во всяком	2	8
405	он был	7	8
406	конечно не	2	8
407	еще одну	1	8
408	есть еще	1	8
409	большинстве случаев	9	8
410	чем это	1	8
411	на другой	2	8
412	мы будем	1	8
413	доказывает что	1	8
414	не так	1	8
415	та же	7	8
416	на нем	1	8
417	также что	3	8
418	с целью	1	8
419	солнца и	2	8
420	в отдельности	3	8
421	из его	1	8
422	именно на	2	8
423	и наоборот	1	8
424	у них	3	8
425	смерть и	2	8
426	смысле этого	1	8
427	ту же	3	8
428	или даже	2	8
429	и потому	6	8
430	в преисподнюю	25	8
431	но она	1	8
432	не с	1	8
433	оказывается что	3	8
434	тем самым	3	8
435	же самое	1	8
436	которые в	2	8
437	для этого	2	8
438	можно наблюдать	2	8
439	или по	1	8
440	одно из	2	8
441	роль в	4	8
442	и стал	2	8
443	а он	1	8
444	он на	1	8
445	в страну	3	8
446	что его	2	8
447	с представлением	1	8
448	здесь же	2	8
449	встречается в	1	8
450	в целях	2	8
451	что ты	1	8
452	иногда это	1	8
453	образом и	2	8
454	и из	2	8
455	за это	1	8
456	здесь в	9	8
457	но с	3	8
458	и эта	4	8
459	вообще не	1	8
460	смерти в	4	8
461	должен быть	4	8
462	это явление	2	8
463	он говорит	2	8
464	в жизни	1	8
465	на это	1	8
466	приведем еще	1	7
467	и когда	3	7
468	уже и	1	7
469	имеется у	1	7
470	этот момент	2	7
471	землю и	4	7
472	и некоторые	1	7
473	не есть	2	7
474	между собой	2	7
475	здесь и	5	7
476	в эту	2	7
477	под влиянием	1	7
478	случаев в	2	7
479	в работе	1	7
480	между тем	2	7
481	над ним	1	7
482	и при	1	7
483	большую роль	1	7
484	вспомним что	1	7
485	самом деле	4	7
486	обращается к	1	7
487	превращаются в	3	7
488	к которым	1	7
489	то здесь	1	7
490	где он	1	7
491	на самом	2	7
492	образом в	2	7
493	в стране	1	7
494	но эта	2	7
495	на них	3	7
496	не по	1	7
