N	2gram	Vygotskiy_	VeschiIm
1	не есть	5	79
2	и не	16	57
3	не только	16	48
4	то что	27	48
5	не может	11	46
6	и в	38	45
7	может быть	25	39
8	а не	7	37
9	значит что	6	32
10	это значит	6	30
11	общения с	3	25
12	потому что	14	25
13	не просто	3	24
14	было бы	15	24
15	только в	16	23
16	по себе	11	23
17	что она	7	23
18	в себе	9	23
19	сказать что	10	22
20	в смысле	9	22
21	и что	15	22
22	как бы	17	20
23	что такое	1	20
24	и следовательно	1	20
25	что это	8	19
26	что же	1	19
27	с нею	2	19
28	но и	9	19
29	и ее	1	19
30	в этом	35	18
31	все же	11	18
32	так как	19	17
33	что мы	18	17
34	прежде всего	6	17
35	и это	7	17
36	есть не	1	17
37	таким образом	36	16
38	оно есть	1	16
39	того что	17	16
40	как раз	1	16
41	как и	20	15
42	уже не	3	15
43	в том	59	15
44	в ней	3	15
45	но это	7	14
46	и то	9	14
47	не в	10	14
48	в самом	8	13
49	не будет	2	13
50	том что	44	13
51	об имени	1	13
52	и больше	1	13
53	есть и	2	13
54	и для	4	13
55	это и	1	13
56	в себя	3	13
57	то ни	1	13
58	что в	31	12
59	и с	5	12
60	вещи как	2	12
61	бы то	1	12
62	то же	18	12
63	и даже	4	12
64	есть нечто	1	12
65	о том	6	12
66	еще не	6	12
67	не что	2	12
68	если мы	12	12
69	точки зрения	27	12
70	но если	2	12
71	что они	23	12
72	что иное	2	12
73	ни было	2	12
74	совершенно не	1	12
75	что и	14	12
76	и как	11	12
77	если она	1	12
78	иное как	2	12
79	и их	4	11
80	содержит в	2	11
81	не менее	8	11
82	еще и	2	11
83	тем не	6	11
84	ни в	12	11
85	что не	1	11
86	вовсе не	5	11
87	предполагает что	1	11
88	также и	3	11
89	в то	5	11
90	и только	4	11
91	вещи не	1	11
92	вещи в	1	10
93	в чем	2	10
94	что оно	8	10
95	ясно что	4	10
96	с ее	5	10
97	есть ли	1	10
98	с ним	4	9
99	в результате	6	9
100	со стороны	1	9
101	бы и	2	9
102	то и	5	9
103	хотя бы	2	9
104	нисколько не	3	9
105	говорить о	1	9
106	в своем	9	9
107	должно быть	3	9
108	это не	5	9
109	у нас	1	9
110	но что	3	9
111	бы в	5	9
112	если оно	1	9
113	она не	1	9
114	другими словами	3	9
115	так что	3	9
116	но не	7	9
117	на то	7	9
118	и его	5	9
119	как с	4	8
120	это есть	1	8
121	если бы	12	8
122	с тем	18	8
123	что он	13	8
124	отличается от	5	8
125	в свете	2	8
126	по сравнению	6	8
127	но в	4	8
128	мы не	14	8
129	мы имеем	6	8
130	для него	6	8
131	в ее	1	8
132	все это	8	8
133	с другими	3	8
134	в отношении	14	8
135	его в	8	8
136	указывает на	3	8
137	только и	2	8
138	и потому	2	8
139	даже не	1	8
140	с другой	11	8
141	можно сказать	2	8
142	отнюдь не	6	8
143	с этой	6	7
144	в сущности	3	7
145	оно не	3	7
146	самом деле	4	7
147	все эти	9	7
148	тем что	12	7
149	сравнению с	4	7
150	ни на	3	7
151	в действительности	3	7
152	относится к	1	7
153	и тогда	2	7
154	слова и	8	7
155	не потому	1	7
156	можно ли	2	7
157	без всякого	1	7
158	мог бы	5	7
159	или не	1	7
160	вообще не	3	7
161	сама по	1	7
162	я не	1	7
163	и тем	8	7
164	от того	8	7
165	а в	7	7
166	из них	5	7
167	с чем	1	7
168	в той	2	6
169	с полной	1	6
170	для себя	2	6
171	в разных	1	6
172	мы говорим	1	6
173	их в	6	6
174	в своей	9	6
175	в каком	3	6
176	в данном	1	6
177	из себя	1	6
178	в одном	4	6
179	вообще но	1	6
180	и до	1	6
181	как только	1	6
182	одна из	2	6
183	вопрос о	2	6
184	в сфере	3	6
185	несмотря на	1	6
186	с точки	11	6
187	данной вещи	1	6
188	все равно	4	6
189	или иначе	2	6
190	и другое	7	6
191	между ними	6	6
192	в нем	4	6
193	и вообще	1	6
194	так или	1	6
195	определенным образом	1	6
196	что является	2	6
197	одно и	7	6
198	можно было	10	6
199	этот вопрос	5	6
200	когда мы	2	6
201	как мы	14	6
202	тех или	1	6
203	независимо от	5	6
204	и все	5	6
205	никогда не	11	6
206	больше того	1	6
207	даже больше	1	6
208	все что	4	5
209	как это	16	5
210	в настоящем	2	5
211	один из	8	5
212	и здесь	5	5
213	даже и	1	5
214	со всем	1	5
215	тогда когда	10	5
216	подобно тому	1	5
217	в жизни	3	5
218	ничем не	2	5
219	но имя	1	5
220	вместе с	18	5
221	да и	1	5
222	и достаточно	1	5
223	в свою	4	5
224	быть не	2	5
225	с а	1	5
226	и след	1	5
227	и когда	3	5
228	свою очередь	3	5
229	вообще и	2	5
230	нет и	1	5
231	точка зрения	1	5
232	того же	12	5
233	только не	2	5
234	во всех	3	5
235	мы видим	13	5
236	что у	3	5
237	и мы	2	5
238	в его	22	5
239	хотя и	2	5
240	не содержит	1	5
241	как можно	1	5
242	мы находим	3	5
243	от всех	2	5
244	в которой	4	5
245	на себя	2	5
246	в понятии	6	5
247	как она	4	5
248	об этом	2	5
249	должен быть	1	5
250	кроме того	1	5
251	действительности и	1	5
252	тому как	2	5
253	когда я	1	5
254	мы должны	15	5
255	или как	2	5
256	на это	1	5
257	что для	1	5
258	для этого	3	5
259	в чисто	2	5
260	и от	5	4
261	не мешает	1	4
262	собственном смысле	12	4
263	образом и	1	4
264	или других	1	4
265	переходит в	1	4
266	как понятие	1	4
267	еще более	1	4
268	сам по	2	4
269	говорит о	1	4
270	о которой	1	4
271	равным образом	4	4
272	сводится к	1	4
273	более или	3	4
274	этой точки	4	4
275	есть в	1	4
276	если это	2	4
277	то время	5	4
278	с ними	3	4
279	то как	2	4
280	том как	1	4
281	с этим	6	4
282	во всяком	10	4
283	не существует	1	4
284	в основе	32	4
285	и более	4	4
286	в котором	3	4
287	нельзя было	1	4
288	того чтобы	15	4
289	так чтобы	2	4
290	явления и	1	4
291	об отношении	2	4
292	как оно	5	4
293	так же	26	4
294	при помощи	3	4
295	ее имя	1	4
296	только это	1	4
297	из истории	1	4
298	на него	2	4
299	находится в	4	4
300	что все	2	4
301	слово и	1	4
302	что именно	3	4
303	а следовательно	1	4
304	тот же	10	4
305	не то	1	4
306	то в	3	4
307	может не	1	4
308	в качестве	25	4
309	так и	11	4
310	же не	3	4
311	в их	12	4
312	есть уже	1	4
313	однако не	3	4
314	и притом	1	4
315	и эта	4	4
316	каком случае	1	4
317	в конце	1	4
318	судить о	1	4
319	смысле и	2	4
320	время как	5	4
321	не предполагает	1	4
322	и оно	1	4
323	что только	1	4
324	или менее	5	4
325	и у	7	4
326	это так	2	4
327	мы можем	13	4
328	на этом	3	4
329	который мы	2	4
330	дело не	1	4
331	он не	6	4
332	в силу	9	4
333	но только	3	4
334	и сам	4	4
335	только то	1	4
336	по своей	12	4
337	в этой	7	4
338	отношение к	1	4
339	к ней	2	4
340	этого метода	3	4
341	главным образом	3	4
342	сущности как	1	4
343	и чем	1	4
344	само по	3	4
345	однако это	1	3
346	только что	5	3
347	мы получили	4	3
348	на ее	1	3
349	случае не	1	3
350	из которых	6	3
351	из того	4	3
352	нас в	4	3
353	остановиться на	3	3
354	вещь может	1	3
355	другой стороны	5	3
356	быть может	2	3
357	себе не	1	3
358	в своих	3	3
359	сами по	4	3
360	если не	1	3
361	но все	4	3
362	заключается в	22	3
363	этот тип	3	3
364	отношения к	1	3
365	в собственном	12	3
366	вещей в	1	3
367	понимания и	1	3
368	как в	14	3
369	не имеет	3	3
370	от его	2	3
371	он есть	1	3
372	к тому	8	3
373	чем бы	1	3
374	перед нами	15	3
375	необходимые для	1	3
376	понимание и	1	3
377	от этого	6	3
378	к данной	1	3
379	действительности в	1	3
380	не является	13	3
381	чем мы	1	3
382	было в	1	3
383	применении к	1	3
384	оба эти	5	3
385	но даже	1	3
386	одной стороны	8	3
387	это все	1	3
388	внутри себя	1	3
389	из его	1	3
390	только один	1	3
391	только на	2	3
392	говорит что	1	3
393	превращается в	1	3
394	с в	2	3
395	из основных	3	3
396	а только	1	3
397	в истории	9	3
398	и во	4	3
399	не все	1	3
400	не мог	4	3
401	в самой	1	3
402	мы возьмем	1	3
403	в другом	3	3
404	к нему	1	3
405	и этого	1	3
406	явления как	1	3
407	различие между	2	3
408	свидетельствует о	1	3
409	не можем	4	3
410	с одной	8	3
411	этот метод	2	3
412	он становится	1	3
413	имеем дело	2	3
414	к появлению	1	3
415	то мы	2	3
416	или иную	1	3
417	бы что	4	3
418	у него	3	3
419	без этого	2	3
420	в виде	4	3
421	есть еще	2	3
422	но он	1	3
423	или в	4	3
424	не говорит	1	3
425	по существу	4	3
426	же как	10	3
427	и понимания	1	3
428	понятие не	3	3
429	тем более	2	3
430	той или	2	3
431	ему не	1	3
432	а потом	2	3
433	этих двух	1	3
434	к одному	10	3
435	выражение в	1	3
436	но как	4	3
437	и эти	2	3
438	а с	4	3
439	не указывает	1	3
440	мы уже	8	3
441	ту или	1	3
442	оно указывает	2	3
443	общение между	1	3
444	и может	4	3
445	в частности	4	3
446	для человека	2	3
447	к ее	1	3
448	человека и	6	3
449	для того	14	3
450	могла бы	1	3
451	вещь имеет	2	3
452	однако в	2	3
453	не проявляется	1	3
454	мы будем	4	3
455	то их	1	3
456	к пониманию	3	3
457	в уме	1	3
458	все еще	2	3
459	видели что	4	3
460	те кто	1	3
461	бы ни	2	3
462	оно может	2	3
463	быть совершенно	1	3
464	в целом	22	3
465	мы видели	8	3
466	к другому	2	3
467	во всем	7	2
468	какого бы	1	2
469	и к	9	2
470	к такому	1	2
471	от нее	4	2
472	не так	1	2
473	мы подходим	1	2
474	к действительности	1	2
475	является в	4	2
476	отношении но	3	2
477	никак нельзя	2	2
478	было но	1	2
479	в возможности	1	2
480	и этот	1	2
481	и на	9	2
482	же и	2	2
483	самого себя	2	2
484	вообще говоря	2	2
485	и который	1	2
486	с развитием	5	2
487	связан с	2	2
488	или иных	1	2
489	или по	2	2
