N	2gram	Vygotskiy_	Narrotol
1	не только	28	62
2	и не	18	50
3	при этом	9	47
4	но и	14	45
5	а не	14	38
6	в качестве	13	35
7	в частности	9	31
8	может быть	15	30
9	и в	33	30
10	в том	44	29
11	в этом	43	28
12	тогда как	3	28
13	своего рода	1	28
14	том что	41	28
15	а в	5	27
16	такого рода	1	26
17	представляет собой	11	25
18	только в	21	25
19	состоит в	11	25
20	в данном	4	24
21	как и	13	24
22	не в	10	23
23	то что	48	23
24	не может	31	20
25	в себе	4	17
26	данном случае	3	17
27	так и	8	17
28	со стороны	3	16
29	в его	15	16
30	к тому	14	15
31	можно сказать	7	15
32	и т.п	2	15
33	но в	9	15
34	иначе говоря	2	15
35	в жизни	2	14
36	и его	6	14
37	то же	12	13
38	в своей	5	13
39	о том	13	13
40	в своем	11	13
41	у него	8	13
42	все же	5	12
43	на протяжении	2	12
44	сводится к	1	12
45	как в	7	12
46	перед нами	1	12
47	как бы	11	12
48	прежде всего	5	12
49	по отношению	19	11
50	об этом	1	11
51	хотя и	1	11
52	если бы	13	11
53	и тем	5	11
54	в этой	8	11
55	в нем	10	11
56	в отличие	3	11
57	отличие от	3	11
58	тем самым	13	11
59	отношению к	19	11
60	один из	4	10
61	как правило	1	10
62	никогда не	10	10
63	тому же	3	10
64	точки зрения	27	10
65	между тем	5	10
66	как это	11	10
67	в то	5	10
68	и все	2	10
69	не является	7	10
70	жизни и	2	10
71	с его	3	10
72	ничего не	6	10
73	того что	34	10
74	но не	13	10
75	и т.д	6	10
76	как раз	5	9
77	тем не	1	9
78	той или	1	9
79	столь же	5	9
80	отнюдь не	2	9
81	что в	33	9
82	с ним	6	9
83	что он	40	9
84	еще не	11	9
85	потому что	40	9
86	во времени	1	9
87	для него	9	9
88	в той	8	8
89	и к	7	8
90	в самом	10	8
91	о чем	3	8
92	не менее	4	8
93	не мог	1	8
94	он не	13	8
95	и он	3	8
96	самом деле	9	8
97	того чтобы	26	8
98	внимание на	1	8
99	мы имеем	4	8
100	и для	3	8
101	этом отношении	7	8
102	у нас	4	8
103	но при	2	8
104	или иной	1	8
105	в речи	3	7
106	имеет место	4	7
107	а во	1	7
108	в котором	2	7
109	с другой	11	7
110	едва ли	2	7
111	в ее	1	7
112	в конце	3	7
113	в чем	10	7
114	в силу	14	7
115	и на	11	7
116	в форме	1	7
117	же в	2	7
118	и состоит	1	7
119	в свою	5	7
120	это не	8	7
121	вслед за	3	7
122	из наиболее	1	7
123	или в	1	7
124	также и	2	7
125	в ней	2	7
126	одного из	1	7
127	в целом	8	7
128	все что	2	6
129	в результате	9	6
130	например в	1	6
131	между двумя	4	6
132	сказать что	18	6
133	в нашем	5	6
134	имеем дело	2	6
135	то в	7	6
136	что у	4	6
137	с одной	10	6
138	что и	11	6
139	на другой	1	6
140	в случае	2	6
141	в современной	3	6
142	известном смысле	7	6
143	однако в	1	6
144	однако и	1	6
145	во втором	2	6
146	таким образом	30	6
147	представляют собой	4	6
148	никак не	6	6
149	к его	4	6
150	в слове	1	6
151	в известном	9	6
152	то и	2	6
153	из этих	2	6
154	в сознании	5	6
155	ответ на	3	6
156	они не	7	6
157	слова в	3	6
158	не по	1	6
159	одной стороны	10	6
160	на то	6	6
161	в центре	2	5
162	только что	6	5
163	исходя из	2	5
164	дело с	2	5
165	не столько	3	5
166	в своих	5	5
167	и даже	3	5
168	и сам	1	5
169	именно в	8	5
170	и того	8	5
171	свою очередь	4	5
172	в другом	7	5
173	для того	20	5
174	в одном	3	5
175	он сам	2	5
176	точка зрения	8	5
177	себя в	4	5
178	из них	6	5
179	к нему	4	5
180	от его	1	5
181	не было	1	5
182	или не	2	5
183	но для	3	5
184	я не	6	5
185	такова что	1	5
186	так сказать	1	5
187	между собой	17	5
188	а для	1	5
189	по поводу	3	5
190	точку зрения	1	5
191	и от	2	5
192	с ее	1	5
193	и здесь	2	5
194	что это	1	5
195	подобно тому	6	5
196	если не	3	5
197	их в	3	5
198	и у	1	5
199	с ними	4	5
200	да и	1	5
201	о котором	1	5
202	том как	3	5
203	было бы	18	5
204	и уже	1	5
205	и то	9	5
206	мы не	6	5
207	на самом	3	5
208	в равной	4	5
209	в какой	8	5
210	тем более	5	5
211	тому как	6	5
212	в начале	2	5
213	еще в	3	5
214	в пределах	6	5
215	и о	1	5
216	этом и	2	5
217	место в	2	5
218	как будто	2	5
219	даже в	1	4
220	строго говоря	1	4
221	не являются	2	4
222	от этих	1	4
223	в виду	4	4
224	по себе	8	4
225	в них	3	4
226	в первом	4	4
227	и с	7	4
228	все его	1	4
229	ведет к	2	4
230	он является	1	4
231	не существует	1	4
232	которой он	1	4
233	хотя бы	5	4
234	только на	3	4
235	но они	2	4
236	и когда	1	4
237	который в	2	4
238	к этому	7	4
239	внутренней речи	7	4
240	ситуации и	1	4
241	представить себе	2	4
242	что они	8	4
243	на том	4	4
244	несмотря на	3	4
245	к жизни	7	4
246	и притом	2	4
247	не говорит	3	4
248	тому что	14	4
249	в себя	4	4
250	но зато	1	4
251	по своей	7	4
252	и по	5	4
253	и ее	2	4
254	для себя	1	4
255	собственно и	1	4
256	не на	5	4
257	со всеми	2	4
258	оно не	2	4
259	вместе с	9	4
260	не имеет	7	4
261	которая не	1	4
262	в основе	12	4
263	не могло	1	4
264	в обоих	2	4
265	в сфере	9	4
266	мог бы	1	4
267	начиная с	1	4
268	что я	4	4
269	всяком случае	2	4
270	друг друга	1	4
271	исключительно в	1	4
272	в ходе	17	4
273	ему в	2	4
274	нас нет	1	4
275	зависит от	4	4
276	во всяком	4	4
277	для нас	1	4
278	раз в	4	4
279	а на	1	4
280	а то	1	4
281	и как	7	4
282	или даже	2	4
283	ли не	2	4
284	по своему	4	4
285	это было	1	4
286	в области	19	4
287	от первого	1	4
288	она не	2	4
289	эти два	1	4
290	мы узнаем	1	4
291	что касается	1	4
292	не с	2	4
293	как он	7	4
294	как по	1	4
295	к ней	1	4
296	как мы	20	4
297	что на	2	4
298	и конец	1	4
299	что было	2	3
300	более не	1	3
301	и составляет	5	3
302	на одном	2	3
303	с этой	8	3
304	говорит о	4	3
305	по мере	6	3
306	в этих	7	3
307	которое по	1	3
308	каждый из	1	3
309	входит в	1	3
310	не должен	1	3
311	сознания в	3	3
312	говорить о	3	3
313	за собой	4	3
314	говоря это	1	3
315	так же	22	3
316	друг на	2	3
317	ни одного	2	3
318	к ним	2	3
319	наряду с	3	3
320	ключ к	1	3
321	в зависимости	2	3
322	все время	3	3
323	что она	3	3
324	что именно	4	3
325	не происходит	1	3
326	только не	7	3
327	она в	1	3
328	но еще	1	3
329	с точки	12	3
330	и сама	1	3
331	в следующем	1	3
332	видит в	1	3
333	связи с	9	3
334	но он	8	3
335	которая состоит	1	3
336	не знает	6	3
337	в которой	8	3
338	что не	2	3
339	в связи	6	3
340	между ними	5	3
341	же как	9	3
342	и это	3	3
343	сих пор	3	3
344	а потом	1	3
345	должен был	3	3
346	могли бы	15	3
347	но как	6	3
348	а с	3	3
349	при отсутствии	1	3
350	природе своей	1	3
351	и что	18	3
352	можно было	11	3
353	иметь в	1	3
354	как уже	5	3
355	со словами	1	3
356	как известно	7	3
357	в направлении	1	3
358	первом случае	2	3
359	в первой	2	3
360	а как	1	3
361	здесь мы	1	3
362	или иного	1	3
363	во время	1	3
364	в него	1	3
365	до сих	3	3
366	он уже	1	3
367	нам в	2	3
368	с таким	4	3
369	в памяти	2	3
370	на стороне	1	3
371	приводит к	10	3
372	бы не	1	3
373	зависимости от	3	3
374	в следующей	4	3
375	всей своей	1	3
376	еще и	3	3
377	что мы	11	3
378	как на	4	3
379	на друга	2	3
380	и тогда	1	3
381	речь идет	1	3
382	тем же	1	3
383	той же	7	3
384	одной из	5	3
385	до конца	3	3
386	всякий раз	1	3
387	на этот	9	3
388	появляется в	1	3
389	но это	4	3
390	и после	1	3
391	как к	1	3
392	от которого	1	3
393	которых он	2	3
394	он и	1	3
395	чем он	5	3
396	все равно	2	3
397	в виде	3	3
398	этого не	1	3
399	дело в	1	3
400	при которой	2	3
401	как она	3	3
402	не подлежит	2	3
403	этот раз	1	3
404	все эти	9	3
405	именно эта	1	3
406	должен быть	1	3
407	и потому	3	3
408	того или	1	3
409	только к	4	3
410	его не	1	3
411	дело не	2	3
412	позволяет нам	1	3
413	во второй	4	3
414	идет о	1	3
415	лишь в	1	3
416	же самое	7	3
417	для обозначения	1	3
418	и только	4	3
419	новое и	1	2
420	является в	2	2
421	мы и	6	2
422	в момент	4	2
423	которая в	3	2
424	еще более	5	2
425	для одного	4	2
426	те же	6	2
427	которое может	1	2
428	с той	1	2
429	случае он	1	2
430	с появлением	1	2
431	другой стороны	9	2
432	мыслится как	1	2
433	в настоящем	1	2
434	более или	1	2
435	но все	2	2
436	мысль о	1	2
437	целый ряд	5	2
438	где они	1	2
439	иначе как	4	2
440	тем что	12	2
441	именно они	1	2
442	и делает	2	2
443	тем или	2	2
444	как только	4	2
445	на первый	2	2
446	казалось бы	5	2
447	в кино	1	2
448	и наиболее	2	2
449	в действительности	6	2
450	один и	5	2
451	раз и	3	2
452	своей природе	4	2
453	представления о	2	2
454	в этот	4	2
455	с помощью	32	2
456	чего не	2	2
457	а между	1	2
458	его собственной	2	2
459	с другим	1	2
460	вовсе не	2	2
461	быть в	3	2
462	к которому	7	2
463	слово не	1	2
464	детей в	1	2
465	в системе	4	2
466	бы в	6	2
467	того же	13	2
468	первые две	1	2
469	чем это	2	2
470	что обычно	1	2
471	того о	1	2
472	или иным	2	2
473	принадлежит к	2	2
474	той мере	3	2
475	в образовании	7	2
476	к их	2	2
477	что иное	2	2
478	к одному	4	2
479	детей это	1	2
480	должно быть	10	2
481	слов в	1	2
482	по мнению	2	2
483	отношения между	3	2
484	в будущем	1	2
485	столько же	1	2
486	от тех	1	2
487	в изложении	1	2
488	одним из	4	2
489	по аналогии	2	2
490	очевидно что	2	2
491	этом последнем	1	2
492	как говорит	2	2
493	в последние	1	2
494	ясно что	2	2
495	не есть	4	2
496	в двух	1	2
497	себе и	1	2
498	точек зрения	4	2
499	в других	2	2
500	во всех	3	2
501	выступает в	2	2
502	мы можем	15	2
503	всю свою	1	2
504	перехода от	3	2
505	которых в	1	2
506	бы она	1	2
507	сами по	1	2
508	так что	8	2
509	является его	2	2
510	если же	1	2
511	одно и	2	2
512	хотя в	2	2
513	и является	6	2
514	даже не	1	2
515	сомневаться в	1	2
516	внимание и	3	2
517	могут быть	7	2
518	и есть	8	2
519	мы будем	4	2
520	с которым	2	2
521	в общем	1	2
522	и чужого	3	2
523	с языком	1	2
524	одного и	9	2
525	опыта который	1	2
526	и ничего	1	2
527	и сами	2	2
528	эта фраза	2	2
529	но одновременно	1	2
530	а потому	3	2
531	речевой деятельности	1	2
532	опирается на	4	2
533	если в	4	2
534	в специальном	1	2
535	должна быть	7	2
536	значении этого	1	2
537	в сущности	17	2
538	в наиболее	1	2
539	из которых	3	2
540	смысле можно	2	2
541	необходимо должна	1	2
542	и одновременно	1	2
543	приобретает в	1	2
544	же о	1	2
545	в процессе	37	2
546	как о	1	2
547	в которых	2	2
548	никто не	2	2
549	ли он	1	2
550	другому человеку	1	2
551	не до	2	2
552	том смысле	1	2
553	в каком	2	2
554	к другому	3	2
555	время является	1	2
556	это и	3	2
557	его и	4	2
558	не обнаруживается	1	2
559	в детской	2	2
560	своей собственной	2	2
561	совершенно иной	3	2
562	более чем	1	2
563	в течение	1	2
564	протяжении этого	1	2
565	слова и	3	2
566	всего на	2	2
567	первый раз	1	2
568	на основании	2	2
569	всеми своими	1	2
570	как будет	1	2
571	что же	2	2
572	переход от	7	2
573	в данной	2	2
574	и во	2	2
575	может оказаться	2	2
576	именно то	3	2
577	к миру	1	2
578	он может	5	2
579	только с	1	2
580	только потому	1	2
581	из него	3	2
582	обратиться к	2	2
583	бывает в	1	2
584	в более	2	2
585	после этого	1	2
586	только по	4	2
587	возникает в	3	2
588	что с	7	2
589	все это	2	2
590	узнаем что	1	2
591	сознания и	3	2
592	а все	1	2
593	в их	4	2
594	слова а	1	2
595	памяти в	1	2
596	когда же	1	2
597	как именно	1	2
598	но с	2	2
599	это решение	1	2
600	это всегда	2	2
601	и более	8	2
602	или иначе	1	2
603	на нее	2	2
604	это еще	1	2
605	указывает на	3	2
606	в ряде	2	2
607	за которым	1	2
608	не предполагает	1	2
609	есть в	2	2
610	как можно	1	2
611	но уже	2	2
612	говорит об	2	2
613	или менее	1	2
614	мере в	5	2
615	этих двух	4	2
616	как показывает	6	2
617	он говорит	3	2
