N	3gram	Vygotskiy_	Literetu
1	в том что	30	21
2	в то же	1	21
3	то же время	1	21
4	по отношению к	2	12
5	с одной стороны	15	12
6	не может быть	4	11
7	в данном случае	3	11
8	в отличие от	3	11
9	состоит в том	2	11
10	в конечном счете	2	10
11	о том что	15	10
12	в этом отношении	3	10
13	с точки зрения	5	8
14	с другой стороны	8	7
15	к тому же	1	6
16	из того что	3	6
17	подобно тому как	1	6
18	не только в	5	6
19	едва ли не	1	6
20	с этой точки	3	5
21	в том чтобы	6	5
22	в русской литературе	1	5
23	этой точки зрения	3	5
24	может быть это	2	4
25	и прежде всего	1	4
26	то ни было	1	4
27	бы то ни	1	4
28	читателя зрителя слушателя	1	4
29	и то что	4	4
30	и т п	5	3
31	одной стороны и	1	3
32	в самом деле	8	3
33	ничего общего с	1	3
34	речь идет о	1	3
35	то же самое	8	3
36	той или иной	2	3
37	быть не может	1	3
38	по этой причине	1	3
39	в свою очередь	1	3
40	на то что	25	3
41	а не как	1	3
42	на самом деле	8	3
43	по крайней мере	1	3
44	в целом ряде	2	3
45	не в одном	1	3
46	во всяком случае	1	3
47	и в частности	2	3
48	тех пор пока	2	2
49	том что его	1	2
50	знает что он	1	2
51	в себя и	1	2
52	в первый раз	1	2
53	что на нем	1	2
54	для того чтобы	41	2
55	по отношению ко	1	2
56	и то же	4	2
57	искусства в жизни	1	2
58	между тем как	1	2
59	а с другой	5	2
60	не могло быть	1	2
61	не только не	4	2
62	потому что не	1	2
63	искусства с точки	1	2
64	имел в виду	1	2
65	к тому что	8	2
66	только то что	1	2
67	в другом месте	1	2
68	а не только	1	2
69	не мог бы	1	2
70	мы имеем дело	1	2
71	то что было	1	2
72	за то что	3	2
73	чуть ли не	1	2
74	вместе с тем	4	2
75	то что ему	3	2
76	обратим внимание на	1	2
77	и в самом	3	2
78	в себе и	1	2
79	которые могли бы	1	2
80	в полной мере	1	2
81	до тех пор	2	2
82	и если это	1	2
83	дело в том	2	2
84	одно и то	3	2
85	можно было бы	4	2
86	в этом случае	2	2
87	несет в себе	1	2
88	тем что он	1	2
89	и не только	1	2
90	на эту тему	1	2
91	был только тем	1	1
92	до самого конца	2	1
93	в каком отношении	5	1
94	и как раз	1	1
95	того что у	1	1
96	которое должно быть	1	1
97	и когда он	2	1
98	дело и с	1	1
99	что он не	3	1
100	все то что	6	1
101	на другом это	1	1
102	как будто бы	1	1
103	это как бы	1	1
104	для этого необходимо	2	1
105	к тому чтобы	1	1
106	никогда не можем	1	1
107	нас и в	1	1
108	на задний план	1	1
109	почти никогда не	1	1
110	том что искусство	1	1
111	означает не что	1	1
112	речевого материала и	2	1
113	на том что	1	1
114	обстоит дело и	2	1
115	мысли так в	1	1
116	то что в	4	1
117	что слово это	1	1
118	чтобы извлечь из	1	1
119	жизни но и	2	1
120	это приводит к	1	1
121	и тем более	1	1
122	во внешнем мире	1	1
123	в произведение искусства	1	1
124	воздействия на читателя	1	1
125	конечном счете к	1	1
126	не в том	1	1
127	друг от друга	2	1
128	там где мы	2	1
129	более или менее	1	1
130	а в том	1	1
131	именно в этом	2	1
132	до сих пор	9	1
133	потому что в	4	1
134	именно потому что	3	1
135	если бы они	1	1
136	что ему нужно	1	1
137	иметь в виду	3	1
138	в конце концов	6	1
139	мы никогда не	5	1
140	оно было бы	1	1
141	при этом оказывается	1	1
142	но может быть	2	1
143	в зависимости от	7	1
144	самом деле есть	1	1
145	в последнее время	1	1
146	во многих случаях	1	1
147	пример в этом	1	1
148	мы все время	3	1
149	и в то	1	1
150	том что в	2	1
151	следующим образом если	1	1
152	онегина и татьяны	3	1
153	каждый данный момент	1	1
154	но не в	1	1
155	и того же	2	1
156	в первой главе	1	1
157	и т.п и	1	1
