N	3gram	Vygotskiy_	Morfolog
1	в этих случаях	1	14
2	мы видим что	2	11
3	в этом случае	5	10
4	не может быть	4	9
5	в связи с	6	9
6	таким образом мы	2	7
7	по отношению к	19	7
8	с точки зрения	12	6
9	тем не менее	1	6
10	связи с этим	1	5
11	подобно тому как	6	5
12	как мы увидим	1	5
13	с другой стороны	8	5
14	в том что	33	4
15	независимо от того	2	4
16	на самом деле	3	4
17	образом мы видим	1	4
18	не могут быть	3	4
19	к тому что	5	4
20	но все же	2	4
21	на то что	5	3
22	о том что	7	3
23	в собственном смысле	2	3
24	для того чтобы	20	3
25	не значит что	1	3
26	в настоящее время	2	3
27	в то время	4	3
28	бы то ни	1	3
29	состоит в том	7	3
30	в первом случае	2	3
31	собственном смысле слова	1	3
32	то время как	4	3
33	это не значит	1	2
34	о том как	3	2
35	с того что	2	2
36	мы увидим что	1	2
37	то что в	1	2
38	связи функций между	2	2
39	потому что его	1	2
40	тем и другим	1	2
41	более или менее	1	2
42	друг на друга	2	2
43	начинается с того	2	2
44	не что иное	2	2
45	в обоих случаях	2	2
46	из которых один	1	2
47	это и не	1	2
48	или потому что	1	2
49	можно было бы	8	2
50	и таким образом	1	2
51	в данном случае	3	2
52	мы имеем в	1	2
53	которое может быть	1	2
54	функций между собой	2	2
55	то ни было	1	2
56	тех случаях когда	1	2
57	во всяком случае	2	2
58	что иное как	2	2
59	в тех случаях	1	2
60	к вопросу о	1	2
61	с одной стороны	10	2
62	в этом отношении	7	2
63	вопрос о том	4	2
64	оно может быть	1	2
65	друг к другу	3	2
66	между собой функции	1	1
67	на вопрос что	1	1
68	и не с	1	1
69	к таким формам	1	1
70	есть не что	2	1
71	ответить на вопрос	2	1
72	может быть объяснена	1	1
73	в свою очередь	4	1
74	и тот же	5	1
75	и в новой	1	1
76	могут быть названы	1	1
77	которые не могут	1	1
78	в тот момент	4	1
79	заметим только что	1	1
80	чем перейти к	2	1
81	не влияет на	1	1
82	как один из	1	1
83	к нему в	1	1
84	в применении к	1	1
85	что они имеют	1	1
86	то что он	3	1
87	но это и	1	1
88	постараемся показать что	1	1
89	и может быть	1	1
90	тот момент когда	4	1
91	и многие другие	1	1
92	видим что в	1	1
93	бы сказать что	3	1
94	лежат в основе	1	1
95	чисто эмпирическим путем	1	1
96	связи с изучением	1	1
97	может возникнуть вопрос	1	1
98	один и тот	5	1
99	как уже указано	1	1
100	выше представляют собой	1	1
101	в первый раз	1	1
102	с этой точки	7	1
103	ответить на этот	1	1
104	мы нашли что	2	1
105	можно сказать что	7	1
106	никто не знает	1	1
107	в какой степени	2	1
108	только в том	2	1
109	но если мы	2	1
110	потому что в	4	1
111	в этом и	2	1
112	и что следовательно	2	1
113	более и более	3	1
114	в то же	1	1
115	тех или иных	2	1
116	и то же	1	1
117	на этот вопрос	5	1
118	как мы уже	2	1
119	должно быть поставлено	2	1
120	и как они	2	1
121	они ни были	1	1
122	прежде чем перейти	2	1
123	является то что	3	1
124	друг с другом	10	1
125	мы имели возможность	1	1
126	видим таким образом	1	1
127	до сих пор	3	1
128	все более и	3	1
129	по существу мысль	1	1
130	так как это	3	1
131	вопрос в какой	1	1
132	а если мы	1	1
133	там где есть	1	1
134	с помощью этого	1	1
135	обычно происходит с	1	1
136	одно и то	1	1
137	таким образом что	2	1
138	все эти вопросы	1	1
139	между собой и	2	1
140	той или иной	1	1
141	это мы видим	1	1
142	сомневаться в том	1	1
143	что эта задача	1	1
144	вместо того чтобы	5	1
145	в этой области	3	1
146	но как мы	1	1
147	надо сказать что	1	1
148	один раз он	1	1
149	а потому что	2	1
150	но прежде чем	2	1
151	мы должны будем	1	1
152	в сущности к	1	1
153	так как во	1	1
154	с самого начала	8	1
155	том что он	3	1
156	это означает что	1	1
157	по своему строению	1	1
158	это было бы	1	1
159	в высшей степени	3	1
160	чем это делает	1	1
161	но в этом	2	1
162	одновременно с этим	1	1
163	точки зрения совершенно	1	1
164	и затем уже	1	1
165	что он может	3	1
166	этой точки зрения	7	1
167	один из них	2	1
168	мы постараемся показать	2	1
169	как бы в	1	1
170	это значит что	4	1
171	в другом случае	2	1
172	во всем ее	1	1
173	и в какой	1	1
174	представляют собой основные	1	1
175	один из наиболее	1	1
176	указанием на то	1	1
177	то что они	2	1
178	также должно быть	1	1
179	является одним из	2	1
180	все эти явления	1	1
181	так и здесь	1	1
182	не то что	4	1
183	для этой цели	1	1
184	что и в	1	1
185	такое же развитие	1	1
186	на первом месте	1	1
187	после того как	1	1
188	те или иные	1	1
189	мы не можем	2	1
190	мы видим таким	1	1
191	было бы сказать	1	1
