N	2gram	Bakhtin_Fr	Narrotol
1	не только	11	62
2	и не	13	50
3	при этом	5	47
4	но и	15	45
5	а не	2	38
6	в качестве	11	35
7	в частности	2	31
8	может быть	5	30
9	и в	73	30
10	в том	13	29
11	в этом	21	28
12	тогда как	1	28
13	своего рода	3	28
14	том что	8	28
15	а в	10	27
16	такого рода	1	26
17	только в	7	25
18	в данном	3	24
19	как и	19	24
20	не в	12	23
21	то что	12	23
22	то есть	36	22
23	не может	4	20
24	в рассказе	1	18
25	в себе	16	17
26	данном случае	1	17
27	так и	13	17
28	а также	8	17
29	в его	18	16
30	к тому	2	15
31	и т.п	21	15
32	но в	12	15
33	в жизни	1	14
34	картина мира	4	14
35	и его	18	14
36	то же	16	13
37	в своей	4	13
38	уже не	2	13
39	о том	13	13
40	в своем	13	13
41	у него	13	13
42	времени и	2	13
43	все же	2	12
44	картины мира	5	12
45	как в	9	12
46	перед нами	5	12
47	как бы	15	12
48	прежде всего	18	12
49	по отношению	3	11
50	об этом	2	11
51	к себе	3	11
52	хотя и	5	11
53	в мире	3	11
54	и тем	3	11
55	в этой	18	11
56	в нем	18	11
57	героя в	2	11
58	отличие от	1	11
59	тем самым	3	11
60	отношению к	3	11
61	один из	5	10
62	никогда не	6	10
63	тому же	1	10
64	точки зрения	6	10
65	между тем	2	10
66	как это	2	10
67	в то	14	10
68	и все	19	10
69	не является	1	10
70	жизни и	6	10
71	с его	5	10
72	ничего не	4	10
73	того что	5	10
74	но не	1	10
75	и т.д	3	10
76	как раз	3	9
77	той или	1	9
78	что в	14	9
79	с ним	6	9
80	что он	8	9
81	еще не	3	9
82	потому что	9	9
83	во времени	2	9
84	для него	7	9
85	далеко не	2	9
86	в той	8	8
87	и к	6	8
88	в самом	9	8
89	в таком	1	8
90	о чем	2	8
91	матери и	1	8
92	не мог	2	8
93	одна из	7	8
94	он не	4	8
95	действующих лиц	2	8
96	и он	4	8
97	самом деле	4	8
98	того чтобы	2	8
99	внимание на	2	8
100	мы имеем	2	8
101	же время	12	8
102	и для	8	8
103	этом отношении	3	8
104	в литературе	5	8
105	у нас	4	8
106	у нее	1	8
107	или иной	1	8
108	мира в	6	8
109	в речи	1	7
110	в котором	4	7
111	с другой	3	7
112	едва ли	1	7
113	в ее	6	7
114	в конце	9	7
115	в чем	3	7
116	в силу	1	7
117	и на	12	7
118	в форме	6	7
119	же в	2	7
120	в свою	3	7
121	это не	7	7
122	вслед за	1	7
123	или в	5	7
124	также и	6	7
125	в ней	10	7
126	одного из	3	7
127	в целом	1	7
128	все что	5	6
129	в результате	7	6
130	например в	8	6
131	между двумя	1	6
132	сказать что	4	6
133	в нашем	2	6
134	на него	2	6
135	что у	3	6
136	с одной	3	6
137	что и	6	6
138	героя и	1	6
139	на другой	2	6
140	не могла	2	6
141	однако и	1	6
142	во втором	1	6
143	таким образом	34	6
144	никак не	1	6
145	к его	2	6
146	в слове	1	6
147	из этих	1	6
148	в сознании	1	6
149	здесь не	2	6
150	они не	2	6
151	о нем	3	6
152	как у	3	6
153	слова в	1	6
154	не по	1	6
155	одной стороны	3	6
156	в центре	2	5
157	дело с	1	5
158	в своих	1	5
159	и даже	4	5
160	и сам	2	5
161	именно в	4	5
162	а именно	2	5
163	мира и	6	5
164	и того	1	5
165	свою очередь	3	5
166	в другом	4	5
167	не всегда	1	5
168	о них	1	5
169	в одном	5	5
170	он сам	4	5
171	точка зрения	2	5
172	себя в	3	5
173	из них	6	5
174	к нему	7	5
175	начала и	4	5
176	не было	4	5
177	я не	3	5
178	так сказать	5	5
179	между собой	2	5
180	его жизни	1	5
181	а для	2	5
182	по поводу	1	5
183	и от	10	5
184	с ее	3	5
185	было как	2	5
186	и здесь	5	5
187	что это	9	5
188	их в	5	5
189	и у	7	5
190	с ними	4	5
191	да и	1	5
192	о котором	5	5
193	том как	3	5
194	вследствие этого	1	5
195	стало быть	1	5
196	было бы	5	5
197	и уже	1	5
198	для нее	1	5
199	и то	3	5
200	свидетельствует о	3	5
201	мы не	2	5
202	на самом	2	5
203	тем более	1	5
204	в начале	4	5
205	еще в	4	5
206	в пределах	1	5
207	и о	2	5
208	место в	4	5
209	как будто	1	5
210	существенную роль	2	4
211	еще раз	1	4
212	и мира	2	4
213	даже в	4	4
214	не являются	1	4
215	в виду	4	4
216	по себе	2	4
217	в них	14	4
218	в первом	1	4
219	и с	17	4
220	все его	3	4
221	не вполне	1	4
222	роль в	4	4
223	он является	1	4
224	когда в	1	4
225	не существует	1	4
226	которой он	2	4
227	только на	2	4
228	но они	3	4
229	и когда	3	4
230	в эпизоде	10	4
231	который в	1	4
232	к этому	5	4
233	картину мира	2	4
234	начало и	1	4
235	что они	2	4
236	на том	2	4
237	несмотря на	3	4
238	к жизни	4	4
239	не говорит	1	4
240	в себя	3	4
241	не будет	1	4
242	по своей	1	4
243	другой день	1	4
244	дома с	1	4
245	и по	4	4
246	и ее	2	4
247	жизни а	1	4
248	это уже	3	4
249	о которой	1	4
250	нового времени	5	4
251	не на	5	4
252	со всеми	4	4
253	оно не	2	4
254	о своей	1	4
255	вместе с	9	4
256	не имеет	4	4
257	которая не	1	4
258	в основе	3	4
259	в сфере	1	4
260	начиная с	3	4
261	что я	1	4
262	но именно	3	4
263	всяком случае	1	4
264	ему в	2	4
265	во всяком	2	4
266	для нас	2	4
267	раз в	2	4
268	а на	4	4
269	а то	1	4
270	и как	5	4
271	или даже	2	4
272	так в	1	4
273	по своему	3	4
274	это было	4	4
275	в области	3	4
276	человека в	3	4
277	она не	1	4
278	мы узнаем	1	4
279	что касается	1	4
280	не с	1	4
281	как он	4	4
282	как мы	19	4
283	что на	1	4
284	и конец	1	4
285	что было	1	3
286	на одном	7	3
287	с этой	4	3
288	говорит о	2	3
289	в этих	6	3
290	которое по	1	3
291	каждый из	2	3
292	восходит к	1	3
293	не должен	1	3
294	и иных	1	3
295	времени в	2	3
296	в строгом	1	3
297	так же	11	3
298	ни одного	1	3
299	к ним	1	3
300	казалось что	1	3
301	жизни как	1	3
302	наряду с	1	3
303	все время	4	3
304	что именно	2	3
305	к ее	1	3
306	в церкви	1	3
307	глядя на	2	3
308	с точки	4	3
309	подчеркнуть что	4	3
310	и сама	2	3
311	одно из	2	3
312	в следующем	3	3
313	видит в	1	3
314	связи с	5	3
315	но он	8	3
316	не знает	4	3
317	в которой	3	3
318	всех его	3	3
319	происходит и	1	3
320	характер и	2	3
321	в связи	3	3
322	между ними	2	3
323	и это	6	3
324	сих пор	3	3
325	должен был	1	3
326	о себе	1	3
327	а с	1	3
328	прошлого и	1	3
329	за ними	1	3
330	и что	5	3
331	можно было	4	3
332	не просто	3	3
333	как известно	1	3
334	первом случае	1	3
335	в первой	4	3
336	а как	1	3
337	в точке	1	3
338	во время	12	3
339	в него	4	3
340	лицо и	1	3
341	до сих	3	3
342	а теперь	1	3
343	он уже	2	3
344	я уже	1	3
345	через посредство	1	3
346	свою жизнь	2	3
347	первых двух	3	3
348	интерес к	2	3
349	от их	2	3
350	самим собой	1	3
351	с таким	2	3
352	в романе	10	3
353	где в	1	3
354	обращается к	1	3
355	бы не	1	3
356	в следующей	7	3
357	второго лица	1	3
358	внешняя сторона	1	3
359	еще и	2	3
360	и другая	1	3
361	что мы	2	3
362	как на	1	3
363	и тогда	1	3
364	ни для	1	3
365	речь идет	1	3
366	подобного рода	1	3
367	было и	2	3
368	эпизодов в	1	3
369	тем же	1	3
370	той же	9	3
371	от которой	1	3
372	одной из	5	3
373	до конца	5	3
374	по ходу	1	3
375	всякий раз	1	3
376	на этот	1	3
377	но это	3	3
378	и после	1	3
379	в едином	1	3
380	этого эпизода	1	3
381	как к	1	3
382	и вот	3	3
383	которых он	1	3
384	он и	2	3
385	истории как	1	3
386	к эпизоду	1	3
387	участие в	1	3
388	в виде	2	3
389	этого не	1	3
390	для других	1	3
391	дело в	2	3
392	как она	2	3
393	не подлежит	4	3
394	все эти	24	3
395	на фоне	1	3
396	со своей	1	3
397	по его	1	3
398	должен быть	4	3
399	эпизоды в	1	3
400	особенно в	2	3
401	и потому	6	3
402	а к	1	3
403	его не	1	3
404	дело не	2	3
405	связано с	3	3
406	во второй	3	3
407	это была	4	3
408	идет о	1	3
409	лишь в	2	3
410	же самое	1	3
411	со своими	2	3
412	для обозначения	1	3
413	и самого	2	3
414	мир не	2	2
415	новое и	2	2
416	в момент	1	2
417	еще более	4	2
418	но о	1	2
419	те же	3	2
420	в году	12	2
421	потому не	1	2
422	нас в	3	2
423	другой стороны	2	2
424	с собой	2	2
425	людей и	3	2
426	в настоящем	1	2
427	границы между	9	2
428	чтобы в	1	2
429	более или	3	2
430	как образ	1	2
431	но все	5	2
432	мысль о	1	2
433	зато в	1	2
434	целый ряд	4	2
435	где они	1	2
436	тем что	8	2
437	от всего	1	2
438	и делает	1	2
439	мира это	1	2
440	одновременно и	2	2
441	большей или	3	2
442	человека есть	1	2
443	в это	3	2
444	мир и	1	2
445	выбора между	1	2
446	и стал	2	2
447	как только	1	2
448	и смерть	3	2
449	на первый	2	2
450	было не	1	2
451	и наиболее	1	2
452	своей природе	1	2
453	от лица	1	2
454	представления о	1	2
455	отрыве от	2	2
456	в этот	1	2
457	с помощью	11	2
458	когда она	1	2
459	превращается в	2	2
460	и еще	2	2
461	с такою	2	2
462	говорит с	1	2
463	в контексте	1	2
464	вовсе не	11	2
465	места для	2	2
466	не имел	1	2
467	быть в	1	2
468	к которому	2	2
469	преимущественно в	1	2
470	в системе	2	2
471	бы в	3	2
472	того же	7	2
473	они могут	1	2
474	чем это	1	2
475	из другого	1	2
476	жизни с	1	2
477	от ее	1	2
478	себе самом	2	2
479	принадлежит к	2	2
480	к их	1	2
481	что иное	1	2
482	героев в	1	2
483	детей это	1	2
484	не слишком	1	2
485	должно быть	4	2
486	они все	1	2
487	время в	3	2
488	в человеке	2	2
489	по мнению	1	2
490	и через	2	2
491	столько же	1	2
492	а за	2	2
493	одним из	3	2
494	по аналогии	1	2
495	о смерти	1	2
496	как говорит	1	2
497	стать и	2	2
498	думать о	1	2
499	также в	1	2
500	не есть	2	2
501	и всякий	2	2
502	в двух	1	2
503	себе и	2	2
504	есть своя	1	2
505	в других	2	2
506	во всех	13	2
507	выступает в	2	2
508	мы можем	1	2
509	лица и	3	2
510	перехода от	1	2
511	том свете	1	2
512	кто видит	1	2
513	времени но	1	2
514	по этой	1	2
515	так что	2	2
516	на свой	1	2
517	оно и	3	2
518	если же	1	2
519	одно и	2	2
520	все те	2	2
521	также не	1	2
522	в нее	3	2
523	того кто	1	2
524	его как	3	2
525	совершенно чужда	1	2
526	пространство и	1	2
527	и есть	3	2
528	мы будем	1	2
529	своего героя	4	2
530	в мировой	1	2
531	в сюжете	1	2
532	одного и	2	2
533	сливаются в	2	2
534	по причине	1	2
535	в особенности	5	2
536	в кругу	1	2
537	но одновременно	1	2
538	та же	7	2
539	всем своим	1	2
540	они и	4	2
541	и прочих	1	2
542	должна быть	3	2
543	внешнего и	1	2
544	другого человека	1	2
545	вот как	1	2
546	в сущности	8	2
547	в наиболее	1	2
548	из которых	2	2
549	это их	1	2
550	утверждает что	1	2
551	к различным	1	2
552	для них	1	2
553	из города	1	2
554	очевидным что	1	2
555	все то	3	2
556	и одновременно	1	2
557	от своего	1	2
558	о самом	1	2
559	встречаются и	1	2
560	значения и	1	2
561	в процессе	3	2
562	как о	5	2
563	солнца и	2	2
564	это время	1	2
565	в которых	3	2
566	никто не	11	2
567	так называемая	1	2
568	ли он	1	2
569	в каком	1	2
570	к другому	1	2
571	силу своей	1	2
572	это и	1	2
573	его и	1	2
574	тот кто	1	2
575	по своим	2	2
576	в течение	2	2
577	с нами	1	2
578	наконец в	1	2
579	автора и	1	2
580	это все	1	2
581	своему характеру	1	2
582	у меня	2	2
583	слова и	2	2
584	в отрыве	2	2
585	на основании	1	2
586	в мир	1	2
587	автора в	1	2
588	что же	1	2
589	она может	1	2
590	и во	4	2
591	нам историю	1	2
592	именно то	1	2
593	к миру	1	2
594	он может	3	2
595	только с	2	2
596	из него	1	2
597	мира не	1	2
598	границы как	1	2
599	обратиться к	1	2
600	мире где	1	2
601	именно к	1	2
602	в более	4	2
603	после этого	1	2
604	ни с	1	2
605	это был	1	2
606	мире в	1	2
607	в формах	3	2
608	все это	19	2
609	со своим	1	2
610	в их	5	2
611	когда же	1	2
612	однако не	1	2
613	но с	3	2
614	и более	1	2
615	в организации	2	2
616	на нее	1	2
617	мира у	1	2
618	указывает на	1	2
619	в ряде	6	2
620	самим актом	1	2
621	есть в	9	2
622	напротив они	1	2
623	по словам	1	2
624	первой главы	1	2
625	но уже	3	2
626	в каждой	2	2
627	или менее	3	2
628	как все	1	2
629	при виде	5	2
630	и вообще	3	2
631	и другого	1	2
632	в пределе	1	2
633	напомнить что	1	2
634	он говорит	2	2
635	слово это	2	2
636	т.п и	1	2
637	меньшей степени	2	2
638	всей его	1	2
639	признать что	1	2
640	на это	1	2
641	отношение к	3	2
642	присутствие в	1	2
643	никому не	2	2
644	о своих	1	2
645	это в	4	2
646	таким же	4	2
647	и наконец	6	2
648	жизнью и	2	2
649	и действия	1	2
650	иное как	1	2
651	во всем	5	1
652	и человеческого	1	1
653	что один	1	1
654	видели в	3	1
655	было показано	1	1
656	с xvii	1	1
657	и едва	1	1
658	этого в	1	1
659	с которыми	1	1
660	момент времени	1	1
661	образом благодаря	1	1
662	этот эпизод	1	1
663	рассказ о	3	1
664	к этой	1	1
665	и мотивы	1	1
666	собою все	1	1
667	тех кто	2	1
