N	3gram	Bakhtin_Fr	Dialekti
1	с точки зрения	6	46
2	в том что	6	25
3	не может быть	5	18
4	то же время	5	15
5	в то же	5	14
6	с другой стороны	1	12
7	о том что	3	12
8	на то что	1	11
9	в самом деле	1	10
10	содержит в себе	2	9
11	и не только	1	9
12	подобно тому как	2	9
13	то или иное	1	9
14	не только не	1	8
15	только то что	1	8
16	и та же	1	8
17	одна и та	1	8
18	можно сказать что	3	7
19	вовсе не в	2	7
20	сами по себе	1	7
21	в связи с	1	7
22	той или иной	5	7
23	не потому что	1	7
24	и в частности	2	7
25	только потому что	1	6
26	для того чтобы	2	6
27	и прежде всего	4	6
28	и в то	2	6
29	не нуждается в	1	6
30	то что мы	1	6
31	ни на что	2	6
32	во всяком случае	2	6
33	с одной стороны	2	6
34	на самом деле	2	5
35	по сравнению с	2	5
36	в конце концов	1	5
37	потому что он	1	5
38	в нем нет	1	5
39	на первый план	1	5
40	до сих пор	7	5
41	одной и той	1	5
42	что в нем	1	5
43	и той же	1	5
44	можем сказать что	1	4
45	но даже и	2	4
46	может быть только	1	4
47	к тому же	1	4
48	как раз и	2	4
49	но это не	1	4
50	и может быть	1	4
51	и даже в	2	4
52	мы можем сказать	1	4
53	на что не	2	4
54	как бы ни	2	4
55	не могут быть	2	4
56	в этом отношении	5	4
57	в той или	5	3
58	тех или иных	1	3
59	самом же деле	3	3
60	прежде всего от	2	3
61	на точку зрения	1	3
62	это конечно не	1	3
63	это вовсе не	1	3
64	но все же	3	3
65	на самом же	3	3
66	даже и не	1	3
67	и не может	2	3
68	того или иного	1	3
69	без этого нет	1	3
70	в чем же	1	3
71	как и в	1	3
72	и в чем	1	3
73	в себе и	2	3
74	но в то	2	3
75	не только в	5	3
76	и в нем	1	3
77	лежит в основе	1	3
78	в вопросе о	1	2
79	некоторые из них	1	2
80	для нас в	1	2
81	которая характерна для	1	2
82	жизни и мира	2	2
83	в собственном смысле	3	2
84	и ни на	3	2
85	далеко не всегда	1	2
86	друг от друга	1	2
87	с полной очевидностью	1	2
88	и пр и	1	2
89	того что не	1	2
90	со всеми ее	1	2
91	друг с другом	2	2
92	прежде всего необходимо	2	2
93	и даже больше	1	2
94	в отношении к	1	2
95	по своему существу	2	2
96	в мифологии и	1	2
97	это не просто	1	2
98	в частности и	1	2
99	но также и	1	2
100	можно говорить о	1	2
101	в последнее время	1	2
102	в сущности и	1	2
103	так как он	1	2
104	мы будем говорить	1	2
105	или хотя бы	1	2
106	на деле же	1	2
107	в разной степени	2	2
108	мы видим что	1	2
109	что с точки	1	2
110	в сущности это	1	2
111	и в особенности	1	2
112	в это время	2	2
113	мы уже сказали	4	2
114	с наукой и	1	2
115	начале и конце	1	2
116	сказать что в	1	2
117	в тех или	1	2
118	но все это	2	2
119	дело в том	2	2
120	это и не	1	2
121	в противоположность этому	1	2
122	и в том	2	2
123	и пр в	1	2
124	и вовсе не	2	2
125	мы сказали что	1	2
126	никогда не может	1	2
127	тело и не	1	1
128	этого нет и	1	1
129	она никогда не	1	1
130	чтобы убедиться в	1	1
131	имеет в виду	1	1
132	это как бы	2	1
133	он еще не	1	1
134	вполне понятно что	2	1
135	точка зрения на	1	1
136	это уже не	3	1
137	но еще и	1	1
138	он как бы	2	1
139	и по его	1	1
140	видеть в нем	2	1
141	в применении к	3	1
142	до известной степени	2	1
143	между тем и	1	1
144	в меру этого	1	1
145	но это и	1	1
146	из этих последних	1	1
147	и во всех	2	1
148	в пределах одной	2	1
149	она и в	1	1
150	о чем мы	2	1
151	и мира но	1	1
152	что мы уже	1	1
153	я имею в	1	1
154	дает в сущности	1	1
155	имеет своим предметом	1	1
156	перестал бы быть	1	1
157	уже вовсе не	1	1
158	и вообще не	1	1
159	и пр но	1	1
160	с ним в	1	1
161	и все это	1	1
162	беда в том	1	1
163	от средневекового и	1	1
164	на государственную и	1	1
165	потому что в	1	1
166	не стремится к	1	1
167	к необходимости создать	1	1
168	до некоторой степени	1	1
169	потока становления и	1	1
170	дополняют друг друга	1	1
171	во многих отношениях	1	1
172	и вообще всей	1	1
173	он дает в	2	1
174	тела как бы	2	1
175	можно судить о	1	1
176	но при этом	1	1
177	то что было	1	1
178	не чем иным	1	1
179	в частности об	1	1
180	бросается в глаза	1	1
181	роль в жизни	1	1
182	нового времени почти	1	1
183	как и всякая	2	1
184	и не вполне	2	1
185	как бы второе	1	1
186	в отличие от	4	1
187	не только на	1	1
188	чем иным как	1	1
189	когда вся жизнь	1	1
190	как мы уже	8	1
191	нужно сказать что	7	1
192	и всякого рода	1	1
193	находит его в	1	1
194	нам еще придется	1	1
195	мифологии и в	1	1
196	не входит в	2	1
197	в этих последних	1	1
198	имею в виду	1	1
199	основе ее лежит	1	1
200	пр и пр	1	1
201	и более общее	1	1
202	глаза на новое	1	1
203	таким образом и	1	1
204	имея в виду	1	1
205	его жизни в	1	1
206	рождение и смерть	1	1
207	то я не	1	1
208	она превращается в	1	1
209	всего того что	2	1
210	в обычной жизни	2	1
211	в одном месте	1	1
212	в дальнейшем нам	2	1
213	в силу того	1	1
214	в одном из	1	1
215	чистом виде но	1	1
216	себе выражения в	1	1
217	он находит его	1	1
218	но прежде всего	3	1
219	что мы называем	1	1
220	с которой они	1	1
221	в какой мере	1	1
222	большей или меньшей	7	1
223	но и в	5	1
224	в том чтобы	1	1
225	одна из основных	1	1
226	в ней и	1	1
227	на первом плане	4	1
228	и без всякого	1	1
229	и до сих	1	1
230	и без четкого	2	1
231	имеем в виду	2	1
232	все более и	1	1
233	как и для	1	1
234	человек как бы	1	1
235	в свое время	5	1
236	что тем самым	1	1
237	такие фигуры как	1	1
238	и потому он	1	1
239	но дело в	1	1
240	может быть отнесена	1	1
241	более и более	1	1
242	а между тем	1	1
243	в себя и	1	1
244	здесь в связи	1	1
245	ступени своего развития	2	1
246	мы вовсе не	2	1
247	мы уже говорили	12	1
248	и еще более	1	1
249	не есть его	1	1
250	совершенно не понимает	1	1
251	из потока становления	1	1
252	в себе какую-то	1	1
253	пределах одной и	1	1
254	включает в себя	3	1
255	как раз в	1	1
256	и этот момент	1	1
257	жизни и смерти	6	1
258	и ничего не	1	1
259	но самое главное	1	1
260	они никогда не	1	1
261	но как раз	1	1
262	так и его	2	1
263	мы имеем в	1	1
264	во всех этих	2	1
265	всей нашей работы	1	1
266	мира и следовательно	1	1
267	в основе ее	1	1
268	главным образом в	1	1
269	в этом случае	1	1
270	именно в том	1	1
271	том что он	1	1
272	в первую очередь	1	1
273	при переходе в	1	1
274	и смерти с	1	1
275	в нем только	3	1
276	никого кто бы	1	1
277	конечно с точки	1	1
278	в сущности только	1	1
279	в виду в	1	1
280	в новое время	4	1
281	вовсе и не	1	1
282	в них как	1	1
283	между тем в	1	1
284	собственном смысле мы	1	1
285	и в литературе	2	1
286	и в них	1	1
287	лежащее в основе	1	1
288	как бы в	1	1
289	в узком и	1	1
290	друг в друга	2	1
291	литература но и	1	1
292	прежде всего в	1	1
293	нет никого кто	1	1
294	но от этого	1	1
295	и в области	1	1
296	в основе своей	2	1
297	но это есть	1	1
298	на короткий срок	1	1
299	это как мы	1	1
