N	2gram	Tiupa_Anal	TeoriaLi
1	в качестве	38	33
2	в мире	14	26
3	не только	30	24
4	и в	30	24
5	в частности	32	23
6	то есть	19	22
7	состоит в	16	22
8	может быть	33	22
9	при этом	20	20
10	в том	36	20
11	в тексте	26	19
12	тогда как	30	18
13	я в	5	18
14	и не	33	17
15	а в	11	15
16	но и	29	14
17	а не	25	14
18	так и	16	14
19	в себе	17	14
20	представляет собой	23	13
21	в рамках	5	13
22	такого рода	6	13
23	внутренней речи	9	13
24	но не	13	13
25	в этом	31	12
26	сводится к	6	12
27	произведение искусства	9	12
28	но в	11	12
29	в его	15	12
30	эстетического отношения	8	12
31	то же	12	12
32	своего рода	12	11
33	художественного текста	12	11
34	литературного произведения	50	11
35	том что	21	11
36	точки зрения	10	11
37	внутреннего зрения	9	11
38	и его	9	11
39	что в	7	10
40	по отношению	10	10
41	объектной организации	9	10
42	как это	5	10
43	лишь в	12	10
44	отношению к	9	10
45	коммуникативного события	15	10
46	в душе	1	9
47	только в	8	9
48	в данном	6	9
49	с другой	7	9
50	художественной культуры	1	9
51	субъектной организации	6	9
52	не сводится	2	9
53	в искусстве	2	9
54	не в	17	9
55	в то	10	9
56	в своей	7	8
57	же время	7	8
58	как бы	15	8
59	присутствия в	4	8
60	всего лишь	11	8
61	по своей	6	8
62	не может	26	8
63	в самом	12	7
64	в принципе	8	7
65	не столько	5	7
66	или иной	8	7
67	особого рода	9	7
68	и т.п	13	7
69	в отличие	8	7
70	в своем	2	7
71	кадров внутреннего	4	7
72	себя в	8	7
73	художественного письма	2	7
74	присутствия я	1	7
75	мы имеем	9	7
76	а также	8	7
77	художественной реальности	22	7
78	отличие от	8	7
79	во второй	3	7
80	отношение к	2	7
81	однако в	4	7
82	место в	3	7
83	в области	4	7
84	в нем	3	7
85	другой стороны	2	6
86	в состав	3	6
87	организации художественного	5	6
88	более или	2	6
89	конечном счете	5	6
90	как и	23	6
91	не менее	5	6
92	приводит к	2	6
93	еще не	5	6
94	в основе	6	6
95	то что	11	6
96	со стороны	5	6
97	художественного впечатления	24	6
98	знаковой системы	1	6
99	уже не	6	6
100	с его	3	6
101	модуса художественности	1	6
102	внутреннего я	6	6
103	в ее	2	6
104	с другими	4	6
105	в конечном	6	6
106	или иначе	2	6
107	между ними	1	6
108	или менее	2	6
109	того или	3	6
110	тем самым	9	6
111	в первой	2	6
112	или иного	3	6
113	кто говорит	1	5
114	художественного творчества	2	5
115	ни в	5	5
116	в виду	2	5
117	так или	1	5
118	и одновременно	4	5
119	не предполагает	2	5
120	как в	3	5
121	в художественном	4	5
122	воспринимающего сознания	5	5
123	можно сказать	6	5
124	не является	3	5
125	того чтобы	3	5
126	для того	4	5
127	литературных произведений	1	5
128	я с	1	5
129	как правило	7	5
130	за пределами	3	5
131	иначе говоря	17	5
132	как к	2	5
133	по преимуществу	4	5
134	данном случае	3	5
135	для него	5	5
136	а и	1	5
137	того что	5	5
138	я есть	2	5
139	в себя	8	5
140	между тем	7	5
141	он не	4	5
142	и тем	4	5
143	высказывания в	4	5
144	в пределах	11	5
145	эмоциональная рефлексия	1	5
146	и о	3	5
147	в ходе	5	5
148	могут быть	12	5
149	художественного произведения	6	5
150	не случайно	11	5
151	искусства в	4	5
152	текст в	3	4
153	без исключения	2	4
154	хх века	1	4
155	в отношении	2	4
156	уединенного сознания	8	4
157	по пути	1	4
158	не следует	6	4
159	и сам	4	4
160	в этих	3	4
161	лирического героя	2	4
162	значении этого	8	4
163	отношения к	4	4
164	что он	3	4
165	творческого акта	1	4
166	художественного восприятия	9	4
167	с позиций	2	4
168	художественного целого	15	4
169	языка в	1	4
170	совпадает с	6	4
171	входит в	1	4
172	в другом	4	4
173	говорить о	3	4
174	отношении к	1	4
175	и т.д	4	4
176	сказать что	2	4
177	в нашем	3	4
178	к тому	12	4
179	этого слова	10	4
180	текста как	2	4
181	во времени	6	4
182	никогда не	4	4
183	искусства но	1	4
184	и того	5	4
185	аналогичным образом	3	4
186	это не	7	4
187	как эстетической	2	4
188	хотя и	4	4
189	факторов художественного	9	4
190	в литературе	4	4
191	слова в	1	4
192	говоря словами	1	4
193	в их	8	4
194	его в	2	4
195	читателя в	3	4
196	эстетический объект	6	4
197	но он	1	4
198	не знает	4	4
199	личностного присутствия	1	4
200	или даже	3	4
201	мира и	1	4
202	по своему	1	4
203	со своей	2	4
204	в воображении	1	4
205	а только	1	4
206	художественности и	1	4
207	знакового материала	3	4
208	креативная компетенция	1	4
209	личности в	4	4
210	произведения искусства	3	4
211	личности и	3	4
212	субъекта и	4	4
213	речи и	2	4
214	в свою	1	4
215	и что	2	4
216	самим собой	3	4
217	далеко не	6	4
218	того же	7	4
219	художественного мира	4	4
220	художественный текст	5	4
221	одного и	2	4
222	силу своей	3	4
223	в силу	4	4
224	с ее	2	4
225	в целом	9	4
226	и ее	1	4
227	ритмического ряда	12	3
228	текста в	18	3
229	и к	5	3
230	к действительности	1	3
231	и составляет	2	3
232	во втором	1	3
233	в таком	5	3
234	системе ценностей	1	3
235	для себя	3	3
236	с этой	2	3
237	литературы как	2	3
238	даже в	5	3
239	была бы	4	3
240	эстетического объекта	11	3
241	говорит и	2	3
242	своем составе	1	3
243	о чем	3	3
244	только не	6	3
245	внутреннего слуха	1	3
246	подобно тому	5	3
247	однако при	3	3
248	я героя	3	3
249	данного текста	2	3
250	если бы	6	3
251	оказывается в	2	3
252	может выступать	3	3
253	между которыми	1	3
254	художественном языке	1	3
255	все эти	3	3
256	а именно	3	3
257	в романе	2	3
258	именно в	6	3
259	по мысли	3	3
260	и адресата	2	3
261	например в	1	3
262	в жизни	1	3
263	общения людей	2	3
264	имеет место	6	3
265	к его	3	3
266	в соответствии	2	3
267	их в	1	3
268	никто не	3	3
269	роль в	3	3
270	коммуникативных стратегий	2	3
271	в итоге	1	3
272	тем не	3	3
273	культуры в	2	3
274	люди но	1	3
275	перед нами	1	3
276	свою очередь	1	3
277	виду не	1	3
278	порядок в	1	3
279	между собой	2	3
280	своей природе	1	3
281	в роли	4	3
282	в противоположность	4	3
283	потому что	3	3
284	духовного общения	1	3
285	одной стороны	6	3
286	художественной целостности	1	3
287	ритмических рядов	11	3
288	между двумя	7	3
289	или иных	3	3
290	направленной на	1	3
291	в одном	3	3
292	вслед за	3	3
293	не обязательно	1	3
294	о литературе	3	3
295	граница личности	1	3
296	искусства слова	1	3
297	имеем в	1	3
298	известной степени	1	3
299	на две	1	3
300	текст как	2	3
301	художественное произведение	5	3
302	во всей	1	3
303	не все	3	3
304	от себя	4	3
305	из этих	2	3
306	и для	3	3
307	в притче	1	3
308	человеческого я	3	3
309	таким образом	5	3
310	и то	4	3
311	своей эстетической	2	3
312	качестве текста	1	3
313	человека к	4	3
314	в эпизоде	5	3
315	художественного высказывания	3	3
316	с одной	7	3
317	том числе	3	3
318	в произведении	7	3
319	авторской позиции	1	3
320	в художественной	1	3
321	и потому	2	3
322	бенвенист ритм	3	3
323	с точки	6	3
324	эстетического созерцания	1	3
325	знаковом материале	1	3
326	как раз	5	3
327	есть в	4	3
328	прежде всего	8	3
329	несет в	1	3
330	смешивать с	1	3
331	иного рода	4	3
332	все прочие	3	3
333	связи с	2	3
334	или в	2	3
335	в организации	2	3
336	одним из	3	3
337	объекта и	3	3
338	в контексте	5	3
339	в равной	4	3
340	как говорит	3	3
341	в связи	2	3
342	и как	6	3
343	с художественной	1	3
344	художественное впечатление	1	3
345	его текст	1	3
346	а всего	1	3
347	в сторону	6	3
348	вовсе не	4	3
349	текст и	2	3
350	той или	8	3
351	во всех	5	3
352	я на	1	3
353	а с	3	3
354	картины мира	2	3
355	классического реализма	1	3
356	ценностного центра	2	3
357	следует смешивать	1	3
358	однако если	1	3
359	тому как	5	3
360	в акте	2	3
361	принадлежит к	1	3
362	с языком	1	3
363	в которой	3	3
364	не будет	3	3
365	не с	8	3
366	нового времени	1	3
367	говоря о	2	3
368	этом смысле	3	3
369	человека с	1	3
370	равной степени	2	3
371	жизни однако	2	3
372	в этой	12	3
373	что можно	1	3
374	одного сознания	2	3
375	и др	1	3
376	человеческой жизни	1	3
377	столь же	7	3
378	являет собой	4	3
379	внутритекстовых дискурсов	2	3
380	литературного текста	1	3
381	и по	2	3
382	слова как	1	3
383	тех или	3	3
384	отнюдь не	22	3
385	в точке	1	3
386	как совокупность	2	3
387	воспринимающее сознание	1	3
388	в культуре	3	3
389	герой не	1	3
390	мира в	2	3
391	в той	8	2
392	о жизни	3	2
393	диалога согласия	2	2
394	ведет к	3	2
395	мире и	2	2
396	обладают не	1	2
397	совокупность факторов	2	2
398	художественная реальность	9	2
399	для всех	1	2
400	однако с	1	2
401	в сочетании	7	2
402	один из	4	2
403	и здесь	1	2
404	с иными	2	2
405	и мира	1	2
406	автором и	2	2
407	и на	10	2
408	легкой руки	2	2
409	способ духовного	1	2
410	если в	3	2
411	всех и	1	2
412	рассказ о	3	2
413	художественно значимым	1	2
414	которая в	3	2
415	и читателем	1	2
416	художественного содержания	1	2
417	в литературной	1	2
418	об искусстве	2	2
419	к числу	1	2
420	для самоактуализации	1	2
421	слуха и	1	2
422	ролевую границу	1	2
423	строго говоря	3	2
424	создает эффект	1	2
425	по слову	1	2
426	на этом	4	2
427	из которых	4	2
428	а затем	3	2
429	и неизбыточность	2	2
430	в году	1	2
431	по себе	6	2
432	не могут	3	2
433	есть высшая	1	2
434	в них	1	2
435	оно не	1	2
436	и даже	10	2
437	а напротив	3	2
438	между автором	1	2
439	этой точки	2	2
440	текста по	1	2
441	эстетической деятельности	4	2
442	способ существования	1	2
443	здесь мы	1	2
444	художественное целое	2	2
