N	4gram	Voloshinov	Formalny
1	в то же время	7	20
2	и не может быть	5	7
3	бы то ни было	11	7
4	и пр и пр	5	7
5	одни и те же	5	5
6	с одной стороны и	1	5
7	в единстве социальной жизни	1	5
8	в связи с этим	3	5
9	все более и более	2	4
10	не может быть и	4	4
11	нет и не может	2	4
12	какого бы то ни	2	3
13	на самом же деле	5	3
14	с точки зрения самого	2	3
15	один и тот же	3	3
16	в том числе и	3	3
17	не может быть понято	1	3
18	но в то же	6	3
19	может быть и речи	4	3
20	отнюдь не следует что	1	3
21	в данной социальной группе	1	3
22	в неразрывной связи с	3	2
23	с этой точки зрения	1	2
24	то ни было идеологического	1	2
25	что же касается до	1	2
26	в самом деле ведь	2	2
27	в свою очередь является	1	2
28	и до настоящего времени	3	2
29	не выходит за пределы	1	2
30	в пределах индивидуального организма	1	2
31	с точки зрения ее	1	2
32	если мы отвлечемся от	2	2
33	одним и тем же	2	2
34	упускается из виду что	1	2
35	не говоря уже о	1	2
36	у нас не было	1	2
37	и с точки зрения	1	2
38	лишь для данного высказывания	1	2
39	какой бы то ни	3	2
40	а в связи с	1	2
41	совершается в неразрывной связи	1	2
42	в их отношении к	1	1
43	и в том что	1	1
44	не может быть уже	1	1
45	в более или менее	1	1
46	но тем не менее	1	1
47	сменяют друг друга не	1	1
48	на самом деле конечно	1	1
49	со всею конкретностью исторического	1	1
50	с нашей точки зрения	1	1
51	условия для того чтобы	1	1
52	сюда относятся прежде всего	1	1
53	в следующей главе глава	1	1
54	и потому в нем	1	1
55	лишь с точки зрения	3	1
56	высказывание в том числе	1	1
57	но более всего они	1	1
58	данной эпохи и данной	1	1
59	не что иное как	1	1
60	и прежде всего в	1	1
61	является не чем иным	1	1
62	во-первых с точки зрения	1	1
63	языка а не в	1	1
64	с той или иной	1	1
65	в широком смысле слова	1	1
66	в неразрывной связи со	1	1
67	одно и то же	3	1
68	обстоит дело и в	1	1
69	глава первая наука об	1	1
70	друг друга во времени	1	1
71	необходимо прежде всего определить	1	1
72	какие бы тонкие и	1	1
73	мы можем сказать что	1	1
74	не с точки зрения	1	1
75	точном смысле этого слова	4	1
76	различия между этими двумя	1	1
77	так же обстоит дело	1	1
78	каких бы то ни	3	1
79	самого начала ясно что	3	1
80	отнюдь не могут быть	1	1
81	одно в высшей степени	1	1
82	в целом ряде существенных	1	1
83	в направлении к этому	1	1
84	отнюдь не сводится к	1	1
85	дело обстоит чрезвычайно плохо	2	1
86	отношении в высшей степени	1	1
87	в жизни и в	1	1
88	что и до настоящего	1	1
89	дело в том что	1	1
90	этом отношении в высшей	1	1
91	не значит конечно что	1	1
92	слова и его значением	1	1
93	в большей или меньшей	1	1
94	между первой и второй	1	1
95	может быть понято и	1	1
96	друг друга не по	1	1
97	не подлежит конечно сомнению	1	1
98	же в таком случае	1	1
99	иначе и быть не	1	1
100	до настоящего времени не	1	1
101	как и все остальные	1	1
102	между собой не связанных	1	1
103	такая абстракция совершенно правомерна	1	1
104	та среда в которой	1	1
105	разобранные нами в предыдущей	1	1
106	потому в нем нет	1	1
107	быть не могло в	1	1
108	ни в какой степени	1	1
109	еще одно в высшей	1	1
110	мы уже говорили что	1	1
111	эпохи и данной социальной	1	1
112	языка не может быть	1	1
113	ни в коем случае	2	1
114	одной и той же	2	1
115	свою очередь является лишь	1	1
116	же обстоит дело и	1	1
117	в точном смысле этого	4	1
118	в собственном смысле слова	2	1
119	и сменяют друг друга	1	1
120	в том что это	1	1
121	субъективного сознания и психики	1	1
122	тем не менее в	1	1
123	нами в предыдущей главе	1	1
124	связаны между собой и	1	1
125	же самое справедливо и	2	1
126	эта проблема может быть	1	1
127	в процессе социального общения	3	1
128	в процессе их взаимодействия	1	1
129	это не значит конечно	1	1
130	бы оно ни было	1	1
131	не чем иным как	1	1
132	как бы ни была	1	1
133	или во всяком случае	1	1
134	идеалистическая философия культуры и	2	1
135	с самого начала ясно	3	1
136	в аналогичном положении находится	1	1
137	в коем случае не	1	1
138	в каждую данную эпоху	1	1
139	одного и того же	9	1
140	науки об идеологиях и	1	1
141	следующей главе глава третья	1	1
142	ни было значительно и	1	1
143	в нашу задачу не	1	1
144	то мы окажемся перед	1	1
145	если же мы возьмем	1	1
146	пр и пр в	1	1
147	с другой стороны и	1	1
148	и быть не могло	1	1
149	как данная единичная вещь	1	1
150	осуществляется только в процессе	1	1
151	так а не иначе	1	1
152	не может быть от	1	1
153	если дело идет о	1	1
154	в этом отношении в	1	1
155	между социально организованными людьми	1	1
156	нашу задачу не входит	1	1
157	наука до сих пор	1	1
158	только в процессе социального	1	1
159	первая наука об идеологиях	1	1
160	может быть от него	1	1
161	или хотя бы только	1	1
162	ни было идеологического явления	1	1
163	и данной социальной группы	1	1
164	смысле этого слова и	1	1
165	в какой степени не	1	1
166	в высшей степени характерна	1	1
167	наука об идеологиях и	1	1
168	то же самое справедливо	2	1
169	и в свою очередь	1	1
