N	3gram	Propp_Isto	Sovremen
1	мы не можем	1	6
2	с точки зрения	1	5
3	в зависимости от	1	4
4	не может быть	4	4
5	мы видели что	6	3
6	что же это	1	3
7	с самого начала	1	3
8	друг с другом	2	2
9	в свою очередь	1	2
10	каждого из них	1	2
11	то же самое	1	2
12	через некоторое время	2	2
13	во всяком случае	2	2
14	тем не менее	6	2
15	еще не может	1	2
16	же это за	1	2
17	может быть и	1	2
18	есть не что	2	1
19	тот же процесс	1	1
20	мы знаем что	8	1
21	в том что	8	1
22	на самом деле	1	1
23	до сих пор	7	1
24	существенно отличается от	1	1
25	и у нас	1	1
26	сами по себе	1	1
27	это или нет	1	1
28	не что иное	6	1
29	часто встречающееся в	2	1
30	в связи с	5	1
31	может быть в	1	1
32	в обоих случаях	1	1
33	и эта сторона	1	1
34	в такой же	1	1
35	но мы уже	1	1
36	между ним и	1	1
37	и могут быть	1	1
38	что иное как	6	1
39	в данном случае	6	1
40	прежде всего мы	1	1
41	но все же	5	1
42	мы уже знаем	3	1
43	равно как и	1	1
44	совершенно так же	4	1
45	и пр но	1	1
46	и прежде всего	1	1
47	и той же	2	1
48	уже знаем что	1	1
49	с одной стороны	2	1
50	одной и той	2	1
51	и становится его	1	1
52	к которому они	1	1
53	но никогда не	1	1
54	это означало бы	1	1
55	в одном случае	5	1
56	мы видим не	1	1
57	так же как	7	1
58	же как у	1	1
59	мы это увидим	2	1
60	она не может	1	1
61	из этих двух	1	1
62	по отношению к	2	1
63	и может быть	1	1
64	но они не	1	1
65	на этот вопрос	1	1
66	он уже не	1	1
67	в этом случае	8	1
68	же самое что	1	1
69	и ничего не	1	1
70	можно было бы	2	1
71	его таким образом	1	1
72	и не может	1	1
73	но тем не	2	1
74	мы видим что	6	1
75	ничего не доказывают	1	1
