N	3gram	Bakhtin_Fr	PoTuStor
1	с точки зрения	5	6
2	на самом деле	4	4
3	по ту сторону	1	4
4	с самого начала	3	4
5	до сих пор	3	3
6	не может быть	4	3
7	в большинстве случаев	5	3
8	в чем не	1	3
9	можно сказать что	4	3
10	ни в чем	1	3
11	но в общем	2	2
12	мы можем сказать	1	2
13	все то что	5	2
14	и с его	1	2
15	в конечном счете	1	2
16	нечего и говорить	1	2
17	так же как	4	2
18	в нем нет	1	2
19	а потому и	1	2
20	о том что	5	2
21	в самом деле	2	2
22	не нуждается в	2	2
23	в его целом	1	2
24	так и в	1	1
25	что в этой	1	1
26	в том что	8	1
27	друг с другом	2	1
28	связанные с ним	1	1
29	нуждается в особом	1	1
30	мы не можем	1	1
31	не что иное	1	1
32	рано или поздно	1	1
33	и та же	1	1
34	что иное как	1	1
35	если мы отвлечемся	1	1
36	дело в том	4	1
37	ни в коем	1	1
38	той или иной	1	1
39	прежде всего к	1	1
40	вместе с тем	2	1
41	как раз того	1	1
42	вводит нас в	1	1
43	и говорить о	1	1
44	мы уже знаем	1	1
45	но вместе с	1	1
46	подобно тому как	2	1
47	как мы сказали	2	1
48	не дает нам	1	1
49	на этом моменте	1	1
50	можно было бы	2	1
51	можем сказать что	1	1
52	чрезвычайно характерно для	1	1
53	тела и с	2	1
54	и таким образом	1	1
55	и прежде всего	4	1
56	характерно для всех	1	1
57	только для того	2	1
58	в данном случае	4	1
59	в этом своем	1	1
60	и в известной	1	1
61	и мы можем	1	1
62	основе их лежит	1	1
63	самых широких кругах	1	1
64	в себя и	1	1
65	в самых широких	1	1
66	конечно никакому сомнению	1	1
67	и в эпоху	4	1
68	самом деле в	1	1
69	же как и	2	1
70	уже знаем что	1	1
71	так как его	1	1
72	со всеми его	2	1
73	и того же	1	1
74	но мы уже	1	1
75	и т.п и	1	1
76	это касается не	1	1
77	одна и та	1	1
78	на первый взгляд	1	1
79	и др но	1	1
80	то же самое	3	1
81	коем случае нельзя	1	1
82	в коем случае	1	1
83	во внешнем мире	1	1
84	для того чтобы	8	1
85	из этих трех	1	1
86	не подлежит конечно	1	1
87	совершенно так же	2	1
88	так как он	1	1
89	а с другой	1	1
90	касается не только	1	1
91	в разных местах	2	1
92	с одной стороны	2	1
93	на первый план	3	1
94	говорили что на	1	1
95	говорить о том	1	1
96	при всей ее	1	1
97	в этом отношении	7	1
98	связи с этим	3	1
99	таким образом и	2	1
100	это и есть	2	1
101	подлежит конечно никакому	1	1
102	во всех областях	1	1
103	сих пор еще	2	1
104	в основе их	1	1
105	находится во власти	1	1
106	конечно не случайно	1	1
107	и связанные с	2	1
108	нужно отметить что	3	1
109	в году в	1	1
110	если бы он	1	1
111	но вернемся к	3	1
112	одного и того	1	1
113	в связи с	5	1
