N	3gram	Losev_Prob	Vvedenie
1	и т д	12	39
2	для того чтобы	9	22
3	в том что	7	15
4	о том что	16	13
5	не может быть	5	10
6	в этом смысле	8	10
7	тем не менее	25	9
8	до сих пор	6	7
9	том что такое	1	6
10	в самом деле	4	6
11	к выводу что	1	6
12	в то же	4	6
13	в этом случае	6	6
14	и т п	1	5
15	в том чтобы	1	5
16	не что иное	5	5
17	что иное как	5	5
18	с другой стороны	7	5
19	во всяком случае	11	5
20	вопрос о том	2	5
21	и в том	1	4
22	по крайней мере	8	4
23	с точки зрения	3	4
24	так или иначе	7	4
25	само по себе	1	4
26	можно было бы	4	4
27	не только в	3	4
28	в данном случае	10	4
29	но все же	1	4
30	с одной стороны	4	4
31	в этом отношении	2	4
32	и в этом	5	4
33	одной стороны и	2	3
34	и тем не	8	3
35	той или иной	5	3
36	вместе с тем	2	3
37	чтобы понять что	1	3
38	заключается в том	2	3
39	в чем же	1	3
40	в собственном смысле	1	3
41	и в самом	2	3
42	можно сказать что	6	3
43	именно в этом	2	3
44	дело в том	3	3
45	но в то	1	3
46	как мы видели	1	3
47	в зависимости от	1	3
48	что такое язык	1	3
49	тех или иных	2	3
50	можно говорить о	2	3
51	и то что	9	3
52	есть не что	5	3
53	с тем что	2	3
54	также и в	2	3
55	то же самое	9	3
56	сама по себе	6	3
57	по этому поводу	5	3
58	что может быть	3	3
59	в известном смысле	1	3
60	то что остается	1	2
61	в этих случаях	3	2
62	или иначе но	1	2
63	как будто бы	4	2
64	и потому что	1	2
65	но вместе с	1	2
66	в значительной мере	2	2
67	дело не с	1	2
68	обратим внимание на	1	2
69	на том что	3	2
70	и со стороны	1	2
71	том или ином	1	2
72	до наших дней	1	2
73	хотя бы и	3	2
74	что же касается	3	2
75	языка и литературы	1	2
76	не могут не	1	2
77	это не только	1	2
78	только в том	4	2
79	и той же	1	2
80	в известной мере	2	2
81	и то же	1	2
82	как мы уже	2	2
83	не говоря уже	6	2
84	сам по себе	7	2
85	в первом из	1	2
86	т д все	1	2
87	а между тем	1	2
88	в конце концов	11	2
89	одно и то	1	2
90	одной и той	1	2
91	точно так же	7	2
92	в том или	1	2
93	что в нем	4	2
94	всяком случае не	1	2
95	что в этом	1	2
96	и того же	2	2
97	вовсе не только	1	2
98	подобно тому как	2	2
99	не могут быть	1	2
100	в связи с	7	2
101	а так как	1	2
102	гораздо ближе к	1	2
103	чтобы можно было	1	2
104	одного и того	2	2
105	всего то что	1	2
106	обратить внимание на	1	2
107	а также и	2	2
108	может быть и	5	2
109	вместе с другими	1	1
110	не просто как	3	1
111	ее можно было	1	1
112	может пониматься как	1	1
113	о котором уже	1	1
114	но ведь это	1	1
115	в той или	1	1
116	внимание на то	2	1
117	возможно только потому	1	1
118	наука о языке	1	1
119	в том же	1	1
120	языке и литературе	1	1
121	что их можно	1	1
122	идет речь о	1	1
123	о котором мы	1	1
124	это может быть	1	1
125	так как обычно	1	1
126	вообще не существует	2	1
127	того чтобы действительно	1	1
128	никак не может	3	1
129	и это есть	1	1
130	тем что в	2	1
131	тот смысл что	1	1
132	и до наших	2	1
133	философии и науки	1	1
134	науки о языке	1	1
135	прийти к выводу	1	1
136	он должен быть	1	1
137	уже и здесь	1	1
138	одним из самых	1	1
139	есть в нем	1	1
140	но и в	3	1
141	от того что	1	1
142	так значило бы	1	1
143	было бы в	1	1
144	вообще и т	1	1
145	все равно не	1	1
146	и в результате	1	1
147	об этом необходимо	1	1
148	мы хорошо знаем	1	1
149	на самом деле	6	1
150	то или иное	2	1
151	в одно целое	2	1
152	в тех областях	1	1
153	случае не есть	1	1
154	определения в этом	1	1
155	много общего с	1	1
156	науки а именно	1	1
157	но уже и	1	1
158	что не только	1	1
159	отчет в том	1	1
160	а именно в	1	1
161	во всех отношениях	1	1
162	это заставляет нас	2	1
163	как один из	1	1
164	в том числе	2	1
165	т д и	4	1
166	которые хотя и	1	1
167	здесь идет речь	2	1
168	не значит что	1	1
169	но если мы	4	1
