N	3gram	Tiupa_Anal	DiskursI
1	в том что	12	28
2	в отличие от	5	26
3	по отношению к	9	17
4	с одной стороны	3	14
5	не может быть	2	12
6	в данном случае	11	12
7	в жанровом отношении	1	10
8	по природе своей	3	10
9	то же время	7	10
10	той или иной	6	10
11	о том что	7	9
12	в то же	7	8
13	состоит в том	2	8
14	в этом отношении	3	8
15	о блудном сыне	12	7
16	как и в	6	7
17	и все же	1	7
18	тогда как в	3	7
19	в конечном счете	5	6
20	так и в	1	6
21	не сводится к	1	6
22	в соответствии с	2	6
23	к тому же	7	6
24	по крайней мере	5	6
25	с точки зрения	2	6
26	быть определена как	1	6
27	может быть определена	1	6
28	в основе своей	2	6
29	и как бы	2	5
30	с другой стороны	7	5
31	в значительной степени	3	5
32	присутствия в мире	5	5
33	в свою очередь	7	5
34	по сути своей	1	5
35	по своей природе	1	5
36	и может быть	1	5
37	в русской литературе	5	5
38	что же касается	1	5
39	дело в том	3	5
40	не только в	5	5
41	подобно тому как	3	5
42	до известной степени	3	4
43	тем не менее	3	4
44	можно сказать что	2	4
45	в силу своей	1	4
46	не в том	1	4
47	одного и того	4	4
48	в полной мере	3	4
49	и прежде всего	2	4
50	а с другой	1	4
51	по сути дела	1	4
52	и того же	4	4
53	не более чем	2	4
54	в свое время	4	4
55	анекдота и притчи	1	4
56	со стороны адресата	2	4
57	в этом случае	1	4
58	однако при этом	2	4
59	тот или иной	3	4
60	свой жизненный путь	1	3
61	в сочетании с	4	3
62	говоря уже о	1	3
63	того или иного	5	3
64	целью и ситуацией	1	3
65	при всей своей	1	3
66	в равной степени	2	3
67	мы имеем дело	4	3
68	по этой причине	1	3
69	то есть в	1	3
70	определяется предметом целью	1	3
71	ивана петровича белкина	9	3
72	в повестях белкина	10	3
73	и ситуацией высказывания	1	3
74	не говоря уже	1	3
75	в одной из	2	3
76	притчи о блудном	3	3
77	в себе не	1	3
78	предметом целью и	1	3
79	во всяком случае	6	3
80	на передний план	1	3
81	как уже говорилось	2	3
82	состоит в придании	1	2
83	картина мира которая	1	2
84	предосудительного памяти ивана	1	2
85	полагая его излишним	1	2
86	что и должно	1	2
87	жанровая форма авторства	1	2
88	коего мы не	1	2
89	суть то что	1	2
90	оно живет в	1	2
91	как к содержанию	2	2
92	в большинстве случаев	1	2
93	как формы целого	1	2
94	свою очередь определяется	1	2
95	неразвернутость характеристик и	1	2
96	белкина в себе	1	2
97	как бы укрупненных	1	2
98	субъекта объекта и	2	2
99	по своему происхождению	2	2
